Hybridization REF	TCGA-AO-A0JI-01A-21R-A056-07
CRYBA1	-1.214
MRPL41	0.227666666666667
NPFFR2	-1.9365
HRH2	-0.9685
SCAMP3	-0.459666666666667
MTMR6	0.792
MTG1	-1.05683333333333
UBTD1	0.11525
CRABP1	-3.143
FLJ33790	1.3407
KIAA1908	-0.0103333333333333
GPR158	-1.52525
PACSIN3	-1.06366666666667
OMD	2.552
CATSPER1	0.5445
HOXB8	-0.64025
FBXO46	0.8695
OAS1	1.48183333333333
SVIL	-0.03225
PHB2	-1.339
ADCY3	0.2235
NDRG2	1.745
ERMAP	0.2533
APBA2	-1.0585
IGSF9	0.646
WNT6	-0.739214285714286
MYCBPAP	2.94625
ATP2B2	0.146222222222222
CPVL	-0.8973
TRAM2	-0.765916666666667
NOP5/NOP58	-0.7495
ZNRF4	0.25425
TLK1	0.081
MTMR12	0.0420714285714286
ZNF384	-0.552833333333333
FAM9B	-2.6175
RPN1	0.2572
PMVK	0.5785
EIF3D	0.5965
SIX2	-1.2825
HPS1	-1.32707142857143
RNF7	1.7785
PSKH2	0.448
KCTD13	-0.172
CSMD3	2.8973
FBF1	-0.783
IL8	-5.01828571428571
SERPINB13	0.85525
FBXL20	0.16275
BLR1	0.4195
SH2B1	-1.57366666666667
RFNG	-1.63575
RAB20	-0.00566666666666667
RBM7	-0.64575
POLR1A	-1.04
TMPRSS4	-0.744
TAF9	0.3185
TERF2	-1.01566666666667
TNFRSF1A	-0.820583333333333
ACADVL	-1.52866666666667
GTF2H5	0.812
EDG8	-0.666833333333333
C9orf140	-2.522
UST6	-0.0475
ZBTB8OS	-0.2335
ZNF710	-0.965
GPR174	-0.5055
ATP6V0A2	-0.54375
KIAA0319L	-0.142166666666666
XKRX	-0.668
DOPEY2	0.6032
SDHD	0.38175
SUMF1	2.0685
OSM	0.4395
OPN3	-1.855
DAGLB	-1.3815
PPFIBP1	-1.8772
TRIM63	2.4605
C10orf53	0.5265
LYPD3	-0.927
BCL7A	-0.039625
AGER	-1.13333333333333
TCF19	-1.093625
SAT2	1.539
PFTK1	0.427833333333333
GABRE	-3.21375
C15orf38	-0.8714
FIS1	0.623
KCNV2	0.10875
CLPS	-1.01533333333333
PPCDC	-1.14657142857143
FOXN2	-0.404
NT5E	-3.5139
CD83	0.26875
IL18	0.461875
VPS16	-0.36475
IGFBP2	-1.50883333333333
NOTCH2	-0.19325
SIGLEC1	1.20771428571429
CD93	4.447
SULF2	0.021
CEP164	-1.412875
P53AIP1	-0.0396666666666666
TOR2A	-0.119333333333333
ZNF136	0.40825
MGP	3.2057
CCDC144A	-0.707
TRPC1	0.0558333333333333
SMS	-0.187833333333333
MAPK7	-1.18483333333333
RRAGC	0.0625
PARD6A	0.465166666666667
NUB1	0.429666666666667
SYNGR4	0.000249999999999986
OR11H12	-1.237
WIF1	0.773625
GCH1	2.21975
OR11H4	0.345
SLC44A5	-0.6455
GPRIN2	-0.9092
LOC401431	0.1655
CPA4	-2.4957
MELK	-1.58522222222222
IL15RA	-0.656
CUL3	0.3125
HMBOX1	0.48025
PODXL	-1.901
CCT6B	3.15183333333333
COMTD1	0.5845
MUC20	-0.546
GPX2	-3.03675
ITK	-0.358
FBXL5	2.27225
C13orf27	-1.8155
DEFA5	-0.59
TRHDE	-0.3455
MTP18	-0.3895
UQCRQ	0.3622
ITGB2	-0.406363636363636
CSRP2BP	1.9745
TAS2R44	-0.842
PHPT1	0.770625
FAM44C	0.56175
ERH	0.5605
MPHOSPH1	-1.157
MORC1	-0.6015
PARVB	-0.58525
LAMA1	-2.954
PGBD3	0.78575
GIMAP6	3.7005
AREG	-2.04333333333333
LIPT1	1.268
MGC99813	-1.28625
C1orf201	-1.07083333333333
GRIN2A	-0.228142857142857
MAN2C1	-1.7755
NSUN5	-1.5385
SF3B5	-0.18375
MYC	-0.1355625
NRXN1	-0.222636363636364
ZNF18	0.9545
SPDYA	-0.136
SLC37A1	0.6045
DECR2	-0.53675
ANKRD38	-0.435428571428571
SPTLC3	-0.797166666666667
SUPT16H	-0.096875
DTWD2	1.1435
ULBP1	0.1505
ZADH1	2.75833333333333
OIP5	-1.9225
IL10RB	-0.270833333333333
OTUB2	-0.46325
VWA3A	-0.465166666666667
SPIC	-0.322666666666667
OR6C4	0.566
PSCD4	0.303833333333333
DPY19L2P2	-1.461
TRAPPC6A	1.0095
C21orf2	-1.26333333333333
CEMP1	-0.447
LIN7B	0.718
E2F7	-2.84283333333333
VCP	-0.1473125
LAMA3	1.79545454545455
BGN	0.414
GPR160	3.18433333333333
COCH	-4.3516
GPR81	0.337333333333333
APOBEC3F	-2.85466666666667
tcag7.1017	-0.7795
C1orf32	-0.1215
SCGB1D2	6.682
FLJ43987	0.703
C6orf170	-0.185
KLK9	0.141
GPD1L	1.443125
VPS37B	-0.5695
ATG3	-0.320833333333333
ADAMTS17	-0.6235
KLHDC2	1.00266666666667
NDUFV2	0.787
BLK	-2.09425
MATN4	-1.3305
GPM6A	0.282428571428571
GBP4	2.17183333333333
TMEM162	0.200666666666667
PKP2	1.0805
HRASLS	1.49011111111111
MMP1	-4.30475
SFXN3	-0.445
FSD1	-2.24416666666667
ST6GALNAC3	-1.068
CA12	3.2588
NCOA6	1.04425
C19orf58	-0.0789
PPP4R1	-0.439833333333333
MAN1A2	-0.1096
IKBKAP	-0.314
UPF1	-0.230333333333333
KIAA1219	1.42225
WNT16	0.4605
SNW1	0.35525
IL18RAP	1.27625
RPP30	-0.099375
CDC40	-0.0725
SETD3	0.334166666666667
SLAMF6	0.4465
ELK4	-1.335
TRIM47	-1.914
ACOX3	1.013375
TRIM6	-0.77775
KIAA0372	0.481
TP53AP1	1.768875
SMURF2	-0.93175
ADAD1	0.177
EBP	-0.7367
KRTAP13-2	-0.259
FLJ36874	-1.2265
TOR1A	0.140166666666667
P2RY4	-0.092
GPBP1	0.68925
TRPV1	0.06925
ADAMTS12	-0.7688
PES1	-0.9762
ATG4A	0.923833333333333
MAGEA10	-3.37625
WFS1	1.463
CC2D1B	-1.2
PABPN1	-0.398
SLC25A30	0.53475
SLCO1C1	0.169833333333333
SLC22A5	2.47425
KIF23	-1.59916666666667
SYN2	-0.349166666666667
ASPN	7.319
CENTG2	-0.49975
QSOX2	-1.5075
FLJ10815	-1.08833333333333
STK24	-0.5428125
SPEG	-0.3812
STK10	-0.4585
DACT2	-2.632
AAAS	-1.1055
SSX3	-2.42371428571429
ABCD3	2.0749
C4orf12	1.463
PARVG	-0.505666666666667
FIG4	-0.1555
C9orf46	3.271
TMCO6	-0.4935
IGHMBP2	-1.11375
DUS2L	-1.00783333333333
FAM3C	1.11025
TMEM16D	-1.717
DCTN4	0.9625
KCNH3	-0.18275
EIF2AK2	0.51525
AP1S3	-0.84475
CST4	0.322
PAM	-1.2256875
NUTF2	-0.96425
CITED2	2.0071
SLC39A4	-1.33
C2orf52	-0.228
GRM3	-0.00225000000000001
C12orf49	0.37125
CCDC49	-0.813
GRAMD1B	-2.72742857142857
FNDC4	-1.55725
SIAH2	1.7745
GDPD4	0.313
C21orf87	2.09075
ATP5A1	0.2945
C16orf63	-0.360125
LOC388135	0.786
ATP5J2	-0.3795
MMP3	-3.131
EMID2	-0.53425
CRHR1	-0.05375
WDR70	0.407
C13orf31	-0.14225
ZFAND1	1.33375
CCL18	3.26683333333333
C3orf49	null
RINT1	0.0335
KIAA0408	-2.352
F13A1	3.1914
SLC10A1	-0.0421666666666666
OGN	2.30425
GIPC2	-0.6645
XPO6	-0.987333333333333
LCE1A	-0.3215
FMR1	0.2309
LOC374920	0.94525
DUSP3	-0.5295
ANKMY1	-0.99675
C7orf50	-1.41825
BBS9	0.2918
UNC119B	-0.292428571428571
C9orf72	1.39575
MGC35440	-1.083
ENTPD6	0.331
PPP1R2P9	0.585
ERCC4	-0.6415
FAHD2B	0.196
HMHA1	-1.6085
HACL1	0.75025
RAD23A	-1.63083333333333
FAM83B	-3.63775
PPP5C	-1.75483333333333
RNASEH2C	0.544125
C9orf153	-0.3885
SCAMP4	0.509375
GHITM	1.4159
NDUFB7	0.084
ADCYAP1	4.41583333333333
SP110	0.781833333333333
MAP3K7IP2	0.59925
DHH	0.3245
AGRN	-1.083
WDR33	-0.689833333333333
CEP290	0.324333333333333
PRPS1L1	-1.76833333333333
KLRA1	-0.513
GPR97	-1.1645
CHD7	-2.57983333333333
TLR10	1.0375
SLC30A8	4.7745
HIC1	-0.541
IAPP	0.6125
RXFP4	0.26875
GP1BB	0.38975
SHQ1	0.083
NKX2-3	0.5515
API5	0.12825
FTHP1	1.1715
MOV10L1	1.73333333333333
TRIM6-TRIM34	2.26516666666667
ADHFE1	0.6385
FAM117A	-0.44425
DDI1	0.9622
CDON	1.59233333333333
TRIM73	0.4565
IGKC	3.208
MMP14	-2.59233333333333
DYNC1LI1	1.33125
C11orf66	-0.024
TRBV3-1	0.18225
FASTKD5	0.62
BIVM	-1.20025
LHX4	0.295333333333333
CXCL2	-1.3296
RAB2B	-0.460833333333333
IZUMO1	-0.5835
MAP3K15	-1.163125
FAM19A2	0.206166666666667
ZC3H8	0.6865
ZMAT1	2.12575
SPINK5L3	-1.358
SLC10A6	1.291
APPL2	0.58025
CARD10	0.100833333333333
LOC402176	-0.341625
EEF1D	0.6973
RAB6A	0.4031
C12orf5	-0.75675
PAPOLG	0.57675
MSRB2	1.36775
BCR	-0.392722222222222
PUS3	0.304
TIAM2	-0.58025
ZNF317	0.160333333333333
CHD2	-0.107916666666667
FZD5	-2.0415
NUDT8	-2.417
ZNF763	-1.9775
PRC1	-0.949111111111111
ABCB9	-0.319
SPATA3	0.71125
TRAK2	1.222875
STAB1	1.383375
LRRTM2	0.307833333333333
psiTPTE22	-0.46625
DBI	0.56925
SERPINA11	-2.958
NAT5	1.76375
C20orf58	-1.619
RPS6KA4	-1.1735
FLJ90650	-0.75025
TGFBRAP1	-0.4725
CHRDL2	1.009
FAHD2A	-0.219833333333333
CNTN1	0.13275
BBS4	0.6568
TMEM181	1.12825
MINPP1	0.9505
MPHOSPH6	-0.256666666666667
HOXC10	-1.373
ITPKB	-1.042125
CLPTM1L	0.215125
MEOX2	0.6655
ATP6V0C	-0.250375
PRPF8	-0.913333333333333
TMC5	0.6715
FKBP3	0.313
PLEKHB2	-0.9195
OR4D6	0.703
ZNF544	-0.3704
D2HGDH	-1.86125
RPL18A	-0.446
HEL308	0.385
MPP6	-2.641
TCERG1	-1.25375
KRT16	-1.3665
KLF17	-0.39
KLF5	-1.04725
CDR1	2.6355
VCX3A	-4.7265
FBLN2	0.10175
C14orf104	0.49875
HBE1	-4.6884
OR4S2	1.217
C1orf108	-1.94516666666667
ROBO4	2.87283333333333
CPEB4	1.743375
C11orf80	-1.77083333333333
BCKDHA	-0.326666666666667
MYOC	2.53775
GIF	0.41
CKMT1A	1.155
RPL3	0.8236
THBS1	4.247875
APOO	0.42225
ARMCX1	2.29775
HSZFP36	0.24275
SNAPC5	0.26725
EIF4ENIF1	1.63925
ZNF433	0.2365
TNFRSF21	-1.263125
TMPRSS7	-1.993
SPATA18	-0.0849
HPDL	-3.4575
MKL2	2.2648
TBX3	2.15123076923077
C21orf93	-0.1014
DAXX	-1.175
ELMO1	-0.64425
RGS13	5.93333333333333
TAF11	0.546
UNC13A	-1.62733333333333
LOC653314	-0.337
ORC3L	-0.812
IMAA	-2.84
TARBP2	-1.17775
CABIN1	-0.8968
TRIOBP	-0.428875
HIST1H2AC	3.309
RGS22	2.463
NCOA1	1.818
IL25	0.6505
SNCG	2.508
GPR6	1.292
AMDHD1	3.0485
CHEK2	-0.629
C6orf142	-0.87225
DRD4	-0.7055
C14orf68	-0.424
GDF11	-2.0785
SEMG2	0.56
CD247	-0.90825
CDAN1	0.0115
RBMX2	-0.00833333333333334
TGS1	-0.33925
OIT3	-0.0485
SYF2	0.37175
MCM4	-2.545375
PKHD1L1	0.342875
CEP192	0.01
IFT88	1.4435
RPL9	1.23671428571429
RAB32	-0.078125
DDX43	-1.79825
P2RX2	0.039
OR5D18	0.302
UBE1	-1.23025
SLC24A1	2.38775
ARHGAP5	0.54375
CETP	-0.386
KIAA1731	-0.4575
SLC9A4	-0.0175
PTPN6	0.4465
BAHD1	-0.179
GRIK3	1.042
CACNB2	-0.7177
PDE10A	-0.6145
DGCR14	-0.94125
PCDHB9	-1.015
RHOQ	0.468666666666667
MAP3K4	-0.98025
KTI12	-0.719
RPL23AP13	-1.30625
GNG11	-0.87775
CLCN3	1.60266666666667
GPAM	-0.618375
VSTM2A	6.2735
SLAMF7	1.78266666666667
INTS2	-0.13275
PPP2CA	0.9709
LRP12	1.43426666666667
SEC14L2	1.94688888888889
DKFZP586H2123	1.981
MC3R	0.532
CIRH1A	-2.225
HIST1H2AB	2.7665
POLH	-1.52342857142857
MGC16703	-1.4858
SNAPC2	-0.395
FILIP1L	0.30175
RASGRP4	-0.8065
LRRC1	2.697
GAS1	-0.153
PRAC	-0.480333333333333
DGKA	-2.28783333333333
NT5C3	0.11625
PEG3	-0.352583333333333
NADK	-1.8865
PRR17	2.865
LOC374569	0.10075
SGSH	-0.927333333333333
NLRP8	2.431
GALT	0.361
MCF2	-0.1205
ZNF263	-0.23
TACSTD1	2.14233333333333
TYR	-6.25555555555556
ATP6AP2	0.9805
RNUXA	0.5185
ABHD10	1.33277777777778
GDPD2	-1.84866666666667
SLC35C1	-0.64375
UBE2A	0.779875
HERC5	1.50733333333333
FAM112B	-4.1396
FBXL16	1.9045
DKFZP434A0131	-0.48525
ELA3A	-2.919
RBM41	0.3505
HAO2	0.25525
RNH1	-1.109375
SHANK2	2.3335
OSBP2	-0.89375
DAK	-0.657333333333333
C3orf58	1.7405
TCL1B	0.4035
KBTBD2	-0.23525
SUGT1L1	0.25
UBE2E2	1.796
MYL9	1.4405
CDC23	-0.0476666666666667
PBXIP1	0.3667
CXorf40B	0.6575
NBL1	-0.588
RTBDN	0.491
RAB11FIP5	0.010625
TTTY13	-2.791
SCOTIN	-0.04525
SOHLH1	-1.34325
CDKN1A	-0.0411428571428571
NCK1	0.4005
ZNF550	0.5245
SAPS3	1.04575
SPIN3	1.11816666666667
MAGEE2	-0.68575
MIS12	0.524833333333333
OR8H2	0.47
KIAA0774	-0.8922
UNC5D	-1.275
CUL7	-0.423833333333333
LIPC	-3.17733333333333
DIO1	0.78875
C20orf11	0.948
CTRL	-1.8105
HS3ST2	0.83725
PAK4	-0.282333333333333
CCRL1	1.90625
RNF10	-0.37475
ZNF567	0.73125
ZNF660	-0.3955
TCEAL3	4.4535
MAGOH	0.721666666666667
CENPB	-0.333166666666667
C19orf7	1.19825
LOC388965	1.24425
ZCCHC13	0.8
JMJD1A	-0.1299
HIST1H4H	2.5
TBRG1	-0.3773
GPC3	-4.53525
TAF1C	-1.310875
EBNA1BP2	-1.03066666666667
CIAPIN1	-1.33275
PDGFRA	-1.23938888888889
CSTB	-0.44375
CENPI	-1.0335
GTF2E2	-0.231
RPP21	-0.45775
CCNF	-1.216
KCNQ3	-0.0645
FAM79A	-0.133
SLC22A12	0.894
NOVA1	3.42333333333333
FZD3	1.0683
AKAP8	0.06525
SOCS5	0.54225
CFDP1	-0.608
DLG5	1.06725
PGM5	0.478272727272727
C1orf144	-0.42875
HDAC10	-1.46
RND2	-1.8395
C20orf199	0.02075
RNMT	-0.29375
SLURP1	-0.260125
ASTN1	0.081375
SH3BGR	2.52975
MYCL1	-0.667
ZHX1	0.509333333333333
CENPK	-2.088
FOSB	1.1166
LOC643406	-0.04925
C2orf59	-2.12875
TMEM135	1.00328571428571
SLC27A2	2.14475
KRT33A	0.7085
OVOL1	0.8915
PAMCI	0.8945
S100A7	-2.7545
ZNF789	-1.198
HARS2	-0.04225
RPL23A	0.074
TCF23	0.266
UPF3B	-1.474625
C17orf78	-0.0245
HLA-DOB	1.31325
C14orf142	1.40633333333333
TEKT5	0.655333333333333
DMWD	0.0585
POLD1	-2.15516666666667
GSCL	0.608
CALD1	-1.2507
SCRT1	-1.1344
AIG1	2.72275
UNC84B	-1.9685
ZNF404	1.29725
TMED6	-2.66266666666667
KIAA1462	-0.5235
LRRC27	1.6836
PYGO1	1.254
PIGU	0.686166666666667
ALAS2	-3.11666666666667
WRNIP1	0.163875
CNNM3	-0.366
ZNF2	0.3625
ST3GAL5	-1.93225
MRPL23	-0.116
TSSK6	0.558666666666667
PSMA6	0.3355
C16orf70	-1.34775
KIAA1602	-0.879
ALMS1	0.594833333333333
DCN	2.35075
TMEM132D	-1.403
SUCLG2	1.13625
ABHD14A	-0.04775
DEXI	0.0865
AMPD2	-1.929
IFNAR2	-1.043
CYB5A	2.7869
TLOC1	1.00975
NXF5	-0.598333333333333
NRBF2	0.03475
KCTD3	2.17275
ITGAE	0.795833333333333
SLC30A3	-1.4345
ZRF1	-0.7025
IFRD2	-0.558125
XAB1	0.362
PYCR2	-1.05466666666667
SERPINB3	-4.8255
TMLHE	1.0791
GEFT	-0.809
ABCA5	0.85725
EMR4	0.2476
TSFM	0.281
HIST3H2BB	1.8905
ARHGEF19	-0.66375
TSPAN17	-0.881
ABCC8	1.04275
MAP1S	-0.858166666666667
C22orf36	0.364
BNC2	-1.38585714285714
HIST1H4A	-1.66466666666667
NDUFS3	0.480833333333333
WDR3	-0.8335
XKR4	-0.289
TTC33	1.22814285714286
STMN2	2.426
CPN2	-2.03383333333333
HSPC105	-1.42225
PCOLCE2	-3.07275
C3orf55	0.019
KLHDC9	3.723
TBC1D23	0.33525
ATXN2L	-1.79775
MAP2K3	-1.0875
SCAP	-0.33825
ZNF486	-1.1635
C20orf96	-0.03275
NARS	0.019
ADAMTSL1	-1.21184615384615
PRCC	-0.265333333333333
CCDC126	3.83275
ZNF675	-0.37975
CALCOCO1	0.349
ANKRD43	3.92025
CWF19L2	1.24333333333333
ZBTB32	1.5325
BRAF	1.53525
ODF4	0.5735
MGC14376	-0.673166666666667
HORMAD1	-1.73866666666667
AAK1	-0.00427272727272724
PEBP1	1.85391666666667
TNFSF5IP1	0.603666666666667
DKFZp564N2472	-0.012
RMND1	1.50075
IGKV1-5	4.3365
COL1A2	0.582166666666667
SERPINA5	1.75625
AANAT	0.4205
C19orf21	-0.575833333333333
GEMIN5	-0.408
UBR4	-0.887333333333333
LTBP3	-0.0296666666666667
AMHR2	-0.0253333333333333
PROCR	-0.68975
MYBBP1A	-1.5145
C20orf39	-2.6764
ZNF697	-0.77975
PASK	-1.4656
ZNF776	0.256166666666667
RFXDC2	-0.188428571428571
KIAA0467	-1.08075
C10orf96	-0.24875
ZNF503	-1.35025
GULP1	-1.05025
KCNE4	4.11233333333333
DKFZp434K191	-1.520125
LOC196913	-1.2725
BHLHB4	0.1855
CH25H	-0.067
LOC81691	-0.825333333333333
ALPL	-0.0209285714285715
COL12A1	-0.031375
FOLR3	-2.50983333333333
GPR123	0.179166666666667
TRIM62	-0.653285714285714
ABLIM1	0.799666666666667
MAST3	-1.7805
RHBDD1	-0.3665
LOC338809	-0.086
RYBP	-0.15425
TTC26	0.63775
ZNF22	1.28016666666667
ISCA2	0.612
RDM1	-0.12325
PIGM	1.6645
GNB3	-0.532
ACTR2	0.4464
HMGB1	0.1574
EDG1	2.97
SOAT2	-2.7895
OR10AD1	0.352
RAP1GDS1	3.39925
LCE1F	0.1435
ESM1	-1.078625
RCN3	-0.6125
CREBL1	-0.4315
DBNL	-1.84533333333333
PTGER3	1.282125
USP30	0.193666666666667
BCL2L12	-1.8798
KIF26B	0.297
ZNF416	0.7575
ZNF225	-0.1355
C17orf70	-0.89475
ZNF554	0.88975
RAE1	-0.137166666666667
TNIK	0.912333333333333
ACTN3	-2.882
MGC45922	0.1325
CCNA1	-0.848666666666667
RYK	0.527
IL26	-0.843
LRP3	0.503166666666667
QARS	-1.333
SOX7	-0.131538461538462
BID	0.00824999999999996
OR2S2	0.321
CXCL14	4.266
C11orf47	-2.3495
MGC29891	0.839166666666667
HSPB8	1.3841
PRDM14	-1.3035
NUFIP2	0.73975
MNAT1	1.393
ZDHHC2	2.04433333333333
MBNL2	-0.505
ADD3	-1.247125
CSNK2A1P	-0.15675
KLK6	-1.287
TMEM111	1.1321
KIAA1279	1.456
NUBP2	-0.699833333333333
RAB42	-3.1015
ID3	-0.8742
TM9SF1	-0.09525
MDP-1	1.81475
POU4F2	-0.122
IQCK	0.864
C16orf14	-1.08625
CAPN3	-1.39385714285714
FAM43B	0.5635
RECQL	-0.4065
AP1G1	-0.132571428571429
CTNNBL1	0.3355
ECHDC1	-0.132
SMARCC1	-0.5783
FOXQ1	-2.643375
GNAI3	0.0903333333333333
POLG2	-1.4655
CD4	0.151125
ITLN1	-2.03833333333333
EBI2	3.658
IRF1	-1.56975
PTPRE	1.3087
PTK2B	-1.47275
NXNL2	-3.251
SOX4	-0.1565
TSPAN3	2.02933333333333
SH2D1A	-2.28733333333333
C8orf58	-0.575666666666667
USP20	-2.049
DUSP22	-0.584166666666667
CALB1	-1.9336
L3MBTL2	-0.522
MCRS1	-1.3595
TMEM118	-0.112666666666667
C18orf8	0.966666666666667
FLJ10241	-0.069375
GJA12	0.6965
PKD1	-1.09666666666667
ZFP3	0.5195
JAM3	0.473625
LAPTM4A	2.2728
DIRC2	2.036
KIAA2022	3.89633333333333
MYOM1	1.286
TRPM8	-2.35516666666667
MOP-1	-0.694
PHKG2	-1.277375
ZNF650	0.468875
KIAA1522	0.61925
PSG8	-1.244
DDX19B	-1.0095
MOBKL1B	0.8815
DIAPH2	-0.430666666666667
PTPN12	0.293
CLN8	-0.8633
CRYZL1	0.764
CRY2	0.617416666666667
FCGR2B	2.17333333333333
PNPLA4	3.086375
ZNF454	-0.729
DKFZp434B1231	-0.11975
CLDN11	0.0726
RFWD2	0.202333333333333
CIB2	-1.67116666666667
MXRA8	2.01275
HRK	-1.583125
MAML2	-0.76575
C4orf31	-0.75075
C6orf192	-0.44575
COG6	0.1585
FAM5B	2.9625
NFATC1	0.8777
SEPT10	0.776
SCYL1	-1.3176
RPP40	-0.344
SCOC	1.8606
KIAA1450	1.19075
CTDSPL2	0.75525
TBX5	0.9416
NAPG	0.363375
RHD	-5.2415
C14orf45	4.0595
ZBTB22	0.972
PLCG1	-1.8805
ANKRD10	-1.119625
AQP7P2	-0.01725
TAGLN2	-2.2915
HTR2C	-1.2385
SLC16A7	-1.794
C17orf83	0.675333333333333
TSGA14	0.632583333333333
MDH1	0.13175
PPP3R2	0.0593333333333333
DCBLD2	-2.11192857142857
RBM33	0.26
DPH3	-0.811
SYT10	-1.5525
FMO4	0.728125
THYN1	-0.0225
DRD5	-1.062
OTOR	1.113
PGRMC2	1.694
KATNAL1	-1.272125
PAQR6	-1.54425
UBE2I	-0.69775
C14orf28	1.26325
C8orf70	0.84025
FLYWCH1	-1.44175
ANGPTL3	-1.0525
GLRX2	-0.109333333333333
ATP11A	-0.752461538461539
ARL5B	0.727625
MUC16	-2.487
SLC25A5	-0.151428571428571
ACRC	-1.5015
MYO1C	-0.818125
FAM89B	0.695666666666667
FAS	-0.709625
KIFAP3	1.49675
GLRA2	0.6645
BTN3A2	-0.747
CNKSR3	-0.87875
CSTF3	-0.167166666666667
ARPM1	0.9525
KIAA1530	-0.1385
C9orf150	3.28083333333333
PRKCI	-0.1775
tcag7.1015	-1.4045
SOD3	-0.83725
ZNF574	0.1385
CYP21A2	-0.40975
RPL12	-0.23675
COMMD2	-0.14175
WIZ	1.017
LOC344405	0.99175
ALDH4A1	-0.290117647058823
CRYAB	1.577
COPA	0.3338
PCDHGA7	-0.346166666666667
KIF11	-0.670833333333333
RASD2	-0.692142857142857
SLC26A3	3.711
ZNF175	-0.7545
JAKMIP2	-1.747875
C8orf4	1.37133333333333
PTHLH	-0.48475
SLC40A1	1.146
OR7D4	0.6245
PCDHB17	-0.648
CD36	2.63057142857143
C6orf203	1.1239
PRKG2	0.5365
LOC400566	1.6515
ANAPC13	1.057
SLCO3A1	-0.04825
ZNF692	-2.2725
FANCL	-0.382
SH3GLB1	0.186
C12orf61	1.1105
KBTBD6	-0.62975
SUPT5H	-0.804625
XRCC6	0.8806
HUS1B	-1.3092
FAM133B	0.399214285714286
LOC728276	1.168
KCTD18	1.08775
SOS2	1.7695
CCDC99	-1.57925
C1QTNF5	1.6115
NNAT	-0.597333333333333
USP16	1.18075
LARS	-0.197125
ZBTB2	0.592625
ABO	0.542833333333333
TRAF3	0.22175
GALNT5	-3.709
NAP5	-0.40875
ALG14	1.33733333333333
KIAA0515	-0.400961538461538
WDR75	-1.30116666666667
TEX261	0.0720833333333334
LY86	0.23125
LOC389072	-3.251
FLJ13611	0.88075
MRGPRX2	-0.102
SNRPA	-1.65475
OR2G2	0.926
GPRASP2	1.601
C7orf42	0.4924
C9orf163	-0.3545
CYP11B2	4.2165
FCRL3	0.881666666666667
PRDX1	-0.60675
FGB	-5.67466666666667
COX17	1.177
C16orf33	-0.089
PIWIL1	0.1894
FOLR1	-3.091
KIAA0082	-0.6675
FREQ	-0.987666666666667
TMCC2	-1.52433333333333
TCF12	-0.0855833333333333
ZNF721	0.414
FAM130A2	-0.333666666666667
POU4F1	-1.58375
SNRPF	-0.551125
SGIP1	-0.1505
ZNF641	0.435
EMG1	1.092625
PRRG4	1.0015
HIRA	-3.38175
MYNN	1.03683333333333
AEBP2	-0.071
TBXA2R	0.378333333333333
ISL2	-1.6115
PCDHB11	-1.4035
RNF144A	-1.097625
MARCH5	1.106
DULLARD	-0.823666666666667
DCLRE1B	-0.642333333333333
ITGA8	-0.6985
TP73	-1.27525
PRKCD	1.1175
NDUFB4	0.922
ATP13A4	0.3835
ANTXR2	-0.383666666666667
COL4A3	-1.4712
MYO10	-2.6395
SLC6A18	0.74775
PEX1	1.7925
TMEM74	-0.9102
RBM19	-0.686
TAPBP	0.40655
RUNX1	-0.583
MID1	-2.20875
GPR64	-0.221166666666667
RASEF	5.2995
GABRG1	0.833833333333333
MYO16	-1.75066666666667
DBF4	-1.774
TSHZ2	1.00225
RIPK2	1.0125
PPTC7	-0.3595
KIF4B	-0.9625
LRRC31	0.491714285714286
ZNF540	0.57925
EFNB3	-0.1195
LOH12CR1	0.74575
STON2	-0.188166666666667
GLP1R	-0.00774999999999998
CSTF2T	0.842375
IREB2	-0.513285714285714
GRSF1	0.39
PDCD7	-0.9405
LRRC43	-0.91
CNR1	3.08533333333333
IL1F7	1.8605
C12orf64	2.96125
FAM69B	-0.25
NR2E1	-1.96633333333333
MS4A6A	1.898
FTL	-2.0848
C7orf36	1.40275
PCLO	1.5955
DYRK2	-0.152333333333333
ARIH2	-0.105875
SAMD7	-0.3975
SCNN1D	-0.91
SLC32A1	-0.72675
C22orf25	-1.1215
MRPS18A	0.2365
GPR112	1.1295
EARS2	-0.0385
ERN2	0.361
ATPBD3	-0.404
PRH2	-0.899
CDKN2D	0.319166666666667
PGLYRP2	1.386
TRIM40	0.822666666666667
SEC14L3	0.492166666666667
SLC22A1	-0.666
BTN2A3	-1.034
RASA4	-0.208
CCNL2	-1.84666666666667
MYBPC3	-0.271
GJA4	2.25625
CDC42SE1	0.2315
TRPV2	-1.3205
MYPN	-3.00122222222222
SIM1	0.385
CDADC1	0.69225
ZFHX4	-1.48325
NIBP	1.2575
ADAMTS19	0.94625
ABTB2	-1.8105
TSPYL2	-1.502375
EIF2S3	-0.4335
SOX30	0.291333333333333
AP2A1	-1.09566666666667
DKFZP564O0523	0.329666666666667
LOC285398	0.08975
CDH18	-4.12575
CHL1	1.03375
GATS	-0.2127
TBC1D2B	-0.226
OR1J1	0.875
GSN	-0.2565
DPCR1	-0.0197142857142857
GARNL4	-1.01133333333333
SMARCA5	-0.3175
PLEKHG3	0.704166666666667
ZBTB45	0.9195
FRMD6	-1.24283333333333
PLS1	1.28466666666667
DGKZ	-1.02983333333333
EFNA1	0.2595
