Hybridization REF	TCGA-A8-A0A6-01A-12R-A056-07
CHST2	-0.835
SPATA2	0.4355
PGLYRP4	-0.903333333333333
RUFY1	1.2835
TXNDC12	-0.24125
RPS4Y1	-6.543125
TNFRSF8	-1.408
PTGIR	1.72433333333333
FOXE3	0.2675
ART4	-1.292
ZC3H12C	-1.14225
KIAA1841	0.17275
EVX1	1.48216666666667
WDR38	0.3585
LOC402057	-0.79625
ACAA2	-1.05
GLCE	1.4125
GPR18	4.84325
HIST1H2AG	-1.7971
PIGK	0.33
C16orf67	-0.119166666666667
DAG1	0.760125
OR4D2	0.3405
C21orf81	-1.002
PLOD2	-1.9285
TTC27	-0.75225
TSPAN2	1.22766666666667
PI3	-1.0225
ZFAND6	0.341
C6orf57	-1.425
NUF2	-3.03525
ARID2	-0.055
RCC1	0.769
CD86	2.46066666666667
FAM91A1	0.00424999999999996
CALM2	1.43283333333333
GYG2	-1.2205
PARS2	-0.232166666666667
INTS12	0.3155
CTSF	1.889125
BNIPL	3.495
GNA13	-0.36825
HUNK	0.2895
ZBTB4	1.461875
B4GALT4	0.7275
CHD1L	-0.734875
MSTO1	0.4995
FUT8	0.201153846153846
AGA	1.00575
TRMT11	-1.02683333333333
WWP1	1.121
B9D2	0.77
STAT1	2.458125
PTTG1	-2.85566666666667
TMEM62	1.7965
SSBP2	-0.1275
MRFAP1	0.88975
NME4	-0.033125
LOC55565	0.468166666666667
DLL4	2.908
MYOCD	0.414666666666667
HTR3D	0.1535
C9orf156	0.33225
CHMP4C	1.47166666666667
PROCA1	-2.0155
GCDH	0.061
APOF	-2.50883333333333
WEE1	0.6805
SSR4	1.5625
RGS1	6.474
ACCN4	-1.9845
FLJ20489	0.611
ZNF215	-1.85216666666667
AGPAT6	0.106375
PDE7B	-1.2405
BBX	0.831625
MS4A3	-4.82416666666667
OR4A16	0.0275
EFEMP1	2.08025
TULP2	-0.577333333333333
RERE	0.699625
BNC1	-1.48375
PIGB	0.1845
COMMD8	0.344
TRIP11	-0.122166666666667
FLJ40142	-1.3695
PCDHB6	0.84825
FKBP8	0.0851666666666667
FLJ12716	0.3609
POT1	-0.505666666666667
KIAA1109	0.6435
PTPRC	2.02891666666667
UNQ9391	-0.0555
CCT7	-0.966166666666667
EEF1A2	-3.3915
MIPEP	0.6865
ZFX	0.1391
UCHL3	0.100625
LOC388419	0.0755
GSG1L	-0.595166666666667
RAB24	-0.0521666666666667
SLA2	1.83275
SDS	3.99016666666667
LYPLA3	0.102
CASQ1	0.98025
SLC25A40	-1.77516666666667
IRAK1BP1	0.07225
ACOT6	-0.6985
COL9A3	-4.30175
ASB11	0.1495
C2orf18	0.8285
FOXD2	-0.4505
C6orf211	-0.4865
OR8G1	-0.5655
MDGA1	-0.3635
ADARB1	-1.046625
GGT1	0.21825
WNT1	0.2919
DBP	0.46975
COL5A3	0.8755
RHOD	0.1195
COL4A2	1.89325
LOC201164	0.40975
HEBP1	0.65775
LUM	1.67583333333333
ZCCHC6	0.02425
PAGE1	-3.65416666666667
DTX2	0.7655
SLC7A13	1.7055
H3F3A	1.62992857142857
RABIF	0.852
D4S234E	-0.441
DYRK3	0.188
PFAS	-2.06716666666667
ALOXE3	0.514
RPLP0	-0.550571428571429
RBM34	0.147166666666667
C12orf28	0.7525
U2AF2	0.2535
MKNK2	1.0208125
SEC16A	2.07458333333333
ZNF44	-0.7037
YWHAG	-0.221625
IGF2BP2	-2.62441666666667
OR1D5	-0.045
SIX6	-3.18575
CCR6	1.10075
PALM	-0.0285
PUM2	0.310071428571429
SPRYD5	-3.071
ALG10B	-0.7035
ZNF365	1.4395
PHC1	-1.8765
KIAA0913	-0.17925
ARX	0.908
PPP3CB	1.02783333333333
IRX6	-0.0624
ANGPTL4	-1.8658
LSM14B	-0.59
PCDHGB7	-0.326
INSM1	2.3385
WBP2NL	-0.502
ZNF493	-1.0654375
NGEF	-2.21225
RNASE13	-0.154
SPPL2A	-0.109166666666667
SFXN1	-1.074
FAM102A	1.269
SAPS2	0.0228333333333333
JTV1	-1.2705
OR51B4	-2.0615
SCGB1A1	1.19016666666667
NEUROD2	0.32725
tAKR	-0.11675
C1orf26	1.137
RICH2	1.507
TEDDM1	-0.228
CYP2S1	-0.643
TBCE	-0.4555
MAPK1	-0.965625
HDHD1A	-0.35825
MRM1	-0.526
ATP9A	0.0599285714285714
HSD17B3	-0.277166666666667
HN1L	0.147
RNF216	-0.118875
HOXD12	0.5525
PPP1R14B	0.6325
SBF1	-0.478
TAS2R42	-0.864
USP46	0.327166666666667
LILRB3	3.32816666666667
SPI1	2.24925
OXSM	-0.186
GYS2	0.3214
NUPL2	-0.68575
C8orf46	-2.34175
SF3A1	-0.4546
C21orf99	1.618
HOXB4	1.4306
YRDC	-0.663
GPRC5D	0.738
BLVRA	0.63575
KIF12	3.5075
LRRC23	0.7045
FAM14A	0.367
RASL12	1.564875
DAZAP2	1.43525
IKBKB	0.946642857142857
ZNF271	0.4655
BOK	0.72175
CXorf6	-1.7385
MYEOV	0.34725
BTN2A2	-0.0939
FRG1	-0.085
HSP90AB6P	-0.39275
ENOX1	1.31666666666667
ZNF706	-0.00120000000000001
DOK1	0.5227
PGAP1	-1.32125
TMEM136	-1.26175
FSCN1	-1.67325
KIF17	0.73525
TRIM66	-0.1445
CBR3	1.3375
C13orf24	0.199166666666667
C19orf52	0.08575
BNIP1	0.916
AQP3	-1.01575
KRT6C	0.487666666666667
SIRPA	0.673083333333333
IGFBP6	-0.789
PLEKHK1	-0.844375
RNASE7	0.189
ARHGEF15	1.058
NPHS2	-0.28125
SRD5A1	-0.145
REXO4	-0.89325
EEF1DP3	0.38275
SLC37A2	0.3685
ZNF142	0.43325
ANKHD1	-1.113
MUT	0.162
VPS37A	0.1395
GPRIN1	-0.61475
SLC38A3	-2.055375
BAZ2B	1.1045
WDR87	0.813
BRD7	-0.5365
POU6F2	-1.1895
NISCH	0.87125
TCEB1	-0.42825
LINGO2	-1.884
TAX1BP3	0.08475
RPL34	-0.0784444444444444
MARK2	0.225833333333333
AKAP12	-1.8113
AMBN	0.132
SLC25A27	-0.772
FLJ21865	-0.042875
KIR2DS2	1.08816666666667
WDR77	-1.7155
ATF2	-0.08825
ITFG3	-0.484
SLC39A13	1.41225
ARL6IP5	2.2265
C10orf137	-0.49625
QTRT1	-0.565666666666667
CCNT1	-0.2365
DYNLL1	0.531
WDR53	-0.16025
LIPG	-0.0156666666666667
ASAH3	0.3445
HELB	-0.78025
PHACTR2	0.076625
VENTX	-0.358
LAD1	0.523
PAOX	1.261
MAPK8	-0.516
CCDC38	0.06
DNAJC8	-0.283
RBBP8	-1.016
WNT11	-0.3034
KCNJ12	-1.34683333333333
HDAC8	-0.218333333333333
STARD4	-2.51425
ACVR1	0.511833333333333
C14orf65	-0.468416666666667
KLB	-1.889
C1orf65	-0.00399999999999999
ZFYVE28	0.601625
NSUN6	0.352
KIF27	0.231
SYTL2	-0.487666666666667
UBXD2	0.2608
OR6T1	0.521
CCDC91	0.818428571428572
GRID2	0.5495
CALN1	-1.302
ZNF423	0.41325
PSMB4	0.326333333333333
XPNPEP3	-0.878333333333333
ARPP-21	-3.1785
SART1	-0.6485
RACGAP1P	-2.319
SPTA1	-3.8495
C6orf113	-0.2515
C7orf16	-2.99475
CHST7	-0.533
C21orf29	-0.3585
SEMA6D	-0.701875
PCMTD1	1.55625
KIAA1754	-0.776833333333333
MYCN	-0.396125
KCNJ3	-1.341
MAPK13	1.9404
ERO1LB	1.237
NTF3	-1.283
NKX6-2	-0.5915
GTF2B	-0.2965
GSPT1	-1.01833333333333
GUSB	0.4915
LOC221091	-1.07
LIG1	-0.57125
EXTL3	0.241166666666667
NID2	-1.77775
TTC29	-0.05575
TMEM97	-1.442375
EXTL2	-1.58383333333333
SUZ12	-0.2585
IL1F8	0.3395
KRT18	0.299909090909091
MRPS16	-1.09763636363636
PI4K2B	0.38775
LACRT	0.236
OR51F2	0.5875
JMJD2C	-0.597875
KGFLP1	2.27675
CDK5RAP3	-0.2449
YTHDF2	0.643333333333333
GGCX	0.146
ARPC4	0.556
EGLN2	0.7555
KBTBD4	0.929714285714286
ROBO3	-0.1494
DEFB118	0.738
KIAA1543	1.092
RTCD1	-0.8885
MZF1	0.46275
C18orf26	0.097
CNIH4	0.167166666666667
ZFP2	2.026
HTATSF1	0.4505
WFDC2	3.489
NDUFA7	-0.067
TTC22	1.272
FAM40B	-3.374375
DCPS	-1.38625
SH2D1B	0.272666666666667
MRGPRE	0.4525
SBK1	0.484
UNQ6411	0.033
OSBPL9	-1.104
NUP107	-1.1435
MYOZ3	0.0073
PDE4B	2.20275
FAM113A	-0.706
IDH3G	-0.0463333333333333
FBXL7	-0.139125
ARFGAP3	0.12225
MAPRE2	-0.051
IL1RN	-0.3349
KIF13A	-0.92375
RAC3	-0.703
TCTE1	-0.115
TMEM14B	-0.872833333333333
ADIPOR1	1.851
GRINA	1.2185
CLIP4	0.40475
LRIT2	2.381
TFPI	-2.64928571428571
FABP6	-2.19825
SLITRK2	-0.2208
HKR1	0.571
SMTN	-0.44925
C1orf75	0.15975
CD209	0.255625
CYB5R2	1.5975
DNTTIP2	-0.627166666666667
CSGlcA-T	1.39725
GABRB3	0.32725
PCBD1	-0.3625
TAF3	0.0173333333333333
HOXD3	0.360666666666667
GIPC3	-0.436
P11	0.9738
BFSP1	0.02425
LCP2	1.479
TAS2R8	-0.9295
SEZ6L	-0.9315
NR2C1	-1.12775
EXDL2	0.799
TNFRSF13B	-1.6595
MKI67	-2.88675
GLS	-0.6265
C7orf54	-0.4875
LGALS13	1.2975
IL4R	1.02825
SEC11A	-0.1225
SPP2	0.112166666666667
C18orf32	0.72925
CLSPN	-2.49433333333333
SPAG1	0.090625
C9orf82	-0.35225
TM4SF1	-0.12675
EMILIN2	0.98
SMG7	0.719166666666667
TAS2R13	0.722
ZNF628	0.5265
DZIP1L	-0.033
ANKRD13A	-0.2115
VASP	0.685
ZCCHC11	-1.329625
SYPL1	-0.0125
MGC34774	0.1105
C4orf28	0.337
KIAA1211	0.73825
RPS27L	-0.14225
TATDN3	-0.28575
PDCD1	1.60725
OR5P2	0.6075
IFIT1L	0.038
MIPOL1	-0.39175
OR51D1	-0.28875
C1orf92	-0.975
LAMP2	1.25438888888889
CAT	0.998333333333333
C16orf80	-1.044
C15orf32	-0.137
ZNF746	0.3805
C1orf76	-2.701
ATXN1	0.7205
LAMC2	1.6675
SLC2A7	-0.3485
CPOX	-1.68
APH1B	1.1085
LOC442245	-0.4915
CTNND1	0.886555555555555
GABRG2	-0.773875
MADCAM1	-0.333833333333333
F5	-2.002875
SEMA4F	-0.530666666666667
NUDCD3	0.45675
PDZD11	0.2045
TRIML1	0.3435
GCNT3	-2.36566666666667
TMEM120A	0.36675
CNDP1	-0.359
N4BP1	0.209
SLC35F2	-1.90225
LCP1	0.547916666666667
IGBP1	-0.1671
DCAKD	0.042125
ELA2A	-0.8245
C12orf56	-2.66914285714286
PITRM1	0.179785714285714
GUK1	0.892166666666667
RASSF8	-0.6636875
OR2A14	-0.61375
ADM	-3.04744444444444
FGD3	0.922833333333333
GHRHR	0.621666666666667
RHPN2	-0.727
C4orf39	0.719166666666667
VPS72	0.38525
SERF2	1.57344444444444
CD22	1.25283333333333
CD47	0.1799
PPIC	1.0415
IMPDH1	-0.645916666666667
ACP6	0.724666666666667
PRKACA	0.419375
PPP1R1A	2.38575
TRPV3	0.48325
ASXL1	-0.55175
C17orf55	-1.3
FXYD1	0.107666666666667
LMOD2	-0.2355
ANKRD33	0.4345
LCE2C	-0.079125
ZNF620	-0.228
DKFZP566E164	-0.93775
VSIG2	3.2275
KIAA1128	1.358
USO1	0.763833333333333
NUDT4	0.684142857142857
CLDN1	-0.0536428571428571
OR4Q3	0.049
FASTK	-0.181166666666667
ICOS	3.6395
LDB1	0.44475
GSTA5	0.649
ABCC1	-1.53766666666667
FAM54A	-3.1935
PCBP2	-0.659666666666667
NUP205	-1.53975
ACTA1	-0.780666666666667
GABBR2	-1.45
PIP5K1B	1.94416666666667
AGXT	-2.09333333333333
RNF181	-0.015
ATP8A2	-1.1525
AFTPH	1.4800625
FGF21	-0.27
FCER1G	2.69125
SNTB1	-1.56975
SLC24A3	1.342875
TXNL4B	-1.2279
RPL10L	-0.500166666666667
LOC389517	-0.46945
TSGA13	-0.298
SHOX2	-1.1205
ITGA7	-0.5957
KCNIP2	-0.541333333333333
KLF13	0.569
ZFAND2A	-0.793
CEACAM1	1.498
PFKFB4	-2.279
MED19	-0.219
LRRC57	0.265833333333333
RNF11	0.13975
ANKRD32	-2.423
P117	0.50025
OBFC2A	-0.0795
POLD3	-1.33391666666667
RAB18	1.1045
TPH2	0.0635
PHB	-0.111
JDP2	1.57616666666667
MORF4L1	0.3354
POU2F1	-0.65725
CNNM2	-0.926666666666667
LOXHD1	0.427
ZC3H15	-0.55225
ELK3	0.174
FAM111B	-2.317
CBLC	3.3995
SBNO1	-0.1225
ANKMY2	-0.37425
PLEKHA5	0.5415
DHX58	1.36383333333333
ARCN1	0.263833333333333
TREML1	0.7607
KNCN	0.431
SEC24A	-0.591625
PSCA	-0.79075
MGC24125	0.502166666666667
DNA2L	-2.342
CIB4	-0.000250000000000005
HIGD2A	-0.407666666666667
TBX6	-0.0615
TTLL5	-0.9795
SGK3	0.0788333333333333
GCN1L1	-0.13575
AMOT	0.0261
LDOC1	0.327
NRK	-0.147166666666667
ASB9	-1.143
NAT1	4.2735
TRAFD1	0.7315
PEAR1	0.71
FAM36A	0.29775
OR1S2	0.6284
LOC388323	-1.96
PGS1	-0.580666666666667
LEPREL1	-2.39675
TFF1	2.10991666666667
HAP1	0.597
EPHB2	-0.52025
ACTG1	0.926833333333333
ZFP42	-1.0185
HAVCR2	1.3152
NME1	-0.362
SNX26	0.0311666666666666
LACTB	0.235166666666667
ZKSCAN2	-0.35925
C5orf35	0.34425
ANKS3	-0.36
RBM28	-1.69475
DKFZP586P0123	-0.72
HNRNPA1	-0.535
BCAS3	-1.2445
FLJ20184	0.6425
POLA2	-1.58783333333333
TMC7	-0.989833333333333
HSD17B6	0.958
ZNF658B	0.858166666666667
TTTY10	-0.501
RANBP9	-0.472
CPNE7	-1.78116666666667
EVL	0.348764705882353
LNX1	1.28375
IFNA21	0.0248333333333333
CFD	0.22275
PYCARD	2.679
MYBPC2	-0.415
ENPP3	-1.356
ACSL4	-1.2465
LOC440258	-1.01033333333333
TMEM176B	4.564
SOX2	-3.69175
SCO1	-0.754666666666667
COMT	0.35925
AOC2	-0.00999999999999998
PDLIM5	0.924714285714286
SPHK2	0.444166666666667
NXPH2	0.051
GPR108	0.630333333333333
RAD51L1	-0.303333333333333
TMEM54	0.871
LETMD1	-0.804888888888889
SLC6A17	0.59075
KRT75	-2.1405
STT3B	-0.742666666666667
CD3EAP	-0.838833333333333
TMEM63A	0.6325
DUSP13	-2.06975
CD1C	0.949333333333333
LASS2	1.52983333333333
AVP	1.099
PITPNM1	-0.870875
FLJ22795	-0.879
MCTP1	-1.52675
TRIM68	1.268
UCK2	-0.935833333333333
ABHD1	0.34975
FAM50A	0.3615
RNASEH1	-1.15366666666667
PCP2	0.511666666666667
OR52H1	0.651
C20orf149	0.65275
RBP5	1.9105
HYAL3	0.097
CLPB	-0.77225
SMNDC1	-0.52075
DONSON	-1.91466666666667
FLJ27523	-0.369333333333333
BARHL2	0.0433333333333333
SLC30A9	0.731666666666667
TMPRSS11B	0.0965
E2F8	-2.1905
CCDC25	-0.268166666666667
C14orf48	0.578666666666667
C20orf116	0.762625
TSPAN11	0.5125
YIF1B	-1.0975
FAM12B	0.9315
OR1L6	0.209
HPN	0.4835
NBN	0.550875
C14orf94	-0.499833333333333
OCLM	2.7935
ZSCAN18	-0.1117
L3MBTL	-1.1551
TSTA3	1.88233333333333
RAC1	0.36775
C19orf15	0.573166666666667
NFE2	-4.64275
KLK14	0.3665
ARSF	0.5055
MAST2	0.1235
AMICA1	3.34616666666667
GTF2A1	-0.251375
ATP1A3	2.84925
TC2N	2.8341
PNKP	0.438
ODZ2	0.271625
MATR3	0.354375
S100P	2.214625
KRT82	0.389
CA13	-0.0941
PROZ	-0.236833333333333
AASDH	-0.342
C19orf40	-1.038
DCK	-0.383769230769231
FAM5C	-0.6695
SLC6A4	-3.1635
MID1IP1	0.1325
TESSP5	0.0035
TMOD4	0.382333333333333
DOCK2	0.307666666666667
TUG1	-0.331375
NUP214	-0.7625
DPYSL2	-0.0392272727272727
GOLM1	2.35941666666667
MPFL	0.261
SOX13	1.41175
SDCCAG8	1.4078
KEL	-1.76466666666667
NUP210L	-2.41
GK	-0.00925000000000002
DNAJB1	1.598
ALPK3	-0.115
CHID1	1.2385
CYLC2	0.371166666666667
IKZF5	0.5145
C8orf51	-0.408
PPM1J	-0.357
GIMAP8	3.927
GPR101	0.4985
NR2F1	-0.591
ACAD8	-0.28725
RBM35A	1.06275
GNAI2	0.446
METTL8	-0.658666666666667
SLC39A7	0.105
FBXO8	0.848
CAMK1	-0.483
RFC3	-1.52775
FAM129A	1.6595
ILF2	-0.219
FGFBP3	-1.5515
NOM1	-0.890333333333333
PSMA3	-0.66975
ASCC3	-0.0228
ZYG11A	-0.62675
SOX21	-2.102625
LYRM1	-0.0985
DEFB1	3.9
LOC91431	-3.169
OR7C2	1.088
FAM46B	0.80025
TMEM18	-0.207625
ARHGAP30	2.25466666666667
TMEM86A	4.708
EPHA2	-0.905833333333333
C10orf46	0.86745
TCHH	-0.244166666666667
C3orf30	-0.0255
LOC285636	-0.2365
PAIP2	0.217
CYP2U1	0.143625
C12orf34	1.8095
SARS2	-0.816666666666667
ZCWPW1	0.51125
SAMD12	1.708625
KIAA1430	-0.02075
ACAT1	-1.06625
MEOX1	3.51116666666667
ADAMDEC1	7.03475
PHKA2	-0.63875
CARD11	-0.110166666666667
CALML4	1.21
TSSC1	-0.4085
TMEM45A	0.679888888888889
MPP7	1.356
POU1F1	-0.45425
SLC2A13	-0.5207
FBN2	-1.12
ZC3H7A	-0.0358
LAIR2	1.615
ST3GAL1	0.874333333333333
LCT	-3.389
GEMIN8	0.6825
KLF16	0.8188
HIF3A	0.018
FAM44A	0.251142857142857
AQP10	-1.1772
PLA2G2A	3.0805
FOLH1	2.577
C20orf186	0.1525
MAPKAP1	0.153625
SPRR2D	-1.74975
UBQLN4	0.3585
RSHL1	0.408166666666667
PIAS3	1.25975
MRPL24	1.0165
GREB1	-3.163
FAM27E3	-2.503
NUP62CL	-1.4715
NEUROG3	1.8705
REEP3	0.70775
MARK1	0.035625
LMBRD1	0.745
PRPF19	-1.406
PNMT	0.405666666666667
CTGLF1	-0.6665
SLC25A16	-0.292
EIF2B3	-1.19
RPA2	-0.32675
PAK6	1.16433333333333
CCDC26	-4.095125
SEMA3E	3.503125
MXD4	1.8224
TNFSF10	5.0364
SMARCB1	-0.589666666666667
DTX3L	1.426
PLA2G4E	-0.7895
PPAP2A	0.8585
ULK1	0.233
TAS1R3	0.1675
SLC2A3	-2.94681818181818
ARID3A	-1.69825
GNG5	-1.2455
ACOX1	0.1486
KIF5B	0.09625
NUP153	-0.95075
MUC7	0.962
CSDE1	0.774714285714286
CLPTM1	0.14425
C3orf23	-0.081125
LRRC17	-0.947833333333333
TTYH3	-0.224125
ATP5B	-0.971
ELF3	1.7884
CPSF3L	-0.0821666666666666
ZNF665	-0.202
TLR6	1.8207
GPI	-1.41075
RAD9A	-0.702875
NDST4	-3.8635
AGPAT3	0.558083333333333
MAGI3	1.59433333333333
ADORA2A	0.471375
CACNG7	0.052
CAMK2D	-0.198928571428571
CCHCR1	-1.40925
RPS27A	-0.7015
OR10G7	0.0956666666666667
GCM2	0.0615
FAM135B	0.6705
E2F1	-1.99925
PLCB3	1.31375
OR2AE1	0.1445
COIL	0.194666666666667
CDC25C	-2.99966666666667
RAB11FIP2	0.434583333333333
TSC2	0.54175
CTGLF5	-1.309
CCDC108	0.5064
OR13C4	0.29475
C10orf81	4.6545
PTPRB	1.867
ACP2	1.3235
LAG3	1.93025
MRPL54	0.401
LOC201175	1.5175
ITGB1BP3	-1.827
SPTAN1	0.0546666666666667
SIPA1L2	-0.60625
RCAN2	-0.534
CDX2	0.812
ECOP	0.61475
ACTR1A	0.236071428571429
PPARG	-0.553333333333333
BBS10	-0.225666666666667
TMEM44	-0.738
BPIL2	-0.2715
CITED1	-0.294
IRF6	4.13475
PRDM4	0.488833333333333
RRP9	-0.821333333333333
OR10H4	0.18675
IL31RA	-1.04125
GNB1L	-1.40516666666667
MYBL2	-2.744
ZNF407	0.924
PPIG	-0.710833333333333
TTC18	2.146
RPSA	-0.4855
MAPT	1.65475
MRE11A	-0.454857142857143
C8orf37	-1.25133333333333
RASGEF1C	-0.228
STBD1	0.78325
CTAG2	-0.759666666666667
MGAT5B	-1.456
ECM1	0.63625
RLN1	0.551
PARP14	1.68275
EPB41L1	-0.394
HOXA3	0.172583333333333
MAGEA9	-4.08866666666667
RPS8	-0.616666666666667
RPS19BP1	-0.18325
FOXJ2	0.353
C10orf76	0.34675
IL17RE	0.8645
C10orf65	-0.515
ZNF343	-0.00933333333333335
FBXO33	-0.346875
UHMK1	1.3857
LY6G6C	-0.1995
FGF19	-2.85925
C14orf128	-0.874
IFIT2	2.236625
TIGD1	-0.828
S100G	2.066
GUCY1B3	2.292
NR3C1	-0.4404
CORO1B	0.257666666666667
PARP11	0.44325
DNALI1	3.7355
OR4N4	0.095875
MAP2K6	0.0055
FSTL4	1.0935
ANKRD47	1.546625
TMEM171	-1.602
PNLIP	-0.603
YY1	-0.2505
CCDC138	-2.61566666666667
AASDHPPT	-1.1045
CKS1B	-0.9474
MCM3	-1.14216666666667
ANAPC7	-0.2525
FAM110A	1.74025
CDC37L1	0.708166666666667
THTPA	0.068
NBPF20	-0.6205
WDR24	0.1125
NPTX2	-2.49475
CBLB	0.354166666666667
CETN1	0.275833333333333
RPUSD1	0.09
FAF1	-0.87025
CDK6	-2.1751
HMX2	-0.086
CSK	0.1095
TEAD2	1.03075
SNAP25	-0.884
TUFT1	0.8507
TMTC3	0.690666666666667
LCK	-0.02875
SGOL1	-2.10433333333333
AKTIP	0.84925
FURIN	0.424375
SOX12	-0.752166666666667
DEFB103A	-0.82075
RAMP1	1.167
KIR3DX1	0.9475
GAS2L3	-0.90725
PDE8A	-1.3708
EDN3	5.10175
GMIP	1.305
SF3A2	1.3585
FN3KRP	-0.0445
SMAD7	0.8395
RHBDD2	0.9825
OR11H6	0.072
PPP1R3B	1.3589
C9orf23	-0.681
CADPS	-1.761
GOLGA8A	-2.609375
TMEM57	1.29616666666667
RGL3	-0.0635
S100A14	3.749
FGFR2	0.200875
XRCC3	-0.89975
RTN4RL2	0.4605
MGC3771	0.2915
GH2	0.523833333333333
BTBD2	0.06075
LMO2	0.35825
RDBP	-0.65575
ACRBP	-0.72175
AMY2A	2.4665
DUOXA1	1.3975
PTK7	0.4115
TWF2	0.516666666666667
FAM80A	-0.89875
TNNI2	-2.00116666666667
GLT25D1	-0.671166666666667
OCC-1	-1.8245
CYC1	-0.9545
RPL22	-0.0905
MORN3	1.22716666666667
DISP1	1.76875
PRB2	-0.127
CHUK	-0.23275
HR	-0.0175
CCDC134	-0.875625
DENND4B	-0.173
C14orf130	-0.686125
RAB33A	-0.75825
DCST2	0.3205
TNMD	-0.7105
PEX7	0.80225
FAM62A	0.33725
SRD5A2L	1.06375
IL22	-0.75125
RPS26	-1.6735
HOXC5	0.193
SPATA6	0.4935
FLJ38482	0.176875
ZNF234	0.912
C18orf22	0.54575
SPATA22	-0.14325
THOC1	-0.6
CYP7B1	2.70425
KCNC3	0.5545
C8orf42	-0.4955
ALDH1B1	-0.513333333333333
CCDC100	-0.2237
ARMC4	-2.80375
FAM18B2	-0.07425
SLC44A1	0.928125
FBXO17	-1.64966666666667
C6orf107	-0.31
C19orf29	-0.1955
ZC3HAV1L	-0.58675
PARP6	0.1026
SULT2A1	-5.26425
C1orf159	-0.47525
TMC1	-1.30725
CHST14	0.207375
GAMT	-0.121
SMCP	0.346666666666667
TSPAN33	1.48508333333333
MIDN	0.708875
NOX4	1.78525
RNASEN	-0.361
TBX1	-0.801333333333333
SALL2	-0.622
C10orf35	1.18175
CYP2E1	-0.954
LRFN2	2.62033333333333
ACO1	-1.04666666666667
IQCG	1.1985
MEGF9	2.0355
TM7SF4	3.20025
PLEKHA1	0.529266666666667
STK33	-2.08725
C1orf210	2.058
SNUPN	0.0803
KIAA0406	-1.118
C20orf29	0.00775
TMEM55B	-0.11125
OSTM1	-0.5059375
CLCN7	0.154
OTP	-0.52875
FLJ23049	-0.534
HEATR4	-0.413
MAP3K10	1.243
PCDHGA9	0.3455
AMDHD2	-0.16325
LCTL	-2.0445
PDCD2L	-1.40325
CABLES2	-0.17375
SLC5A9	-0.57275
CLCA2	3.42783333333333
MGC16025	1.298
STRAP	-0.7205
C20orf196	0.1565
RRBP1	0.871666666666667
NAT13	-0.76725
MAT2B	0.765
CSNK1D	-0.819666666666667
KIR3DL1	0.70625
PRKAG3	-0.0025
ZNF599	0.2045
PRM3	1.0275
PER2	1.3265
ASPHD1	-1.514
PRMT6	-1.31625
KCNE1L	-0.778285714285714
FAM118A	-1.30366666666667
TAF4	-0.77825
NDUFB6	-0.709
TRIM9	-1.47766666666667
PMFBP1	-0.6845
KY	0.5765
DKFZp762E1312	-3.29254545454545
CSMD1	-1.3385
TBP	-0.670333333333333
OR1Q1	0.1384
RETNLB	0.4165
HPGD	-0.494230769230769
DNAJC12	0.8725
FKBP1B	-1.47075
ANKRD24	-0.167166666666667
CXXC5	1.103
IL3	0.035875
DRAM	0.8182
PTCH1	-1.264875
TP53BP1	0.71
SLC17A7	-0.182375
COL25A1	-1.5246
AMACR	-0.235
RHCG	0.0245
VPS13A	-0.537
FAM55D	-0.35
PRPF38B	-0.909416666666667
OSBPL6	0.45325
PFDN5	0.7374
CMTM6	1.135125
KCNK12	-1.8985
RP2	0.44225
C16orf52	-1.422
PICK1	0.381
IFNE1	-1.13316666666667
SEMA4B	1.211
TYRO3	-2.53775
OR12D2	-0.487
CSNK1A1	0.6109
FANCF	1.58675
LONP2	-0.2825
TBL1Y	-0.9515
LDOC1L	-0.197125
CCNC	0.0365
C3orf60	-0.45075
CHKA	-1.82575
UBAP1	0.3955
MAP3K1	1.893
ANKRD9	-0.94725
FAM92A1	-1.9485
GAB2	-0.015875
AZU1	-0.0685
DIS3	-0.0245833333333333
C21orf109	-1.30433333333333
IQCB1	-0.62275
SPATS2	-0.402333333333333
EFCAB3	-0.79925
PRB3	0.08225
FUZ	-0.0698333333333333
ZNF813	0.136375
BMPER	-1.80616666666667
HEG1	0.1285
ALS2CR11	-2.23375
SURF2	-0.4385
PSMC1	-0.472
OR2D2	0.1715
SLC7A8	1.943
C4orf40	0.438
SPATA7	-0.146
MAZ	-0.452333333333333
PIN4	0.0435
PDE1A	-0.404875
TAF6L	-0.490833333333333
OR2T34	0.246
KIAA0284	0.1855
ACADS	-0.398363636363636
MKRN2	-0.3945
C18orf56	-3.674
MS4A6E	0.479333333333333
GALNT4	0.2993
C22orf31	-0.0105
FLJ36070	0.3905
PSME4	0.021
TFG	0.2321
EPHX2	2.138125
ANXA5	0.39825
KRTAP1-1	-0.6506
BATF	1.906
KARS	-1.349
MSTP9	-0.1265
GPR26	0.436
CCDC72	0.4805
TEF	0.937833333333333
FOXK1	-0.5212
PRLHR	0.2835
EMX1	0.87525
C11orf30	2.3055
ICK	0.370875
THSD7B	0.634
C21orf100	-1.626
DUOX1	1.2205
EFCAB4B	-0.30025
UBE2G2	-1.014
C3orf54	0.5345
PARP1	-0.07525
FAM60A	-1.03925
C6orf146	0.864333333333333
OR9K2	0.603
DDX55	-1.61466666666667
