Hybridization REF	TCGA-AO-A0JD-01A-11R-A056-07
ZBTB11	-0.17775
B3GALT5	1.7665
EXOC2	0.138666666666667
IRS1	0.5501
TMEM1	-0.1625
MRPL34	-0.230666666666667
SAMM50	-0.12825
CDC42EP3	-1.519875
HSF2	-0.7395
MFN2	-0.58375
TSPAN7	-2.46366666666667
NUCB1	0.125416666666667
RHOH	-1.12625
ARL16	-0.725
TACR1	-0.59475
SFRS5	-0.815666666666667
SNX25	-0.059
RHBDF1	-0.220333333333333
PCDH18	0.9905
HMG1L1	0.63525
MYO5C	0.5465
MAPK10	0.839
LDHAL6A	0.303
NUDT12	0.929833333333333
NCAM1	-0.519625
GLIS2	0.851
GGTL4	0.58775
DAPP1	0.0485
ATF7	0.681875
KIAA0748	-0.781
NFIL3	-0.35175
TM6SF1	0.6353
SEZ6	-0.019125
NANOS3	-0.658333333333333
DNAJA3	0.390166666666667
CLDN6	-2.7175
CIITA	3.0106
EPHA4	-2.30433333333333
FANCC	-0.95775
CMTM3	-1.348
PSG3	-0.108714285714286
MRPL15	-0.2185
C21orf59	-0.78575
PLCXD2	-0.51275
C2orf34	0.254625
UBE2L6	1.59175
MED14	0.084
HP1BP3	-0.6381
C6orf208	-0.349
TPBG	1.1525
OSR2	0.263
XPC	-0.2415
KLHL7	-0.90575
CCR3	-0.176
AGTPBP1	-1.06266666666667
PCSK6	1.79093333333333
STAT5A	-1.6346
FAM18B	0.16525
LONRF2	0.252833333333333
PTPN2	0.20525
SF3A3	-0.940833333333333
EFCBP2	-0.83725
HCFC1	0.0521666666666667
AHNAK	-0.3745
ACTR5	0.016
KIF14	-0.906
TENC1	0.449
HEATR5B	0.371
YIPF2	1.04866666666667
MYEOV2	0.872833333333333
DUSP18	0.54825
KIAA1012	0.54275
AHR	1.29216666666667
C17orf53	-0.832333333333333
PTPRH	-4.453
ATP6V1C1	0.2527
TAS2R3	-0.6985
LOC440356	-0.16
COQ10B	0.40575
PSMF1	0.697916666666667
SORBS2	2.23708333333333
NFE2L2	-0.25
TMCO7	-0.64675
SH3PXD2A	-1.4283
SH2D2A	-1.1685
SPINK5	-3.00675
MRPS24	-0.626
OPA3	0.1205
TRAF7	1.12066666666667
C4orf35	-0.267333333333333
MT1G	0.220875
MGC39545	0.2155
HS1BP3	-0.2661
OR2B2	0.204
CHRM4	-0.068
SFRP2	0.260666666666667
RIC3	-0.0535
ART1	-1.3315
C6orf1	0.032
DUS4L	-1.34275
C10orf104	-0.25425
TNFAIP6	1.12525
RTEL1	-0.618
CCT4	0.2764
ZNF709	0.20125
CHMP6	-0.136166666666667
UPP2	0.87775
CYP19A1	-2.886
CD151	0.135166666666667
NDUFA13	-0.0535
ARFRP1	-0.718333333333333
FAM26B	-0.40525
CRYBA1	-3.5035
MRPL41	-0.385333333333333
NPFFR2	0.143875
HRH2	-0.0225
SCAMP3	0.111166666666667
MTMR6	0.609
MTG1	-1.23316666666667
UBTD1	0.647
CRABP1	-2.91
FLJ33790	0.1563
KIAA1908	-1.83783333333333
GPR158	-0.071
PACSIN3	0.103666666666667
OMD	-0.576333333333333
CATSPER1	-1.1745
HOXB8	-1.068125
FBXO46	0.5495
OAS1	0.550166666666667
SVIL	0.5535
PHB2	-0.11275
ADCY3	-0.7045
NDRG2	0.932
ERMAP	1.1821
APBA2	-2.452
IGSF9	1.92325
WNT6	-0.526428571428572
MYCBPAP	-1.0865
ATP2B2	0.0072
CPVL	-0.817
TRAM2	-1.57125
NOP5/NOP58	-0.3605
ZNRF4	0.096
TLK1	0.281
MTMR12	1.11778571428571
ZNF384	-0.106166666666667
FAM9B	-2.99525
RPN1	1.1621
PMVK	0.4365
EIF3D	-0.0943
SIX2	-0.92175
HPS1	-0.100928571428571
RNF7	0.2225
PSKH2	0.6305
KCTD13	0.6295
CSMD3	-0.5353
FBF1	-0.2625
IL8	-4.627125
SERPINB13	0.32225
FBXL20	-0.3335
BLR1	0.32175
SH2B1	-0.510833333333333
RFNG	1.026625
RAB20	1.05966666666667
RBM7	-0.99175
POLR1A	0.488666666666667
TMPRSS4	1.799
TAF9	-0.0965
TERF2	-0.413666666666667
TNFRSF1A	0.529416666666667
ACADVL	-0.5845
GTF2H5	0.9595
EDG8	-0.964333333333333
C9orf140	-1.290375
UST6	0.1485
ZBTB8OS	-1.21375
ZNF710	1.0515
GPR174	-1.8415
ATP6V0A2	-0.95275
KIAA0319L	-0.386583333333333
XKRX	0.1195
DOPEY2	1.4616
SDHD	-0.322166666666667
SUMF1	1.28825
OSM	3.2305
OPN3	-0.08425
DAGLB	0.109166666666667
PPFIBP1	0.2536
TRIM63	-3.83875
C10orf53	0.204
LYPD3	-0.831
BCL7A	-0.418125
AGER	-1.391
TCF19	0.219875
SAT2	-0.66475
PFTK1	1.60833333333333
GABRE	-3.578375
C15orf38	1.7455
FIS1	0.9735
KCNV2	-0.25525
CLPS	0.55975
PPCDC	-0.05325
FOXN2	1.18816666666667
NT5E	-4.0404
CD83	0.4925
IL18	-0.103625
VPS16	0.52025
IGFBP2	-0.274666666666667
NOTCH2	0.4625
SIGLEC1	2.770625
CD93	4.76
SULF2	-3.36275
CEP164	-0.616
P53AIP1	-0.0246666666666667
TOR2A	0.123833333333333
ZNF136	0.5405
MGP	3.1927
CCDC144A	-1.4186
TRPC1	-1.85333333333333
SMS	0.0723333333333333
MAPK7	-1.13133333333333
RRAGC	-0.16625
PARD6A	-0.134666666666667
NUB1	-0.0435
SYNGR4	0.605
OR11H12	0.28
WIF1	2.0065
GCH1	0.454
OR11H4	0.6655
SLC44A5	3.2835
GPRIN2	0.775833333333333
LOC401431	0.549
CPA4	-2.8725
MELK	0.000111111111111112
IL15RA	-0.114
CUL3	0.509
HMBOX1	1.7595
PODXL	-2.42275
CCT6B	1.7345
COMTD1	-0.2505
MUC20	-1.4095
GPX2	-2.890125
ITK	-0.290625
FBXL5	1.75025
C13orf27	0.1635
DEFA5	0.402
TRHDE	-0.199
MTP18	-0.417
UQCRQ	1.1713
ITGB2	1.39383333333333
CSRP2BP	0.465
TAS2R44	0.5575
PHPT1	-0.845875
FAM44C	-0.02725
ERH	1.28125
MPHOSPH1	-0.487666666666667
MORC1	-0.4335
PARVB	-0.789
LAMA1	-2.77283333333333
PGBD3	-0.69425
GIMAP6	3.8045
AREG	-2.36883333333333
LIPT1	-0.387
MGC99813	-1.71125
C1orf201	-0.5945
GRIN2A	-1.0667
MAN2C1	-0.96025
NSUN5	0.349
SF3B5	0.747
MYC	-0.7931875
NRXN1	-1.08409090909091
ZNF18	-0.50275
SPDYA	-0.4675
SLC37A1	1.3395
DECR2	0.0045
ANKRD38	-0.357
SPTLC3	0.048
SUPT16H	-0.0955
DTWD2	1.58175
ULBP1	-0.3265
ZADH1	0.358666666666667
OIP5	-1.04125
IL10RB	-0.253333333333333
OTUB2	1.86475
VWA3A	-0.0846666666666666
SPIC	0.585166666666667
OR6C4	0.405
PSCD4	0.683333333333333
DPY19L2P2	-0.343
TRAPPC6A	0.465166666666667
C21orf2	-0.687166666666667
CEMP1	-1.02275
LIN7B	-0.424
E2F7	-0.848333333333333
VCP	1.0405625
LAMA3	1.90933333333333
BGN	0.42675
GPR160	0.8015
COCH	-5.25833333333333
GPR81	1.565
APOBEC3F	-1.59825
tcag7.1017	-0.31275
C1orf32	0.2175
SCGB1D2	5.5555
FLJ43987	-0.4125
C6orf170	0.80975
KLK9	0.405
GPD1L	1.227875
VPS37B	-0.000249999999999993
ATG3	0.148
ADAMTS17	-0.144
KLHDC2	0.131166666666667
NDUFV2	0.36925
BLK	-2.2455
MATN4	0.075
GPM6A	-0.7275
GBP4	4.34133333333333
TMEM162	0.388166666666667
PKP2	-0.972
HRASLS	-2.38411111111111
MMP1	-2.22375
SFXN3	-0.9553
FSD1	-2.05083333333333
ST6GALNAC3	-1.53816666666667
CA12	3.2081
NCOA6	0.387
C19orf58	-0.077
PPP4R1	0.677333333333333
MAN1A2	1.93083333333333
IKBKAP	-1.195
UPF1	-0.184
KIAA1219	0.61325
WNT16	0.394166666666667
SNW1	1.227125
IL18RAP	2.1715
RPP30	-0.092875
CDC40	1.11257142857143
SETD3	1.70716666666667
SLAMF6	-0.1685
ELK4	0.6215
TRIM47	-1.04183333333333
ACOX3	2.937125
TRIM6	-0.49225
KIAA0372	0.504666666666667
TP53AP1	1.317625
SMURF2	0.65275
ADAD1	0.08125
EBP	0.0593
KRTAP13-2	0.3415
FLJ36874	0.258166666666667
TOR1A	-0.152833333333333
P2RY4	1.005
GPBP1	0.36425
TRPV1	-0.541375
ADAMTS12	-0.171666666666667
PES1	-0.0739
ATG4A	1.7795
MAGEA10	-2.203
WFS1	0.96
CC2D1B	-0.606666666666667
PABPN1	-0.0743750000000001
SLC25A30	0.299
SLCO1C1	-0.49
SLC22A5	2.323
KIF23	-0.326833333333333
SYN2	-0.983833333333333
ASPN	4.83166666666667
CENTG2	0.61325
QSOX2	-1.9093
FLJ10815	-0.137666666666667
STK24	0.5970625
SPEG	-0.2347
STK10	-0.481666666666667
DACT2	-1.3695
AAAS	-0.32775
SSX3	0.397875
ABCD3	1.4477
C4orf12	-0.584875
PARVG	0.559
FIG4	2.7285
C9orf46	1.2925
TMCO6	-0.744
IGHMBP2	1.16325
DUS2L	-0.477333333333333
FAM3C	-0.2015
TMEM16D	-3.017375
DCTN4	0.67425
KCNH3	0.4465
EIF2AK2	0.904
AP1S3	-0.32525
CST4	1.0205
PAM	-1.284
NUTF2	0.1295
CITED2	1.8431
SLC39A4	-3.2
C2orf52	-2.309
GRM3	0.499
C12orf49	0.206375
CCDC49	-0.5225
GRAMD1B	-1.487375
FNDC4	-0.733
SIAH2	1.07125
GDPD4	-0.212
C21orf87	-0.107375
ATP5A1	0.812166666666667
C16orf63	0.5365
LOC388135	1.53516666666667
ATP5J2	0.575625
MMP3	-2.211
EMID2	0.1005
CRHR1	0.0545
WDR70	-0.67225
C13orf31	2.4695
ZFAND1	-0.27675
CCL18	3.92216666666667
C3orf49	0.799
RINT1	0.8095
KIAA0408	-2.25716666666667
F13A1	4.0128
SLC10A1	0.00366666666666667
OGN	0.289
GIPC2	-2.2605
XPO6	-0.06
LCE1A	0.579
FMR1	0.9556
LOC374920	-1.6205
DUSP3	0.0725
ANKMY1	0.39525
C7orf50	0.29425
BBS9	-0.22
UNC119B	-0.50825
C9orf72	-0.3295
MGC35440	-0.2575
ENTPD6	0.072125
PPP1R2P9	0.185
ERCC4	0.802
FAHD2B	1.3205
HMHA1	-0.7785
HACL1	-0.70175
RAD23A	-0.25
FAM83B	-1.90525
PPP5C	0.157166666666667
RNASEH2C	-0.7425
C9orf153	-0.5425
SCAMP4	0.636875
GHITM	0.3652
NDUFB7	0.27675
ADCYAP1	-0.202166666666667
SP110	0.929666666666667
MAP3K7IP2	1.543
DHH	0.054
AGRN	0.814
WDR33	0.716333333333333
CEP290	0.144666666666667
PRPS1L1	-0.765666666666667
KLRA1	0.273
GPR97	-0.2925
CHD7	-0.476416666666667
TLR10	1.08825
SLC30A8	-1.1955
HIC1	0.521166666666667
IAPP	0.677
RXFP4	0.26375
GP1BB	0.92425
SHQ1	-0.0855
NKX2-3	0.449
API5	0.541
FTHP1	0.499
MOV10L1	0.3086
TRIM6-TRIM34	1.11366666666667
ADHFE1	-0.5845
FAM117A	-1.31875
DDI1	0.167
CDON	-1.0565
TRIM73	-3.3985
IGKC	2.487
MMP14	-1.4175
DYNC1LI1	0.153375
C11orf66	1.0535
TRBV3-1	-0.82125
FASTKD5	-0.0655
BIVM	-0.9545
LHX4	1.10975
CXCL2	-1.6857
RAB2B	-0.682166666666667
IZUMO1	-0.524333333333333
MAP3K15	-2.237375
FAM19A2	0.175333333333333
ZC3H8	-0.008
ZMAT1	1.413375
SPINK5L3	-2.2365
SLC10A6	0.8225
APPL2	-0.366875
CARD10	-1.55833333333333
LOC402176	-0.282875
EEF1D	-0.7271
RAB6A	0.1584
C12orf5	-0.353
PAPOLG	0.51375
MSRB2	1.06325
BCR	0.3195
PUS3	-1.073
TIAM2	-0.23875
ZNF317	0.424666666666667
CHD2	-0.198285714285714
FZD5	-2.27277272727273
NUDT8	-2.13725
ZNF763	0.25
PRC1	-0.0952222222222222
ABCB9	1.32833333333333
SPATA3	-0.0005
TRAK2	0.22275
STAB1	2.325
LRRTM2	0.069
psiTPTE22	0.91825
DBI	2.587
SERPINA11	1.04725
NAT5	0.8225
C20orf58	-2.51225
RPS6KA4	-0.816833333333333
FLJ90650	1.67425
TGFBRAP1	0.53825
CHRDL2	-1.217875
FAHD2A	0.564833333333333
CNTN1	-0.86875
BBS4	-0.3399
TMEM181	1.0695
MINPP1	0.24075
MPHOSPH6	-0.762166666666667
HOXC10	1.8124
ITPKB	0.201375
CLPTM1L	0.32875
MEOX2	-1.07966666666667
ATP6V0C	0.715125
PRPF8	-0.5085
TMC5	3.15175
FKBP3	-0.07825
PLEKHB2	0.191125
OR4D6	0.3345
ZNF544	-0.8588
D2HGDH	-0.696375
RPL18A	-0.2513
HEL308	-0.794875
MPP6	-3.80375
TCERG1	-0.74275
KRT16	-1.69833333333333
KLF17	-0.30625
KLF5	0.794125
CDR1	1.101
VCX3A	1.39
FBLN2	-0.086875
C14orf104	-0.0385
HBE1	-5.1784
OR4S2	0.9945
C1orf108	-0.730166666666667
ROBO4	3.051
CPEB4	1.442375
C11orf80	1.36283333333333
BCKDHA	0.6235
MYOC	0.02425
GIF	0.7105
CKMT1A	1.739
RPL3	0.0429
THBS1	1.359125
APOO	-0.25875
ARMCX1	0.8285
HSZFP36	1.5525
SNAPC5	-0.092
EIF4ENIF1	0.232
ZNF433	0.27525
TNFRSF21	0.41725
TMPRSS7	0.5795
SPATA18	1.7502
HPDL	-2.986
MKL2	1.1139
TBX3	0.962461538461538
C21orf93	0.627833333333333
DAXX	0.74325
ELMO1	-0.00387500000000001
RGS13	1.434
TAF11	-0.72875
UNC13A	-2.66625
LOC653314	-0.4562
ORC3L	-0.27225
IMAA	-3.1065
TARBP2	0.0885
CABIN1	-0.745
TRIOBP	0.0546875
HIST1H2AC	0.773375
RGS22	-2.5675
NCOA1	0.0903333333333333
IL25	-0.3735
SNCG	0.1115
GPR6	0.6905
AMDHD1	0.717666666666667
CHEK2	-0.761625
C6orf142	-2.06575
DRD4	0.458
C14orf68	-1.30475
GDF11	-2.19025
SEMG2	0.113
CD247	-0.971
CDAN1	-0.5195
RBMX2	0.182333333333333
TGS1	0.26525
OIT3	0.045
SYF2	-0.8115
MCM4	-1.059625
PKHD1L1	0.802625
CEP192	-0.702666666666667
IFT88	1.0395
RPL9	0.555071428571429
RAB32	0.813875
DDX43	-3.8895
P2RX2	0.312666666666667
OR5D18	0.5505
UBE1	0.609666666666667
SLC24A1	1.114125
ARHGAP5	0.92975
CETP	-1.41175
KIAA1731	1.467
SLC9A4	0.0625
PTPN6	1.21125
BAHD1	0.2685
GRIK3	0.5915
CACNB2	-1.4273
PDE10A	-2.20425
DGCR14	-0.67975
PCDHB9	0.089
RHOQ	0.765666666666667
MAP3K4	0.1675
KTI12	-0.147666666666667
RPL23AP13	-2.77075
GNG11	-1.96775
CLCN3	1.58383333333333
GPAM	-0.5655
VSTM2A	-0.4305
SLAMF7	3.052
INTS2	-0.0355
PPP2CA	0.6612
LRP12	-0.0889333333333333
SEC14L2	-0.450333333333333
DKFZP586H2123	3.4005
MC3R	0.3255
CIRH1A	-1.28166666666667
HIST1H2AB	0.697166666666667
POLH	-0.481625
MGC16703	-1.45216666666667
SNAPC2	0.074
FILIP1L	0.2475
RASGRP4	0.3255
LRRC1	2.34125
GAS1	-0.553
PRAC	-1.49725
DGKA	-0.682166666666667
NT5C3	-0.23875
PEG3	-1.58591666666667
NADK	0.6165
PRR17	0.41
LOC374569	-0.88225
SGSH	0.263666666666667
NLRP8	0.209
GALT	-1.0019
MCF2	-0.733
ZNF263	0.96475
TACSTD1	2.5685
TYR	-6.6034
ATP6AP2	0.82175
RNUXA	0.27775
ABHD10	0.6873
GDPD2	-2.121
SLC35C1	-0.082
UBE2A	0.35575
HERC5	-1.52633333333333
FAM112B	-5.13366666666667
FBXL16	0.042
DKFZP434A0131	-0.6315
ELA3A	-2.717
RBM41	-0.589875
HAO2	0.26225
RNH1	-0.470375
SHANK2	2.58716666666667
OSBP2	-1.619125
DAK	0.165666666666667
C3orf58	0.472666666666667
TCL1B	-1.0305
KBTBD2	-0.43575
SUGT1L1	0.61625
UBE2E2	1.86533333333333
MYL9	1.095375
CDC23	0.1825
PBXIP1	-0.1455
CXorf40B	0.9855
NBL1	-1.05775
RTBDN	0.2495
RAB11FIP5	0.098625
TTTY13	0.0625
SCOTIN	0.0461666666666667
SOHLH1	1.5795
CDKN1A	-0.849285714285714
NCK1	0.014
ZNF550	-0.74675
SAPS3	2.81941666666667
SPIN3	0.0846666666666667
MAGEE2	0.34975
MIS12	-0.946166666666667
OR8H2	0.4505
KIAA0774	-1.9582
UNC5D	-2.167
CUL7	-0.158666666666667
LIPC	-4.117
DIO1	-1.26875
C20orf11	0.0518
CTRL	-0.73025
HS3ST2	1.859
PAK4	1.237
CCRL1	2.2765
RNF10	0.00525
ZNF567	0.03025
ZNF660	-1.142
TCEAL3	-0.063
MAGOH	-1.388
CENPB	0.502
C19orf7	0.229
LOC388965	0.38725
ZCCHC13	0.395
JMJD1A	-1.1202
HIST1H4H	0.1125
TBRG1	-1.3526
GPC3	-3.976625
TAF1C	-1.22725
EBNA1BP2	-0.863166666666667
CIAPIN1	-0.2865
PDGFRA	-1.47938888888889
CSTB	-1.12575
CENPI	-0.375666666666667
GTF2E2	-0.0618333333333333
RPP21	0.09275
CCNF	0.4475
KCNQ3	0.299
FAM79A	1.02675
SLC22A12	0.516
NOVA1	1.71033333333333
FZD3	1.5289
AKAP8	-0.4565
SOCS5	1.26725
CFDP1	-0.5475
DLG5	0.25975
PGM5	0.0366666666666667
C1orf144	0.561166666666667
HDAC10	-1.6505
RND2	-0.935
C20orf199	-0.63675
RNMT	-0.1385
SLURP1	0.665125
ASTN1	-0.55
SH3BGR	3.04275
MYCL1	-0.65175
ZHX1	-0.425333333333333
CENPK	-0.68825
FOSB	0.2
LOC643406	0.090375
C2orf59	-0.211375
TMEM135	0.065125
SLC27A2	0.92675
KRT33A	1.09
OVOL1	1.6145
PAMCI	-3.2175
S100A7	-0.5415
ZNF789	-1.3645
HARS2	0.327
RPL23A	0.280666666666667
TCF23	-0.057
UPF3B	-1.646375
C17orf78	0.3415
HLA-DOB	0.940666666666667
C14orf142	0.385
TEKT5	0.965166666666667
DMWD	0.079
POLD1	-1.26
GSCL	-0.759
CALD1	-1.334
SCRT1	0.209333333333333
AIG1	2.84575
UNC84B	-0.208
ZNF404	-1.659
TMED6	-4.16175
KIAA1462	-0.674
LRRC27	-0.8214
PYGO1	-0.3385
PIGU	0.299333333333333
ALAS2	-3.98383333333333
WRNIP1	-0.01525
CNNM3	0.3905
ZNF2	0.728
ST3GAL5	-1.1595
MRPL23	-0.31125
TSSK6	-1.0355
PSMA6	-0.0715
C16orf70	-0.46675
KIAA1602	-0.63125
ALMS1	0.0163333333333333
DCN	-0.185625
TMEM132D	-0.616
SUCLG2	1.554
ABHD14A	0.176
DEXI	0.482333333333333
AMPD2	-0.953833333333333
IFNAR2	-0.503833333333333
CYB5A	2.7904
TLOC1	0.64805
NXF5	-0.9435
NRBF2	-0.451375
KCTD3	1.38
ITGAE	-0.281166666666667
SLC30A3	-2.35083333333333
ZRF1	-0.0665
IFRD2	0.264
XAB1	-0.61675
PYCR2	-0.435833333333333
SERPINB3	-4.196
TMLHE	0.2016
GEFT	-0.98075
ABCA5	-1.261
EMR4	0.3435
TSFM	0.3105
HIST3H2BB	0.00575000000000001
ARHGEF19	0.725
TSPAN17	0.0565
ABCC8	4.433
MAP1S	-0.146833333333333
C22orf36	-0.50225
BNC2	-1.53542857142857
HIST1H4A	-0.38725
NDUFS3	0.0431666666666667
WDR3	0.404833333333333
XKR4	-0.95125
TTC33	-0.490785714285714
STMN2	3.1315
CPN2	-1.20716666666667
HSPC105	1.911125
PCOLCE2	-4.1985
C3orf55	1.17
KLHDC9	1.6255
TBC1D23	0.61825
ATXN2L	-1.00225
MAP2K3	-0.4475
SCAP	0.47275
ZNF486	0.456
C20orf96	0.341
NARS	1.46125
ADAMTSL1	-1.24957142857143
PRCC	0.9635
CCDC126	1.15883333333333
ZNF675	-0.1415
CALCOCO1	0.092
ANKRD43	3.734
CWF19L2	-0.221833333333333
ZBTB32	1.5135
BRAF	0.64675
ODF4	0.6655
MGC14376	-0.216333333333333
HORMAD1	-2.3456
AAK1	0.215454545454545
PEBP1	0.117416666666667
TNFSF5IP1	0.88
DKFZp564N2472	0.04475
RMND1	0.689625
IGKV1-5	3.5115
COL1A2	0.789166666666667
SERPINA5	2.45425
AANAT	0.3655
C19orf21	-0.284666666666667
GEMIN5	0.18575
UBR4	-0.464833333333333
LTBP3	-0.1495
AMHR2	-2.26216666666667
PROCR	-3.047
MYBBP1A	-0.60275
C20orf39	-2.11933333333333
ZNF697	-0.50225
PASK	-0.5886
ZNF776	0.381833333333333
RFXDC2	0.07775
KIAA0467	-0.55475
C10orf96	-2.0745
ZNF503	-2.27875
GULP1	-2.58327272727273
KCNE4	-1.49083333333333
DKFZp434K191	-1.03875
LOC196913	-1.554
BHLHB4	1.0095
CH25H	0.07325
LOC81691	-0.273833333333333
ALPL	-0.0816428571428572
COL12A1	-0.04725
FOLR3	-2.67733333333333
GPR123	-0.36775
TRIM62	0.539857142857143
ABLIM1	0.568333333333333
MAST3	-0.6735
RHBDD1	0.495666666666667
LOC338809	0.719
RYBP	1.08475
TTC26	-0.167625
ZNF22	-0.00916666666666666
ISCA2	0.2615
RDM1	-1.4255
PIGM	0.4685
GNB3	-0.9595
ACTR2	1.1102
HMGB1	1.03815
EDG1	2.07783333333333
SOAT2	-3.87175
OR10AD1	0.9365
RAP1GDS1	0.376
LCE1F	0.76
ESM1	-0.57075
RCN3	0.81775
CREBL1	-0.4515
DBNL	0.2945
PTGER3	2.3425
USP30	1.586
BCL2L12	0.193333333333333
KIF26B	1.34575
ZNF416	0.10375
ZNF225	0.251
C17orf70	0.09525
ZNF554	0.35525
RAE1	-0.486
TNIK	0.041
ACTN3	1.0525
MGC45922	0.924
CCNA1	-1.13783333333333
RYK	0.744833333333333
IL26	0.9485
LRP3	0.5845
QARS	0.368
SOX7	0.226571428571429
BID	-0.74425
OR2S2	0.3005
CXCL14	1.398
C11orf47	-1.088
MGC29891	0.268166666666667
HSPB8	0.7334
PRDM14	-2.3585
NUFIP2	1.17025
MNAT1	1.15325
ZDHHC2	-1.78108333333333
MBNL2	-0.01825
ADD3	-1.10375
CSNK2A1P	0.27875
KLK6	-1.14783333333333
TMEM111	0.7337
KIAA1279	0.28525
NUBP2	0.552333333333333
RAB42	-1.0605
ID3	-1.3957
TM9SF1	0.95975
MDP-1	-0.93325
POU4F2	0.30725
IQCK	0.759
C16orf14	0.51575
CAPN3	-1.928
FAM43B	-1.03875
RECQL	-0.703
AP1G1	0.126928571428571
CTNNBL1	0.781833333333333
ECHDC1	-2.7105
SMARCC1	0.6212
FOXQ1	-1.976875
GNAI3	0.403
POLG2	-1.62275
CD4	1.23325
ITLN1	0.45325
EBI2	3.6115
IRF1	1.65025
PTPRE	0.5008
PTK2B	0.06675
NXNL2	0.1705
SOX4	0.148611111111111
TSPAN3	0.542166666666667
SH2D1A	-2.17166666666667
C8orf58	-0.9355
USP20	-1.379
DUSP22	-2.08775
CALB1	-2.846
L3MBTL2	0.405583333333333
MCRS1	0.5375
TMEM118	-1.11216666666667
C18orf8	1.00383333333333
FLJ10241	-0.312375
GJA12	0.756
PKD1	-0.572
ZFP3	0.638
JAM3	-2.3655
LAPTM4A	0.4298
DIRC2	0.5385
KIAA2022	0.143833333333333
MYOM1	-0.252666666666667
TRPM8	-2.62933333333333
MOP-1	1.41825
PHKG2	-0.05425
ZNF650	0.74075
KIAA1522	0.580125
PSG8	-1.69616666666667
DDX19B	-0.3995
MOBKL1B	0.68225
DIAPH2	0.220333333333333
PTPN12	1.345
CLN8	0.0431
CRYZL1	-0.067
CRY2	0.267166666666667
FCGR2B	3.6085
PNPLA4	2.022875
ZNF454	-1.273
DKFZp434B1231	0.167
CLDN11	0.64
RFWD2	0.550666666666667
CIB2	-1.45333333333333
MXRA8	0.7435
HRK	-0.757875
MAML2	-0.25825
C4orf31	-0.51925
C6orf192	0.511
COG6	0.918375
FAM5B	4.86825
NFATC1	-0.8197
SEPT10	-0.823
SCYL1	-0.7411
RPP40	-0.91275
SCOC	1.25
KIAA1450	1.0115
CTDSPL2	-0.0505
TBX5	0.245833333333333
NAPG	0.49075
RHD	-5.027
C14orf45	1.02466666666667
ZBTB22	1.0385
PLCG1	-0.8055
ANKRD10	-1.345875
AQP7P2	0.5475
TAGLN2	0.388666666666667
HTR2C	-2.13016666666667
SLC16A7	-1.031
C17orf83	-0.164
TSGA14	-0.362833333333333
MDH1	0.05425
PPP3R2	0.5425
DCBLD2	-3.27757142857143
RBM33	-0.158
DPH3	-0.975
SYT10	-2.12033333333333
FMO4	2.04525
THYN1	-1.83675
DRD5	-2.799
OTOR	1.877375
PGRMC2	1.1092
KATNAL1	-0.57175
PAQR6	-1.532
UBE2I	0.0635
C14orf28	-0.17575
C8orf70	0.2885
FLYWCH1	-0.959625
ANGPTL3	-1.1175
GLRX2	0.8215
ATP11A	-1.07542857142857
ARL5B	0.9395
MUC16	-2.25025
SLC25A5	0.374857142857143
ACRC	-0.55125
MYO1C	-0.804875
FAM89B	-0.101166666666667
FAS	0.20725
KIFAP3	0.3365
GLRA2	-0.373
BTN3A2	0.2457
CNKSR3	-0.42675
CSTF3	0.375833333333333
ARPM1	0.8815
KIAA1530	-0.946
C9orf150	0.753166666666667
PRKCI	0.82
tcag7.1015	-0.18275
SOD3	-1.98225
ZNF574	0.483
CYP21A2	2.11725
RPL12	-0.721
COMMD2	0.40625
WIZ	-0.026
LOC344405	-2.59725
ALDH4A1	0.988588235294118
CRYAB	2.1075
COPA	0.419533333333333
PCDHGA7	1.00716666666667
KIF11	-0.571416666666667
RASD2	0.36375
SLC26A3	1.4515
ZNF175	-0.4335
JAKMIP2	-2.459375
C8orf4	1.39333333333333
PTHLH	0.558
SLC40A1	2.67433333333333
OR7D4	0.364666666666667
PCDHB17	0.6625
CD36	4.27764285714286
C6orf203	0.6274
PRKG2	0.3095
LOC400566	-0.3945
ANAPC13	-0.29875
SLCO3A1	-1.308
ZNF692	-1.6825
FANCL	-0.902
SH3GLB1	-0.03575
C12orf61	0.021
KBTBD6	1.56825
SUPT5H	-0.244625
XRCC6	-0.2924
HUS1B	-1.3021
FAM133B	0.821642857142857
LOC728276	-0.155
KCTD18	0.17875
SOS2	1.01166666666667
CCDC99	-0.73425
C1QTNF5	1.927
NNAT	-0.401166666666667
USP16	0.062
LARS	-0.31125
ZBTB2	1.35075
ABO	0.153333333333333
TRAF3	1.6855
GALNT5	-3.078
NAP5	-0.271375
ALG14	1.186
KIAA0515	0.216115384615385
WDR75	-0.926666666666667
TEX261	0.0703333333333333
LY86	0.4035
LOC389072	-1.2145
FLJ13611	1.11075
MRGPRX2	0.49
SNRPA	-0.25275
OR2G2	0.6675
GPRASP2	0.78625
C7orf42	0.6933
C9orf163	-0.9425
CYP11B2	-0.334
FCRL3	0.919333333333333
PRDX1	-0.42575
FGB	-3.54333333333333
COX17	0.467833333333333
C16orf33	0.52825
PIWIL1	-0.0806666666666667
FOLR1	-2.5985
KIAA0082	0.20825
FREQ	-1.01933333333333
TMCC2	-2.23883333333333
TCF12	-0.0240833333333333
ZNF721	0.9475
FAM130A2	0.44275
POU4F1	-2.243
SNRPF	0.405625
SGIP1	-0.3645
