Hybridization REF	TCGA-A8-A0A2-01A-11R-A034-07
ADAMTS12	0.0115
PES1	-0.6032
ATG4A	0.923833333333333
MAGEA10	-4.33475
WFS1	1.07625
CC2D1B	-0.428333333333333
PABPN1	-0.189875
SLC25A30	-0.763
SLCO1C1	0.411166666666667
SLC22A5	2.16275
KIF23	-2.44283333333333
SYN2	-0.680333333333333
ASPN	8.60383333333333
CENTG2	1.06575
QSOX2	-1.555
FLJ10815	-0.214166666666667
STK24	-0.4720625
SPEG	-0.2979
STK10	-0.245666666666667
DACT2	-2.2035
AAAS	-0.92125
SSX3	-1.5575
ABCD3	1.3074
C4orf12	0.340375
PARVG	1.1795
FIG4	1.63075
C9orf46	0.7855
TMCO6	-0.104
IGHMBP2	-0.5475
DUS2L	-1.153
FAM3C	-0.5046875
TMEM16D	-1.836625
DCTN4	1.2035
KCNH3	-0.5335
EIF2AK2	0.51875
AP1S3	-0.93
CST4	1.27
PAM	-0.478625
NUTF2	-0.5405
CITED2	1.1418
SLC39A4	-1.52825
C2orf52	-1.2455
GRM3	0.0415
C12orf49	0.175125
CCDC49	-0.5987
GRAMD1B	-1.328625
FNDC4	-0.54975
SIAH2	1.987
GDPD4	0.1245
C21orf87	0.296625
ATP5A1	-0.0338333333333333
C16orf63	-0.493875
LOC388135	-0.0341666666666667
ATP5J2	-0.2845
MMP3	-1.85575
EMID2	-0.316
CRHR1	0.16475
WDR70	-0.3645
C13orf31	0.9265
ZFAND1	0.15025
CCL18	1.16933333333333
C3orf49	0.126
RINT1	-0.4955
KIAA0408	-1.51766666666667
F13A1	5.0722
SLC10A1	0.0235
OGN	3.066
GIPC2	-1.82333333333333
XPO6	-0.536166666666667
LCE1A	0.739
FMR1	0.1745
LOC374920	-0.044
DUSP3	0.4035
ANKMY1	0.36825
C7orf50	0.18725
BBS9	-0.00729999999999993
UNC119B	0.111125
C9orf72	-0.549
MGC35440	0.27075
ENTPD6	-0.03925
PPP1R2P9	0.242
ERCC4	-0.02525
FAHD2B	0.159
HMHA1	0.343
HACL1	-0.32325
RAD23A	-0.163833333333333
FAM83B	-1.76475
PPP5C	-1.2965
RNASEH2C	-0.216875
C9orf153	-0.477
SCAMP4	0.513375
GHITM	0.3415
NDUFB7	0.109375
ADCYAP1	0.0328333333333333
SP110	0.623333333333333
MAP3K7IP2	0.56925
DHH	-0.146
AGRN	-0.124785714285714
WDR33	0.104166666666667
CEP290	0.782833333333333
PRPS1L1	-2.00266666666667
KLRA1	-0.036
GPR97	-0.3065
CHD7	-1.9785
TLR10	1.03525
SLC30A8	-1.036
HIC1	1.09683333333333
IAPP	0.228
RXFP4	0.1235
GP1BB	0.8955
SHQ1	0.0775
NKX2-3	0.199333333333333
API5	-0.25325
FTHP1	0.4035
MOV10L1	0.235166666666667
TRIM6-TRIM34	1.60383333333333
ADHFE1	0.62675
FAM117A	-1.03725
DDI1	0.296666666666667
CDON	-0.329666666666667
TRIM73	-1.062
IGKC	4.97
MMP14	-0.0763333333333333
DYNC1LI1	-0.91725
C11orf66	0.05175
TRBV3-1	-1.127
FASTKD5	-0.68875
BIVM	-2.38825
LHX4	-0.2755
CXCL2	-1.926
RAB2B	0.700833333333333
IZUMO1	-0.88875
MAP3K15	-2.08125
FAM19A2	0.440666666666667
ZC3H8	-0.459333333333333
ZMAT1	2.764875
SPINK5L3	-2.3885
SLC10A6	0.287
APPL2	0.574875
CARD10	-0.128
LOC402176	-0.777375
EEF1D	0.7084
RAB6A	0.3771
C12orf5	-0.383875
PAPOLG	0.67925
MSRB2	0.87475
BCR	0.130833333333333
PUS3	-0.51675
TIAM2	0.51475
ZNF317	0.457666666666667
CHD2	0.0240769230769231
FZD5	-2.73140909090909
NUDT8	-2.20725
ZNF763	0.3935
PRC1	-1.71544444444444
ABCB9	0.258
SPATA3	0.65725
TRAK2	0.607375
STAB1	2.6155
LRRTM2	0.3435
psiTPTE22	1.02125
DBI	0.435
SERPINA11	0.58725
NAT5	0.6735
C20orf58	-1.549
RPS6KA4	-0.208166666666667
FLJ90650	-0.72
TGFBRAP1	0.6535
CHRDL2	-1.271125
FAHD2A	-0.324166666666667
CNTN1	0.34775
BBS4	0.3728
TMEM181	0.38675
MINPP1	-1.156
MPHOSPH6	-1.1015
HOXC10	0.3219
ITPKB	0.509125
CLPTM1L	-0.017375
MEOX2	-0.688
ATP6V0C	0.266625
PRPF8	0.163166666666667
TMC5	3.92425
FKBP3	0.337
PLEKHB2	0.468875
OR4D6	-0.1
ZNF544	-0.5517
D2HGDH	0.1385
RPL18A	-0.4207
HEL308	0.06625
MPP6	-4.0915
TCERG1	-1.12375
KRT16	-2.2065
KLF17	-0.92025
KLF5	-0.753875
CDR1	2.077875
VCX3A	-4.2885
FBLN2	1.773125
C14orf104	0.03025
HBE1	-4.3661
OR4S2	0.4445
C1orf108	-0.707333333333333
ROBO4	2.97133333333333
CPEB4	2.212125
C11orf80	-1.037
BCKDHA	0.492
MYOC	0.20725
GIF	0.2345
CKMT1A	0.309
RPL3	0.4822
THBS1	2.677
APOO	-0.61875
ARMCX1	1.2805
HSZFP36	1.25475
SNAPC5	-0.2815
EIF4ENIF1	1.38875
ZNF433	0.6965
TNFRSF21	-1.533375
TMPRSS7	-0.2595
SPATA18	0.4399
HPDL	-3.626
MKL2	1.5648
TBX3	2.93407692307692
C21orf93	0.382833333333333
DAXX	0.2565
ELMO1	0.216875
RGS13	2.631
TAF11	-1.0815
UNC13A	-2.210375
LOC653314	-0.5012
ORC3L	0.016
IMAA	-2.761
TARBP2	-0.52725
CABIN1	0.0881
TRIOBP	0.1145
HIST1H2AC	1.513375
RGS22	1.09783333333333
NCOA1	1.40816666666667
IL25	2.2245
SNCG	-0.571
GPR6	0.472
AMDHD1	0.189333333333333
CHEK2	-1.25275
C6orf142	-0.7535
DRD4	0.44925
C14orf68	-1.2745
GDF11	-2.07875
SEMG2	-0.151
CD247	-0.8765
CDAN1	0.35075
RBMX2	-0.204666666666667
TGS1	-0.09325
OIT3	0.02
SYF2	-0.01925
MCM4	-2.578375
PKHD1L1	0.241375
CEP192	-0.796666666666667
IFT88	0.6825
RPL9	0.461
RAB32	0.3065
DDX43	-1.85075
P2RX2	0.523166666666667
OR5D18	0.6625
UBE1	-0.29925
SLC24A1	0.90825
ARHGAP5	-0.738
CETP	-1.4355
KIAA1731	-0.541833333333333
SLC9A4	0.376
PTPN6	0.83275
BAHD1	0.29225
GRIK3	-0.118
CACNB2	-0.1571
PDE10A	0.036
DGCR14	-0.23525
PCDHB9	-0.503
RHOQ	0.4705
MAP3K4	0.4535
KTI12	-0.490666666666667
RPL23AP13	-0.24175
GNG11	-1.14
CLCN3	1.33166666666667
GPAM	-0.539125
VSTM2A	-1.066
SLAMF7	3.23233333333333
INTS2	-1.067
PPP2CA	0.3323
LRP12	-0.728333333333333
SEC14L2	2.35533333333333
DKFZP586H2123	0.60575
MC3R	-0.062
CIRH1A	-1.8115
HIST1H2AB	-0.09
POLH	-0.216
MGC16703	-1.40566666666667
SNAPC2	0.205
FILIP1L	0.63325
RASGRP4	0.199
LRRC1	2.16225
GAS1	0.72525
PRAC	-0.722
DGKA	-0.4925
NT5C3	-0.57175
PEG3	-2.48858333333333
NADK	-0.62275
PRR17	-0.131
LOC374569	-0.87125
SGSH	0.518166666666667
NLRP8	0.087
GALT	-0.4353
MCF2	-0.7045
ZNF263	0.56275
TACSTD1	0.488666666666667
TYR	-6.0803
ATP6AP2	0.78575
RNUXA	0.19725
ABHD10	-0.3288
GDPD2	-1.599
SLC35C1	-0.79625
UBE2A	0.33825
HERC5	-1.135
FAM112B	-4.23733333333333
FBXL16	1.434
DKFZP434A0131	-0.157
ELA3A	-2.545
RBM41	-1.031375
HAO2	0.2105
RNH1	-0.163625
SHANK2	1.51883333333333
OSBP2	-0.540875
DAK	-0.4545
C3orf58	-0.751666666666667
TCL1B	-0.448
KBTBD2	0.025375
SUGT1L1	0.865
UBE2E2	-0.473166666666667
MYL9	1.871875
CDC23	-0.3065
PBXIP1	0.6752
CXorf40B	0.763
NBL1	0.43225
RTBDN	0.1035
RAB11FIP5	0.57225
TTTY13	-0.5495
SCOTIN	0.129916666666667
SOHLH1	-0.3865
CDKN1A	-0.504714285714286
NCK1	0.1015
ZNF550	0.59425
SAPS3	0.482083333333333
SPIN3	0.631833333333333
MAGEE2	-0.03425
MIS12	-0.991666666666667
OR8H2	0.222
KIAA0774	-1.04266666666667
UNC5D	-1.995
CUL7	-0.276166666666667
LIPC	-3.34566666666667
DIO1	1.82975
C20orf11	-0.00300000000000001
CTRL	-0.96825
HS3ST2	0.29475
PAK4	0.488833333333333
CCRL1	1.93225
RNF10	0.660875
ZNF567	0.30075
ZNF660	-0.5735
TCEAL3	2.49775
MAGOH	-1.00983333333333
CENPB	-0.287166666666667
C19orf7	0.772
LOC388965	0.29075
ZCCHC13	-0.1005
JMJD1A	-1.0221
HIST1H4H	-0.0165
TBRG1	-0.5688
GPC3	-4.817375
TAF1C	-0.857
EBNA1BP2	-0.919666666666667
CIAPIN1	-1.2115
PDGFRA	-0.584166666666667
CSTB	-0.831875
CENPI	-2.463
GTF2E2	-0.667833333333333
RPP21	-0.11575
CCNF	-1.57366666666667
KCNQ3	0.622
FAM79A	0.537
SLC22A12	0.3505
NOVA1	3.30716666666667
FZD3	-1.4581
AKAP8	-0.33775
SOCS5	0.314625
CFDP1	-1.2025
DLG5	0.71625
PGM5	0.706333333333333
C1orf144	0.0856666666666667
HDAC10	-1.5565
RND2	-1.123
C20orf199	-1.533
RNMT	-0.3445
SLURP1	0.340375
ASTN1	-0.493375
SH3BGR	0.2335
MYCL1	-0.9265
ZHX1	0.354333333333333
CENPK	-2.84625
FOSB	1.0477
LOC643406	-0.0155
C2orf59	-0.275625
TMEM135	0.34775
SLC27A2	-0.32725
KRT33A	2.108
OVOL1	1.179
PAMCI	-2.73083333333333
S100A7	-1.892
ZNF789	0.196
HARS2	0.7365
RPL23A	-0.723833333333333
TCF23	0.67325
UPF3B	-1.531875
C17orf78	0.583
HLA-DOB	1.21566666666667
C14orf142	0.561833333333333
TEKT5	1.3035
DMWD	0.123
POLD1	-1.85083333333333
GSCL	0.149
CALD1	0.232
SCRT1	0.356666666666667
AIG1	2.148
UNC84B	-0.521
ZNF404	-0.761
TMED6	-4.05775
KIAA1462	0.361
LRRC27	1.38416666666667
PYGO1	-0.2965
PIGU	-0.829
ALAS2	-3.59883333333333
WRNIP1	0.326875
CNNM3	0.5205
ZNF2	0.72
ST3GAL5	-0.7275
MRPL23	-0.70375
TSSK6	-0.1235
PSMA6	-0.1825
C16orf70	-0.4825
KIAA1602	-0.349
ALMS1	-0.518
DCN	2.682375
TMEM132D	-0.60875
SUCLG2	0.0125
ABHD14A	-0.18475
DEXI	0.201333333333333
AMPD2	-1.1115
IFNAR2	-0.968833333333333
CYB5A	2.4095
TLOC1	0.63625
NXF5	-0.449833333333333
NRBF2	-0.051
KCTD3	2.52675
ITGAE	-0.147166666666667
SLC30A3	-2.28166666666667
ZRF1	-0.4875
IFRD2	-0.82175
XAB1	-0.3335
PYCR2	-0.149166666666667
SERPINB3	-4.05
TMLHE	0.1526
GEFT	-1.445625
ABCA5	0.45325
EMR4	0.179333333333333
TSFM	0.03675
HIST3H2BB	-0.95075
ARHGEF19	0.75
TSPAN17	0.0736666666666667
ABCC8	4.4445
MAP1S	-0.0148333333333333
C22orf36	0.5255
BNC2	0.216
HIST1H4A	-1.421
NDUFS3	-0.3525
WDR3	-0.918166666666667
XKR4	-0.3705
TTC33	-0.0883571428571429
STMN2	3.09175
CPN2	-0.961166666666667
HSPC105	-1.757
PCOLCE2	-6.13075
C3orf55	-0.447
KLHDC9	3.186
TBC1D23	0.79825
ATXN2L	-1.00766666666667
MAP2K3	-1.02775
SCAP	0.0345
ZNF486	0.554166666666667
C20orf96	0.4445
NARS	-0.27475
ADAMTSL1	-1.10157142857143
PRCC	0.584333333333333
CCDC126	1.82433333333333
ZNF675	-0.074
CALCOCO1	0.98
ANKRD43	4.117
CWF19L2	0.374333333333333
ZBTB32	1.15283333333333
BRAF	0.17775
ODF4	0.41625
MGC14376	0.0961666666666667
HORMAD1	-2.58766666666667
AAK1	0.146333333333333
PEBP1	0.93275
TNFSF5IP1	-0.265666666666667
DKFZp564N2472	0.16325
RMND1	1.053125
IGKV1-5	4.508
COL1A2	3.01641666666667
SERPINA5	1.464625
AANAT	0.308
C19orf21	1.58233333333333
GEMIN5	0.341
UBR4	-0.206166666666667
LTBP3	0.7805
AMHR2	-1.47383333333333
PROCR	-1.4405
MYBBP1A	-0.39925
C20orf39	1.724
ZNF697	-0.66425
PASK	-1.0184
ZNF776	1.49383333333333
RFXDC2	0.071125
KIAA0467	0.0015
C10orf96	-1.43125
ZNF503	-1.228
GULP1	-1.28166666666667
KCNE4	3.06233333333333
DKFZp434K191	-0.94
LOC196913	0.0155
BHLHB4	0.722
CH25H	1.23625
LOC81691	-1.40433333333333
ALPL	-0.161571428571429
COL12A1	4.038625
FOLR3	-2.67833333333333
GPR123	0.00957142857142857
TRIM62	0.2165
ABLIM1	0.394666666666667
MAST3	-0.584
RHBDD1	0.507
LOC338809	0.2805
RYBP	1.44475
TTC26	-1.24725
ZNF22	-0.385833333333333
ISCA2	0.578
RDM1	-3.23275
PIGM	0.26025
GNB3	-1.4855
ACTR2	-0.294
HMGB1	-0.27935
EDG1	2.52083333333333
SOAT2	-3.46775
OR10AD1	0.4815
RAP1GDS1	1.71816666666667
LCE1F	0.08
ESM1	-1.1335
RCN3	1.61975
CREBL1	-0.45975
DBNL	-0.335166666666667
PTGER3	1.97875
USP30	0.256833333333333
BCL2L12	-1.4905
KIF26B	2.11575
ZNF416	1.055
ZNF225	0.4805
C17orf70	0.64775
ZNF554	1.14175
RAE1	-0.7895
TNIK	-0.779333333333333
ACTN3	0.504
MGC45922	0.8085
CCNA1	-0.8075
RYK	0.570833333333333
IL26	-0.196
LRP3	0.7915
QARS	0.0235
SOX7	0.403571428571429
BID	-1.66175
OR2S2	0.377
CXCL14	4.598
C11orf47	-0.737
MGC29891	0.584833333333333
HSPB8	0.1765
PRDM14	-0.8105
NUFIP2	0.20125
MNAT1	0.27775
ZDHHC2	-0.997166666666667
MBNL2	0.1905
ADD3	-0.5905
CSNK2A1P	-0.85725
KLK6	-1.55733333333333
TMEM111	0.7776
KIAA1279	1.003
NUBP2	-0.1275
RAB42	-1.92
ID3	-0.9764
TM9SF1	0.49775
MDP-1	-0.804
POU4F2	0.3135
IQCK	1.029
C16orf14	-0.86275
CAPN3	-1.290375
FAM43B	-0.102625
RECQL	-1.0575
AP1G1	-0.254214285714286
CTNNBL1	-0.509
ECHDC1	-2.6695
SMARCC1	0.0441
FOXQ1	-0.585375
GNAI3	0.01
POLG2	-1.1685
CD4	1.096
ITLN1	-0.42575
EBI2	2.92575
IRF1	1.22125
PTPRE	1.3144
PTK2B	-0.46175
NXNL2	-0.3875
SOX4	-0.445111111111111
TSPAN3	0.0418333333333333
SH2D1A	-2.427
C8orf58	0.304833333333333
USP20	-0.70625
DUSP22	-0.407666666666667
CALB1	-2.18066666666667
L3MBTL2	1.27466666666667
MCRS1	-0.53725
TMEM118	-1.53816666666667
C18orf8	0.285666666666667
FLJ10241	0.1365
GJA12	0.46925
PKD1	-0.0618333333333333
ZFP3	1.001
JAM3	-1.10675
LAPTM4A	1.1325
DIRC2	1.44325
KIAA2022	2.8505
MYOM1	0.326
TRPM8	-2.7045
MOP-1	1.031
PHKG2	-0.275875
ZNF650	0.539875
KIAA1522	2.0845
PSG8	-1.50416666666667
DDX19B	-0.6745
MOBKL1B	-0.325
DIAPH2	-0.495
PTPN12	0.7955
CLN8	0.1625
CRYZL1	-0.432666666666667
CRY2	0.752333333333333
FCGR2B	4.23816666666667
PNPLA4	1.506375
ZNF454	0.2175
DKFZp434B1231	-0.366
CLDN11	0.0776
RFWD2	0.847333333333333
CIB2	-1.30716666666667
MXRA8	2.774125
HRK	-1.012
MAML2	-0.6625
C4orf31	0.19275
C6orf192	0.09475
COG6	0.373875
FAM5B	1.90725
NFATC1	0.7415
SEPT10	-0.6075
SCYL1	-0.3527
RPP40	-1.4365
SCOC	0.4318
KIAA1450	0.67125
CTDSPL2	0.182
TBX5	1.16816666666667
NAPG	-0.226375
RHD	-4.1875
C14orf45	2.42766666666667
ZBTB22	1.096
PLCG1	-0.774
ANKRD10	-0.80675
AQP7P2	-0.50575
TAGLN2	0.246333333333333
HTR2C	-0.977
SLC16A7	-1.17883333333333
C17orf83	0.14425
TSGA14	-1.31158333333333
MDH1	-0.74275
PPP3R2	0.0876666666666667
DCBLD2	-1.65421428571429
RBM33	-1.120125
DPH3	-1.74375
SYT10	-1.07
FMO4	1.967625
THYN1	-0.85375
DRD5	-1.66
OTOR	0.5325
PGRMC2	0.7988
KATNAL1	0.26525
PAQR6	-2.54175
UBE2I	-0.7675
C14orf28	0.331
C8orf70	0.40475
FLYWCH1	-0.24025
ANGPTL3	-0.70825
GLRX2	-0.0358333333333334
ATP11A	-1.3595
ARL5B	-0.314
MUC16	-2.98025
SLC25A5	-1.06207142857143
ACRC	-0.2015
MYO1C	0.380875
FAM89B	0.612666666666667
FAS	-0.04175
KIFAP3	1.669
GLRA2	-0.866
BTN3A2	0.0831
CNKSR3	0.0919999999999999
CSTF3	-0.584666666666667
ARPM1	-0.14975
KIAA1530	0.28
C9orf150	2.25583333333333
PRKCI	0.4785
tcag7.1015	-1.307
SOD3	-1.322
ZNF574	0.494
CYP21A2	3.235
RPL12	0.03725
COMMD2	-0.71025
WIZ	0.41675
LOC344405	-2.109
ALDH4A1	-1.093
CRYAB	0.677
COPA	0.468033333333333
PCDHGA7	0.318666666666667
KIF11	-1.84366666666667
RASD2	-0.167
SLC26A3	2.4515
ZNF175	0.027
JAKMIP2	-1.873625
C8orf4	4.95616666666667
PTHLH	-0.34625
SLC40A1	2.14433333333333
OR7D4	0.2905
PCDHB17	0.06
CD36	1.0015
C6orf203	0.7814
PRKG2	-0.1925
LOC400566	1.166
ANAPC13	0.14025
SLCO3A1	-1.3005
ZNF692	-0.4405
FANCL	-0.798
SH3GLB1	0.19775
C12orf61	0.095
KBTBD6	0.31975
SUPT5H	0.191125
XRCC6	-0.2575
HUS1B	-1.2942
FAM133B	0.135785714285714
LOC728276	0.4495
KCTD18	0.82225
SOS2	1.75266666666667
CCDC99	-1.69575
C1QTNF5	3.3495
NNAT	-0.36
USP16	0.155
LARS	-0.108875
ZBTB2	1.39125
ABO	-0.0125
TRAF3	-0.47625
GALNT5	-1.8645
NAP5	1.615875
ALG14	1.207
KIAA0515	0.364807692307692
WDR75	-0.611166666666667
TEX261	-0.334083333333333
LY86	1.28825
LOC389072	-1.062
FLJ13611	0.12575
MRGPRX2	0.374
SNRPA	-1.177
OR2G2	0.2585
GPRASP2	0.519
C7orf42	0.6991
C9orf163	-0.868
CYP11B2	0.13
FCRL3	0.774833333333333
PRDX1	-1.237
FGB	-6.67
COX17	0.289666666666667
C16orf33	-0.771
PIWIL1	-0.104333333333333
FOLR1	-3.005
KIAA0082	0.04175
FREQ	-1.7295
TMCC2	-1.487
TCF12	0.432
ZNF721	0.81025
FAM130A2	0.538
POU4F1	-2.45775
SNRPF	-1.24625
SGIP1	1.46766666666667
ZNF641	1.07383333333333
EMG1	-0.316
PRRG4	-0.136
HIRA	-2.6865
MYNN	0.522333333333333
AEBP2	-0.00208333333333334
TBXA2R	-0.328833333333333
ISL2	-1.35433333333333
PCDHB11	-0.1485
RNF144A	-0.724125
MARCH5	0.326
DULLARD	-0.546333333333333
DCLRE1B	-0.3935
ITGA8	1.7785
TP73	-0.30525
PRKCD	1.9095
NDUFB4	0.49075
ATP13A4	0.00699999999999999
ANTXR2	-0.795666666666667
COL4A3	-0.915333333333333
MYO10	-2.1493
SLC6A18	0.57125
PEX1	0.6675
TMEM74	-1.37983333333333
RBM19	0.38075
TAPBP	0.41745
RUNX1	1.966
MID1	-2.03966666666667
GPR64	-1.71766666666667
RASEF	5.46125
GABRG1	0.1515
MYO16	-0.92775
DBF4	-1.7565
TSHZ2	2.177
RIPK2	-0.138
PPTC7	0.0448333333333333
KIF4B	-1.319
LRRC31	1.119375
ZNF540	2.955
EFNB3	-0.3525
LOH12CR1	0.222125
STON2	-0.0421666666666667
GLP1R	0.337
CSTF2T	0.77225
IREB2	-0.859125
GRSF1	0.3255
PDCD7	-0.288
LRRC43	-0.4605
CNR1	-0.088
IL1F7	-1.019
C12orf64	-0.55075
FAM69B	-1.626
NR2E1	-2.07066666666667
MS4A6A	2.6341
FTL	-0.8587
C7orf36	0.853
PCLO	1.8128
DYRK2	0.397
ARIH2	0.255875
SAMD7	0.0995
SCNN1D	0.1445
SLC32A1	-0.97325
C22orf25	-0.188666666666667
MRPS18A	0.0409
GPR112	0.1655
EARS2	-0.3295
ERN2	0.4625
ATPBD3	-0.0318333333333333
PRH2	-0.46
CDKN2D	-0.318333333333333
PGLYRP2	0.41225
TRIM40	0.2325
SEC14L3	0.0538333333333333
SLC22A1	-0.39875
BTN2A3	-0.24925
RASA4	-0.7395
CCNL2	-0.331833333333333
MYBPC3	0.3895
GJA4	3.07775
CDC42SE1	1.259875
TRPV2	-1.5205
MYPN	-3.4011
SIM1	0.2625
CDADC1	0.043
ZFHX4	1.964
NIBP	0.8965
ADAMTS19	-1.9405
ABTB2	-1.91175
TSPYL2	-0.571
EIF2S3	-0.7668
SOX30	-0.2735
AP2A1	-0.883833333333333
DKFZP564O0523	0.444666666666667
LOC285398	-0.06625
CDH18	-4.56725
CHL1	0.294625
GATS	-0.7132
TBC1D2B	0.7
OR1J1	0.2395
GSN	0.692166666666667
DPCR1	0.0425
GARNL4	-0.155333333333333
SMARCA5	-0.31375
PLEKHG3	1.60766666666667
ZBTB45	0.835
FRMD6	0.597
PLS1	0.766666666666667
DGKZ	-0.283666666666667
EFNA1	1.8836
WDR85	-0.584875
ANK2	-0.1265
PAGE4	-0.8865
SENP6	1.71783333333333
AKR7A2	0.168333333333333
FKBP10	-1.9625
VEGFC	-1.59366666666667
LARP1	-0.18975
SRBD1	-0.0235
ITGB6	2.069
SLC1A2	-0.201571428571429
INVS	-0.553833333333333
MPO	-0.1565
MOBKL3	0.0893
CUTL2	-1.59125
KLK2	0.0415
VIM	-0.87775
REG1B	-0.000666666666666677
PCDHGC4	0.0615
C3orf34	-0.510833333333333
SUMO3	-0.444166666666667
CST9L	0.077
MLL4	-0.0235
SPR	1.42933333333333
SAMD9L	0.7485
ABCE1	-0.301
SUPT3H	-0.337
ACTBL1	1.92575
ADAMTS4	0.777833333333333
SLIT3	2.17225
RHEBL1	-1.8645
NPM2	-1.6995
MAN1C1	1.2465
KIAA1856	1.25033333333333
HSPA6	1.911
LOC388152	-1.3685
C10orf140	-2.0215
ZDHHC12	-0.9285
LIN7A	-1.8405
PHC2	0.3805
SPHK1	-0.67375
TRIM26	0.03175
FAM83E	-0.832
C18orf24	-2.01
ZNF578	0.548666666666667
ORAI1	-0.3695
RUVBL1	-0.992166666666667
C7orf20	-0.403333333333333
APAF1	-0.9585
SLC36A4	-3.13416666666667
MYH11	4.43016666666667
NEK1	0.9731
MPP2	-0.32975
C12orf24	-2.84725
TNK2	0.70925
ZNF289	-0.7045
MATN3	1.23585714285714
IFNGR2	0.3885
ITPR1	1.726
EBF3	2.2445
TBC1D20	-0.0028
OR10P1	0.29925
DDAH2	1.29825
SHPRH	-0.080625
STX7	-0.8345
LOC554248	-1.296
BCAR1	-0.521
ATXN3	0.155916666666667
TRIM27	-0.2665
CDC42EP2	0.085
CHP	0.0791428571428571
SOX17	1.851
ZNF259	-1.098
CHCHD1	0.515375
ZDHHC19	0.043
GBP2	2.4665
GARNL3	1.777375
MRC2	-0.1055
C1orf52	-0.944
AOF2	-0.870833333333333
LRPPRC	-0.2476
ACVR1C	-0.749833333333333
TM4SF18	2.0125
TMEM169	-0.1545
PPP1R16A	0.152375
EBF1	0.177333333333333
RRS1	-0.325166666666667
SNX2	0.25625
OR2T2	0.181
RBX1	0.075
ANKRD54	0.5175
TSNAX	0.5945
TMEM83	-1.886
ZBTB7A	0.88475
ATM	-1.49091666666667
LOC338328	2.15466666666667
TIE1	0.696
HIST1H3G	-0.892
PASD1	-4.31683333333333
TINAG	0.10175
PCDHAC2	0.6395
LRRC15	1.316875
WBSCR17	-1.44275
TFF2	-1.0115
PARP2	-0.5045
NDFIP2	-1.45675
PCDHGB2	-0.643
WDR60	-0.47375
MAP7D2	-2.2264
USP45	-0.77325
GSDML	-1.66225
TNS1	-0.1202
PLCD4	2.55425
IQCD	0.991
SMPX	-2.1545
CD9	1.33016666666667
SRGN	1.014625
CASP7	0.777375
INOC1	0.316
DKFZp451M2119	-1.644375
VMAC	0.8385
USP53	0.6661
CAMK1G	-0.759375
TMEM106A	1.04266666666667
CDC20	-2.6209
ACSL5	-0.931166666666667
CBWD5	-0.281875
C1orf87	-0.786666666666667
KIAA1274	1.37925
PRUNE2	-1.7985
LYPLA2	-0.868666666666667
DOK6	-0.907666666666667
GPR149	-0.14175
FAM30A	3.71
TMEM129	0.78575
SLC35B3	0.652
ACPP	-0.5347
LOC200261	-0.691
SLC4A7	1.9323
CCDC40	1.96425
GART	-1.51275
THOP1	-1.73925
SCARB1	-1.413875
CACNA1F	-0.10525
TRIAP1	-0.498
SYT14L	0.409
SFRS8	-0.0425
PBOV1	0.2335
GOLSYN	3.53425
GJB7	-1.298
CAMK2N1	1.55116666666667
GREM1	2.38175
FLJ20433	0.69575
QPCT	-3.486
PRKAG2	0.142666666666667
H2AFX	-1.7255
C6orf154	0.09625
PLOD3	-1.13825
ZBTB39	-0.479
WASF3	-1.34433333333333
DRG1	-0.35325
PRR4	-0.5285
SPCS1	0.46575
KDELR3	-0.507333333333333
SRP19	0.154833333333333
GABRA6	0.46325
MFSD1	0.78525
MMEL1	2.5015
PDXDC2	0.3784
BUB1	-4.048
RNF138	-1.562125
MYLPF	-0.842333333333333
AIF1	0.813166666666667
DYNLRB1	0.6271
HCN3	-0.983666666666667
HIST1H2AI	-0.29275
MAP4K5	0.606583333333333
LASP1	0.727625
LOC130951	0.6495
PLAA	0.410625
KRT6A	-1.6635
C6orf117	-3.049875
ARHGAP23	-1.1955
PTF1A	-0.2575
GPHA2	-0.628
LCE3B	-0.103
MCL1	0.870571428571428
EHBP1	-0.958666666666667
PRNP	-1.0365
ZSCAN1	0.558
C1orf113	2.74883333333333
FOXA3	-2.394875
NEB	1.1205
ASGR1	-5.31466666666667
CTGF	1.43816666666667
RAB17	0.647
MST101	0.36825
JARID1B	1.433
USP37	0.4941
PTBP1	-0.5995
PTPN7	-0.559666666666667
CDC7	-2.152
SNX7	-0.98275
ZNF335	0.007
CPT2	0.19
HEATR1	-0.2305
HSPC152	-0.05675
C5orf40	0.1075
PSME1	0.089
STAG3	-1.713
TMEM154	0.300833333333333
KLHL32	-0.203666666666667
TSGA10IP	-1.365
SUV420H2	-0.759166666666667
SF1	-0.0747
2'-PDE	0.27775
PNLIPRP2	3.775
TRSPAP1	0.182333333333333
NUP210	-0.160166666666667
ANP32C	-1.09733333333333
RAB11B	0.309166666666667
ASB15	0.193
ITGB3BP	-1.5465
UBASH3A	-0.71425
YWHAB	0.657
TPRX1	-0.02625
LY6G5C	0.540875
SLC7A2	1.563125
CLK1	1.1412
HSD3B7	-0.331666666666667
VDR	2.24275
C16orf74	-0.3735
ACE	-0.17725
PSMA2	0.0795
CCDC131	0.279125
ZNF213	0.550166666666667
EML2	0.51975
ALS2CR13	0.0325
GLYATL1	2.17975
DSPP	-0.5595
DHFRL1	-0.7415
C10orf30	-2.264
SH3RF2	0.193666666666667
LOC197322	-0.589833333333333
DLL3	-1.96525
TIGD7	0.118
