Hybridization REF	TCGA-BH-A0HY-01A-11R-A056-07
GCM2	0.8875
FAM135B	0.302
E2F1	-0.48375
PLCB3	1.661
OR2AE1	-0.0645
COIL	0.441
CDC25C	-0.712
RAB11FIP2	-1.05741666666667
TSC2	0.3115
CTGLF5	-1.7475
CCDC108	0.472
OR13C4	0.5815
C10orf81	3.01425
PTPRB	1.64825
ACP2	-0.65475
LAG3	-0.00200000000000001
MRPL54	-0.64875
LOC201175	1.887
ITGB1BP3	-1.40475
SPTAN1	0.542833333333333
SIPA1L2	0.25625
RCAN2	0.1315
CDX2	0.1415
ECOP	1.0845
ACTR1A	0.791285714285714
PPARG	-1.22516666666667
BBS10	0.7215
TMEM44	-0.191125
BPIL2	0.614
CITED1	-2.058
IRF6	4.9155
PRDM4	-0.0638333333333333
RRP9	-0.906666666666667
OR10H4	0.88
IL31RA	-0.88725
GNB1L	-1.12
MYBL2	-0.368
ZNF407	1.181
PPIG	-0.616166666666667
TTC18	0.59275
RPSA	-0.8035
MAPT	-1.46071428571429
MRE11A	-0.761076923076923
C8orf37	-0.78
RASGEF1C	-1.0095
STBD1	0.149
CTAG2	-0.760166666666667
MGAT5B	-1.13266666666667
ECM1	-0.00275
RLN1	-0.29
PARP14	0.7241875
EPB41L1	0.9542
HOXA3	-0.390916666666667
MAGEA9	-4.911
RPS8	-0.580833333333333
RPS19BP1	0.14875
FOXJ2	0.164875
C10orf76	0.16725
IL17RE	0.868
C10orf65	-2.2075
ZNF343	-0.0661666666666667
FBXO33	-0.99725
UHMK1	1.6379
LY6G6C	-0.9985
FGF19	-2.07975
C14orf128	-0.684666666666667
IFIT2	2.7475
TIGD1	-0.51225
S100G	-0.8275
GUCY1B3	1.304
NR3C1	-0.9727
CORO1B	1.2535
PARP11	0.148
DNALI1	0.861
OR4N4	0.407375
MAP2K6	-0.604833333333333
FSTL4	0.0025
ANKRD47	1.89675
TMEM171	-1.4015
PNLIP	0.012
YY1	0.0643333333333333
CCDC138	-1.4055
AASDHPPT	-1.2763
CKS1B	-0.0519
MCM3	-0.256666666666667
ANAPC7	-0.619833333333333
FAM110A	3.11175
CDC37L1	0.685333333333333
THTPA	0.726
NBPF20	-0.998
WDR24	0.45375
NPTX2	-0.93525
CBLB	1.9305
CETN1	0.470333333333333
RPUSD1	0.33775
FAF1	-0.4655
CDK6	-3.2061
HMX2	0.2395
CSK	-0.523333333333333
TEAD2	1.53025
SNAP25	-1.28025
TUFT1	1.8851
TMTC3	1.44266666666667
LCK	-2.42025
SGOL1	0.253166666666667
AKTIP	1.6325
FURIN	-0.260375
SOX12	0.107
DEFB103A	-1.06433333333333
RAMP1	0.4765
KIR3DX1	0.86
GAS2L3	-0.602
PDE8A	-2.6532
EDN3	-0.638666666666667
GMIP	1.5985
SF3A2	1.162
FN3KRP	0.556
SMAD7	1.03375
RHBDD2	0.727
OR11H6	0.2725
PPP1R3B	0.8991
C9orf23	0.59275
CADPS	-0.70875
GOLGA8A	-3.988625
TMEM57	2.114
RGL3	1.086
S100A14	3.65125
FGFR2	-0.384125
XRCC3	-0.24775
RTN4RL2	0.956
MGC3771	1.1625
GH2	0.406166666666667
BTBD2	0.27425
LMO2	-0.2955
RDBP	-0.587875
ACRBP	-1.44125
AMY2A	1.71625
DUOXA1	1.1455
PTK7	2.27316666666667
TWF2	0.543833333333333
FAM80A	-0.75325
TNNI2	-2.71866666666667
GLT25D1	-0.336833333333333
OCC-1	-2.421
CYC1	-1.02283333333333
RPL22	0.442318181818182
MORN3	0.347166666666667
DISP1	0.5615
PRB2	0.0185
CHUK	-0.0415
HR	-0.812
CCDC134	0.09
DENND4B	-0.70575
C14orf130	0.963375
RAB33A	-1.32825
DCST2	0.2665
TNMD	-0.409
PEX7	-0.28275
FAM62A	0.177875
SRD5A2L	0.9465
IL22	0.20925
RPS26	-2.0724
HOXC5	0.788
SPATA6	0.2885
FLJ38482	0.003875
ZNF234	1.205
C18orf22	1.84125
SPATA22	0.0225
THOC1	-1.68525
CYP7B1	2.7975
KCNC3	1.425
C8orf42	-1.3215
ALDH1B1	0.627333333333333
CCDC100	-1.1022
ARMC4	-3.3165
FAM18B2	-0.18925
SLC44A1	0.621125
FBXO17	-1.41083333333333
C6orf107	-0.625
C19orf29	0.2975
ZC3HAV1L	0.40025
PARP6	-0.6472
SULT2A1	-4.46628571428571
C1orf159	0.07
TMC1	0.9605
CHST14	0.092375
GAMT	-1.01233333333333
SMCP	0.041
TSPAN33	-0.886083333333333
MIDN	0.799
NOX4	2.5555
RNASEN	0.2867
TBX1	3.05766666666667
SALL2	-0.767
C10orf35	1.34775
CYP2E1	-1.2025
LRFN2	2.46833333333333
ACO1	0.993833333333333
IQCG	0.9868
MEGF9	3.306
TM7SF4	1.03375
PLEKHA1	-0.636266666666667
STK33	-2.643
C1orf210	3.05175
SNUPN	-0.9655
KIAA0406	-0.7043
C20orf29	0.107
TMEM55B	-0.28875
OSTM1	-1.3603125
CLCN7	-0.0205
OTP	0.56725
FLJ23049	-0.804
HEATR4	0.684
MAP3K10	0.904166666666667
PCDHGA9	0.5885
AMDHD2	0.79175
LCTL	-2.4935
PDCD2L	-1.21175
CABLES2	0.3625
SLC5A9	-0.654
CLCA2	3.8605
MGC16025	-1.309
STRAP	-0.9675
C20orf196	-1.0075
RRBP1	1.39766666666667
NAT13	-0.1335
MAT2B	-0.053125
CSNK1D	-0.0846666666666667
KIR3DL1	0.8035
PRKAG3	0.9405
ZNF599	0.03
PRM3	1.795
PER2	1.275
ASPHD1	-2.8065
PRMT6	-0.7665
KCNE1L	-0.944071428571428
FAM118A	-0.762333333333333
TAF4	-0.5535
NDUFB6	-0.43125
TRIM9	-1.97758333333333
PMFBP1	-1.08225
KY	0.24
DKFZp762E1312	-1.25754545454545
CSMD1	-1.82625
TBP	-1.18533333333333
OR1Q1	0.241833333333333
RETNLB	0.243
HPGD	-0.938571428571429
DNAJC12	-1.902
FKBP1B	-2.42875
ANKRD24	0.1685
CXXC5	0.928666666666667
IL3	0.498625
DRAM	-0.3156
PTCH1	-1.145125
TP53BP1	-0.368
SLC17A7	0.00942857142857147
COL25A1	-1.2836
AMACR	1.33683333333333
RHCG	-0.17525
VPS13A	-0.612
FAM55D	0.966
PRPF38B	-1.05983333333333
OSBPL6	-0.587
PFDN5	0.0547
CMTM6	0.28925
KCNK12	-1.2195
RP2	-0.13325
C16orf52	-2.66
PICK1	0.304
IFNE1	-1.44816666666667
SEMA4B	1.60525
TYRO3	-1.45225
OR12D2	0.6425
CSNK1A1	0.62095
FANCF	1.19475
LONP2	-0.325
TBL1Y	-0.15525
LDOC1L	0.569375
CCNC	-0.81425
C3orf60	-0.96175
CHKA	-0.45325
UBAP1	0.4295
MAP3K1	1.029
ANKRD9	0.49975
FAM92A1	-2.7295
GAB2	1.82275
AZU1	-1.4585
DIS3	-0.748583333333333
C21orf109	-1.046
IQCB1	-0.203
SPATS2	-0.421166666666667
EFCAB3	-0.35375
PRB3	0.692
FUZ	0.290833333333333
ZNF813	0.60775
BMPER	-1.45283333333333
HEG1	0.187125
ALS2CR11	-1.06525
SURF2	0.66925
PSMC1	-0.174416666666667
OR2D2	0.985
SLC7A8	2.86366666666667
C4orf40	-0.0475
SPATA7	-0.02725
MAZ	0.165916666666667
PIN4	1.057
PDE1A	-0.826875
TAF6L	-0.160666666666667
OR2T34	0.647
KIAA0284	1.623
ACADS	0.0478181818181818
MKRN2	-0.441
C18orf56	-1.7985
MS4A6E	0.7895
GALNT4	0.8455
C22orf31	0.2075
FLJ36070	0.406
PSME4	0.2305
TFG	0.3285
EPHX2	1.701125
ANXA5	0.27775
KRTAP1-1	-0.518777777777778
BATF	2.8945
KARS	-1.21575
MSTP9	-0.3695
GPR26	0.00200000000000006
CCDC72	-0.44125
TEF	0.7545
FOXK1	-0.7952
PRLHR	0.0415
EMX1	0.811
C11orf30	-0.722
ICK	0.87125
THSD7B	-0.0396666666666667
C21orf100	-0.399
DUOX1	2.5835
EFCAB4B	-0.115
UBE2G2	-2.02533333333333
C3orf54	0.57275
PARP1	0.50925
FAM60A	-2.29241666666667
C6orf146	0.29825
OR9K2	0.371
DDX55	-1.7
RPS15	-0.0266666666666667
ZNF618	-0.1159375
DKFZp686D0972	0.63375
SSPO	-0.942
SHFM3P1	0.603
CPA6	-1.33725
JAG2	1.993
DEFA3	0.3735
PPBPL2	0.552833333333333
CD34	4.7165
SLCO4A1	-2.90475
AFG3L1	-2.34666666666667
SHD	-0.576
RP13-122B23.3	0.0671666666666667
PRKCSH	0.410666666666667
DPH5	0.485333333333333
HLA-F	2.239375
TBC1D4	-0.31425
RIG	0.238333333333333
GLUD1	-0.284333333333333
HNRPCL1	0.625375
HBXIP	-1.3665
RNF207	-0.907
APIP	-1.91625
PLA2G3	-3.14033333333333
CCDC84	-2.37825
MYLIP	-0.191692307692308
PHIP	-0.66925
AARS2	0.43
DHX32	-0.081
SCAPER	-0.4565
MEN1	0.152375
NIP7	-1.49025
FLJ25404	0.8525
FASTKD3	-0.039
TMEM158	-2.681
RARA	2.39425
BDH1	0.841
ANKRD16	0.27275
CARM1	0.2135
SS18	0.395666666666667
IKZF2	-0.103666666666667
MYD88	0.784625
PML	0.5543
TAF1A	-1.06975
CBFB	-0.487875
HIST1H3H	0.837333333333333
C7orf29	-1.76725
COMMD4	-0.889166666666667
DPP3	-0.42375
DAB2	0.168
LOC388882	-0.3005
YPEL4	-0.57925
AGBL3	1.618
LRP6	0.4367
SERPINH1	0.53375
TLE1	1.8185
CD244	-0.152166666666667
ZDHHC15	0.393
MGLL	-1.2798
PLDN	-0.49875
LOC654346	2.057
FAP	2.80875
GPR37	1.09333333333333
SCARA5	-0.716166666666667
EBF4	1.70536363636364
LSM6	-1.28225
MLLT1	0.341625
SLC5A12	-0.684
A2BP1	-2.25
COPS5	-0.196166666666667
TPM4	-0.5955
TNFSF4	0.356166666666667
ACADSB	-0.0408888888888889
HERPUD1	-0.187
BCL2L11	-0.169833333333333
CEP78	-1.03
CDCA3	-0.536
WBSCR19	-0.0753
MYO1A	-2.809
PPEF1	2.43483333333333
LOC440348	-1.43775
CPEB2	0.06925
BPTF	0.0335833333333333
RPL21	-0.154125
GSX2	-0.381
ADPRH	0.198333333333333
C17orf68	-0.705666666666667
KCNS1	-0.914833333333333
MLLT6	2.5096
PIWIL4	-1.468
RNF26	-0.6905
RAP1B	0.934625
ADAMTS1	-2.2304
ZNF571	0.554
P2RY6	0.56175
TRIM21	1.08466666666667
CADM3	0.51175
NLRC5	0.791166666666667
ADRA2B	0.142333333333333
LOC90835	-0.545625
PCF11	-1.389
LOC400451	1.63575
GLTSCR1	1.1023
C17orf88	-0.352833333333333
CDH16	-2.032
FGF7	1.020375
PCSK4	-0.0851666666666667
NPC1L1	-1.24516666666667
TAT	0.30975
TBCA	-1.74925
MGC33407	0.31975
GPR115	-1.832875
CYGB	0.174
FNBP4	-1.97483333333333
C12orf43	-0.39025
CBL	-0.8414
CLECL1	-1.08075
PPAPDC1A	2.74325
WDR25	1.54183333333333
SGCA	0.2705
C22orf29	1.146
YIPF1	1.17725
GALK2	-0.141
RAB3B	-3.08241666666667
LOC440087	0.6355
UCP1	-1.4065
REEP5	1.3885
FADD	2.1085
FOXA1	3.141625
CACNA1A	0.726
ABI1	0.975
GRIN2D	1.49875
SLC1A4	0.302166666666667
LOC401127	-0.49425
HINT2	1.05775
PLD4	0.293
ZNF286A	-0.99775
ENY2	-0.75775
IL1F6	0.681
PXDNL	1.17975
C20orf79	0.48075
TNFSF13B	2.42583333333333
DENND3	-0.586125
JARID1D	-3.26225
HIST1H2AK	0.628
LOC93349	-1.0577
SSH1	-1.012
ENSA	-0.7665
LOC219854	-0.0535
CKAP2	-0.1146
DKFZP564J102	-0.394833333333333
MGC87315	-0.329666666666667
HNRPAB	-0.8885
AMH	-1.2695
ZNF526	0.609
BRUNOL5	-0.4838
CACNG3	0.0218333333333334
TRPM1	-1.549
PPP2R1A	1.01775
COL2A1	-1.30625
DDN	-0.293333333333333
FLJ25770	0.94575
HK2	-0.678571428571429
ELOVL6	-1.77075
MDK	0.67925
EPHX1	2.08775
RASSF2	0.4195
DKFZP434B0335	-0.592
DLX3	0.7875
PRTN3	-0.665
AVPR1A	0.611
C21orf125	-2.35525
TNFAIP8	-1.44683333333333
GNB2L1	-0.511
CALCRL	2.873
SCGB2A2	9.59166666666667
UBXD7	-0.24625
ZNF674	-0.6085
TMEM35	0.051
BRSK2	-0.35825
HECTD3	0.511333333333333
TMEM188	-0.691083333333333
LGALS9	2.329125
SCARB2	1.99091666666667
USP34	0.450916666666667
C17orf28	3.446
ZDHHC23	-0.07625
AQP12B	-0.159
SLC16A3	-2.433875
APLP2	0.308875
ITIH2	-5.1135
MICAL3	1.18075
TNNI3K	1.1568
HDAC2	-0.107625
PRR7	0.4822
THBS2	1.21575
LOC751071	-0.0926666666666667
CA2	-0.8185
RANBP17	0.0425
RLN3	0.50925
CRYZ	-0.856833333333333
GBAS	0.284333333333333
TAS1R1	-0.186
MPZL3	0.266
PCDH8	-0.919
HSP90B1	-0.451583333333333
KCNK15	0.893
TNIP2	0.1275
GPR146	-0.028
NOL6	1.00925
SPC25	-2.41822222222222
STEAP2	0.386714285714286
VAMP3	-0.693666666666667
TCIRG1	-0.6805
ZP4	0.0281666666666667
PARL	0.016125
TRIM39	0.651833333333333
KIAA1305	0.86225
CRNN	0.519333333333333
GRN	0.48125
HSH2D	-2.7285
SCAMP1	-0.2509375
KIAA1913	0.812
PTS	-1.13125
BANP	0.235428571428571
PRKACG	0.09475
ADCY6	0.8285
C16orf46	-1.781
CYP51A1	0.66275
DDC	-0.51325
ANPEP	-1.42133333333333
PROM1	-1.03083333333333
SIGLEC10	1.846
COPG	2.343
FAM26E	1.6055
TRIP4	-0.3545
SNX3	-0.3535
C1orf175	0.5285
PPY2	0.65775
C14orf152	0.3885
FTSJ1	-0.1955
DST	-0.71925
LOC554235	0.56175
GLRX5	0.41175
C20orf12	0.6526
CAB39	-0.315833333333333
MSH2	-0.927833333333333
PIP4K2C	1.000625
CYLD	0.49675
WTAP	0.3628125
MGAT4A	2.16055555555556
TSC22D4	0.3898
CHRM2	-1.245
PPYR1	0.452166666666667
CCNH	-1.13183333333333
RRM1	-0.7285
ECAT8	-3.2265
LOC400120	-0.26575
GABRA4	-0.15775
C14orf4	1.75783333333333
C1orf59	-0.80725
CTDSPL	-0.270333333333333
NHEDC2	-1.277
PDE11A	-0.939
KLHL29	-1.2475
CD5	-1.3082
TSPAN9	2.5014375
WDR67	-0.938
THUMPD1	-0.8899
C18orf17	0.424
CLYBL	0.0035
FLJ13231	-0.3935
CMBL	1.63425
LECT2	-0.45425
NKAPL	1.6315
LOC654780	0.6095
OR4C6	-0.243
RAB30	0.115833333333333
TSSK4	-1.023
TMEM163	-0.285
OSBPL11	1.11975
GNB5	-1.33833333333333
CCL21	0.9275
C1orf121	0.662666666666667
FMO2	2.1495
RPTN	0.318
MSTN	0.4565
VCL	0.103642857142857
FYTTD1	-0.26025
C11orf1	-1.03675
CCDC88C	1.29825
HFE	-0.551777777777778
MOGAT1	-0.558
FAM125B	0.928666666666667
IRGQ	0.6365
RAVER2	-1.04525
AKAP5	0.52
SSSCA1	-0.6595
C11orf63	-0.8755
ACTG2	1.1599
PORCN	-1.797
DTL	-1.35145454545455
TMEM151	1.043
FAM122C	-0.8255
RSAD2	4.5408
BAT4	-0.787
KRTDAP	-0.583166666666667
MYH8	0.573875
CRTC3	0.3125
LRRFIP2	-0.2392
INTS4	2.37583333333333
TTN	-1.63983333333333
SLC26A5	0.2385
PLLP	-1.16675
RGS6	-0.938
SRGAP3	1.687125
ZNF525	-0.0741666666666666
NBR2	-0.820833333333333
C13orf1	-0.3396
ZNF137	0.332
CEP27	-2.15625
BEST2	0.4655
RNF121	0.1325
DMRTC2	0.2
C8orf76	-0.5015
BCCIP	-0.723
MEST	0.0575
HTRA2	0.0145
ANGPTL2	1.02575
ILKAP	0.0696666666666667
ERAS	-0.7685
HBS1L	-0.640125
CPA5	-0.068
TMEM30A	0.652333333333333
CD300LF	1.51983333333333
WISP3	0.2475
CRK	1.19728571428571
PDS5A	-0.6642
BRPF3	-0.391333333333333
NEDD9	-0.005125
SMPDL3B	2.86625
PSG6	-1.12075
PSMD13	-0.28025
ETV5	-2.138875
OR51A4	0.3075
BTBD7	1.72883333333333
GSTO1	-2.01225
hCG_16001	1.691
MAD2L1BP	1.00116666666667
COX6A2	1.8915
SCNN1A	2.26533333333333
LSM1	0.999666666666667
UGT2B11	-3.88125
IDUA	0.6125
PPP2R3C	-0.254
COX11	-0.5385
PDZK1	-3.53875
ZNF443	0.434333333333333
MGC21874	1.09983333333333
ZNF323	0.3067
KRTAP10-10	0.382
CXCL6	-0.34175
SLC34A2	0.0308
LOC284402	0.7895
NPTN	0.920583333333333
UPP1	-2.051
SLC6A9	0.3035
OR7G3	0.53125
CISD1	-1.88533333333333
ZNF545	-1.06566666666667
SYT14	-1.519
NT5C3L	-0.621833333333333
ZNHIT3	1.6055
SNRPD3	0.02
KIAA0701	-0.4695
UNC93B1	0.235666666666667
GMNN	-1.67975
SPCS2	3.36966666666667
LOC388524	0.4445
NAPRT1	-0.634375
PNLIPRP1	0.206333333333333
OR6V1	0.9055
PRKAB1	-0.98575
EYA4	-2.87916666666667
KIF20A	-0.625
ALG10	-0.0935
ITPKC	1.011
LMX1B	2.0205
RPUSD4	-0.719833333333333
C7orf34	0.4115
DLGAP2	0.475125
PFN1	-0.9079
MICALL2	0.416
ZNF654	-1.829
SS18L1	-0.85325
SLC16A8	0.3955
MKI67IP	-0.206333333333333
ITGB3	-1.21175
TCEA3	2.31516666666667
CEP152	-2.72275
CLIP1	-0.238
ZNF75	-0.5351875
ATP5C1	-0.784166666666667
NUDT5	-0.731166666666667
PSCDBP	-0.31325
UBP1	-1.23875
RBM27	-0.0585
C13orf15	2.25425
ZNF282	0.190833333333333
ZNF222	0.4786
COL10A1	6.741
PRDM15	-0.94525
TTTY5	0.289
FAM9C	-0.690272727272727
C20orf67	0.5755
GNG13	-0.891
F12	0.4555
C1orf41	-1.154
CPXCR1	-0.442
GSK3A	0.36075
SUPT6H	1.35933333333333
PI16	-0.949833333333333
ELL2	-1.34708333333333
C9orf167	-1.013
PVRL3	-1.399
FLJ38596	1.03175
ADAM20	-0.3875
GPR89A	1.206
GPR87	-2.8695
ZNF30	0.861
SMR3B	-0.29425
ZNF770	-0.333
TRPC4AP	-0.510833333333333
DKFZP686E2158	-0.159
C2orf28	-0.0896666666666667
FREM1	-1.77066666666667
LAMA4	0.553833333333333
ADPRHL2	0.59925
EIF4G2	0.499833333333333
GUCA1A	-0.5905
CTNNA2	-2.45325
NUDT15	-1.12033333333333
CEPT1	-0.2505
ZNFX1	0.9767
CCDC92	1.2395
TDRD1	-0.6845
KCNK5	-1.92283333333333
ETNK1	0.063
LTA	0.584
TTPA	-0.589666666666667
B3GALNT2	0.104875
SC65	0.155
PEX5L	-1.62825
EPS15L1	-0.00275
MGEA5	0.180375
HIST1H3A	0.90475
ING1	0.561
BCAT1	-2.700375
ORC6L	-3.02327272727273
KLK11	-5.12566666666667
C19orf28	-1.24325
DNER	-4.48925
MED22	0.193714285714286
ETV6	1.86166666666667
CHAC2	-2.43325
CD300E	0.4015
CEBPB	0.97225
ZNF398	-0.36625
LRCH3	-0.262
HMGA1	-1.5265
CAPN7	0.427
MGC5566	-2.834
CCL3	3.18825
NANOS1	0.24575
ZFYVE19	-0.5595
APITD1	-0.702333333333333
PARD3	1.37475
IRAK4	-0.298666666666667
SERPINI2	0.688
CEP170L	-0.167
TTC9	2.430125
MYOM3	-1.163
MLPH	1.95375
LOC222699	1.4845
NRG1	-1.6965
TBC1D9	2.97527272727273
TTK	-1.80833333333333
ZNF557	0.9005
DDX41	0.258666666666667
FANK1	1.473
UBE2D2	-0.048
PSMB10	-0.31
MYH7B	0.1425
GABARAPL2	-1.271125
MARVELD2	2.07966666666667
DGCR2	1.96466666666667
UNC45A	-0.176333333333333
C6orf72	-0.466
ZNF683	3.62425
GIT2	-0.807125
CASK	0.569833333333333
C14orf161	2.756
LRRC44	-1.329
TIFA	0.59375
UTP11L	-0.321625
C6orf65	-0.67175
FDPS	0.56925
DUSP9	-1.6825
SLC17A8	0.789833333333333
OR51G1	0.4455
NANS	1.0205
OLFML1	2.1265
ATP10B	-1.92
NPAS3	-1.24775
PRKCA	-2.5873
GGA2	-0.7813125
LCE4A	0.5695
SPANXN3	0.21375
CCDC115	1.114375
SDCCAG3	0.0205
GLIPR1L1	0.16375
TTC1	-0.115
C17orf76	1.35575
MAD2L2	-0.59425
HIPK1	-0.3062
LRRC3B	-0.927666666666667
CLN3	-0.631136363636363
C17orf47	0.317
FMN2	-3.7305
TUBB1	-1.69528571428571
WAPAL	-0.0506666666666667
C3orf21	-0.597125
SCN5A	-1.3557
SMYD1	0.31325
BEX5	2.31325
ZNF192	-0.211
SEC22A	0.8875
GRIA2	0.261384615384615
KIAA0825	-2.266
NUSAP1	-1.51845454545455
LANCL1	-0.35975
C15orf40	-0.9559
ZNF645	0.398375
GPR61	0.0775
NLRP14	-0.0765
SNX21	-0.4097
C1QTNF8	0.7795
C17orf46	0.3765
IFNA8	0.5185
SPRR1B	-1.92583333333333
FLRT1	0.56625
SNX17	0.383166666666667
ASB2	-0.941666666666667
HBG1	-5.418
RPRML	-2.7595
JOSD2	0.662166666666667
PLSCR3	0.02275
SPOCD1	1.08683333333333
RAB39	0.2455
GHRH	0.417333333333333
ITIH5L	-0.349
C17orf37	2.75175
SMCR8	0.679
DPY19L2P3	-1.556
IL11RA	2.37
GDF3	-3.378
RPS6KB1	-0.93425
DNAJC19	-9.99999999999723e-05
TOP1	0.45975
CRCT1	-0.575875
MPST	0.749625
DPM2	0.77275
FAM38B	-1.15266666666667
SLC18A1	-3.41516666666667
FARP1	0.743
PAX7	0.20225
TUBD1	-1.53675
GNL3	-1.400625
BTG2	1.65686666666667
NDUFS6	-0.41075
C1orf79	-2.517
ERAL1	1.057
ECHS1	-0.30025
VPS4A	-0.7275
CYP11A1	-0.49325
ABCC6	-1.5855
PBX4	-1.857
MOSC1	1.117125
NCF4	-0.0285
HYMAI	1.0665
NAGPA	-1.0045
OTOP2	0.424
ACOT12	-0.62275
MTHFD2L	-1.15175
LOC441376	4.3275
C19orf34	0.042
RAB1B	1.262
ALDOAP2	-0.3375
NTRK1	-1.91083333333333
ARTS-1	-0.752
SLC6A11	-1.512
NAP1L2	0.94275
CNGB1	0.782166666666667
EPB41L4B	-0.391333333333333
FAM134B	1.211875
HS3ST3A1	-0.564
CPXM2	4.17775
SIRPB2	0.7025
CHORDC1	-2.018
TRIB3	-0.0336666666666666
SLC2A5	0.5615
C2orf49	-1.90183333333333
DDX5	-0.07425
OR5L1	0.351
ANAPC4	-0.897166666666667
ZSWIM1	0.79575
LOC93622	-0.233375
KCNK3	-0.3098
RP11-35N6.1	-0.963857142857143
ZFP161	-0.685833333333333
AQP9	1.78075
SLC15A2	2.78483333333333
MREG	1.1175
OR9I1	0.756
PDLIM2	0.24075
ADAM7	0.6895
GSTCD	0.773666666666667
WDR21A	0.161875
SLC12A8	2.00733333333333
TMEM174	0.54725
IGSF3	2.25558333333333
LRRN1	2.06175
LOC402117	0.08675
SRPK1	-1.85366666666667
LY6K	-1.7393125
NFIA	3.275
PTCD3	-0.0525000000000001
LEP	2.1065
PCDH21	-0.935166666666667
MAPKAPK2	1.37664285714286
NMNAT1	-0.790833333333333
LHFPL2	0.4805
C9orf43	0.9855
DIP2A	-0.604
ACTR8	-0.026375
CCDC34	-1.0995
PTPN22	-1.88925
ITGA3	1.0445
FAM129C	-0.07075
RABGGTA	0.0716666666666667
UNC45B	0.6725
KIAA1033	-0.921
ZNF510	0.120166666666667
CYP2D6	-0.4195
SLC26A10	-1.6505
STX8	-0.8305
LUZP1	0.41025
WDR89	-0.472
EIF4G3	-0.4449
C5AR1	0.411
ZNF623	0.1095
A2M	0.269
TGM7	-0.0255
GRPEL1	-1.246
LMNB2	-0.5315
ROCK2	-1.91266666666667
SNX16	-0.9515
CCDC66	-1.1425
ANXA3	1.1735
KIAA1609	-0.4685
EED	-1.50575
RNF32	-1.6664
HES1	1.2149
CLC	-0.492333333333333
ISL1	-0.0238333333333333
KIAA0528	-0.802625
MANEA	-0.668625
C1orf61	-1.974
hCG_2001000	1.513
RAPGEF6	-1.3108
KIAA0020	-1.18383333333333
NEIL1	-1.746
C16orf45	-1.12775
RBM10	-0.0223333333333333
C10orf125	-1.72275
MRS2L	-0.735
DNAH17	-1.5695
C19orf10	-0.43575
C1orf160	0.929
SLFN12	1.04375
EXOC3	-0.637166666666667
HIST3H3	0.18975
NCOR2	0.312166666666667
TNFRSF9	-0.44875
MFSD8	-0.99475
ALX1	-3.222
NOL1	-0.8085
PODN	3.092
TIAL1	-1.853
HIST1H1E	-0.0485
NPY6R	0.37175
TM4SF4	-0.358
CORO2A	2.502
ETNK2	1.3495
APOE	0.3372
ANGPT4	0.0415
HDGF2	0.1825
G30	0.287
ST8SIA4	-0.9385
F2RL1	-0.731375
FAM19A4	-2.80433333333333
CCAR1	-0.7705
B3GNT7	0.428
OPHN1	-0.7334
DSCR6	0.091
C21orf13	-0.0578333333333333
GAS2L1	1.44058333333333
RFX3	-1.811
COPS4	-0.549625
BCHE	-3.641
BCL2	0.938125
HBZ	-2.60133333333333
ARL13B	0.142125
MAPBPIP	1.51275
MYO15B	0.207875
SPZ1	1.1515
KIAA1324	3.765
PLCL2	-1.262
C4orf29	-1.25625
WDFY2	0.08325
ZNF284	-0.775
NAALADL1	0.0375
DUSP5	0.814833333333333
PXDN	1.299375
SLMO1	-1.0615
TNXB	0.9867
BIRC7	-1.10475
A4GALT	0.7355
TIMM22	0.82
FAM110C	1.33825
TOMM34	-0.424375
ABHD9	0.818
ADAM32	0.512
CRHBP	-0.47125
AQP2	0.8255
LOC130355	-0.0755
ZNF187	-0.1965
ZNF816A	0.7025
F7	0.414625
CNOT1	-0.2352
SLC13A4	-0.821
ZBTB11	-0.217
B3GALT5	1.7285
EXOC2	-0.472333333333333
IRS1	0.5966
TMEM1	-0.627333333333333
MRPL34	-0.868666666666667
SAMM50	0.28325
CDC42EP3	0.343375
HSF2	-1.4237
MFN2	0.081
TSPAN7	-2.05033333333333
NUCB1	0.863083333333333
RHOH	-2.8705
ARL16	0.277
TACR1	0.49625
SFRS5	-1.10933333333333
SNX25	-0.975375
RHBDF1	0.647666666666667
PCDH18	1.23016666666667
HMG1L1	0.076
MYO5C	0.922875
MAPK10	-0.3725
LDHAL6A	-0.351333333333333
NUDT12	-1.59883333333333
NCAM1	-0.6175
GLIS2	1.363
GGTL4	1.98475
DAPP1	-2.1995
ATF7	0.95875
KIAA0748	-1.36025
NFIL3	0.77025
TM6SF1	0.1069
SEZ6	0.1225
NANOS3	-0.105166666666667
DNAJA3	-0.729833333333333
CLDN6	-2.904
CIITA	2.1042
EPHA4	-1.11691666666667
FANCC	1.5505
CMTM3	0.2815
PSG3	-0.33575
MRPL15	-0.30825
C21orf59	-0.83325
PLCXD2	0.2865
C2orf34	0.27975
UBE2L6	0.809625
MED14	-0.853333333333333
HP1BP3	-0.4189
C6orf208	-0.195
TPBG	-0.00874999999999999
OSR2	1.508375
XPC	0.401
KLHL7	-0.547166666666667
CCR3	-0.72
AGTPBP1	-0.842833333333333
PCSK6	0.6184
STAT5A	-1.8727
FAM18B	-0.1275
LONRF2	-1.06666666666667
PTPN2	-1.122
SF3A3	-0.834333333333333
EFCBP2	-0.50375
HCFC1	-0.661833333333333
AHNAK	0.86735
ACTR5	0.3015
KIF14	-1.50071428571429
TENC1	1.36
HEATR5B	0.5445
