Hybridization REF	TCGA-BH-A0BJ-01A-11R-A056-07
BNIP1	0.66825
AQP3	2.297125
KRT6C	-1.48866666666667
SIRPA	0.800916666666667
IGFBP6	-0.944166666666667
PLEKHK1	-1.16975
RNASE7	0.635
ARHGEF15	1.019
NPHS2	-0.49125
SRD5A1	-0.66625
REXO4	-0.973
EEF1DP3	0.44325
SLC37A2	2.8745
ZNF142	0.41725
ANKHD1	-0.6905
MUT	1.0125
VPS37A	0.021
GPRIN1	-0.2205
SLC38A3	-2.295375
BAZ2B	1.142
WDR87	-0.540333333333333
BRD7	-0.4505
POU6F2	-1.7675
NISCH	0.86725
TCEB1	-0.69875
LINGO2	-3.0995
TAX1BP3	-0.07625
RPL34	-0.213777777777778
MARK2	0.63
AKAP12	-1.3602
AMBN	-1.2265
SLC25A27	-2.13283333333333
FLJ21865	-0.678125
KIR2DS2	-0.105666666666667
WDR77	-1.3115
ATF2	-0.257083333333333
ITFG3	-0.0275
SLC39A13	1.3005
ARL6IP5	1.50575
C10orf137	-0.735625
QTRT1	-0.0893333333333333
CCNT1	0.2655
DYNLL1	0.499
WDR53	-0.56525
LIPG	-0.490333333333333
ASAH3	0.2895
HELB	0.1165
PHACTR2	0.337125
VENTX	-0.63025
LAD1	0.883666666666667
PAOX	1.30375
MAPK8	-0.57
CCDC38	0.352
DNAJC8	-0.0656
RBBP8	0.1875
WNT11	0.8867
KCNJ12	-0.9065
HDAC8	0.202
STARD4	-3.33075
ACVR1	0.752166666666667
C14orf65	-0.672083333333333
KLB	-1.8075
C1orf65	0.87575
ZFYVE28	0.278875
NSUN6	-0.08075
KIF27	0.0656666666666667
SYTL2	1.22833333333333
UBXD2	0.396
OR6T1	0.6485
CCDC91	0.4255
GRID2	0.0505
CALN1	-0.9785
ZNF423	1.1255
PSMB4	-0.167
XPNPEP3	-0.9145
ARPP-21	-3.3388
SART1	-0.239
RACGAP1P	-2.5635
SPTA1	-4.9825
C6orf113	-0.634666666666667
C7orf16	-3.28525
CHST7	-0.3005
C21orf29	-0.144333333333333
SEMA6D	-0.618625
PCMTD1	1.632875
KIAA1754	-0.6245
MYCN	-1.2570625
KCNJ3	4.9755
MAPK13	2.6037
ERO1LB	1.74825
NTF3	-0.8565
NKX6-2	-0.66375
GTF2B	-0.39075
GSPT1	-0.596333333333333
GUSB	0.645166666666667
LOC221091	-0.616
LIG1	-0.94825
EXTL3	-0.0763333333333333
NID2	-0.39125
TTC29	-1.36725
TMEM97	-1.641875
EXTL2	-1.44333333333333
SUZ12	0.061125
IL1F8	-2.965
KRT18	-0.491818181818182
MRPS16	-0.84225
PI4K2B	-0.8295
LACRT	-0.347
OR51F2	0.087
JMJD2C	-0.790125
KGFLP1	2.14325
CDK5RAP3	-0.1091
YTHDF2	1.039
GGCX	0.119125
ARPC4	0.2755
EGLN2	1.305
KBTBD4	1.04285714285714
ROBO3	-0.7123
DEFB118	0.9705
KIAA1543	1.61325
RTCD1	-0.864666666666667
MZF1	0.2035
C18orf26	0.3965
CNIH4	0.106833333333333
ZFP2	3.23916666666667
HTATSF1	0.214
WFDC2	3.21625
NDUFA7	0.2405
TTC22	1.2215
FAM40B	-2.495125
DCPS	-0.519
SH2D1B	-0.6294
MRGPRE	0.6125
SBK1	0.26925
UNQ6411	0.3855
OSBPL9	-1.082
NUP107	-1.0605
MYOZ3	-0.1478
PDE4B	1.70481818181818
FAM113A	-0.778
IDH3G	0.122333333333333
FBXL7	0.1195
ARFGAP3	-0.664
MAPRE2	-0.431230769230769
IL1RN	1.0219
KIF13A	-0.417
RAC3	-0.745
TCTE1	-0.019
TMEM14B	-0.922333333333333
ADIPOR1	1.10583333333333
GRINA	0.767
CLIP4	-0.4175
LRIT2	2.432
TFPI	-2.406
FABP6	-0.897
SLITRK2	-0.1803
HKR1	1.1675
SMTN	-0.07875
C1orf75	-0.2545
CD209	0.32825
CYB5R2	1.901
DNTTIP2	-0.7765
CSGlcA-T	0.432375
GABRB3	-4.247
PCBD1	-0.386333333333333
TAF3	0.248916666666667
HOXD3	-0.224666666666667
GIPC3	-1.649
P11	1.3209
BFSP1	-1.40225
LCP2	0.56925
TAS2R8	1.9985
SEZ6L	0.313714285714286
NR2C1	-1.877125
EXDL2	0.9067
TNFRSF13B	-1.74816666666667
MKI67	-2.49425
GLS	-0.846
C7orf54	-0.557
LGALS13	0.0603333333333333
IL4R	0.812
SEC11A	0.0415
SPP2	0.519833333333333
C18orf32	0.8315
CLSPN	-2.17816666666667
SPAG1	1.183625
C9orf82	-0.21925
TM4SF1	0.182833333333333
EMILIN2	1.24075
SMG7	0.599833333333333
TAS2R13	-0.168
ZNF628	0.358
DZIP1L	-0.4245
ANKRD13A	0.3886
VASP	1.034375
ZCCHC11	-2.099
SYPL1	0.90925
MGC34774	0.76225
C4orf28	-0.753
KIAA1211	0.208416666666667
RPS27L	-0.4
TATDN3	-0.01575
PDCD1	0.147
OR5P2	0.3885
IFIT1L	0.469
MIPOL1	0.60375
OR51D1	-0.74925
C1orf92	-1.0965
LAMP2	0.638055555555555
CAT	0.727
C16orf80	-0.62775
C15orf32	null
ZNF746	0.08325
C1orf76	-1.09
ATXN1	0.867
LAMC2	2.88175
SLC2A7	-2.045
CPOX	-1.955
APH1B	1.69466666666667
LOC442245	-0.5765
CTNND1	1.48288888888889
GABRG2	-1.29728571428571
MADCAM1	-0.526166666666667
F5	-2.69875
SEMA4F	0.0461666666666667
NUDCD3	0.802875
PDZD11	0.1145
TRIML1	-1.079
GCNT3	1.8615
TMEM120A	1.28775
CNDP1	-0.3705
N4BP1	0.30275
SLC35F2	-0.631875
LCP1	-0.825166666666667
IGBP1	0.3153
DCAKD	1.12825
ELA2A	-0.8695
C12orf56	-2.700125
PITRM1	0.814857142857143
GUK1	0.357333333333333
RASSF8	1.2523125
OR2A14	0.456
ADM	-2.78633333333333
FGD3	2.98633333333333
GHRHR	0.279666666666667
RHPN2	-0.06025
C4orf39	-0.1795
VPS72	-0.18775
SERF2	0.380611111111111
CD22	2.24733333333333
CD47	-0.072
PPIC	1.38466666666667
IMPDH1	-0.352916666666667
ACP6	1.25916666666667
PRKACA	0.223875
PPP1R1A	0.540875
TRPV3	-1.23675
ASXL1	-0.705875
C17orf55	-1.42983333333333
FXYD1	0.445
LMOD2	0.055
ANKRD33	0.366
LCE2C	-0.00312500000000004
ZNF620	-1.2305
DKFZP566E164	-0.42525
VSIG2	1.8665
KIAA1128	0.8585
USO1	-0.0321666666666667
NUDT4	0.417714285714286
CLDN1	0.101285714285714
OR4Q3	0.617
FASTK	-0.507833333333333
ICOS	0.7762
LDB1	0.1955
GSTA5	-0.437666666666667
ABCC1	-1.54666666666667
FAM54A	-3.26175
PCBP2	-0.250666666666667
NUP205	-1.13
ACTA1	-1.6085
GABBR2	-2.32625
PIP5K1B	0.6795
AGXT	-2.95883333333333
RNF181	0.22
ATP8A2	0.09575
AFTPH	1.1860625
FGF21	-0.9815
FCER1G	2.2075
SNTB1	-1.69125
SLC24A3	2.0345
TXNL4B	-0.7232
RPL10L	-0.563166666666667
LOC389517	-0.8838
TSGA13	-1.184
SHOX2	-0.674833333333333
ITGA7	-0.2541
KCNIP2	-0.0631666666666667
KLF13	0.1571
ZFAND2A	-0.24875
CEACAM1	0.142857142857143
PFKFB4	-2.60266666666667
MED19	0.46825
LRRC57	0.442166666666667
RNF11	0.28825
ANKRD32	-2.23825
P117	0.36625
OBFC2A	-0.698666666666667
POLD3	-0.616166666666667
RAB18	1.3395
TPH2	-1.7218
PHB	-0.3051
JDP2	1.561
MORF4L1	0.00560000000000001
POU2F1	-0.26125
CNNM2	-1.1315
LOXHD1	-0.1135
ZC3H15	-0.90825
ELK3	0.730333333333333
FAM111B	-0.6525
CBLC	3.82
SBNO1	0.05425
ANKMY2	-0.25125
PLEKHA5	0.472
DHX58	0.548
ARCN1	0.677666666666667
TREML1	0.465
KNCN	1.2765
SEC24A	-0.512125
PSCA	-2.443
MGC24125	0.0391666666666667
DNA2L	-2.64825
CIB4	-0.329375
HIGD2A	-0.0116666666666667
TBX6	-0.334
TTLL5	-0.754833333333333
SGK3	-0.113666666666667
GCN1L1	-0.42925
AMOT	-0.1621
LDOC1	0.8925
NRK	0.36375
ASB9	-2.837
NAT1	6.1733
TRAFD1	0.8055
PEAR1	0.620833333333333
FAM36A	0.676375
OR1S2	0.7335
LOC388323	-2.259
PGS1	-0.534833333333333
LEPREL1	-2.13325
TFF1	-2.797
HAP1	0.214
EPHB2	-0.204
ACTG1	1.34366666666667
ZFP42	-2.847
HAVCR2	0.7935
NME1	-1.015
SNX26	0.112666666666667
LACTB	0.2845
ZKSCAN2	-0.389125
C5orf35	1.158
ANKS3	-1.2315
RBM28	-0.9355
DKFZP586P0123	-0.62075
HNRNPA1	0.00166666666666667
BCAS3	-1.04566666666667
FLJ20184	0.464
POLA2	-1.007
TMC7	-1.138
HSD17B6	1.5905
ZNF658B	1.19483333333333
TTTY10	0.1988
RANBP9	-0.965583333333333
CPNE7	-1.2835
EVL	0.994058823529412
LNX1	0.522166666666667
IFNA21	0.436
CFD	1.0085
PYCARD	2.07516666666667
MYBPC2	-0.36
ENPP3	-3.42916666666667
ACSL4	-1.07275
LOC440258	-1.11066666666667
TMEM176B	3.46016666666667
SOX2	-5.07
SCO1	-0.076
COMT	-1.1465
AOC2	-0.968
PDLIM5	1.18578571428571
SPHK2	0.723666666666667
NXPH2	null
GPR108	0.621666666666667
RAD51L1	-1.2945
TMEM54	1.0185
LETMD1	-0.644444444444444
SLC6A17	0.64875
KRT75	-2.577
STT3B	-1.267
CD3EAP	-0.292
TMEM63A	1.02875
DUSP13	-2.97975
CD1C	0.191166666666667
LASS2	1.36316666666667
AVP	1.0225
PITPNM1	-1.3125
FLJ22795	-1.1755
MCTP1	-1.9295
TRIM68	1.08233333333333
UCK2	-0.800166666666667
ABHD1	0.72325
FAM50A	0.1475
RNASEH1	-1.3
PCP2	1.23816666666667
OR52H1	-0.1225
C20orf149	0.071
RBP5	-0.251
HYAL3	-0.52025
CLPB	-0.586
SMNDC1	-0.87575
DONSON	-2.42116666666667
FLJ27523	0.172333333333333
BARHL2	0.286666666666667
SLC30A9	-0.242833333333333
TMPRSS11B	0.928
E2F8	-2.05483333333333
CCDC25	-0.05875
C14orf48	0.0167999999999999
C20orf116	0.829125
TSPAN11	0.557
YIF1B	-0.694833333333333
FAM12B	-1.052
OR1L6	0.1885
HPN	1.6414
NBN	0.41525
C14orf94	-0.440833333333333
OCLM	0.00600000000000001
ZSCAN18	1.5357
L3MBTL	-2.8245
TSTA3	0.739166666666667
RAC1	0.4395
C19orf15	0.799
NFE2	-5.20025
KLK14	0.4565
ARSF	0.358
MAST2	-0.150666666666667
AMICA1	2.732
GTF2A1	-0.075125
ATP1A3	1.1775
TC2N	3.049
PNKP	0.5835
ODZ2	-0.459375
MATR3	0.434875
S100P	-4.53525
KRT82	0.1935
CA13	-0.5033
PROZ	-1.46266666666667
AASDH	-0.396857142857143
C19orf40	-0.638166666666667
DCK	-0.823461538461538
FAM5C	-1.51
SLC6A4	4.0065
MID1IP1	-0.330875
TESSP5	0.56
TMOD4	-0.547833333333333
DOCK2	-0.584666666666667
TUG1	-0.017625
NUP214	-0.53925
DPYSL2	0.214954545454545
GOLM1	1.18583333333333
MPFL	-0.1455
SOX13	0.46175
SDCCAG8	1.2127
KEL	-2.564
NUP210L	-2.78675
GK	-0.3915
DNAJB1	1.2425
ALPK3	0.4175
CHID1	0.9488
CYLC2	-0.395
IKZF5	0.04275
C8orf51	-0.082
PPM1J	0.0445
GIMAP8	3.85333333333333
GPR101	-0.339
NR2F1	-0.1975
ACAD8	0.59225
RBM35A	0.72825
GNAI2	0.125666666666667
METTL8	-0.411833333333333
SLC39A7	0.57975
FBXO8	0.47025
CAMK1	-0.5475
RFC3	-1.680625
FAM129A	2.08871428571429
ILF2	-0.49625
FGFBP3	-1.229125
NOM1	-1.4645
PSMA3	-1.25075
ASCC3	-0.4652
ZYG11A	-0.894
SOX21	-2.066
LYRM1	-0.035
DEFB1	1.047
LOC91431	-3.59883333333333
OR7C2	1.8625
FAM46B	0.47075
TMEM18	-0.024875
ARHGAP30	1.65383333333333
TMEM86A	2.70175
EPHA2	-1.16533333333333
C10orf46	0.60445
TCHH	-1.204
C3orf30	-0.966
LOC285636	-0.031
PAIP2	0.12375
CYP2U1	0.00662499999999999
C12orf34	0.0955
SARS2	-0.544666666666667
ZCWPW1	0.3785
SAMD12	1.703375
KIAA1430	0.0895
ACAT1	1.13
MEOX1	2.97883333333333
ADAMDEC1	5.21925
PHKA2	-0.59625
CARD11	-0.705166666666667
CALML4	-1.465
TSSC1	-0.67025
TMEM45A	-1.17588888888889
MPP7	2.244625
POU1F1	0.612333333333333
SLC2A13	0.7434
FBN2	-0.692642857142857
ZC3H7A	-0.7077
LAIR2	-1.75775
ST3GAL1	-0.0541666666666667
LCT	-2.945
GEMIN8	0.871
KLF16	0.6151
HIF3A	-0.4646
FAM44A	-0.289571428571429
AQP10	-1.1581
PLA2G2A	-1.8285
FOLH1	1.6005
C20orf186	0.368
MAPKAP1	-0.113125
SPRR2D	-1.7905
UBQLN4	-0.00316666666666666
RSHL1	0.175833333333333
PIAS3	0.565875
MRPL24	0.888
GREB1	-0.45925
FAM27E3	-3.5925
NUP62CL	0.799
NEUROG3	1.3835
REEP3	0.6055
MARK1	-0.293375
LMBRD1	0.475
PRPF19	-1.2755
PNMT	-1.219
CTGLF1	-2.125
SLC25A16	-0.33475
EIF2B3	-1.063
RPA2	-0.2535
PAK6	1.89966666666667
CCDC26	-4.05775
SEMA3E	4.318125
MXD4	0.7266
TNFSF10	4.4649
SMARCB1	-0.679
DTX3L	1.568
PLA2G4E	-0.0295000000000001
PPAP2A	1.07525
ULK1	0.015
TAS1R3	0.135
SLC2A3	-2.96509090909091
ARID3A	-1.67875
GNG5	-0.7115
ACOX1	0.1579
KIF5B	0.02025
NUP153	-0.91425
MUC7	-0.197
CSDE1	-0.587142857142857
CLPTM1	0.44175
C3orf23	-1.12775
LRRC17	0.358333333333333
TTYH3	-0.225625
ATP5B	-0.3635
ELF3	2.2357
CPSF3L	0.1105
ZNF665	0.547333333333333
TLR6	0.7281
GPI	-0.2955
RAD9A	-0.399125
NDST4	-1.75725
AGPAT3	0.593833333333333
MAGI3	1.2255
ADORA2A	1.47725
CACNG7	0.301
CAMK2D	-0.601928571428571
CCHCR1	-0.96075
RPS27A	-0.65025
OR10G7	0.2266
GCM2	0.379
FAM135B	0.9973
E2F1	-2.086
PLCB3	0.56625
OR2AE1	0.0225
COIL	-0.0496666666666667
CDC25C	-1.5045
RAB11FIP2	-0.03275
TSC2	0.44225
CTGLF5	-2.226
CCDC108	0.276625
OR13C4	0.173666666666667
C10orf81	4.40325
PTPRB	2.0385
ACP2	1.1185
LAG3	-0.24775
MRPL54	0.63925
LOC201175	1.052
ITGB1BP3	-1.831
SPTAN1	0.307
SIPA1L2	0.5615
RCAN2	-0.0985
CDX2	3.323
ECOP	0.51625
ACTR1A	0.272142857142857
PPARG	-0.649833333333333
BBS10	0.9915
TMEM44	-1.120625
BPIL2	0.315666666666667
CITED1	1.464
IRF6	5.11275
PRDM4	0.253166666666667
RRP9	-1.13666666666667
OR10H4	0.104
IL31RA	-0.04025
GNB1L	-1.025
MYBL2	-2.6545
ZNF407	1.5585
PPIG	-0.298833333333333
TTC18	1.64775
RPSA	-0.787
MAPT	1.893875
MRE11A	-0.0466428571428571
C8orf37	-1.4165
RASGEF1C	-0.502833333333333
STBD1	0.633
CTAG2	-1.02966666666667
MGAT5B	-1.32666666666667
ECM1	0.591375
RLN1	2.6965
PARP14	0.8235625
EPB41L1	0.772
HOXA3	-0.0350833333333333
MAGEA9	-5.02533333333333
RPS8	-0.571666666666667
RPS19BP1	-0.4915
FOXJ2	0.45875
C10orf76	0.33425
IL17RE	-0.39975
C10orf65	-1.571
ZNF343	0.153833333333333
FBXO33	-0.862
UHMK1	2.0095
LY6G6C	1.12375
FGF19	-2.389
C14orf128	-0.990833333333333
IFIT2	1.834625
TIGD1	-0.83575
S100G	-0.058
GUCY1B3	2.1775
NR3C1	-0.2091
CORO1B	0.633
PARP11	0.55825
DNALI1	4.51766666666667
OR4N4	0.326142857142857
MAP2K6	-0.385833333333333
FSTL4	-0.22725
ANKRD47	1.5115
TMEM171	-1.549
PNLIP	-0.849
YY1	-0.364166666666667
CCDC138	-1.705
AASDHPPT	0.1873
CKS1B	-0.6481
MCM3	-0.902166666666667
ANAPC7	-0.713166666666667
FAM110A	1.8175
CDC37L1	1.123
THTPA	0.5895
NBPF20	-1.23
WDR24	-0.068
NPTX2	-2.6185
CBLB	1.13233333333333
CETN1	0.39
RPUSD1	-0.02925
FAF1	-0.487
CDK6	-2.4239
HMX2	-0.713
CSK	-0.541
TEAD2	0.986
SNAP25	-3.081
TUFT1	1.8842
TMTC3	0.984333333333333
LCK	-1.409
SGOL1	-2.64166666666667
AKTIP	1.077
FURIN	0.54775
SOX12	-0.844166666666667
DEFB103A	-0.718
RAMP1	1.061
KIR3DX1	-1.2405
GAS2L3	-1.2805
PDE8A	-1.1865
EDN3	3.5035
GMIP	1.23375
SF3A2	1.023
FN3KRP	0.25375
SMAD7	0.77725
RHBDD2	0.90525
OR11H6	null
PPP1R3B	1.1935
C9orf23	0.0575
CADPS	-1.67575
GOLGA8A	-2.94175
TMEM57	0.834166666666667
RGL3	-0.632
S100A14	-1.63525
FGFR2	1.416375
XRCC3	-1.47075
RTN4RL2	0.44325
MGC3771	2.0905
GH2	0.3825
BTBD2	0.3735
LMO2	0.3445
RDBP	-0.480875
ACRBP	-1.612
AMY2A	0.58
DUOXA1	2.2165
PTK7	1.09333333333333
TWF2	0.0818333333333333
FAM80A	1.20775
TNNI2	-1.61433333333333
GLT25D1	-0.494333333333333
OCC-1	-2.762
CYC1	-0.622666666666667
RPL22	0.151818181818182
MORN3	1.96833333333333
DISP1	1.10375
PRB2	-0.2195
CHUK	-0.4545
HR	-0.26275
CCDC134	-0.492875
DENND4B	-1.008
C14orf130	-0.3215
RAB33A	-1.379
DCST2	0.1
TNMD	1.52575
PEX7	0.7915
FAM62A	0.389125
SRD5A2L	0.6395
IL22	0.626333333333333
RPS26	-1.9795
HOXC5	-0.2265
SPATA6	2.2715
FLJ38482	-0.200875
ZNF234	0.8915
C18orf22	1.3405
SPATA22	0.75525
THOC1	-0.36325
CYP7B1	4.02075
KCNC3	0.2945
C8orf42	0.0055
ALDH1B1	0.2915
CCDC100	0.1468
ARMC4	-0.8945
FAM18B2	-0.05525
SLC44A1	1.183375
FBXO17	-1.62133333333333
C6orf107	0.0875
C19orf29	-0.00700000000000001
ZC3HAV1L	0.37325
PARP6	-0.6556
SULT2A1	-5.10742857142857
C1orf159	-0.87525
TMC1	1.003
CHST14	1.02925
GAMT	0.7345
SMCP	-0.576
TSPAN33	1.75658333333333
MIDN	0.8785
NOX4	2.37425
RNASEN	-0.5088
TBX1	-1.67366666666667
SALL2	-0.373
C10orf35	1.23875
CYP2E1	-2.421375
LRFN2	0.734166666666667
ACO1	-0.0543333333333333
IQCG	0.7113
MEGF9	1.96075
TM7SF4	3.40325
PLEKHA1	0.543266666666667
STK33	-4.80125
C1orf210	2.87675
SNUPN	0.1706
KIAA0406	-1.236
C20orf29	0.408
TMEM55B	-0.4585
OSTM1	-0.713125
CLCN7	-0.0805
OTP	-1.153
FLJ23049	-0.685
HEATR4	-0.5875
MAP3K10	1.094
PCDHGA9	0.8035
AMDHD2	0.38675
LCTL	-3.0455
PDCD2L	-0.6575
CABLES2	-0.50725
SLC5A9	-0.70075
CLCA2	-2.01883333333333
MGC16025	-0.05
STRAP	-0.9465
C20orf196	-0.1575
RRBP1	0.290166666666667
NAT13	-0.9955
MAT2B	0.996375
CSNK1D	-0.798
KIR3DL1	0.4665
PRKAG3	-2.6455
ZNF599	1.2035
PRM3	0.8135
PER2	1.12433333333333
ASPHD1	-1.981
PRMT6	-1.12225
KCNE1L	-0.587
FAM118A	-1.0455
TAF4	-1.0335
NDUFB6	-0.193
TRIM9	-0.689583333333333
PMFBP1	-1.023
KY	0.0215
DKFZp762E1312	-2.68727272727273
CSMD1	-1.59925
TBP	-1.05733333333333
OR1Q1	0.271
RETNLB	1.11875
HPGD	0.271153846153846
DNAJC12	1.22766666666667
FKBP1B	-1.77475
ANKRD24	0.4274
CXXC5	0.574166666666667
IL3	-0.328714285714286
DRAM	0.335
PTCH1	-1.441
TP53BP1	0.65825
SLC17A7	-0.0975714285714286
COL25A1	-1.50966666666667
AMACR	0.4485
RHCG	-0.12025
VPS13A	-0.39425
FAM55D	1.716
PRPF38B	-0.92625
OSBPL6	0.5685
PFDN5	0.6888
CMTM6	1.204
KCNK12	-1.59275
RP2	0.7865
C16orf52	-1.65875
PICK1	0.0635
IFNE1	-1.32733333333333
SEMA4B	1.729
TYRO3	-1.292
OR12D2	0.263
CSNK1A1	0.3776
FANCF	1.73525
LONP2	1.037
TBL1Y	-0.7025
LDOC1L	0.238625
CCNC	-0.57225
C3orf60	-0.7935
CHKA	-0.555
UBAP1	0.2135
MAP3K1	2.338
ANKRD9	-0.83125
FAM92A1	-2.04716666666667
GAB2	0.491125
AZU1	-0.1735
DIS3	-0.908666666666667
C21orf109	-0.8645
IQCB1	-0.92875
SPATS2	-0.608833333333333
EFCAB3	-0.905
PRB3	-0.194
FUZ	0.333166666666667
ZNF813	0.80325
BMPER	-1.20933333333333
HEG1	0.115
ALS2CR11	-2.22866666666667
SURF2	-0.70775
PSMC1	-0.298833333333333
OR2D2	-0.4165
SLC7A8	1.6505
C4orf40	0.1155
SPATA7	0.35225
MAZ	-0.837
PIN4	0.722
PDE1A	0.28975
TAF6L	-0.173
OR2T34	0.2685
KIAA0284	0.19075
ACADS	0.346272727272727
MKRN2	-0.471
C18orf56	-1.689
MS4A6E	0.1704
GALNT4	1.1056
C22orf31	0.543
FLJ36070	0.17
PSME4	0.22825
TFG	-0.5395
EPHX2	1.975625
ANXA5	-0.042625
KRTAP1-1	-0.4559
BATF	-0.2925
KARS	-0.87475
MSTP9	-0.2875
GPR26	-0.330857142857143
CCDC72	-0.5
TEF	0.164166666666667
FOXK1	-0.516
PRLHR	0.5015
EMX1	1.13325
C11orf30	-0.445
ICK	-0.016
THSD7B	0.744333333333333
C21orf100	-1.99
DUOX1	2.8505
EFCAB4B	-0.35325
UBE2G2	-1.28166666666667
C3orf54	0.51575
PARP1	-0.17175
FAM60A	-0.882166666666667
C6orf146	0.556333333333333
OR9K2	0.9745
DDX55	-1.84616666666667
RPS15	0.141666666666667
ZNF618	0.2885
DKFZp686D0972	1.16625
SSPO	0.622
SHFM3P1	0.680166666666667
CPA6	-0.676
JAG2	1.304
DEFA3	0.22175
PPBPL2	0.352166666666667
CD34	4.883875
SLCO4A1	-3.169
AFG3L1	-2.32666666666667
SHD	-0.85325
RP13-122B23.3	-0.674833333333333
PRKCSH	-0.067
DPH5	-0.6725
HLA-F	2.261
TBC1D4	-0.30525
RIG	-0.628833333333333
GLUD1	-0.754666666666667
HNRPCL1	0.40275
HBXIP	-1.01425
RNF207	-1.015
APIP	-0.32025
PLA2G3	-3.21683333333333
CCDC84	-1.99725
MYLIP	0.0492307692307692
PHIP	-0.395
AARS2	-0.171166666666667
DHX32	0.154
SCAPER	-0.688333333333333
MEN1	0.318142857142857
NIP7	-1.083
FLJ25404	0.6505
FASTKD3	-0.689
TMEM158	-2.28666666666667
RARA	1.6165
BDH1	1.1075
ANKRD16	0.813
CARM1	1.018
SS18	0.472333333333333
IKZF2	2.06508333333333
MYD88	0.64925
PML	0.8419
TAF1A	-1.258
CBFB	-0.342875
HIST1H3H	-1.8915
C7orf29	-2.33175
COMMD4	-0.6955
DPP3	-0.39925
DAB2	0.880875
LOC388882	-0.548
YPEL4	-0.17875
AGBL3	1.3095
LRP6	0.1681
SERPINH1	0.195166666666667
TLE1	-0.14175
CD244	1.337
ZDHHC15	-1.122
MGLL	-0.6722
PLDN	-0.226916666666667
LOC654346	1.9185
FAP	3.3875
GPR37	0.877
SCARA5	1.28916666666667
EBF4	1.52
LSM6	-0.956
MLLT1	0.1954375
SLC5A12	0.037
A2BP1	-1.526
COPS5	-0.0913333333333333
TPM4	0.293357142857143
TNFSF4	1.4055
ACADSB	0.5985
HERPUD1	0.332
BCL2L11	-0.893277777777778
CEP78	-1.117125
CDCA3	-2.182875
WBSCR19	0.1174
MYO1A	-2.623
PPEF1	2.55816666666667
LOC440348	-2.013
CPEB2	0.951125
BPTF	-0.648
RPL21	-0.0725625
GSX2	0.1275
ADPRH	2.20483333333333
C17orf68	0.567833333333333
KCNS1	-0.949333333333333
MLLT6	0.4554
PIWIL4	-0.404
RNF26	-0.54875
RAP1B	1.095375
ADAMTS1	-2.3672
ZNF571	1.42825
P2RY6	-0.55725
TRIM21	1.56516666666667
CADM3	0.652
NLRC5	0.2595
ADRA2B	-0.351666666666667
LOC90835	0.171
PCF11	-0.2055
LOC400451	1.17225
GLTSCR1	0.963
C17orf88	-0.956166666666667
CDH16	-2.72325
FGF7	2.77225
PCSK4	-0.151666666666667
NPC1L1	-0.996666666666667
TAT	1.07314285714286
TBCA	-0.55475
MGC33407	-0.35175
GPR115	-2.141
CYGB	1.0785
FNBP4	-1.44966666666667
C12orf43	-0.35625
CBL	-0.2958
CLECL1	2.5715
PPAPDC1A	2.37775
WDR25	0.301666666666667
SGCA	0.8845
C22orf29	-0.362166666666667
YIPF1	1.3965
GALK2	-1.33275
RAB3B	-3.5005
LOC440087	0.2195
UCP1	-3.1035
REEP5	1.77425
FADD	0.2964
FOXA1	2.82475
CACNA1A	0.132833333333333
ABI1	0.477666666666667
GRIN2D	1.33025
SLC1A4	-0.706166666666667
LOC401127	-1.1265
HINT2	0.29175
PLD4	1.56183333333333
ZNF286A	-0.035
ENY2	-1.02625
IL1F6	0.0445
PXDNL	1.349
C20orf79	-0.121333333333333
TNFSF13B	2.57466666666667
DENND3	0.7425
JARID1D	-3.373
HIST1H2AK	-0.36975
LOC93349	0.5611
SSH1	-0.9294
ENSA	0.61975
LOC219854	1.10633333333333
CKAP2	-1.8728
DKFZP564J102	1.239
MGC87315	-0.0675
HNRPAB	-0.58075
AMH	-3.009
ZNF526	0.6175
BRUNOL5	-0.2157
CACNG3	-0.0948
TRPM1	-2.139
PPP2R1A	0.74225
COL2A1	-1.8085
DDN	-0.64
FLJ25770	1.2525
HK2	-1.43857142857143
ELOVL6	-2.293875
MDK	-0.72575
EPHX1	0.76675
RASSF2	0.907375
DKFZP434B0335	-0.34025
DLX3	0.244625
PRTN3	-0.6085
AVPR1A	1.813
C21orf125	-2.87925
TNFAIP8	-0.234
GNB2L1	0.01
CALCRL	3.4
SCGB2A2	6.63233333333333
UBXD7	0.03
ZNF674	-1.8075
TMEM35	0.397375
BRSK2	-1.618625
HECTD3	0.0408333333333333
TMEM188	0.406833333333333
LGALS9	2.22225
SCARB2	0.583583333333333
USP34	0.0945833333333333
C17orf28	1.39141666666667
ZDHHC23	-0.8875
AQP12B	-0.108
SLC16A3	-2.3755
APLP2	1.583375
ITIH2	-5.45525
MICAL3	-0.78275
TNNI3K	0.164
HDAC2	-0.46475
PRR7	-0.1333
THBS2	0.71725
LOC751071	-0.6825
CA2	4.1615
RANBP17	-0.51025
RLN3	-0.0845
CRYZ	0.475833333333333
GBAS	0.7245
TAS1R1	-0.44175
MPZL3	1.341
PCDH8	-1.8035
HSP90B1	-0.15425
KCNK15	1.91
TNIP2	0.3675
GPR146	0.7205
NOL6	0.0155
SPC25	-2.48788888888889
STEAP2	4.226
VAMP3	-0.297333333333333
TCIRG1	0.64575
ZP4	0.0735
PARL	-0.13875
TRIM39	0.2225
KIAA1305	0.7045
