Hybridization REF	TCGA-BH-A0E1-01A-11R-A056-07
EPHX2	1.707375
ANXA5	0.1005
KRTAP1-1	-0.347666666666667
BATF	2.41725
KARS	-1.65425
MSTP9	-0.196
GPR26	0.250375
CCDC72	0.0695
TEF	-0.0185
FOXK1	-0.7005
PRLHR	0.521
EMX1	1.86325
C11orf30	0.063625
ICK	0.92525
THSD7B	-0.2445
C21orf100	-0.792
DUOX1	1.153
EFCAB4B	0.687
UBE2G2	-1.012
C3orf54	0.1735
PARP1	0.01925
FAM60A	-1.47308333333333
C6orf146	-0.061
OR9K2	0.0425
DDX55	-1.357
RPS15	0.3035
ZNF618	0.750625
DKFZp686D0972	0.0725
SSPO	-0.0375
SHFM3P1	1.31833333333333
CPA6	-0.7535
JAG2	1.0855
DEFA3	0.17275
PPBPL2	0.526666666666667
CD34	4.94175
SLCO4A1	-1.828875
AFG3L1	-2.8045
SHD	-0.83125
RP13-122B23.3	-0.0785
PRKCSH	0.1725
DPH5	-0.334666666666667
HLA-F	2.748125
TBC1D4	-0.9585
RIG	-0.1445
GLUD1	-0.48
HNRPCL1	0.72075
HBXIP	-0.77875
RNF207	-1.4825
APIP	-0.5445
PLA2G3	-2.54
CCDC84	-2.43
MYLIP	-0.179769230769231
PHIP	-0.1915
AARS2	-0.268666666666667
DHX32	1.178
SCAPER	-0.801666666666667
MEN1	-0.0334285714285714
NIP7	-1.7835
FLJ25404	0.9865
FASTKD3	-1.11125
TMEM158	-2.38441666666667
RARA	1.2435
BDH1	0.9605
ANKRD16	1.30225
CARM1	0.52
SS18	0.167333333333333
IKZF2	-1.11925
MYD88	0.408625
PML	0.72785
TAF1A	-0.6545
CBFB	-0.89375
HIST1H3H	-0.9985
C7orf29	-2.2645
COMMD4	-0.0365
DPP3	-0.09325
DAB2	0.055875
LOC388882	-0.104
YPEL4	-0.933125
AGBL3	1.37075
LRP6	0.6238
SERPINH1	-0.563583333333333
TLE1	0.09525
CD244	0.420666666666667
ZDHHC15	-0.3335
MGLL	1.8433
PLDN	-0.0566666666666667
LOC654346	2.454
FAP	2.36975
GPR37	0.9455
SCARA5	0.376
EBF4	1.37618181818182
LSM6	-0.92125
MLLT1	-0.12175
SLC5A12	-0.14725
A2BP1	-2.0466
COPS5	-0.1425
TPM4	-0.321214285714286
TNFSF4	1.257
ACADSB	1.46944444444444
HERPUD1	-0.2395
BCL2L11	-0.728388888888889
CEP78	-1.233125
CDCA3	-0.76025
WBSCR19	-0.6071
MYO1A	-2.723
PPEF1	2.75933333333333
LOC440348	-1.713
CPEB2	2.177125
BPTF	-0.588166666666667
RPL21	-0.203
GSX2	0.332
ADPRH	0.828166666666667
C17orf68	0.707666666666667
KCNS1	-0.1035
MLLT6	0.364
PIWIL4	-0.53475
RNF26	-0.5605
RAP1B	0.45525
ADAMTS1	-2.2704
ZNF571	0.60525
P2RY6	-0.83475
TRIM21	0.327833333333333
CADM3	0.742
NLRC5	0.564666666666667
ADRA2B	0.104166666666667
LOC90835	0.620625
PCF11	-0.191
LOC400451	1.45975
GLTSCR1	0.8145
C17orf88	-1.004
CDH16	-2.33925
FGF7	1.35075
PCSK4	0.358166666666667
NPC1L1	-0.557333333333333
TAT	1.03757142857143
TBCA	-0.18375
MGC33407	-0.78075
GPR115	-1.584
CYGB	0.495
FNBP4	-1.3485
C12orf43	-0.5275
CBL	-0.4489
CLECL1	0.64775
PPAPDC1A	0.95275
WDR25	0.586
SGCA	0.1145
C22orf29	0.2385
YIPF1	1.743
GALK2	-0.8655
RAB3B	-0.503583333333333
LOC440087	-0.361
UCP1	-0.653
REEP5	0.65675
FADD	-0.1073
FOXA1	3.434375
CACNA1A	0.8484
ABI1	-0.103333333333333
GRIN2D	1.2625
SLC1A4	0.515833333333333
LOC401127	-0.526
HINT2	0.51275
PLD4	-0.365666666666667
ZNF286A	-0.57275
ENY2	-0.798
IL1F6	0.829
PXDNL	3.209
C20orf79	0.643
TNFSF13B	0.712166666666667
DENND3	0.518625
JARID1D	-3.698
HIST1H2AK	0.517125
LOC93349	-0.7584
SSH1	-0.873
ENSA	1.8545
LOC219854	0.292333333333333
CKAP2	-0.2686
DKFZP564J102	2.95366666666667
MGC87315	0.158333333333333
HNRPAB	-0.24975
AMH	-2.2135
ZNF526	0.7435
BRUNOL5	-0.4104
CACNG3	0.0365
TRPM1	-1.19
PPP2R1A	0.387375
COL2A1	-1.0145
DDN	-0.0055
FLJ25770	0.963583333333333
HK2	-1.15628571428571
ELOVL6	-1.076
MDK	-0.1535
EPHX1	1.44125
RASSF2	0.1875
DKFZP434B0335	0.1275
DLX3	-0.27425
PRTN3	-0.51425
AVPR1A	1.07275
C21orf125	-1.513
TNFAIP8	-1.26066666666667
GNB2L1	-0.129
CALCRL	3.548
SCGB2A2	9.93366666666667
UBXD7	-0.25575
ZNF674	0.212
TMEM35	-0.41175
BRSK2	-1.401875
HECTD3	0.161166666666667
TMEM188	-1.36591666666667
LGALS9	2.281625
SCARB2	1.07225
USP34	0.143416666666667
C17orf28	2.00908333333333
ZDHHC23	-0.65525
AQP12B	-0.553
SLC16A3	-2.359625
APLP2	0.16775
ITIH2	-5.18275
MICAL3	-0.814375
TNNI3K	0.524333333333333
HDAC2	0.038
PRR7	0.1636
THBS2	-0.7875
LOC751071	0.221833333333333
CA2	5.58616666666667
RANBP17	0.3585
RLN3	0.790666666666667
CRYZ	-0.839
GBAS	-0.143166666666667
TAS1R1	0.086
MPZL3	0.5455
PCDH8	-2.57066666666667
HSP90B1	0.865833333333333
KCNK15	2.177
TNIP2	0.5275
GPR146	0.0125
NOL6	0.01925
SPC25	-1.51455555555556
STEAP2	3.58992857142857
VAMP3	-0.369833333333333
TCIRG1	1.21825
ZP4	0.157333333333333
PARL	-0.213625
TRIM39	0.190666666666667
KIAA1305	1.269
CRNN	0.797833333333333
GRN	1.21925
HSH2D	1.0685
SCAMP1	0.882125
KIAA1913	-0.19325
PTS	-0.59125
BANP	0.127142857142857
PRKACG	0.22625
ADCY6	0.476
C16orf46	0.444
CYP51A1	0.0835
DDC	-6.3555
ANPEP	2.30266666666667
PROM1	0.267333333333333
SIGLEC10	0.78575
COPG	1.309
FAM26E	0.471875
TRIP4	0.10725
SNX3	-0.165333333333333
C1orf175	0.220833333333333
PPY2	0.351
C14orf152	0.63375
FTSJ1	-0.789333333333333
DST	0.87425
LOC554235	0.22825
GLRX5	-0.583
C20orf12	0.4107
CAB39	-0.2385
MSH2	-1.03066666666667
PIP4K2C	0.76425
CYLD	-0.01475
WTAP	0.2204375
MGAT4A	1.69288888888889
TSC22D4	-0.0675
CHRM2	-1.2595
PPYR1	0.354
CCNH	-0.5645
RRM1	-0.0995
ECAT8	-3.88825
LOC400120	-0.053
GABRA4	-0.31325
C14orf4	1.02266666666667
C1orf59	-1.09675
CTDSPL	0.682666666666667
NHEDC2	1.844
PDE11A	-0.168
KLHL29	0.08275
CD5	-2.1609
TSPAN9	1.58775
WDR67	-1.0125
THUMPD1	-0.1809
C18orf17	1.2305
CLYBL	-0.214666666666667
FLJ13231	-0.52475
CMBL	-0.43575
LECT2	-0.14875
NKAPL	1.14333333333333
LOC654780	0.3605
OR4C6	-0.377
RAB30	-0.0538333333333333
TSSK4	-0.143
TMEM163	0.4335
OSBPL11	-0.07975
GNB5	-0.608166666666667
CCL21	1.56375
C1orf121	0.128666666666667
FMO2	2.6515
RPTN	0.923
MSTN	0.306
VCL	-0.541785714285714
FYTTD1	-0.3735
C11orf1	-0.0965
CCDC88C	0.982625
HFE	0.0686470588235294
MOGAT1	-0.247
FAM125B	0.526833333333333
IRGQ	0.8405
RAVER2	0.175
AKAP5	-0.49
SSSCA1	-0.3815
C11orf63	0.409125
ACTG2	1.8646
PORCN	-1.034
DTL	-0.885636363636364
TMEM151	0.71075
FAM122C	-1.1435
RSAD2	1.6802
BAT4	-0.3585
KRTDAP	-0.955833333333333
MYH8	1.8405
CRTC3	1.0145
LRRFIP2	0.1699
INTS4	-0.359333333333333
TTN	-1.9355
SLC26A5	1.3895
PLLP	-0.19275
RGS6	1.967875
SRGAP3	0.8725
ZNF525	-0.0575
NBR2	-0.4825
C13orf1	-0.1257
ZNF137	0.2385
CEP27	-1.95775
BEST2	0.3875
RNF121	-0.74825
DMRTC2	0.232333333333333
C8orf76	-0.26025
BCCIP	-0.212625
MEST	-2.1785
HTRA2	-0.053
ANGPTL2	-0.371
ILKAP	-0.0681666666666667
ERAS	0.3385
HBS1L	-0.413875
CPA5	0.1195
TMEM30A	0.540166666666667
CD300LF	0.844833333333333
WISP3	2.0285
CRK	0.622571428571429
PDS5A	-0.2847
BRPF3	0.733
NEDD9	-0.446375
SMPDL3B	2.57475
PSG6	0.4625
PSMD13	0.2335
ETV5	-1.6808125
OR51A4	0.0155
BTBD7	0.549916666666667
GSTO1	-0.713875
hCG_16001	0.5565
MAD2L1BP	-0.300833333333333
COX6A2	1.711
SCNN1A	2.8655
LSM1	-0.1135
UGT2B11	5.04575
IDUA	1.94175
PPP2R3C	-1.1655
COX11	-1.28
PDZK1	0.58875
ZNF443	0.374
MGC21874	1.2935
ZNF323	0.7476
KRTAP10-10	-0.1335
CXCL6	0.26825
SLC34A2	2.1093
LOC284402	0.681
NPTN	0.7455
UPP1	-1.61716666666667
SLC6A9	-0.458
OR7G3	-0.18875
CISD1	-1.51516666666667
ZNF545	0.1675
SYT14	-1.383
NT5C3L	0.186333333333333
ZNHIT3	-1.153
SNRPD3	-0.35725
KIAA0701	0.100375
UNC93B1	0.296333333333333
GMNN	-1.561375
SPCS2	0.324666666666667
LOC388524	-0.2635
NAPRT1	0.963875
PNLIPRP1	0.36525
OR6V1	0.5935
PRKAB1	0.0745
EYA4	-3.5652
KIF20A	-1.2355
ALG10	-0.14625
ITPKC	1.073
LMX1B	2.17916666666667
RPUSD4	-0.385166666666667
C7orf34	-0.180666666666667
DLGAP2	0.170875
PFN1	-0.3902
MICALL2	0.286583333333333
ZNF654	0.619
SS18L1	-1.123375
SLC16A8	0.68425
MKI67IP	-0.419833333333333
ITGB3	1.04225
TCEA3	3.48358333333333
CEP152	-2.0348
CLIP1	1.099
ZNF75	-0.11275
ATP5C1	-0.551166666666667
NUDT5	-0.6495
PSCDBP	-0.42725
UBP1	-0.5005
RBM27	-0.115
C13orf15	2.65825
ZNF282	0.0868333333333333
ZNF222	0.3331
COL10A1	6.12175
PRDM15	-1.141
TTTY5	-0.26
FAM9C	-0.0550909090909091
C20orf67	0.40875
GNG13	0.225
F12	0.682
C1orf41	-0.1675
CPXCR1	0.323
GSK3A	0.52775
SUPT6H	0.342333333333333
PI16	0.323
ELL2	0.0575
C9orf167	-2.44833333333333
PVRL3	-2.2716
FLJ38596	0.43575
ADAM20	-0.94725
GPR89A	0.74
GPR87	-1.9995
ZNF30	0.2425
SMR3B	0.7435
ZNF770	0.139625
TRPC4AP	-0.690166666666667
DKFZP686E2158	0.306333333333333
C2orf28	0.694833333333333
FREM1	-0.995333333333333
LAMA4	0.433833333333333
ADPRHL2	-0.07425
EIF4G2	0.41
GUCA1A	-0.8975
CTNNA2	-1.2565
NUDT15	-1.028
CEPT1	-0.374666666666667
ZNFX1	0.5388
CCDC92	0.78425
TDRD1	-0.5
KCNK5	-1.7
ETNK1	0.633916666666667
LTA	0.7665
TTPA	0.0558333333333334
B3GALNT2	0.483625
SC65	0.644166666666667
PEX5L	-1.53614285714286
EPS15L1	0.4865
MGEA5	-1.402
HIST1H3A	1.50625
ING1	0.011
BCAT1	-3.331
ORC6L	-3.22709090909091
KLK11	1.01466666666667
C19orf28	-1.133
DNER	-4.435125
MED22	-0.775642857142857
ETV6	1.12633333333333
CHAC2	-1.6465
CD300E	0.5025
CEBPB	0.398666666666667
ZNF398	-0.2085
LRCH3	0.109
HMGA1	-1.3635
CAPN7	-0.0185
MGC5566	-4.0005
CCL3	2.10771428571429
NANOS1	0.51525
ZFYVE19	-0.0405
APITD1	0.1575
PARD3	1.21525
IRAK4	0.0131666666666667
SERPINI2	-0.54
CEP170L	0.157
TTC9	1.720125
MYOM3	-1.1395
MLPH	2.328125
LOC222699	0.0245
NRG1	-1.4505
TBC1D9	3.65027272727273
TTK	-1.27483333333333
ZNF557	0.4221
DDX41	-0.699333333333333
FANK1	3.065
UBE2D2	-0.200875
PSMB10	-0.06825
MYH7B	0.2755
GABARAPL2	-0.63575
MARVELD2	1.92416666666667
DGCR2	0.8085
UNC45A	0.383
C6orf72	1.1595
ZNF683	2.31775
GIT2	-0.20225
CASK	0.8775
C14orf161	1.56733333333333
LRRC44	0.96875
TIFA	1.047125
UTP11L	-0.599625
C6orf65	-0.984
FDPS	-0.0065
DUSP9	-2.128
SLC17A8	0.6342
OR51G1	0.4835
NANS	0.45125
OLFML1	1.75875
ATP10B	-0.923714285714286
NPAS3	-0.3655
PRKCA	-2.6938
GGA2	-0.1855625
LCE4A	0.027
SPANXN3	0.31175
CCDC115	1.352125
SDCCAG3	-0.925
GLIPR1L1	-0.30875
TTC1	-0.53075
C17orf76	1.08325
MAD2L2	-1.15175
HIPK1	-0.2455
LRRC3B	0.3455
CLN3	-0.756409090909091
C17orf47	0.407
FMN2	-2.455625
TUBB1	-2.230875
WAPAL	-0.0688333333333333
C3orf21	-0.52175
SCN5A	-0.2988
SMYD1	1.289
BEX5	2.0895
ZNF192	-0.221
SEC22A	-0.484166666666667
GRIA2	5.83228571428571
KIAA0825	-1.77125
NUSAP1	-0.909181818181818
LANCL1	-0.25425
C15orf40	-0.9422
ZNF645	-0.034875
GPR61	-0.06325
NLRP14	0.4245
SNX21	0.2886
C1QTNF8	0.887
C17orf46	0.24575
IFNA8	0.1015
SPRR1B	-1.2934
FLRT1	-0.529
SNX17	0.293333333333333
ASB2	-1.57516666666667
HBG1	-5.804
RPRML	-2.58775
JOSD2	0.609333333333333
PLSCR3	0.236
SPOCD1	-0.567
RAB39	-0.8275
GHRH	-0.0451666666666667
ITIH5L	0.7705
C17orf37	0.82275
SMCR8	0.81025
DPY19L2P3	-0.776666666666667
IL11RA	1.01216666666667
GDF3	-4.096
RPS6KB1	-1.03291666666667
DNAJC19	0.2694
TOP1	-0.71075
CRCT1	-1.37485714285714
MPST	0.425
DPM2	0.3555
FAM38B	-0.432333333333333
SLC18A1	-2.7145
FARP1	0.891666666666667
PAX7	-0.3085
TUBD1	-0.937
GNL3	-0.831375
BTG2	2.26286666666667
NDUFS6	-0.60425
C1orf79	-2.38825
ERAL1	-0.11875
ECHS1	0.696
VPS4A	-0.615166666666667
CYP11A1	-0.87525
ABCC6	-2.46571428571429
PBX4	-2.454
MOSC1	-1.346
NCF4	-0.22325
HYMAI	2.143
NAGPA	-0.813875
OTOP2	0.03375
ACOT12	0.15425
MTHFD2L	-0.163714285714286
LOC441376	3.988
C19orf34	-0.698
RAB1B	0.32775
ALDOAP2	-0.776
NTRK1	-2.00983333333333
ARTS-1	-1.1768
SLC6A11	-1.21
NAP1L2	-1.12225
CNGB1	0.08
EPB41L4B	-0.43275
FAM134B	2.069875
HS3ST3A1	-1.88433333333333
CPXM2	4.01575
SIRPB2	-1.404
CHORDC1	-1.3135
TRIB3	-1.91366666666667
SLC2A5	-0.1205
C2orf49	-0.455333333333333
DDX5	-0.57775
OR5L1	0.7295
ANAPC4	-0.679166666666667
ZSWIM1	-0.154875
LOC93622	-0.401875
KCNK3	0.0536
RP11-35N6.1	-1.46385714285714
ZFP161	0.138833333333333
AQP9	0.4755
SLC15A2	-2.592
MREG	0.621666666666667
OR9I1	0.809
PDLIM2	0.746375
ADAM7	0.1135
GSTCD	0.0966666666666667
WDR21A	-0.3155
SLC12A8	2.11833333333333
TMEM174	0.0055
IGSF3	0.0646666666666667
LRRN1	-0.65725
LOC402117	-0.44125
SRPK1	-0.536
LY6K	-2.201
NFIA	3.107
PTCD3	-0.716375
LEP	0.2934
PCDH21	-1.0892
MAPKAPK2	1.76335714285714
NMNAT1	-0.641166666666667
LHFPL2	0.25725
C9orf43	0.594
DIP2A	-0.543166666666667
ACTR8	0.13775
CCDC34	-1.2035
PTPN22	-0.37875
ITGA3	-1.065625
FAM129C	-0.07625
RABGGTA	0.998166666666667
UNC45B	0.591
KIAA1033	-0.117
ZNF510	-0.510833333333333
CYP2D6	-0.8165
SLC26A10	-2.234
STX8	0.499
LUZP1	0.062875
WDR89	-0.236166666666667
EIF4G3	-0.1341
C5AR1	0.41275
ZNF623	0.357
A2M	0.68375
TGM7	0.2415
GRPEL1	-0.5045
LMNB2	-0.8477
ROCK2	0.461166666666667
SNX16	1.875625
CCDC66	0.05575
ANXA3	-0.98725
KIAA1609	-0.771375
EED	-1.1275
RNF32	-0.119833333333333
HES1	1.2362
CLC	-0.8852
ISL1	-0.371833333333333
KIAA0528	0.23125
MANEA	0.6055
C1orf61	-2.304
hCG_2001000	0.49175
RAPGEF6	-0.5658
KIAA0020	-0.874333333333333
NEIL1	1.09275
C16orf45	0.205375
RBM10	0.143666666666667
C10orf125	-1.34275
MRS2L	-0.908
DNAH17	-1.104375
C19orf10	0.96475
C1orf160	0.4805
SLFN12	0.12375
EXOC3	-0.227333333333333
HIST3H3	0.646
NCOR2	0.463333333333333
TNFRSF9	1.263
MFSD8	0.35075
ALX1	-3.76033333333333
NOL1	-1.14575
PODN	2.9395
TIAL1	-0.663
HIST1H1E	-0.39825
NPY6R	0.3215
TM4SF4	-0.74025
CORO2A	0.751
ETNK2	-0.364666666666667
APOE	-0.0632
ANGPT4	0.355
HDGF2	-0.178
G30	0.629
ST8SIA4	-0.65575
F2RL1	-0.240625
FAM19A4	-2.82525
CCAR1	-0.65725
B3GNT7	0.0565
OPHN1	-0.577
DSCR6	2.602
C21orf13	1.33266666666667
GAS2L1	0.809
RFX3	-0.319166666666667
COPS4	0.017
BCHE	-4.97116666666667
BCL2	3.043875
HBZ	-2.9295
ARL13B	0.23875
MAPBPIP	1.16
MYO15B	-0.735875
SPZ1	0.389
KIAA1324	3.89555555555556
PLCL2	0.634
C4orf29	-0.88925
WDFY2	-1.054625
ZNF284	-0.3625
NAALADL1	0.5165
DUSP5	-0.234166666666667
PXDN	-0.3265
SLMO1	-1.03525
TNXB	0.7529
BIRC7	-1.1195
A4GALT	1.9135
TIMM22	0.3165
FAM110C	1.94025
TOMM34	-0.457
ABHD9	0.028
ADAM32	1.3125
CRHBP	-0.13475
AQP2	0.7075
LOC130355	0.5855
ZNF187	0.0195
ZNF816A	0.12
F7	0.92525
CNOT1	-0.6118
SLC13A4	-1.02525
ZBTB11	-0.38375
B3GALT5	0.20025
EXOC2	0.492833333333333
IRS1	0.1218
TMEM1	-0.330666666666667
MRPL34	-0.3795
SAMM50	-0.29775
CDC42EP3	1.0595
HSF2	-0.6851
MFN2	0.07075
TSPAN7	-1.6125
NUCB1	1.44866666666667
RHOH	-1.28025
ARL16	-0.496
TACR1	0.2855
SFRS5	-0.538666666666667
SNX25	-0.05175
RHBDF1	0.508166666666667
PCDH18	1.436
HMG1L1	-0.108
MYO5C	1.56475
MAPK10	-0.4875
LDHAL6A	0.1022
NUDT12	0.756
NCAM1	-0.607375
GLIS2	-0.01
GGTL4	-0.37775
DAPP1	-0.55575
ATF7	0.6135
KIAA0748	-2.01925
NFIL3	-0.895
TM6SF1	0.3804
SEZ6	0.204375
NANOS3	0.8055
DNAJA3	-0.9
CLDN6	-2.565
CIITA	1.5665
EPHA4	2.64191666666667
FANCC	0.1805
CMTM3	-0.44175
PSG3	-0.76575
MRPL15	-0.66575
C21orf59	-0.0155
PLCXD2	-0.2505
C2orf34	0.069875
UBE2L6	0.87625
MED14	-0.2845
HP1BP3	-0.2446
C6orf208	0.77
TPBG	0.8105
OSR2	-1.777
XPC	0.100333333333333
KLHL7	-1.63125
CCR3	-0.3745
AGTPBP1	-1.041
PCSK6	0.750333333333333
STAT5A	-0.9682
FAM18B	0.24975
LONRF2	0.818166666666667
PTPN2	-0.9165
SF3A3	-0.614333333333333
EFCBP2	-0.64375
HCFC1	-0.71
AHNAK	0.3969
ACTR5	-0.8295
KIF14	-0.824714285714286
TENC1	1.70525
HEATR5B	1.057
YIPF2	2.02616666666667
MYEOV2	1.031
DUSP18	0.618
KIAA1012	0.3695
AHR	1.28683333333333
C17orf53	-0.716666666666667
PTPRH	-3.28875
ATP6V1C1	0.0289
TAS2R3	0.5135
LOC440356	-1.163
COQ10B	0.5015
PSMF1	-0.352916666666667
SORBS2	4.2215
NFE2L2	-0.3195
TMCO7	-0.44425
SH3PXD2A	-0.0773
SH2D2A	-0.3835
SPINK5	-0.25725
MRPS24	-0.78825
OPA3	0.58575
TRAF7	0.269833333333333
C4orf35	0.3082
MT1G	-1.032
MGC39545	0.44325
HS1BP3	0.559
OR2B2	0.265
CHRM4	-0.2215
SFRP2	3.01766666666667
RIC3	0.9855
ART1	-0.412
C6orf1	0.983625
DUS4L	-1.47275
C10orf104	0.0605
TNFAIP6	2.52125
RTEL1	-0.70075
CCT4	-0.8114
ZNF709	-0.34725
CHMP6	0.2705
UPP2	-0.12225
CYP19A1	-1.948875
CD151	0.342666666666667
NDUFA13	0.695166666666667
ARFRP1	-0.868666666666667
FAM26B	1.49825
CRYBA1	-3.174
MRPL41	0.128166666666667
NPFFR2	1.7405
HRH2	0.1435
SCAMP3	1.069
MTMR6	0.7127
MTG1	-0.921666666666667
UBTD1	1.54375
CRABP1	-1.711
FLJ33790	-0.5606
KIAA1908	-0.513333333333333
GPR158	-3.01975
PACSIN3	0.462333333333333
OMD	3.5095
CATSPER1	-1.20733333333333
HOXB8	-1.031
FBXO46	0.969
OAS1	1.71583333333333
SVIL	0.08625
PHB2	-0.5525
ADCY3	0.5795
NDRG2	1.2705
ERMAP	0.4643
APBA2	-1.15633333333333
IGSF9	1.38375
WNT6	-0.0211428571428571
MYCBPAP	1.5665
ATP2B2	0.0611
CPVL	-1.6101
TRAM2	-1.00933333333333
NOP5/NOP58	-0.89475
ZNRF4	0.11225
TLK1	0.048375
MTMR12	0.266142857142857
ZNF384	-0.490833333333333
FAM9B	-2.23225
RPN1	0.9864
PMVK	1.7245
EIF3D	0.4681
SIX2	2.01425
HPS1	0.925571428571428
RNF7	0.10575
PSKH2	-0.0235
KCTD13	-0.344666666666667
CSMD3	-0.553
FBF1	-0.5245
IL8	-4.69
SERPINB13	0.5361
FBXL20	-0.29075
BLR1	0.187
SH2B1	-0.3005
RFNG	0.532125
RAB20	0.2515
RBM7	-0.70075
POLR1A	-0.4205
TMPRSS4	-3.0795
TAF9	-0.899875
TERF2	-0.1635
TNFRSF1A	0.3525
ACADVL	0.733833333333333
GTF2H5	0.30425
EDG8	-0.015
C9orf140	-0.888
UST6	0.01175
ZBTB8OS	-0.56975
ZNF710	0.4265
GPR174	-2.366
ATP6V0A2	-0.80175
KIAA0319L	0.366166666666667
XKRX	0.71
DOPEY2	1.0624
SDHD	-0.74625
SUMF1	1.5705
OSM	0.897
OPN3	-2.04325
DAGLB	-0.365833333333333
PPFIBP1	-0.4432
TRIM63	-1.842
C10orf53	0.3385
LYPD3	1.32083333333333
BCL7A	-0.017125
AGER	-1.6935
TCF19	-0.54625
SAT2	0.645
PFTK1	0.389
GABRE	-3.56675
C15orf38	1.779
FIS1	0.7965
KCNV2	-0.3235
CLPS	0.82275
PPCDC	-0.82025
FOXN2	0.0671666666666667
NT5E	-2.9726
CD83	-0.2755
IL18	0.112625
VPS16	-0.4645
IGFBP2	0.243833333333333
NOTCH2	0.33325
SIGLEC1	1.96585714285714
CD93	5.716
SULF2	-0.16675
CEP164	-0.3715
P53AIP1	-0.2555
TOR2A	-0.0355
ZNF136	0.201
MGP	2.9569
CCDC144A	-1.10666666666667
TRPC1	-1.56666666666667
SMS	-0.959666666666667
MAPK7	-0.364333333333333
RRAGC	0.6475
PARD6A	0.533333333333333
NUB1	0.491
SYNGR4	1.053
OR11H12	-0.514
WIF1	2.953875
GCH1	0.53575
OR11H4	0.096
SLC44A5	0.49
GPRIN2	2.18433333333333
LOC401431	0.0865
CPA4	-3.4924
MELK	-1.32288888888889
IL15RA	0.414
CUL3	0.285
HMBOX1	1.0445
PODXL	-1.3535
CCT6B	0.504333333333333
COMTD1	0.26875
MUC20	2.57933333333333
GPX2	-2.424875
ITK	-2.383125
FBXL5	1.823
C13orf27	-1.2575
DEFA5	0.576
TRHDE	0.084
MTP18	-0.005
UQCRQ	0.8336
ITGB2	0.63125
CSRP2BP	-0.49275
TAS2R44	0.1775
PHPT1	0.4
FAM44C	-0.17775
ERH	0.054
MPHOSPH1	-0.134
MORC1	-0.337
PARVB	-0.01275
LAMA1	-2.51941666666667
PGBD3	0.58975
GIMAP6	4.05225
AREG	0.830666666666667
LIPT1	-0.5255
MGC99813	-0.8835
C1orf201	0.146833333333333
GRIN2A	-0.3742
MAN2C1	-0.846625
NSUN5	-0.677
SF3B5	0.13475
MYC	-1.2790625
NRXN1	-0.418833333333333
ZNF18	1.06675
SPDYA	-0.268142857142857
SLC37A1	1.4285
DECR2	-0.00599999999999999
ANKRD38	-0.25975
SPTLC3	-1.82025
SUPT16H	-0.244
DTWD2	0.80225
ULBP1	-0.268
ZADH1	-0.00666666666666667
OIP5	-1.73075
IL10RB	0.406
OTUB2	0.195375
VWA3A	0.261333333333333
SPIC	0.4915
OR6C4	-0.3195
PSCD4	0.167833333333333
DPY19L2P2	-1.661
TRAPPC6A	0.581166666666667
C21orf2	-0.390166666666667
CEMP1	-0.49325
LIN7B	-0.0555
E2F7	-1.59133333333333
VCP	0.3920625
LAMA3	3.28808333333333
BGN	1.895
GPR160	1.00066666666667
COCH	-3.236
GPR81	1.81883333333333
APOBEC3F	-1.883
tcag7.1017	-1.07325
C1orf32	0.4065
SCGB1D2	7.43
FLJ43987	-0.2645
C6orf170	0.81525
KLK9	0.688
GPD1L	0.82125
VPS37B	-0.0315
ATG3	-0.5815
ADAMTS17	0.903
KLHDC2	-0.153166666666667
NDUFV2	0.13125
BLK	-3.12425
MATN4	-1.3585
GPM6A	1.009625
GBP4	2.007
TMEM162	0.0438333333333333
PKP2	0.3485
HRASLS	-1.34477777777778
MMP1	-3.78975
SFXN3	0.4033
FSD1	-1.82816666666667
ST6GALNAC3	-1.75733333333333
CA12	3.6455
NCOA6	0.2005
C19orf58	0.1101
PPP4R1	0.374
MAN1A2	0.7515
IKBKAP	-1.22225
UPF1	0.0465
KIAA1219	0.5675
WNT16	0.643666666666667
SNW1	0.173375
IL18RAP	1.33275
RPP30	-0.610375
CDC40	0.0241428571428571
SETD3	0.4875
SLAMF6	0.061
ELK4	-1.0185
TRIM47	0.426333333333333
ACOX3	1.55025
TRIM6	-0.026375
KIAA0372	-0.414
TP53AP1	0.826625
SMURF2	-0.93125
ADAD1	0.166666666666667
EBP	-1.1023
KRTAP13-2	0.188
FLJ36874	-1.06633333333333
TOR1A	0.166666666666667
P2RY4	1.4045
GPBP1	0.08875
TRPV1	-0.134375
ADAMTS12	0.203
PES1	0.1046
ATG4A	0.645166666666667
MAGEA10	-4.40725
WFS1	1.60475
CC2D1B	-0.151833333333333
PABPN1	-0.14725
SLC25A30	-0.06325
SLCO1C1	0.421
SLC22A5	1.429
KIF23	-1.17366666666667
SYN2	-0.725333333333333
ASPN	7.6065
CENTG2	0.67675
QSOX2	-1.886
FLJ10815	0.07
STK24	0.3189375
SPEG	-0.4559
STK10	-0.262666666666667
DACT2	-1.5305
AAAS	-0.57175
SSX3	-1.424375
ABCD3	-1.2462
C4orf12	0.1465
PARVG	0.474
FIG4	2.21225
C9orf46	0.47125
TMCO6	-0.456
IGHMBP2	-0.59075
DUS2L	-1.0925
FAM3C	-0.4985625
TMEM16D	0.46975
DCTN4	0.56575
KCNH3	-0.33625
EIF2AK2	0.99675
AP1S3	0.469
CST4	1.5925
PAM	0.00631249999999998
NUTF2	-1.049
CITED2	0.1039
