Hybridization REF	TCGA-AO-A0JC-01A-11R-A056-07
CKAP2	-1.4635
DKFZP564J102	-0.601
MGC87315	0.5655
HNRPAB	-0.87
AMH	-2.4755
ZNF526	0.38
BRUNOL5	-0.3819
CACNG3	0.507666666666667
TRPM1	-2.1425
PPP2R1A	-0.011375
COL2A1	-2.21875
DDN	-0.336166666666667
FLJ25770	0.0995833333333333
HK2	-1.01785714285714
ELOVL6	-2.585875
MDK	-1.8535
EPHX1	0.55575
RASSF2	2.650375
DKFZP434B0335	1.076
DLX3	0.1555
PRTN3	-0.91825
AVPR1A	0.70725
C21orf125	-2.63975
TNFAIP8	2.4425
GNB2L1	-0.2165
CALCRL	1.33775
SCGB2A2	1.89
UBXD7	0.40025
ZNF674	-0.1205
TMEM35	-0.5265
BRSK2	-1.29125
HECTD3	-0.0953333333333333
TMEM188	-0.659
LGALS9	2.94175
SCARB2	-0.850583333333333
USP34	0.39875
C17orf28	0.591583333333333
ZDHHC23	-0.894
AQP12B	0.3455
SLC16A3	-2.870625
APLP2	-0.604125
ITIH2	-5.28375
MICAL3	0.884
TNNI3K	0.208
HDAC2	-0.58425
PRR7	0.2677
THBS2	-2.72025
LOC751071	-1.04566666666667
CA2	-0.978833333333333
RANBP17	-0.916
RLN3	0.06875
CRYZ	-0.366666666666667
GBAS	-0.781
TAS1R1	-0.602
MPZL3	0.1035
PCDH8	-2.022
HSP90B1	-0.56
KCNK15	-0.484
TNIP2	0.423333333333333
GPR146	0.63025
NOL6	-0.3925
SPC25	-2.75188888888889
STEAP2	0.634071428571429
VAMP3	-0.788166666666667
TCIRG1	1.043
ZP4	-0.0661666666666667
PARL	-0.631875
TRIM39	0.252666666666667
KIAA1305	1.15575
CRNN	-0.256833333333333
GRN	0.04125
HSH2D	1.407
SCAMP1	-0.6440625
KIAA1913	0.6765
PTS	-0.90425
BANP	0.326357142857143
PRKACG	-0.00474999999999999
ADCY6	-0.494333333333333
C16orf46	-1.2575
CYP51A1	-0.355625
DDC	-5.6795
ANPEP	-0.323333333333333
PROM1	-2.84083333333333
SIGLEC10	3.55475
COPG	0.5295
FAM26E	0.491
TRIP4	0.40375
SNX3	0.384833333333333
C1orf175	0.821
PPY2	0.062
C14orf152	0.69
FTSJ1	-1.25833333333333
DST	-0.45785
LOC554235	-0.02175
GLRX5	-0.98525
C20orf12	0.7477
CAB39	0.699
MSH2	-1.52816666666667
PIP4K2C	-0.1545
CYLD	2.89825
WTAP	0.452
MGAT4A	0.964
TSC22D4	0.682
CHRM2	-1.912
PPYR1	0.287166666666667
CCNH	-0.123
RRM1	-1.61525
ECAT8	-4.157
LOC400120	-0.965
GABRA4	-0.2285
C14orf4	0.2275
C1orf59	-0.155
CTDSPL	-0.993416666666667
NHEDC2	-0.936
PDE11A	-1.74566666666667
KLHL29	0.557
CD5	2.9624
TSPAN9	0.136
WDR67	-0.25775
THUMPD1	0.558
C18orf17	0.9335
CLYBL	0.160166666666667
FLJ13231	-0.312875
CMBL	0.289
LECT2	-0.46025
NKAPL	2.61266666666667
LOC654780	0.662
OR4C6	0.469
RAB30	0.7775
TSSK4	-0.097
TMEM163	3.2015
OSBPL11	0.802
GNB5	0.135666666666667
CCL21	3.5085
C1orf121	-0.513833333333333
FMO2	2.81216666666667
RPTN	0.3125
MSTN	1.3395
VCL	-0.796071428571428
FYTTD1	-0.094
C11orf1	-0.5435
CCDC88C	1.826875
HFE	-0.914611111111111
MOGAT1	0.0165
FAM125B	0.409833333333333
IRGQ	0.053
RAVER2	-0.26225
AKAP5	-0.796
SSSCA1	-0.60325
C11orf63	0.619
ACTG2	-0.1226
PORCN	-1.0215
DTL	-2.46545454545455
TMEM151	0.5825
FAM122C	0.165
RSAD2	2.52
BAT4	-0.353
KRTDAP	-1.85633333333333
MYH8	0.077
CRTC3	0.97725
LRRFIP2	0.2327
INTS4	-0.280166666666667
TTN	1.49066666666667
SLC26A5	0.384
PLLP	-1.86075
RGS6	-0.7035
SRGAP3	0.79875
ZNF525	0.466
NBR2	-0.2855
C13orf1	-0.6337
ZNF137	0.342
CEP27	-1.44925
BEST2	0.2435
RNF121	-1.4635
DMRTC2	0.709
C8orf76	-0.53775
BCCIP	-0.657625
MEST	-1.80725
HTRA2	0.019
ANGPTL2	-0.20175
ILKAP	0.309666666666667
ERAS	0.28
HBS1L	0.202375
CPA5	1.788
TMEM30A	-0.433333333333333
CD300LF	2.4085
WISP3	0.613
CRK	-0.668571428571428
PDS5A	-0.2691
BRPF3	-0.189833333333333
NEDD9	0.53375
SMPDL3B	-1.0465
PSG6	-1.99625
PSMD13	0.212
ETV5	-2.1110625
OR51A4	-0.1305
BTBD7	0.649916666666667
GSTO1	-1.0155
hCG_16001	-0.2375
MAD2L1BP	-0.732666666666667
COX6A2	2.053
SCNN1A	-1.32566666666667
LSM1	-0.208
UGT2B11	-2.0875
IDUA	1.05375
PPP2R3C	-0.3025
COX11	-0.924166666666667
PDZK1	2.3725
ZNF443	0.476333333333333
MGC21874	1.3465
ZNF323	-0.7343
KRTAP10-10	1.0605
CXCL6	1.7195
SLC34A2	0.4243
LOC284402	0.039
NPTN	-0.286916666666667
UPP1	-1.39116666666667
SLC6A9	-1.5385
OR7G3	-0.514
CISD1	-0.867333333333333
ZNF545	0.238166666666667
SYT14	-0.4015
NT5C3L	-1.174
ZNHIT3	-0.297666666666667
SNRPD3	-0.08125
KIAA0701	-0.18475
UNC93B1	0.826
GMNN	-2.43625
SPCS2	0.0536666666666667
LOC388524	-0.75
NAPRT1	-0.43625
PNLIPRP1	0.894
OR6V1	1.018
PRKAB1	-0.447
EYA4	-2.9425
KIF20A	-2.22525
ALG10	-1.17725
ITPKC	0.126333333333333
LMX1B	0.5645
RPUSD4	-0.396
C7orf34	0.026
DLGAP2	0.2505
PFN1	0.5987
MICALL2	-0.104833333333333
ZNF654	0.974
SS18L1	-1.563875
SLC16A8	0.3445
MKI67IP	-0.4835
ITGB3	-1.348375
TCEA3	1.00058333333333
CEP152	-1.558625
CLIP1	1.02175
ZNF75	1.321625
ATP5C1	-1.06116666666667
NUDT5	-0.611166666666667
PSCDBP	4.53875
UBP1	-0.36925
RBM27	0.22725
C13orf15	2.897625
ZNF282	-0.246333333333333
ZNF222	0.641
COL10A1	0.929
PRDM15	0.019875
TTTY5	0.276
FAM9C	-0.899583333333333
C20orf67	0.28225
GNG13	3.5415
F12	-0.2325
C1orf41	-0.9065
CPXCR1	0.412
GSK3A	-0.1615
SUPT6H	-0.302833333333333
PI16	4.08116666666667
ELL2	-1.23508333333333
C9orf167	-0.816833333333333
PVRL3	-1.2792
FLJ38596	-0.45825
ADAM20	0.0535
GPR89A	-0.1345
GPR87	-3.1105
ZNF30	0.04525
SMR3B	0.00425
ZNF770	-0.0685
TRPC4AP	-0.692833333333333
DKFZP686E2158	0.00183333333333333
C2orf28	-0.643333333333333
FREM1	-0.0475
LAMA4	0.439333333333333
ADPRHL2	-0.142
EIF4G2	-0.0286666666666667
GUCA1A	0.1465
CTNNA2	-1.37575
NUDT15	-1.88
CEPT1	0.150333333333333
ZNFX1	0.4909
CCDC92	1.04775
TDRD1	-0.348
KCNK5	-0.684833333333333
ETNK1	-0.13
LTA	1.4095
TTPA	-0.345666666666667
B3GALNT2	-0.60025
SC65	-2.0995
PEX5L	-1.452125
EPS15L1	-0.1565
MGEA5	1.16775
HIST1H3A	0.60525
ING1	0.382
BCAT1	-3.074375
ORC6L	-3.02336363636364
KLK11	-5.20233333333333
C19orf28	-1.285625
DNER	-4.018875
MED22	-0.644142857142857
ETV6	1.41216666666667
CHAC2	-1.7165
CD300E	0.2325
CEBPB	-0.2245
ZNF398	-0.1775
LRCH3	0.64
HMGA1	-1.12483333333333
CAPN7	-0.370833333333333
MGC5566	-1.52525
CCL3	3.231625
NANOS1	-1.498875
ZFYVE19	-0.8305
APITD1	-1.32633333333333
PARD3	-1.2455
IRAK4	0.486833333333333
SERPINI2	0.307
CEP170L	-0.2935
TTC9	2.221
MYOM3	-2.118
MLPH	0.469
LOC222699	-0.6145
NRG1	-1.47045454545455
TBC1D9	1.69827272727273
TTK	-2.65216666666667
ZNF557	0.4887
DDX41	-0.303833333333333
FANK1	2.454
UBE2D2	0.278125
PSMB10	1.967125
MYH7B	1.0075
GABARAPL2	-0.191125
MARVELD2	-0.297
DGCR2	0.413333333333333
UNC45A	-0.483333333333333
C6orf72	-0.1565
ZNF683	4.253
GIT2	1.629625
CASK	0.2745
C14orf161	2.45183333333333
LRRC44	1.93125
TIFA	1.045625
UTP11L	-1.2845
C6orf65	-1.47575
FDPS	-1.20925
DUSP9	-1.8171
SLC17A8	0.2695
OR51G1	-0.145833333333333
NANS	-0.96875
OLFML1	1.67225
ATP10B	-0.965142857142857
NPAS3	-0.4465
PRKCA	-0.9695
GGA2	1.3298125
LCE4A	0.5595
SPANXN3	0.07925
CCDC115	1.225875
SDCCAG3	-0.594
GLIPR1L1	0.059
TTC1	-0.115
C17orf76	1.45125
MAD2L2	-1.651
HIPK1	0.4085
LRRC3B	-0.0723333333333333
CLN3	-0.616909090909091
C17orf47	-1.294
FMN2	1.096625
TUBB1	-1.60725
WAPAL	0.3775
C3orf21	-0.91675
SCN5A	-0.8282
SMYD1	1.70325
BEX5	1.568
ZNF192	0.4635
SEC22A	-0.333666666666667
GRIA2	1.14635714285714
KIAA0825	-1.19025
NUSAP1	-2.24036363636364
LANCL1	-0.2665
C15orf40	0.0959
ZNF645	-0.05175
GPR61	-0.02925
NLRP14	-0.201
SNX21	-1.3418
C1QTNF8	0.547
C17orf46	0.29025
IFNA8	0.362
SPRR1B	-1.41633333333333
FLRT1	-0.33275
SNX17	-0.186166666666667
ASB2	2.90933333333333
HBG1	-5.783
RPRML	-1.92925
JOSD2	0.00999999999999999
PLSCR3	0.98475
SPOCD1	-1.5655
RAB39	-0.02
GHRH	-0.0733333333333333
ITIH5L	0.2375
C17orf37	0.60575
SMCR8	-0.061
DPY19L2P3	-0.907666666666667
IL11RA	1.80533333333333
GDF3	-3.6845
RPS6KB1	-0.721166666666667
DNAJC19	-0.5437
TOP1	-0.33175
CRCT1	-0.064875
MPST	-0.1305
DPM2	-0.68375
FAM38B	-0.7295
SLC18A1	-0.722666666666667
FARP1	-0.269
PAX7	-0.1545
TUBD1	-1.06025
GNL3	-0.74475
BTG2	2.28553333333333
NDUFS6	-0.87475
C1orf79	0.368
ERAL1	-0.67975
ECHS1	-0.034
VPS4A	-0.224166666666667
CYP11A1	0.081625
ABCC6	-2.83878571428571
PBX4	1.1345
MOSC1	-1.612375
NCF4	2.72575
HYMAI	1.0805
NAGPA	-0.058125
OTOP2	0.26
ACOT12	-0.221
MTHFD2L	-0.710625
LOC441376	-0.03825
C19orf34	0.337
RAB1B	-1.06
ALDOAP2	-1.472
NTRK1	-1.81416666666667
ARTS-1	0.6532
SLC6A11	-0.7505
NAP1L2	0.925
CNGB1	-0.1975
EPB41L4B	-1.81433333333333
FAM134B	0.89925
HS3ST3A1	1.2325
CPXM2	4.927
SIRPB2	0.174
CHORDC1	-0.6445
TRIB3	-2.5105
SLC2A5	1.6365
C2orf49	-0.451333333333333
DDX5	0.77875
OR5L1	0.571
ANAPC4	0.475333333333333
ZSWIM1	0.185125
LOC93622	-0.285375
KCNK3	-0.2809
RP11-35N6.1	-2.03625
ZFP161	0.863833333333333
AQP9	-0.04725
SLC15A2	1.07733333333333
MREG	-0.446166666666667
OR9I1	0.1565
PDLIM2	0.51375
ADAM7	0.1025
GSTCD	-0.401666666666667
WDR21A	-0.764
SLC12A8	-0.4835
TMEM174	0.086
IGSF3	-1.55
LRRN1	-2.72125
LOC402117	-0.2845
SRPK1	-1.47716666666667
LY6K	-2.3406875
NFIA	2.0075
PTCD3	-0.081625
LEP	1.812
PCDH21	0.243666666666667
MAPKAPK2	0.490714285714286
NMNAT1	-0.447833333333333
LHFPL2	0.197
C9orf43	0.469
DIP2A	-0.746
ACTR8	0.0445
CCDC34	-1.182
PTPN22	1.895625
ITGA3	-1.562
FAM129C	4.61025
RABGGTA	-0.176
UNC45B	2.50375
KIAA1033	1.184375
ZNF510	0.245166666666667
CYP2D6	-0.2835
SLC26A10	-2.209
STX8	0.35625
LUZP1	-0.385375
WDR89	0.541166666666667
EIF4G3	0.4297
C5AR1	1.0595
ZNF623	-0.6445
A2M	0.5825
TGM7	0.6245
GRPEL1	-0.6725
LMNB2	-1.2863
ROCK2	-0.0748333333333333
SNX16	-0.408125
CCDC66	0.81
ANXA3	-1.9065
KIAA1609	-1.351875
EED	-0.2285
RNF32	-0.404833333333333
HES1	-0.5961
CLC	0.850833333333333
ISL1	-0.9145
KIAA0528	0.77725
MANEA	-0.072375
C1orf61	-1.267
hCG_2001000	0.31875
RAPGEF6	1.8054
KIAA0020	-0.610333333333333
NEIL1	2.096
C16orf45	-0.93625
RBM10	0.2025
C10orf125	0.047
MRS2L	-0.8535
DNAH17	-1.321
C19orf10	-1.2915
C1orf160	0.7105
SLFN12	1.0785
EXOC3	-0.303666666666667
HIST3H3	0.26975
NCOR2	-0.0381666666666667
TNFRSF9	3.95625
MFSD8	-0.514
ALX1	-3.42033333333333
NOL1	-0.9125
PODN	2.2395
TIAL1	-0.47
HIST1H1E	-0.4905
NPY6R	0.393
TM4SF4	-0.52975
CORO2A	-0.59875
ETNK2	-1.37366666666667
APOE	1.0994
ANGPT4	0.532
HDGF2	-0.43075
G30	-2.051
ST8SIA4	1.02375
F2RL1	-1.929375
FAM19A4	-2.2755
CCAR1	-0.3155
B3GNT7	-0.01725
OPHN1	-0.2845
DSCR6	-1.1405
C21orf13	0.7195
GAS2L1	-0.49475
RFX3	1.0475
COPS4	-0.690875
BCHE	-4.3395
BCL2	2.97075
HBZ	-3.10733333333333
ARL13B	0.18825
MAPBPIP	0.098625
MYO15B	1.394875
SPZ1	-0.216666666666667
KIAA1324	2.762
PLCL2	2.042
C4orf29	-0.60875
WDFY2	-0.044875
ZNF284	-1.08
NAALADL1	1.4185
DUSP5	0.357166666666667
PXDN	-0.74125
SLMO1	-1.60425
TNXB	0.8283
BIRC7	-1.26975
A4GALT	0.947666666666667
TIMM22	-0.00425
FAM110C	0.000500000000000007
TOMM34	-1.3705
ABHD9	0.2375
ADAM32	0.5065
CRHBP	0.90775
AQP2	0.529125
LOC130355	0.168
ZNF187	0.504666666666667
ZNF816A	0.8635
F7	0.375375
CNOT1	-0.3791
SLC13A4	-1.1475
ZBTB11	0.162
B3GALT5	-0.626
EXOC2	0.751
IRS1	-0.1794
TMEM1	0.823
MRPL34	-0.102666666666667
SAMM50	-0.59675
CDC42EP3	1.682625
HSF2	-0.7602
MFN2	-0.31575
TSPAN7	0.658666666666667
NUCB1	0.0985833333333333
RHOH	2.6115
ARL16	-0.7585
TACR1	0.2665
SFRS5	1.09133333333333
SNX25	0.41475
RHBDF1	-0.836833333333333
PCDH18	1.20716666666667
HMG1L1	0.46075
MYO5C	0.055625
MAPK10	0.139
LDHAL6A	-0.4844
NUDT12	-1.419
NCAM1	-0.623125
GLIS2	0.8735
GGTL4	-0.57675
DAPP1	2.24475
ATF7	0.225625
KIAA0748	3.23875
NFIL3	-0.738
TM6SF1	0.1916
SEZ6	0.070625
NANOS3	-0.565
DNAJA3	-0.938166666666667
CLDN6	-2.7075
CIITA	4.1883
EPHA4	0.11275
FANCC	-0.2615
CMTM3	0.244875
PSG3	-0.720375
MRPL15	-1.356
C21orf59	0.077
PLCXD2	0.1955
C2orf34	-0.102125
UBE2L6	1.370125
MED14	-0.124166666666667
HP1BP3	0.0204
C6orf208	-0.2295
TPBG	-0.325
OSR2	-0.739
XPC	0.312333333333333
KLHL7	-1.25283333333333
CCR3	-0.365
AGTPBP1	0
PCSK6	-1.92573333333333
STAT5A	-0.1677
FAM18B	-0.3925
LONRF2	-0.814833333333333
PTPN2	0.2685
SF3A3	-0.473833333333333
EFCBP2	-0.411
HCFC1	-0.542166666666667
AHNAK	-0.0935
ACTR5	0.106
KIF14	-2.39685714285714
TENC1	0.7715
HEATR5B	1.2855
YIPF2	-0.125333333333333
MYEOV2	0.522333333333333
DUSP18	1.49725
KIAA1012	0.82475
AHR	0.3025
C17orf53	-2.20783333333333
PTPRH	-3.99825
ATP6V1C1	-1.096
TAS2R3	-0.228
LOC440356	-1.9
COQ10B	0.1915
PSMF1	0.1585
SORBS2	1.31866666666667
NFE2L2	-0.17725
TMCO7	-0.1075
SH3PXD2A	-0.4571
SH2D2A	1.39775
SPINK5	-3.33375
MRPS24	-1.34075
OPA3	0.68825
TRAF7	-0.6305
C4orf35	0.729333333333333
MT1G	-1.7715
MGC39545	0.706
HS1BP3	-0.3288
OR2B2	-0.0305
CHRM4	0.239
SFRP2	-0.42075
RIC3	2.26675
ART1	-1.125
C6orf1	0.750625
DUS4L	-1.85225
C10orf104	0.90275
TNFAIP6	-0.83225
RTEL1	-0.80375
CCT4	-1.2005
ZNF709	0.553
CHMP6	0.5505
UPP2	0.41625
CYP19A1	-2.30675
CD151	-1.265
NDUFA13	-0.571333333333333
ARFRP1	-0.942166666666667
FAM26B	1.60225
CRYBA1	-1.443
MRPL41	0.225333333333333
NPFFR2	-0.744375
HRH2	0.195
SCAMP3	-0.775333333333333
MTMR6	0.6277
MTG1	-0.681666666666667
UBTD1	-0.248
CRABP1	-2.9195
FLJ33790	-0.8859
KIAA1908	-0.340166666666667
GPR158	-3.44075
PACSIN3	-1.602
OMD	0.878333333333333
CATSPER1	-1.21566666666667
HOXB8	-0.273
FBXO46	1.2605
OAS1	1.936
SVIL	-0.1225
PHB2	-0.8415
ADCY3	0.097
NDRG2	0.6265
ERMAP	-0.4182
APBA2	0.199166666666667
IGSF9	0.30675
WNT6	0.367714285714286
MYCBPAP	1.2525
ATP2B2	0.0454444444444445
CPVL	-0.0621
TRAM2	-0.872333333333333
NOP5/NOP58	0.20375
ZNRF4	0.61775
TLK1	0.595875
MTMR12	-0.0107857142857143
ZNF384	-0.218666666666667
FAM9B	-3.0815
RPN1	0.3567
PMVK	0.06625
EIF3D	0.1631
SIX2	-0.94225
HPS1	1.32728571428571
RNF7	-0.111
PSKH2	0.108
KCTD13	-0.457833333333333
CSMD3	-0.1954
FBF1	-0.1795
IL8	-5.896125
SERPINB13	0.456416666666667
FBXL20	-0.51425
BLR1	1.05
SH2B1	0.282666666666667
RFNG	-0.3145
RAB20	0.594833333333333
RBM7	-1.77175
POLR1A	-0.903666666666667
TMPRSS4	-3.43875
TAF9	-1.113875
TERF2	-0.064
TNFRSF1A	0.170916666666667
ACADVL	0.0513333333333333
GTF2H5	-0.11725
EDG8	0.322333333333333
C9orf140	-2.1395
UST6	0.0865
ZBTB8OS	0.0385
ZNF710	0.2125
GPR174	1.952
ATP6V0A2	0.09025
KIAA0319L	0.595666666666667
XKRX	0.822
DOPEY2	1.0771
SDHD	-0.158333333333333
SUMF1	0.2
OSM	2.50425
OPN3	-0.05175
DAGLB	-0.715666666666667
PPFIBP1	-0.6538
TRIM63	-2.2785
C10orf53	0.6595
LYPD3	-0.394
BCL7A	0.284625
AGER	0.568166666666667
TCF19	-1.127875
SAT2	-0.14225
PFTK1	1.48983333333333
GABRE	-2.484875
C15orf38	0.529
FIS1	-0.749
KCNV2	0.1395
CLPS	0.05275
PPCDC	-0.599125
FOXN2	2.09833333333333
NT5E	-1.5006
CD83	2.98
IL18	2.4435
VPS16	0.38425
IGFBP2	-0.767833333333333
NOTCH2	0.103
SIGLEC1	3.17475
CD93	5.499
SULF2	-0.928
CEP164	0.144875
P53AIP1	0.3575
TOR2A	0.3295
ZNF136	1.178
MGP	3.6446
CCDC144A	1.01733333333333
TRPC1	-0.779833333333333
SMS	-0.939666666666667
MAPK7	-0.303833333333333
RRAGC	0.64525
PARD6A	-0.236333333333333
NUB1	1.4035
SYNGR4	0.71425
OR11H12	-0.465
WIF1	0.427375
GCH1	0.76325
OR11H4	-0.0455
SLC44A5	-0.702
GPRIN2	-0.434666666666667
LOC401431	0.9285
CPA4	-3.056
MELK	-2.56588888888889
IL15RA	1.8015
CUL3	0.902
HMBOX1	1.079
PODXL	-3.20075
CCT6B	-0.05
COMTD1	-0.95325
MUC20	-0.815166666666667
GPX2	-3.65225
ITK	2.904
FBXL5	1.59675
C13orf27	-1.806
DEFA5	-0.3005
TRHDE	0.164
MTP18	-0.6535
UQCRQ	-0.5677
ITGB2	3.603
CSRP2BP	0.1155
TAS2R44	1.2825
PHPT1	-0.105125
FAM44C	-1.08975
ERH	0.03425
MPHOSPH1	-1.183
MORC1	-0.6575
PARVB	-0.63775
LAMA1	-2.588
PGBD3	-0.00849999999999999
GIMAP6	4.97025
AREG	-3.53
LIPT1	0.40625
MGC99813	-2.0065
C1orf201	-0.135833333333333
GRIN2A	-1.0317
MAN2C1	-0.203625
NSUN5	-0.30575
SF3B5	0.062
MYC	-1.588375
NRXN1	-0.367666666666667
ZNF18	1.21725
SPDYA	-0.48025
SLC37A1	1.119
DECR2	-0.98325
ANKRD38	-0.81325
SPTLC3	-2.26516666666667
SUPT16H	-0.32375
DTWD2	0.304
ULBP1	-0.8115
ZADH1	-1.3395
OIP5	-3.11625
IL10RB	0.202666666666667
OTUB2	-1.205625
VWA3A	-0.300333333333333
SPIC	2.576
OR6C4	-0.0935
PSCD4	3.0895
DPY19L2P2	-0.898
TRAPPC6A	0.429
C21orf2	0.2555
CEMP1	0.54425
LIN7B	0.0325
E2F7	-2.36
VCP	-0.298125
LAMA3	1.05391666666667
BGN	0.217
GPR160	-0.1495
COCH	-1.53683333333333
GPR81	-0.0395
APOBEC3F	1.34175
tcag7.1017	-0.281
C1orf32	0.515
SCGB1D2	0.1595
FLJ43987	-0.042
C6orf170	-0.37125
KLK9	-0.021
GPD1L	0.3845
VPS37B	0.40775
ATG3	-0.328666666666667
ADAMTS17	0.5205
KLHDC2	-0.0248333333333333
NDUFV2	-0.6925
BLK	3.604
MATN4	-0.705
GPM6A	0.71925
GBP4	5.23716666666667
TMEM162	0.305833333333333
PKP2	-0.9595
HRASLS	-4.01066666666667
MMP1	-4.33575
SFXN3	-0.4292
FSD1	-1.44416666666667
ST6GALNAC3	-0.836
CA12	1.3753
NCOA6	0.4825
C19orf58	-0.1017
PPP4R1	-0.7225
MAN1A2	0.697333333333333
IKBKAP	-1.25175
UPF1	0.229333333333333
KIAA1219	0.251
WNT16	1.93766666666667
SNW1	-0.147625
IL18RAP	4.88
RPP30	-0.385625
CDC40	0.543285714285714
SETD3	0.197166666666667
SLAMF6	3.58225
ELK4	0.483
TRIM47	0.299
ACOX3	0.843875
TRIM6	0.262125
KIAA0372	-0.196666666666667
TP53AP1	0.991
SMURF2	-0.71075
ADAD1	-0.000499999999999987
EBP	-1.2696
KRTAP13-2	-0.3765
FLJ36874	-0.430333333333333
TOR1A	-0.579333333333333
P2RY4	1.0035
GPBP1	0.73025
TRPV1	0.843
ADAMTS12	-0.241166666666667
PES1	-0.7847
ATG4A	0.688833333333333
MAGEA10	-4.2455
WFS1	0.884
CC2D1B	0.253166666666667
PABPN1	0.368375
SLC25A30	-0.32175
SLCO1C1	0.557333333333333
SLC22A5	1.125
KIF23	-2.87283333333333
SYN2	-0.596333333333333
ASPN	4.322
CENTG2	-1.13275
QSOX2	-0.4169
FLJ10815	-0.135666666666667
STK24	0.0685
SPEG	-0.8581
STK10	2.07033333333333
DACT2	-0.32
AAAS	0.02075
SSX3	-1.54775
ABCD3	-0.5052
C4orf12	-0.903375
PARVG	3.57033333333333
FIG4	1.079
C9orf46	0.44875
TMCO6	-0.341
IGHMBP2	-0.84675
DUS2L	0.412
FAM3C	-0.253875
TMEM16D	-2.383625
DCTN4	0.234
KCNH3	0.372
EIF2AK2	1.33975
AP1S3	-0.1965
CST4	0.1145
PAM	0.012875
NUTF2	-0.8355
CITED2	-0.3282
SLC39A4	-0.75225
C2orf52	-1.186
GRM3	0.03475
C12orf49	-0.191
CCDC49	0.00150000000000001
GRAMD1B	-0.29525
FNDC4	-0.7735
SIAH2	0.73275
GDPD4	0.4555
C21orf87	0.086625
ATP5A1	-0.797833333333333
C16orf63	-0.927125
LOC388135	-0.906333333333333
ATP5J2	-0.506625
MMP3	-5.0805
EMID2	0.1375
CRHR1	0.00899999999999999
WDR70	-0.08875
C13orf31	1.90225
ZFAND1	-0.5955
CCL18	4.44816666666667
C3orf49	0.294
RINT1	-0.1255
KIAA0408	-0.899666666666667
F13A1	5.3461
SLC10A1	0.3365
OGN	0.94275
GIPC2	-0.894333333333333
XPO6	0.0283333333333333
LCE1A	1.369
FMR1	0.6063
LOC374920	0.355
DUSP3	-0.388125
ANKMY1	-0.05475
C7orf50	-0.88425
BBS9	-0.1153
UNC119B	-0.30775
C9orf72	0.717625
MGC35440	-0.46025
ENTPD6	-0.694
PPP1R2P9	0.58675
ERCC4	-0.5025
FAHD2B	-0.695
HMHA1	2.8605
HACL1	-0.01125
RAD23A	-0.1935
FAM83B	-1.97725
PPP5C	-0.963
RNASEH2C	0.07275
C9orf153	-0.478666666666667
SCAMP4	0.283
GHITM	-0.2431
NDUFB7	-0.072
ADCYAP1	0.599166666666667
SP110	3.531
MAP3K7IP2	1.178
DHH	0.107
AGRN	-0.545285714285714
WDR33	0.415666666666667
CEP290	1.06883333333333
PRPS1L1	-1.21016666666667
KLRA1	0.563
GPR97	-0.025
CHD7	0.383583333333333
TLR10	5.397
SLC30A8	-0.788
HIC1	1.6215
IAPP	0.549
RXFP4	-0.18475
GP1BB	1.757
SHQ1	-0.1695
NKX2-3	0.392166666666667
API5	-0.1775
FTHP1	-0.4445
MOV10L1	0.0186666666666667
TRIM6-TRIM34	3.21633333333333
ADHFE1	1.77525
FAM117A	1.79875
DDI1	-0.0421666666666667
CDON	0.0435
TRIM73	0.056
IGKC	5.092
MMP14	-1.18758333333333
DYNC1LI1	-0.463625
C11orf66	0.3825
TRBV3-1	1.50525
FASTKD5	0.0075
BIVM	-1.17725
LHX4	-0.2495
CXCL2	0.586
RAB2B	-0.250666666666667
IZUMO1	-0.90675
MAP3K15	-2.39175
FAM19A2	-0.302333333333333
ZC3H8	-0.783166666666667
ZMAT1	4.051875
SPINK5L3	-2.9475
SLC10A6	0.2535
APPL2	0.076625
CARD10	-1.014
LOC402176	0.083625
EEF1D	0.9479
RAB6A	-0.1529
C12orf5	-0.3665
PAPOLG	0.81825
MSRB2	-0.2275
BCR	0.440333333333333
PUS3	0.01575
TIAM2	1.08475
ZNF317	0.295833333333333
CHD2	0.572071428571429
FZD5	-2.39245454545454
NUDT8	-1.75775
ZNF763	0.453
PRC1	-2.525
ABCB9	-0.751
SPATA3	0.31025
TRAK2	0.722375
STAB1	2.991875
LRRTM2	0.6725
psiTPTE22	1.9625
DBI	-0.03675
SERPINA11	-3.73875
NAT5	-0.918
C20orf58	-2.57475
RPS6KA4	0.757833333333333
FLJ90650	0.88075
TGFBRAP1	0.42475
CHRDL2	-0.7025
FAHD2A	-1.0805
CNTN1	-0.21675
BBS4	-0.4674
TMEM181	-0.53725
MINPP1	-1.078
MPHOSPH6	-0.913
HOXC10	-0.1827
ITPKB	1.655875
CLPTM1L	-0.374875
MEOX2	2.2085
ATP6V0C	0.000750000000000001
PRPF8	0.00583333333333333
TMC5	1.92025
FKBP3	-0.7625
PLEKHB2	-0.730375
OR4D6	0.5955
ZNF544	-0.4599
D2HGDH	0.186375
RPL18A	-0.218
HEL308	0.712875
MPP6	-2.63125
TCERG1	-0.58375
KRT16	-2.30916666666667
KLF17	-0.7345
KLF5	-0.4615
CDR1	1.699
VCX3A	-4.4495
FBLN2	1.629375
C14orf104	-0.493
HBE1	-4.8956
OR4S2	0.364
C1orf108	-0.4595
ROBO4	3.86333333333333
CPEB4	1.10925
C11orf80	-1.12833333333333
BCKDHA	-0.145166666666667
MYOC	2.45375
