Hybridization REF	TCGA-A8-A0AD-01A-11R-A056-07
IL1RN	0.1803
KIF13A	0.38475
RAC3	-0.64
TCTE1	-0.37
TMEM14B	-0.812666666666667
ADIPOR1	-0.1305
GRINA	1.284
CLIP4	-0.5645
LRIT2	0.741
TFPI	-4.28321428571429
FABP6	-2.574
SLITRK2	-0.7639
HKR1	1.262
SMTN	0.374
C1orf75	0.18325
CD209	0.145125
CYB5R2	2.554
DNTTIP2	-0.199333333333333
CSGlcA-T	1.17475
GABRB3	0.302
PCBD1	0.185
TAF3	0.915916666666667
HOXD3	-0.4025
GIPC3	-0.2405
P11	0.8667
BFSP1	-0.08275
LCP2	0.8575
TAS2R8	-0.546
SEZ6L	-0.112625
NR2C1	-1.215375
EXDL2	1.2892
TNFRSF13B	-2.6085
MKI67	-2.793
GLS	0.191166666666667
C7orf54	-0.4848
LGALS13	0.5455
IL4R	0.091
SEC11A	-0.097
SPP2	0.7605
C18orf32	1.18725
CLSPN	-1.8585
SPAG1	2.96675
C9orf82	-0.55575
TM4SF1	-0.401666666666667
EMILIN2	1.035
SMG7	-0.1335
TAS2R13	-0.4215
ZNF628	-0.205
DZIP1L	-0.678
ANKRD13A	0.2867
VASP	1.294375
ZCCHC11	-2.37075
SYPL1	1.071125
MGC34774	0.496
C4orf28	-0.292875
KIAA1211	-0.756833333333333
RPS27L	-0.24225
TATDN3	-0.82225
PDCD1	-0.63025
OR5P2	0.3905
IFIT1L	0.504
MIPOL1	1.28125
OR51D1	0.60075
C1orf92	-1.15016666666667
LAMP2	0.318722222222222
CAT	-0.802
C16orf80	-1.63725
C15orf32	-0.94
ZNF746	0.13
C1orf76	-1.7385
ATXN1	0.6065
LAMC2	-2.606125
SLC2A7	-0.457
CPOX	-2.37275
APH1B	1.62116666666667
LOC442245	0.609
CTNND1	1.62083333333333
GABRG2	-0.958714285714286
MADCAM1	-0.580333333333333
F5	-1.204
SEMA4F	1.04783333333333
NUDCD3	0.546
PDZD11	0.9035
TRIML1	-0.6975
GCNT3	-3.26883333333333
TMEM120A	-0.21125
CNDP1	0.3725
N4BP1	0.121375
SLC35F2	-2.422625
LCP1	0.00499999999999999
IGBP1	0.0668
DCAKD	0.6945
ELA2A	-1.085
C12orf56	-2.74
PITRM1	-0.592285714285714
GUK1	0.379
RASSF8	0.9369375
OR2A14	-0.03525
ADM	-0.109777777777778
FGD3	3.11116666666667
GHRHR	-0.135333333333333
RHPN2	0.02
C4orf39	-1.65183333333333
VPS72	-0.52325
SERF2	1.09716666666667
CD22	2.18166666666667
CD47	-1.0127
PPIC	0.353833333333333
IMPDH1	1.20933333333333
ACP6	-1.2495
PRKACA	0.226
PPP1R1A	0.116875
TRPV3	-0.47
ASXL1	-0.77175
C17orf55	0.616166666666667
FXYD1	-1.0215
LMOD2	0.29
ANKRD33	0.182
LCE2C	-0.271
ZNF620	0.5365
DKFZP566E164	-1.21
VSIG2	-0.127
KIAA1128	0.67075
USO1	-0.0901666666666667
NUDT4	-0.4795
CLDN1	2.06328571428571
OR4Q3	-0.047
FASTK	-0.0208333333333333
ICOS	0.963333333333333
LDB1	0.51525
GSTA5	-1.11666666666667
ABCC1	-0.6595
FAM54A	-3.24225
PCBP2	-0.358833333333333
NUP205	-1.384
ACTA1	-2.38683333333333
GABBR2	-2.32475
PIP5K1B	-2.27133333333333
AGXT	-2.333
RNF181	-0.1965
ATP8A2	-1.03025
AFTPH	1.295875
FGF21	0.3825
FCER1G	2.749
SNTB1	-0.16275
SLC24A3	2.063875
TXNL4B	-1.353
RPL10L	-0.243666666666667
LOC389517	-0.6366
TSGA13	0.5615
SHOX2	-0.206
ITGA7	-1.1716
KCNIP2	-0.779333333333333
KLF13	1.6148
ZFAND2A	-1.38375
CEACAM1	-1.15607142857143
PFKFB4	-1.462
MED19	0.1445
LRRC57	0.2875
RNF11	0.7935
ANKRD32	-2.4745
P117	0.19325
OBFC2A	0.218833333333333
POLD3	-0.685833333333333
RAB18	0.341375
TPH2	0.192666666666667
PHB	-0.0536
JDP2	2.32883333333333
MORF4L1	0.0502
POU2F1	-0.52475
CNNM2	-0.378833333333333
LOXHD1	0.175666666666667
ZC3H15	-0.11825
ELK3	0.399166666666667
FAM111B	1.51825
CBLC	3.52716666666667
SBNO1	0.399
ANKMY2	-0.25375
PLEKHA5	-0.19975
DHX58	1.471
ARCN1	0.287666666666667
TREML1	0.8854
KNCN	0.3275
SEC24A	-0.591375
PSCA	-2.414
MGC24125	0.621
DNA2L	-2.21975
CIB4	-0.737571428571429
HIGD2A	-0.083
TBX6	-0.181833333333333
TTLL5	-0.035
SGK3	0.276333333333333
GCN1L1	-0.597
AMOT	-0.1438
LDOC1	-1.147
NRK	0.7895
ASB9	-1.70825
NAT1	2.9605
TRAFD1	0.26575
PEAR1	0.2275
FAM36A	0.26925
OR1S2	0.427833333333333
LOC388323	-1.93275
PGS1	-1.23466666666667
LEPREL1	-1.61525
TFF1	-0.234583333333333
HAP1	0.10875
EPHB2	0.17575
ACTG1	1.208
ZFP42	-2.305
HAVCR2	1.7958
NME1	-1.1335
SNX26	0.12675
LACTB	1.378
ZKSCAN2	-0.12275
C5orf35	0.99775
ANKS3	-0.42175
RBM28	-1.0165
DKFZP586P0123	-0.694
HNRNPA1	-0.263166666666667
BCAS3	-1.795
FLJ20184	0.8175
POLA2	-1.01516666666667
TMC7	1.18516666666667
HSD17B6	2.183
ZNF658B	-0.480833333333333
TTTY10	-0.1645
RANBP9	0.478333333333333
CPNE7	-2.9535
EVL	1.87670588235294
LNX1	-0.7645
IFNA21	0.243
CFD	0.7355
PYCARD	0.863
MYBPC2	-1.7905
ENPP3	-1.997
ACSL4	-1.20275
LOC440258	-0.240666666666667
TMEM176B	2.48466666666667
SOX2	-5.4595
SCO1	-0.874666666666667
COMT	-0.1045
AOC2	-0.31975
PDLIM5	0.934214285714286
SPHK2	0.1925
NXPH2	0.592
GPR108	0.5615
RAD51L1	-0.421333333333333
TMEM54	0.725
LETMD1	-0.737
SLC6A17	0.64175
KRT75	-0.564
STT3B	-1.00616666666667
CD3EAP	0.5025
TMEM63A	-0.06625
DUSP13	-2.955
CD1C	-1.50066666666667
LASS2	0.851
AVP	0.8715
PITPNM1	-1.537125
FLJ22795	-3.4465
MCTP1	-2.4035
TRIM68	-0.918666666666667
UCK2	-1.14283333333333
ABHD1	0.34275
FAM50A	0.34875
RNASEH1	-0.814666666666667
PCP2	1.8125
OR52H1	0.032
C20orf149	1.039
RBP5	0.617666666666667
HYAL3	-0.59275
CLPB	-1.056
SMNDC1	-0.78575
DONSON	-2.08966666666667
FLJ27523	0.91075
BARHL2	0.215333333333333
SLC30A9	0.570166666666667
TMPRSS11B	0.31425
E2F8	-2.46016666666667
CCDC25	0.515916666666667
C14orf48	0.109833333333333
C20orf116	0.594625
TSPAN11	0.0965
YIF1B	-1.08116666666667
FAM12B	0.489
OR1L6	-0.05
HPN	2.0413
NBN	-0.191375
C14orf94	-0.333666666666667
OCLM	2.291
ZSCAN18	2.1443
L3MBTL	-1.5758
TSTA3	0.171833333333333
RAC1	0.520875
C19orf15	0.735333333333333
NFE2	-4.245
KLK14	0.216
ARSF	-0.288
MAST2	0.414666666666667
AMICA1	0.150333333333333
GTF2A1	-0.21175
ATP1A3	0.8435
TC2N	2.5347
PNKP	0.42525
ODZ2	0.088
MATR3	0.162875
S100P	0.130375
KRT82	0.0985
CA13	0.7471
PROZ	-1.29966666666667
AASDH	0.34925
C19orf40	0.1155
DCK	-0.377461538461538
FAM5C	-1.89375
SLC6A4	3.6805
MID1IP1	0.319125
TESSP5	0.339
TMOD4	-0.649666666666667
DOCK2	0.167333333333333
TUG1	1.4295
NUP214	-1.12775
DPYSL2	-0.4625
GOLM1	0.162166666666667
MPFL	0.532
SOX13	0.77425
SDCCAG8	0.7412
KEL	-2.781
NUP210L	-2.8385
GK	-0.806875
DNAJB1	0.73525
ALPK3	0.586
CHID1	-0.0237
CYLC2	0.588166666666667
IKZF5	-0.355
C8orf51	0.1185
PPM1J	2.85875
GIMAP8	2.6715
GPR101	-0.354
NR2F1	-2.456
ACAD8	-0.13225
RBM35A	0.761
GNAI2	1.06466666666667
METTL8	0.506666666666667
SLC39A7	-0.276
FBXO8	0.25725
CAMK1	0.349
RFC3	-1.611875
FAM129A	1.48471428571429
ILF2	-1.039
FGFBP3	-2.60225
NOM1	-0.8455
PSMA3	-0.7565
ASCC3	-0.6158
ZYG11A	-2.2735
SOX21	-1.29225
LYRM1	-0.0605
DEFB1	-1.797
LOC91431	-2.67216666666667
OR7C2	1.0185
FAM46B	-0.00462499999999999
TMEM18	-0.68425
ARHGAP30	2.11616666666667
TMEM86A	3.61975
EPHA2	-1.53133333333333
C10orf46	0.1374
TCHH	-0.384666666666667
C3orf30	0.7735
LOC285636	-0.120333333333333
PAIP2	-0.223
CYP2U1	0.350625
C12orf34	1.4755
SARS2	-0.808
ZCWPW1	-0.3265
SAMD12	1.040875
KIAA1430	0.980625
ACAT1	0.79075
MEOX1	0.381333333333333
ADAMDEC1	2.4675
PHKA2	0.059
CARD11	-0.271666666666667
CALML4	-1.6075
TSSC1	-0.66575
TMEM45A	0.326222222222222
MPP7	0.28975
POU1F1	-0.0565
SLC2A13	0.164
FBN2	-0.426571428571429
ZC3H7A	0.0304
LAIR2	-0.31425
ST3GAL1	1.064
LCT	-3.36475
GEMIN8	0.684833333333333
KLF16	0.8197
HIF3A	-0.459
FAM44A	0.952142857142857
AQP10	-1.0849
PLA2G2A	-1.5205
FOLH1	1.21983333333333
C20orf186	0.197
MAPKAP1	-0.08875
SPRR2D	-1.39475
UBQLN4	-0.657666666666667
RSHL1	0.469
PIAS3	0.71825
MRPL24	0.53625
GREB1	-1.4635
FAM27E3	-3.7455
NUP62CL	-0.9325
NEUROG3	1.3795
REEP3	0.745166666666667
MARK1	-1.681625
LMBRD1	0.82725
PRPF19	-0.4235
PNMT	-1.139
CTGLF1	-1.447
SLC25A16	-0.003
EIF2B3	-0.6385
RPA2	0.1765
PAK6	1.69933333333333
CCDC26	-4.437875
SEMA3E	1.182
MXD4	1.3819
TNFSF10	3.5281
SMARCB1	-0.0243333333333333
DTX3L	1.33916666666667
PLA2G4E	-0.3265
PPAP2A	0.20475
ULK1	0.314583333333333
TAS1R3	0.131
SLC2A3	-1.88309090909091
ARID3A	-2.0785
GNG5	-0.43275
ACOX1	-0.2439
KIF5B	-0.238
NUP153	-0.67
MUC7	0.6025
CSDE1	-0.414357142857143
CLPTM1	0.178
C3orf23	-0.584375
LRRC17	0.9345
TTYH3	-0.38775
ATP5B	-0.6355
ELF3	0.2167
CPSF3L	0.397
ZNF665	0.5285
TLR6	1.5721
GPI	-0.84975
RAD9A	-0.244125
NDST4	-3.37425
AGPAT3	0.694333333333333
MAGI3	2.26283333333333
ADORA2A	-0.95375
CACNG7	-0.323
CAMK2D	-0.722285714285714
CCHCR1	-1.68375
RPS27A	-0.21325
OR10G7	0.254333333333333
GCM2	0.033
FAM135B	3.4202
E2F1	-1.7385
PLCB3	-0.546
OR2AE1	-0.2035
COIL	-0.503166666666667
CDC25C	-2.16016666666667
RAB11FIP2	0.504833333333333
TSC2	0.50625
CTGLF5	-1.8255
CCDC108	0.169
OR13C4	-0.102
C10orf81	2.753
PTPRB	0.9165
ACP2	1.533
LAG3	-0.681
MRPL54	0.27075
LOC201175	1.254
ITGB1BP3	-1.3985
SPTAN1	0.6805
SIPA1L2	-0.768
RCAN2	-0.835
CDX2	0.215
ECOP	0.50625
ACTR1A	0.141142857142857
PPARG	-1.672
BBS10	0.285
TMEM44	-1.92975
BPIL2	0.568
CITED1	-2.259
IRF6	3.588
PRDM4	0.4025
RRP9	-1.02733333333333
OR10H4	0.454
IL31RA	-0.94425
GNB1L	-1.60116666666667
MYBL2	-2.3385
ZNF407	1.20166666666667
PPIG	-0.174166666666667
TTC18	1.55275
RPSA	-0.698
MAPT	1.997125
MRE11A	-0.145571428571429
C8orf37	-0.1245
RASGEF1C	-0.655166666666667
STBD1	0.58025
CTAG2	0.0753333333333333
MGAT5B	-1.4145
ECM1	1.715
RLN1	2.34
PARP14	0.90425
EPB41L1	0.9503
HOXA3	-0.426916666666667
MAGEA9	-4.93625
RPS8	-0.540666666666667
RPS19BP1	0.18125
FOXJ2	0.45175
C10orf76	0.02425
IL17RE	0.2425
C10orf65	-2.37775
ZNF343	0.0178333333333333
FBXO33	-0.444625
UHMK1	0.7968
LY6G6C	-0.31725
FGF19	-2.79975
C14orf128	-0.3595
IFIT2	2.382375
TIGD1	-1.0205
S100G	-0.1255
GUCY1B3	2.403
NR3C1	-0.2919
CORO1B	0.621166666666667
PARP11	1.47133333333333
DNALI1	4.19366666666667
OR4N4	0.404
MAP2K6	-1.396
FSTL4	1.9425
ANKRD47	0.802375
TMEM171	-2.181
PNLIP	0.323
YY1	0.452666666666667
CCDC138	-1.79216666666667
AASDHPPT	-0.0819
CKS1B	-1.704
MCM3	-1.605
ANAPC7	-0.348
FAM110A	0.92975
CDC37L1	2.15483333333333
THTPA	1.283
NBPF20	0.092
WDR24	0.57075
NPTX2	-0.47925
CBLB	0.0958333333333334
CETN1	0.6326
RPUSD1	0.835
FAF1	-0.47075
CDK6	-3.0797
HMX2	0.4365
CSK	-0.1965
TEAD2	-1.238
SNAP25	-0.42175
TUFT1	1.3841
TMTC3	1.04383333333333
LCK	-3.352
SGOL1	-1.43233333333333
AKTIP	1.11375
FURIN	1.632125
SOX12	-0.305166666666667
DEFB103A	-0.33525
RAMP1	-0.0145
KIR3DX1	0.0605
GAS2L3	-0.571
PDE8A	-1.8756
EDN3	-1.0895
GMIP	0.9145
SF3A2	1.352
FN3KRP	0.35075
SMAD7	1.14925
RHBDD2	0.60275
OR11H6	-0.707
PPP1R3B	1.6038
C9orf23	0.427
CADPS	-0.47775
GOLGA8A	-4.290375
TMEM57	1.0135
RGL3	0.297
S100A14	3.166
FGFR2	1.37025
XRCC3	-0.72075
RTN4RL2	0.256
MGC3771	2.293
GH2	0.3115
BTBD2	0.38675
LMO2	0.1955
RDBP	-1.2085
ACRBP	-0.14575
AMY2A	1.834
DUOXA1	1.601
PTK7	1.21516666666667
TWF2	0.295166666666667
FAM80A	-0.6925
TNNI2	-1.96516666666667
GLT25D1	-0.121333333333333
OCC-1	-2.823
CYC1	-0.502333333333333
RPL22	0.0161818181818182
MORN3	2.15716666666667
DISP1	0.775
PRB2	0.0455
CHUK	-0.6865
HR	-0.918875
CCDC134	0.577125
DENND4B	-0.88875
C14orf130	0.763875
RAB33A	-1.24675
DCST2	0.2515
TNMD	-2.1105
PEX7	1.295
FAM62A	0.63325
SRD5A2L	0.51425
IL22	0.149
RPS26	-1.497
HOXC5	-0.305
SPATA6	1.9795
FLJ38482	0.47375
ZNF234	1.1275
C18orf22	1.0085
SPATA22	0.85575
THOC1	-0.34125
CYP7B1	1.90325
KCNC3	1.27075
C8orf42	-1.5365
ALDH1B1	0.610333333333333
CCDC100	0.2005
ARMC4	-3.6615
FAM18B2	-0.3625
SLC44A1	0.739625
FBXO17	-2.19583333333333
C6orf107	0.536
C19orf29	-0.1445
ZC3HAV1L	0.2305
PARP6	-0.2409
SULT2A1	-5.33825
C1orf159	-0.6405
TMC1	0.78
CHST14	0.667571428571429
GAMT	0.78
SMCP	-0.207
TSPAN33	0.984916666666667
MIDN	0.7435
NOX4	2.91475
RNASEN	-1.1612
TBX1	0.232666666666667
SALL2	0.578
C10orf35	0.94775
CYP2E1	-1.1055
LRFN2	1.85933333333333
ACO1	-0.7195
IQCG	0.9259
MEGF9	2.239
TM7SF4	0.21525
PLEKHA1	0.313066666666667
STK33	-3.3755
C1orf210	2.4035
SNUPN	-0.2591
KIAA0406	-0.7676
C20orf29	0.094
TMEM55B	0.04125
OSTM1	-1.01475
CLCN7	0.6695
OTP	-0.6125
FLJ23049	-1.14275
HEATR4	0.7295
MAP3K10	1.135
PCDHGA9	0.921
AMDHD2	1.20025
LCTL	-1.641
PDCD2L	-0.3215
CABLES2	-1.171
SLC5A9	-0.388
CLCA2	-3.092
MGC16025	-1.162
STRAP	-0.793166666666667
C20orf196	-0.3995
RRBP1	0.652833333333333
NAT13	-0.13375
MAT2B	-0.409875
CSNK1D	-0.725
KIR3DL1	0.66625
PRKAG3	-0.416
ZNF599	1.131
PRM3	0.796
PER2	2.23816666666667
ASPHD1	-3.4655
PRMT6	-1.0035
KCNE1L	-0.750071428571428
FAM118A	0.2495
TAF4	-0.6975
NDUFB6	0.07175
TRIM9	-1.45754545454545
PMFBP1	0.24275
KY	0.2515
DKFZp762E1312	-2.68890909090909
CSMD1	-2.031
TBP	-0.6295
OR1Q1	0.136666666666667
RETNLB	0.2355
HPGD	-0.246
DNAJC12	2.49233333333333
FKBP1B	0.8935
ANKRD24	0.471
CXXC5	0.9775
IL3	0.383714285714286
DRAM	-0.2842
PTCH1	-2.15225
TP53BP1	0.21025
SLC17A7	0.293625
COL25A1	-1.1566
AMACR	0.505833333333333
RHCG	-0.884
VPS13A	-0.482916666666667
FAM55D	0.9445
PRPF38B	-0.703083333333333
OSBPL6	2.80275
PFDN5	0.3616
CMTM6	1.463
KCNK12	-1.9905
RP2	0.004
C16orf52	-0.4405
PICK1	0.986
IFNE1	-2.1714
SEMA4B	1.52175
TYRO3	-1.443
OR12D2	0.2835
CSNK1A1	0.6466
FANCF	0.75775
LONP2	0.397125
TBL1Y	-1.3865
LDOC1L	0.26625
CCNC	-0.57275
C3orf60	0.296
CHKA	-0.57875
UBAP1	-0.097
MAP3K1	2.031
ANKRD9	-0.0885
FAM92A1	-2.274
GAB2	0.266625
AZU1	-0.40925
DIS3	-0.973083333333333
C21orf109	-1.1495
IQCB1	-0.883
SPATS2	-0.292666666666667
EFCAB3	-0.4515
PRB3	0.064125
FUZ	0.094
ZNF813	0.549875
BMPER	-1.54116666666667
HEG1	0.49875
ALS2CR11	-1.67525
SURF2	-0.25575
PSMC1	0.07725
OR2D2	0.566
SLC7A8	2.7985
C4orf40	0.214
SPATA7	0.61925
MAZ	0.0573333333333333
PIN4	0.13775
PDE1A	-1.67125
TAF6L	-0.258666666666667
OR2T34	0.657
KIAA0284	0.54825
ACADS	-0.145272727272727
MKRN2	-0.8705
C18orf56	-1.7975
MS4A6E	0.429333333333333
GALNT4	1.5833
C22orf31	0.262
FLJ36070	0.9205
PSME4	0.38725
TFG	0.0149
EPHX2	2.501375
ANXA5	0.38775
KRTAP1-1	-0.1606
BATF	1.67275
KARS	-1.6605
MSTP9	-1.6795
GPR26	0.166375
CCDC72	0.22675
TEF	2.00183333333333
FOXK1	-0.6346
PRLHR	0.9725
EMX1	2.10625
C11orf30	-0.032875
ICK	-0.063875
THSD7B	-0.717333333333333
C21orf100	-1.2855
DUOX1	2.1665
EFCAB4B	1.6425
UBE2G2	-0.569666666666667
C3orf54	0.51375
PARP1	-1.3395
FAM60A	-1.00133333333333
C6orf146	-0.3025
OR9K2	-0.0855
DDX55	-0.867333333333333
RPS15	0.0485833333333333
ZNF618	1.2928125
DKFZp686D0972	0.436
SSPO	-1.3235
SHFM3P1	0.695666666666667
CPA6	5.12225
JAG2	0.151
DEFA3	0.334
PPBPL2	0.435833333333333
CD34	4.065125
SLCO4A1	-3.730625
AFG3L1	-1.9705
SHD	-1.10675
RP13-122B23.3	-0.1875
PRKCSH	-0.368
DPH5	-0.3705
HLA-F	1.606625
TBC1D4	-0.9135
RIG	0.4054
GLUD1	0.0223333333333333
HNRPCL1	0.770875
HBXIP	-0.3555
RNF207	-0.903
APIP	-0.96825
PLA2G3	0.375833333333333
CCDC84	-0.88625
MYLIP	0.521846153846154
PHIP	-0.727
AARS2	0.2435
DHX32	-0.2955
SCAPER	-0.00183333333333333
MEN1	-0.4195
NIP7	-1.623
FLJ25404	1.737
FASTKD3	-1.08725
TMEM158	-1.00433333333333
RARA	1.8115
BDH1	0.5185
ANKRD16	-0.0185
CARM1	0.3245
SS18	-0.094
IKZF2	0.08125
MYD88	0.62675
PML	0.3228
TAF1A	-1.36175
CBFB	-0.698375
HIST1H3H	-0.7415
C7orf29	-0.699
COMMD4	-0.546166666666667
DPP3	-1.09025
DAB2	0.311875
LOC388882	-0.615
YPEL4	-0.630625
AGBL3	1.08075
LRP6	1.039
SERPINH1	0.190416666666667
TLE1	-1.12975
CD244	0.298666666666667
ZDHHC15	-1.29175
MGLL	-0.3544
PLDN	0.237916666666667
LOC654346	1.5205
FAP	3.32225
GPR37	1.1585
SCARA5	-0.2715
EBF4	1.64136363636364
LSM6	-1.11425
MLLT1	-0.036875
SLC5A12	-0.39775
A2BP1	-1.34983333333333
COPS5	-0.379333333333333
TPM4	0.0501428571428571
TNFSF4	1.68033333333333
ACADSB	0.399777777777778
HERPUD1	0.61625
BCL2L11	-0.0808333333333333
CEP78	-1.14275
CDCA3	-1.7415
WBSCR19	-0.0902
MYO1A	-1.739
PPEF1	3.87083333333333
LOC440348	-1.02675
CPEB2	3.01925
BPTF	-0.3565
RPL21	-0.4058125
GSX2	0.395
ADPRH	1.9475
C17orf68	0.444
KCNS1	-1.23866666666667
MLLT6	0.0331
PIWIL4	-0.504
RNF26	-0.41525
RAP1B	1.020625
ADAMTS1	-3.3405
ZNF571	1.145
P2RY6	-0.43575
TRIM21	0.761666666666667
CADM3	0.32375
NLRC5	0.576666666666667
ADRA2B	-0.1835
LOC90835	0.273125
PCF11	-0.3915
LOC400451	2.62525
GLTSCR1	0.9455
C17orf88	-0.0423333333333333
CDH16	-2.62475
FGF7	1.3785
PCSK4	0.162666666666667
NPC1L1	-1.38716666666667
TAT	0.25125
TBCA	-0.77025
MGC33407	-0.388
GPR115	-1.503125
CYGB	0.3565
FNBP4	-0.9535
C12orf43	-0.16875
CBL	-0.3288
CLECL1	0.16125
PPAPDC1A	2.50175
WDR25	0.376833333333333
SGCA	0.7425
C22orf29	0.885833333333333
YIPF1	1.92875
GALK2	-0.9195
RAB3B	1.5915
LOC440087	1.6615
UCP1	0.0225
REEP5	1.7465
FADD	-0.6333
FOXA1	2.91025
CACNA1A	0.724333333333333
ABI1	-0.169833333333333
GRIN2D	1.3735
SLC1A4	0.467333333333333
LOC401127	-0.5105
HINT2	0.454
PLD4	2.74666666666667
ZNF286A	-1.37025
ENY2	-0.8765
IL1F6	0.281
PXDNL	1.40075
C20orf79	0.4585
TNFSF13B	2.86566666666667
DENND3	1.050125
JARID1D	-3.59075
HIST1H2AK	0.71275
LOC93349	-0.4451
SSH1	-0.6923
ENSA	0.396
LOC219854	0.8375
CKAP2	-1.5526
DKFZP564J102	1.4535
MGC87315	1.11633333333333
HNRPAB	-0.08175
AMH	-1.6245
ZNF526	0.276
BRUNOL5	-0.1712
CACNG3	0.131333333333333
TRPM1	-2.5875
PPP2R1A	0.330375
COL2A1	-2.203
DDN	-0.2955
FLJ25770	0.956916666666667
HK2	0.203142857142857
ELOVL6	-3.296
MDK	-0.567
EPHX1	0.906
RASSF2	1.224125
DKFZP434B0335	-0.30825
DLX3	-0.114875
PRTN3	-0.95225
AVPR1A	0.72975
C21orf125	-2.06375
TNFAIP8	-0.640666666666667
GNB2L1	-0.71275
CALCRL	2.1605
SCGB2A2	9.01783333333333
UBXD7	-0.56675
ZNF674	-0.4035
TMEM35	0.742
BRSK2	-1.647
HECTD3	0.105666666666667
TMEM188	-1.00881818181818
LGALS9	2.0505
SCARB2	0.795916666666666
USP34	0.124166666666667
C17orf28	1.26283333333333
ZDHHC23	-1.5855
AQP12B	-0.9115
SLC16A3	-1.665625
APLP2	1.227625
ITIH2	-5.793
MICAL3	-1.036
TNNI3K	0.0778888888888889
HDAC2	-0.869625
PRR7	0.1992
THBS2	1.291
LOC751071	-0.0606666666666667
CA2	2.705
RANBP17	-1.9485
RLN3	0.398
CRYZ	-0.422166666666667
GBAS	-0.107333333333333
TAS1R1	-0.83375
MPZL3	0.3455
PCDH8	-2.103
HSP90B1	-0.380916666666667
KCNK15	1.0795
TNIP2	0.419833333333333
GPR146	-0.44325
NOL6	0.291375
SPC25	-2.64266666666667
STEAP2	-0.0349285714285714
VAMP3	0.248666666666667
TCIRG1	-0.01375
ZP4	0.258333333333333
PARL	0.053125
TRIM39	0.1725
KIAA1305	0.697
CRNN	0.129333333333333
GRN	0.738
HSH2D	0.074
SCAMP1	1.107125
KIAA1913	0.00499999999999999
PTS	0.122
BANP	0.0613571428571428
PRKACG	0.35675
ADCY6	1.23166666666667
C16orf46	-0.4075
CYP51A1	0.538375
DDC	-6.44275
ANPEP	-1.33116666666667
PROM1	-4.54033333333333
SIGLEC10	3.849
COPG	0.7865
FAM26E	1.97875
TRIP4	0.29875
SNX3	-0.154666666666667
C1orf175	0.674333333333333
PPY2	0.557
C14orf152	0.10675
FTSJ1	-0.508666666666667
DST	1.41545
LOC554235	0.00650000000000001
GLRX5	1.121
C20orf12	1.007
CAB39	0.414333333333333
MSH2	-1.57116666666667
PIP4K2C	1.04625
CYLD	0.885375
WTAP	0.4618125
MGAT4A	2.222
TSC22D4	-0.3429
CHRM2	-1.841
PPYR1	0.176
CCNH	-0.0476666666666667
RRM1	-0.88575
ECAT8	-1.8945
LOC400120	-0.62025
GABRA4	0.0372857142857143
C14orf4	1.03383333333333
C1orf59	-0.42425
CTDSPL	1.22525
NHEDC2	-1.244
PDE11A	-0.043125
KLHL29	-1.81325
CD5	-1.8296
TSPAN9	1.8991875
WDR67	-1.641
THUMPD1	0.6418
C18orf17	1.40275
CLYBL	-1.37733333333333
FLJ13231	0.131125
CMBL	1.005375
LECT2	-1.0405
NKAPL	1.86183333333333
LOC654780	0.448
OR4C6	-0.1475
RAB30	1.19483333333333
TSSK4	-0.307
TMEM163	0.982
OSBPL11	0.506333333333333
GNB5	-0.168333333333333
CCL21	0.1365
C1orf121	-0.418833333333333
FMO2	1.27866666666667
RPTN	1.2125
MSTN	0.3475
VCL	-0.107857142857143
FYTTD1	0.15175
C11orf1	0.37775
CCDC88C	1.0568125
HFE	-0.960555555555555
MOGAT1	-0.077
FAM125B	0.907166666666667
IRGQ	0.588
RAVER2	-2.37475
AKAP5	0.8915
SSSCA1	-0.42125
C11orf63	-0.081625
ACTG2	0.7396
PORCN	-0.9685
DTL	-1.83945454545455
TMEM151	0.554
FAM122C	0.248
RSAD2	3.0889
BAT4	-1.3335
KRTDAP	-1.96816666666667
MYH8	0.410285714285714
CRTC3	1.429
LRRFIP2	-0.2048
INTS4	0.0345
TTN	-1.12333333333333
SLC26A5	1.2825
PLLP	0.32725
RGS6	-1.18942857142857
SRGAP3	1.06775
ZNF525	0.253166666666667
NBR2	-1.808
C13orf1	-0.5583
ZNF137	0.5525
CEP27	-1.23875
BEST2	0.2325
RNF121	-0.44675
DMRTC2	0.37775
C8orf76	-0.64225
BCCIP	-0.954375
MEST	-1.2845
HTRA2	0.4725
ANGPTL2	1.2155
ILKAP	-0.200166666666667
ERAS	0.278
HBS1L	-0.483625
CPA5	0.2125
TMEM30A	0.659666666666667
CD300LF	2.741
WISP3	0.1555
CRK	0.196357142857143
PDS5A	0.1617
BRPF3	0.492
NEDD9	0.13975
SMPDL3B	1.18125
PSG6	1.32925
PSMD13	0.4195
ETV5	0.0800625
OR51A4	0.091
BTBD7	0.7155
GSTO1	-1.395625
hCG_16001	-0.195
MAD2L1BP	0.373166666666667
COX6A2	1.638
SCNN1A	2.7745
LSM1	0.271833333333333
UGT2B11	-4.07175
IDUA	0.2985
PPP2R3C	-0.609
COX11	-1.26866666666667
PDZK1	-1.4785
ZNF443	0.505166666666667
MGC21874	1.72833333333333
ZNF323	2.1411
KRTAP10-10	-0.069
CXCL6	-0.8375
SLC34A2	0.225111111111111
LOC284402	0.6035
NPTN	1.15658333333333
UPP1	-1.71158333333333
SLC6A9	-0.538
OR7G3	-0.40225
CISD1	-0.808166666666667
