Hybridization REF	TCGA-B6-A0RI-01A-11R-A056-07
S100A14	2.89275
FGFR2	-0.1820625
XRCC3	-0.55575
RTN4RL2	0.55575
MGC3771	1.008
GH2	0.362833333333333
BTBD2	0.45125
LMO2	-0.5065
RDBP	-0.3895
ACRBP	-1.936
AMY2A	2.003
DUOXA1	0.978
PTK7	1.54433333333333
TWF2	0.446833333333333
FAM80A	-0.9975
TNNI2	-2.55066666666667
GLT25D1	-0.2905
OCC-1	-1.292
CYC1	-0.765166666666667
RPL22	-0.0192727272727273
MORN3	1.77966666666667
DISP1	1.1105
PRB2	0.048
CHUK	-0.135
HR	0.424125
CCDC134	0.3185
DENND4B	-1.3975
C14orf130	0.330125
RAB33A	-1.5385
DCST2	0.3085
TNMD	-2.488
PEX7	0.863
FAM62A	0.598375
SRD5A2L	1.009
IL22	-0.64475
RPS26	-1.70233333333333
HOXC5	0.36
SPATA6	1.2585
FLJ38482	-0.37875
ZNF234	0.6035
C18orf22	0.6205
SPATA22	5.2205
THOC1	-0.48175
CYP7B1	1.93775
KCNC3	-0.163
C8orf42	-1.497
ALDH1B1	0.5815
CCDC100	0.0295
ARMC4	-0.6395
FAM18B2	-0.24425
SLC44A1	1.305
FBXO17	-1.584
C6orf107	0.1075
C19orf29	-0.44275
ZC3HAV1L	0.049
PARP6	-0.0971
SULT2A1	-5.120625
C1orf159	-0.33125
TMC1	0.41375
CHST14	0.38025
GAMT	0.121
SMCP	-0.191666666666667
TSPAN33	-0.674833333333333
MIDN	0.3545
NOX4	3.70825
RNASEN	-0.7725
TBX1	-1.99083333333333
SALL2	-0.3955
C10orf35	1.743
CYP2E1	-0.671375
LRFN2	1.34266666666667
ACO1	-1.42383333333333
IQCG	1.3629
MEGF9	2.34775
TM7SF4	1.45925
PLEKHA1	0.844666666666667
STK33	-3.49425
C1orf210	2.484
SNUPN	0.444
KIAA0406	-1.0402
C20orf29	0.07075
TMEM55B	0.035
OSTM1	-0.4163125
CLCN7	0.0555
OTP	-0.0355
FLJ23049	0.01725
HEATR4	2.303
MAP3K10	0.639333333333333
PCDHGA9	0.5985
AMDHD2	0.53775
LCTL	-2.3675
PDCD2L	-1.1405
CABLES2	-0.7275
SLC5A9	-0.61825
CLCA2	-0.735
MGC16025	-1.355
STRAP	-1.46916666666667
C20orf196	-0.787
RRBP1	0.467833333333333
NAT13	-0.50275
MAT2B	-0.061625
CSNK1D	-0.344
KIR3DL1	0.25775
PRKAG3	0.1265
ZNF599	0.945
PRM3	1.185
PER2	1.11133333333333
ASPHD1	-2.3315
PRMT6	-0.54775
KCNE1L	-1.10685714285714
FAM118A	-0.767
TAF4	-0.64725
NDUFB6	-0.21075
TRIM9	-1.09025
PMFBP1	-0.50275
KY	0.213
DKFZp762E1312	-1.93690909090909
CSMD1	-1.5445
TBP	-0.474666666666667
OR1Q1	0.591666666666667
RETNLB	0.0315
HPGD	1.45235714285714
DNAJC12	3.031
FKBP1B	-0.38275
ANKRD24	0.2115
CXXC5	1.84633333333333
IL3	0.12725
DRAM	0.624
PTCH1	-2.0695
TP53BP1	0.40325
SLC17A7	0.6475
COL25A1	-1.5077
AMACR	0.718333333333333
RHCG	-0.608
VPS13A	-0.670166666666667
FAM55D	0.6685
PRPF38B	-0.603583333333333
OSBPL6	1.40975
PFDN5	0.3228
CMTM6	1.27875
KCNK12	-2.00125
RP2	0.5555
C16orf52	-1.6355
PICK1	0.8355
IFNE1	-1.46166666666667
SEMA4B	1.6275
TYRO3	-2.13475
OR12D2	0.4265
CSNK1A1	0.397
FANCF	1.0255
LONP2	0.505125
TBL1Y	-1.3495
LDOC1L	0.40775
CCNC	-0.1515
C3orf60	-0.55275
CHKA	-1.833
UBAP1	0.55675
MAP3K1	2.841
ANKRD9	-0.7345
FAM92A1	-1.5695
GAB2	0.318375
AZU1	-0.24075
DIS3	-0.464333333333333
C21orf109	-0.73125
IQCB1	-1.155
SPATS2	-0.3115
EFCAB3	0.036
PRB3	0.2655
FUZ	0.0521666666666667
ZNF813	0.334125
BMPER	-1.60566666666667
HEG1	0.18325
ALS2CR11	-1.51475
SURF2	-0.468
PSMC1	-0.1025
OR2D2	0.429
SLC7A8	2.6435
C4orf40	-0.2945
SPATA7	0.2745
MAZ	0.28025
PIN4	0.42175
PDE1A	-2.502
TAF6L	0.0623333333333333
OR2T34	0.001
KIAA0284	0.78375
ACADS	0.194090909090909
MKRN2	-0.22
C18orf56	-1.57425
MS4A6E	0.144666666666667
GALNT4	1.4146
C22orf31	0.263
FLJ36070	0.342
PSME4	-0.39675
TFG	0.5367
EPHX2	0.67725
ANXA5	-0.165875
KRTAP1-1	-0.2388
BATF	1.83925
KARS	-1.543
MSTP9	0.2615
GPR26	1.871625
CCDC72	0.2805
TEF	1.18616666666667
FOXK1	-0.9315
PRLHR	0.5715
EMX1	3.41875
C11orf30	-0.272375
ICK	0.31625
THSD7B	-0.614
C21orf100	-1.723
DUOX1	2.487
EFCAB4B	-0.4325
UBE2G2	-0.834833333333333
C3orf54	-0.17875
PARP1	0.17125
FAM60A	-1.22733333333333
C6orf146	-0.4285
OR9K2	0.4835
DDX55	-1.376
RPS15	-0.113583333333333
ZNF618	0.91475
DKFZp686D0972	0.96575
SSPO	-1.065
SHFM3P1	1.08316666666667
CPA6	-0.61525
JAG2	0.122
DEFA3	0
PPBPL2	0.0975
CD34	3.5515
SLCO4A1	-3.504625
AFG3L1	-1.69733333333333
SHD	-0.885
RP13-122B23.3	-0.0146666666666667
PRKCSH	-0.137833333333333
DPH5	-0.6965
HLA-F	1.843375
TBC1D4	-0.53775
RIG	0.333333333333333
GLUD1	-0.339
HNRPCL1	0.935125
HBXIP	-0.364
RNF207	-0.3365
APIP	-1.19925
PLA2G3	0.542
CCDC84	-1.1885
MYLIP	-0.305692307692308
PHIP	-0.23525
AARS2	-0.308666666666667
DHX32	0.7935
SCAPER	-0.478666666666667
MEN1	-0.209125
NIP7	-1.653
FLJ25404	0.9905
FASTKD3	-0.677
TMEM158	-0.77725
RARA	1.92375
BDH1	-0.925
ANKRD16	0.02225
CARM1	0.5875
SS18	0.201833333333333
IKZF2	0.128666666666667
MYD88	0.76575
PML	0.5104
TAF1A	-1.17125
CBFB	-0.59675
HIST1H3H	-1.27516666666667
C7orf29	-1.5255
COMMD4	-0.675333333333333
DPP3	-0.14025
DAB2	0.461125
LOC388882	-0.593
YPEL4	-1.005875
AGBL3	0.9125
LRP6	-0.3621
SERPINH1	0.3805
TLE1	-0.96875
CD244	0.4195
ZDHHC15	-1.1125
MGLL	-0.9724
PLDN	0.236916666666667
LOC654346	1.645
FAP	3.94525
GPR37	1.36783333333333
SCARA5	-1.7835
EBF4	2.08681818181818
LSM6	-0.8465
MLLT1	0.1288125
SLC5A12	-0.80675
A2BP1	-1.14216666666667
COPS5	-0.4165
TPM4	0.241142857142857
TNFSF4	2.27966666666667
ACADSB	0.935333333333333
HERPUD1	0.08
BCL2L11	-0.786055555555556
CEP78	-1.07725
CDCA3	-1.8095
WBSCR19	-0.0806
MYO1A	-2.342
PPEF1	3.34433333333333
LOC440348	-0.49975
CPEB2	1.775
BPTF	-0.05025
RPL21	-0.386875
GSX2	-0.279
ADPRH	1.65316666666667
C17orf68	0.0615
KCNS1	-1.00816666666667
MLLT6	0.1446
PIWIL4	-0.12975
RNF26	-0.441
RAP1B	0.664
ADAMTS1	-3.7031
ZNF571	1.01925
P2RY6	-0.2955
TRIM21	0.901833333333333
CADM3	0.0685
NLRC5	0.375
ADRA2B	-0.256833333333333
LOC90835	0.975
PCF11	-0.11
LOC400451	1.28825
GLTSCR1	0.8166
C17orf88	-0.856166666666667
CDH16	-1.634
FGF7	1.480375
PCSK4	1.07183333333333
NPC1L1	-1.28716666666667
TAT	0.26025
TBCA	-0.63875
MGC33407	0.139
GPR115	-0.42225
CYGB	0.282
FNBP4	-1.06466666666667
C12orf43	-0.40425
CBL	-0.4447
CLECL1	1.597
PPAPDC1A	3.069
WDR25	0.4635
SGCA	-0.4395
C22orf29	0.378666666666667
YIPF1	1.3835
GALK2	-0.71225
RAB3B	-1.91216666666667
LOC440087	-1.061
UCP1	1.706
REEP5	1.413875
FADD	-0.161
FOXA1	3.516125
CACNA1A	0.493833333333333
ABI1	0.579166666666667
GRIN2D	1.0035
SLC1A4	0.1135
LOC401127	-1.01125
HINT2	0.1045
PLD4	1.09983333333333
ZNF286A	-1.7225
ENY2	-1.05725
IL1F6	-0.329
PXDNL	1.9365
C20orf79	0.0985
TNFSF13B	2.77333333333333
DENND3	0.061625
JARID1D	-3.65525
HIST1H2AK	-0.00587500000000001
LOC93349	-0.3627
SSH1	-0.6274
ENSA	0.5585
LOC219854	0.2695
CKAP2	-0.7399
DKFZP564J102	-0.268166666666667
MGC87315	0.195333333333333
HNRPAB	-0.46775
AMH	-2.087
ZNF526	0.483
BRUNOL5	-0.2953
CACNG3	0.123666666666667
TRPM1	-3.8985
PPP2R1A	0.586625
COL2A1	-1.157
DDN	-0.316
FLJ25770	1.64808333333333
HK2	-0.111857142857143
ELOVL6	-1.56825
MDK	-0.9145
EPHX1	1.15025
RASSF2	0.48325
DKFZP434B0335	-0.674
DLX3	0.811375
PRTN3	-0.7825
AVPR1A	0.30125
C21orf125	-1.193
TNFAIP8	-0.648833333333333
GNB2L1	-0.412
CALCRL	2.59875
SCGB2A2	7.80533333333333
UBXD7	-0.47625
ZNF674	-0.509
TMEM35	-0.089875
BRSK2	-1.445875
HECTD3	0.6535
TMEM188	-0.326916666666667
LGALS9	1.822
SCARB2	1.09858333333333
USP34	0.0919166666666667
C17orf28	2.62141666666667
ZDHHC23	-0.2235
AQP12B	0.092
SLC16A3	-0.86175
APLP2	1.015375
ITIH2	-5.8115
MICAL3	-0.761
TNNI3K	2.9353
HDAC2	-0.101125
PRR7	-0.0732
THBS2	1.887125
LOC751071	-0.127333333333333
CA2	-0.804833333333333
RANBP17	0.6785
RLN3	-0.083
CRYZ	1.0785
GBAS	-0.3175
TAS1R1	-0.8435
MPZL3	0.5235
PCDH8	-3.0985
HSP90B1	-0.0729166666666666
KCNK15	2.268
TNIP2	0.659333333333333
GPR146	-0.90575
NOL6	-0.16575
SPC25	-2.10288888888889
STEAP2	1.80678571428571
VAMP3	0.221
TCIRG1	0.289
ZP4	-0.133666666666667
PARL	-0.113875
TRIM39	0.226833333333333
KIAA1305	1.27475
CRNN	-0.113333333333333
GRN	0.86825
HSH2D	-0.1735
SCAMP1	0.7405625
KIAA1913	1.49025
PTS	-0.2705
BANP	0.326214285714286
PRKACG	0.48025
ADCY6	0.6455
C16orf46	0.17
CYP51A1	0.244875
DDC	-6.75075
ANPEP	-0.230666666666667
PROM1	-2.56866666666667
SIGLEC10	2.4605
COPG	0.7355
FAM26E	2.120125
TRIP4	0.68275
SNX3	0.294333333333333
C1orf175	0.389166666666667
PPY2	0.14575
C14orf152	0.502
FTSJ1	-0.386666666666667
DST	0.4345
LOC554235	0.20075
GLRX5	-0.0995
C20orf12	1.16
CAB39	0.289333333333333
MSH2	-1.249
PIP4K2C	1.124
CYLD	0.76625
WTAP	0.5953125
MGAT4A	1.32477777777778
TSC22D4	-0.3715
CHRM2	-2.25
PPYR1	0.0941666666666667
CCNH	-0.448333333333333
RRM1	-0.72975
ECAT8	-4.3135
LOC400120	-0.0395
GABRA4	-0.2995
C14orf4	1.484
C1orf59	-0.09175
CTDSPL	0.469
NHEDC2	-1.1235
PDE11A	0.1203125
KLHL29	-1.136
CD5	-1.8112
TSPAN9	1.0254375
WDR67	-1.55175
THUMPD1	0.4116
C18orf17	0.01675
CLYBL	-1.23883333333333
FLJ13231	-0.591375
CMBL	0.073
LECT2	-0.51325
NKAPL	1.96533333333333
LOC654780	0.2615
OR4C6	-0.3745
RAB30	1.04383333333333
TSSK4	-0.3675
TMEM163	3.193
OSBPL11	0.486666666666667
GNB5	-0.621333333333333
CCL21	0.2015
C1orf121	0.335666666666667
FMO2	1.34633333333333
RPTN	0.419
MSTN	0.553
VCL	0.923428571428571
FYTTD1	-0.01075
C11orf1	-0.025
CCDC88C	1.18025
HFE	-0.389444444444444
MOGAT1	-0.8195
FAM125B	0.583166666666667
IRGQ	0.2735
RAVER2	-0.53225
AKAP5	-1.0955
SSSCA1	-0.7355
C11orf63	1.6945
ACTG2	2.1896
PORCN	-1.1725
DTL	-1.266
TMEM151	0.4595
FAM122C	-0.53075
RSAD2	3.6517
BAT4	-0.84
KRTDAP	-1.94616666666667
MYH8	0.622714285714286
CRTC3	0.885
LRRFIP2	0.2688
INTS4	0.0498333333333333
TTN	-2.5504
SLC26A5	0.8045
PLLP	-1.28925
RGS6	-1.348375
SRGAP3	0.138625
ZNF525	0.0816666666666667
NBR2	-1.65983333333333
C13orf1	-0.0566
ZNF137	0.392
CEP27	-1.839
BEST2	0.112
RNF121	-0.45175
DMRTC2	0.17875
C8orf76	-0.43275
BCCIP	-0.464375
MEST	-1.40825
HTRA2	-0.0515
ANGPTL2	1.6035
ILKAP	-0.0923333333333333
ERAS	-0.135
HBS1L	-0.308125
CPA5	0.2615
TMEM30A	0.810166666666667
CD300LF	1.72733333333333
WISP3	0.8785
CRK	0.204214285714286
PDS5A	0.1897
BRPF3	0.391333333333333
NEDD9	0.031875
SMPDL3B	1.6385
PSG6	0.19575
PSMD13	0.256
ETV5	-1.1101875
OR51A4	0.068
BTBD7	0.349333333333333
GSTO1	-0.731375
hCG_16001	0.169
MAD2L1BP	-0.199333333333333
COX6A2	1.1645
SCNN1A	2.05483333333333
LSM1	0.003
UGT2B11	-3.71575
IDUA	1.0735
PPP2R3C	-0.745
COX11	-1.12816666666667
PDZK1	2.84275
ZNF443	0.887833333333333
MGC21874	1.52433333333333
ZNF323	2.4255
KRTAP10-10	0.2575
CXCL6	-0.93925
SLC34A2	-0.0483
LOC284402	-0.1
NPTN	1.252
UPP1	-1.16616666666667
SLC6A9	-0.615
OR7G3	0.4745
CISD1	-1.02933333333333
ZNF545	0.266666666666667
SYT14	-0.9465
NT5C3L	-0.214166666666667
ZNHIT3	-0.437666666666667
SNRPD3	-0.9685
KIAA0701	0.198625
UNC93B1	0.199333333333333
GMNN	-1.895
SPCS2	0.544166666666667
LOC388524	-0.4525
NAPRT1	0.42425
PNLIPRP1	0.33125
OR6V1	0.4215
PRKAB1	0.152
EYA4	-3.2325
KIF20A	-0.90875
ALG10	-0.31675
ITPKC	0.746666666666667
LMX1B	1.33233333333333
RPUSD4	-0.431166666666667
C7orf34	0.058
DLGAP2	0.07525
PFN1	-0.3887
MICALL2	-0.0183333333333333
ZNF654	-0.335
SS18L1	-0.9335
SLC16A8	0.31325
MKI67IP	-0.292166666666667
ITGB3	-0.352375
TCEA3	2.09766666666667
CEP152	-2.1315
CLIP1	0.727
ZNF75	0.1998125
ATP5C1	-0.675
NUDT5	-0.928833333333333
PSCDBP	0.157
UBP1	-0.06575
RBM27	-0.07325
C13orf15	2.605125
ZNF282	0.201833333333333
ZNF222	-0.2627
COL10A1	6.067
PRDM15	-0.543625
TTTY5	-0.1095
FAM9C	-0.64825
C20orf67	0.54325
GNG13	1.4025
F12	1.331
C1orf41	-0.64725
CPXCR1	-0.38
GSK3A	0.484125
SUPT6H	0.204166666666667
PI16	-2.603
ELL2	-0.131583333333333
C9orf167	-1.73966666666667
PVRL3	-1.4509
FLJ38596	0.262
ADAM20	0.051
GPR89A	0.2595
GPR87	-0.2245
ZNF30	0.74
SMR3B	-0.234
ZNF770	0.063375
TRPC4AP	-0.398166666666667
DKFZP686E2158	0.2485
C2orf28	0.0496666666666667
FREM1	-3.12833333333333
LAMA4	0.7315
ADPRHL2	0.30575
EIF4G2	0.746666666666667
GUCA1A	-0.0125
CTNNA2	-1.34175
NUDT15	-1.06116666666667
CEPT1	-0.130333333333333
ZNFX1	0.5734
CCDC92	1.251
TDRD1	-0.861
KCNK5	-1.804
ETNK1	0.329666666666667
LTA	0.8955
TTPA	1.19666666666667
B3GALNT2	-0.087625
SC65	0.2155
PEX5L	-1.529375
EPS15L1	0.74125
MGEA5	-0.317125
HIST1H3A	0.95
ING1	-0.361625
BCAT1	-1.9035
ORC6L	-3.30072727272727
KLK11	-6.07616666666667
C19orf28	-1.192875
DNER	-5.132125
MED22	-0.626714285714286
ETV6	0.658666666666667
CHAC2	-2.0825
CD300E	-0.0805
CEBPB	0.503333333333333
ZNF398	-0.009
LRCH3	0.0655
HMGA1	-1.505
CAPN7	0.0401666666666667
MGC5566	-3.027
CCL3	2.74875
NANOS1	-0.987
ZFYVE19	0.19325
APITD1	-0.197166666666667
PARD3	0.613125
IRAK4	-0.048
SERPINI2	-0.059
CEP170L	-0.598
TTC9	2.561
MYOM3	-1.61825
MLPH	1.65375
LOC222699	0.741
NRG1	-0.85675
TBC1D9	4.45609090909091
TTK	-1.26233333333333
ZNF557	0.4842
DDX41	-0.2115
FANK1	3.09
UBE2D2	0.043625
PSMB10	0.075125
MYH7B	0.772
GABARAPL2	-0.763625
MARVELD2	1.8125
DGCR2	0.139166666666667
UNC45A	0.214666666666667
C6orf72	0.1255
ZNF683	3.7345
GIT2	0.12675
CASK	1.2835
C14orf161	2.5435
LRRC44	0.96175
TIFA	0.671
UTP11L	-0.798375
C6orf65	-0.5925
FDPS	0.11125
DUSP9	-2.2809
SLC17A8	-0.013
OR51G1	0.00483333333333334
NANS	-0.1665
OLFML1	1.9595
ATP10B	-1.43
NPAS3	-0.6775
PRKCA	-2.3591
GGA2	-0.4641875
LCE4A	0.1295
SPANXN3	1.08975
CCDC115	1.8835
SDCCAG3	-0.841
GLIPR1L1	0.035
TTC1	-0.074
C17orf76	0.16975
MAD2L2	-0.5705
HIPK1	0.3366
LRRC3B	-1.08633333333333
CLN3	-0.405954545454545
C17orf47	-0.1125
FMN2	-2.145
TUBB1	0.205125
WAPAL	0.631166666666667
C3orf21	-0.156875
SCN5A	-0.7873
SMYD1	0.95525
BEX5	1.0355
ZNF192	0.0305
SEC22A	-0.084
GRIA2	0.0287142857142857
KIAA0825	-1.001
NUSAP1	-1.17981818181818
LANCL1	0.199375
C15orf40	-0.7617
ZNF645	0.164
GPR61	0.15525
NLRP14	-0.5745
SNX21	-0.4895
C1QTNF8	0.001
C17orf46	0.02375
IFNA8	-0.1465
SPRR1B	-2.18
FLRT1	-0.61975
SNX17	0.3055
ASB2	-1.69016666666667
HBG1	-5.5305
RPRML	-2.717
JOSD2	0.706333333333333
PLSCR3	0.26275
SPOCD1	1.39466666666667
RAB39	0.2075
GHRH	0.484
ITIH5L	0.9305
C17orf37	0.4435
SMCR8	0.523
DPY19L2P3	-0.991833333333333
IL11RA	0.112666666666667
GDF3	-4.35583333333333
RPS6KB1	-0.793916666666667
DNAJC19	-1.0973
TOP1	-0.1395
CRCT1	-0.075
MPST	0.28325
DPM2	0.249125
FAM38B	-1.52616666666667
SLC18A1	-2.66433333333333
FARP1	1.31166666666667
PAX7	-0.05475
TUBD1	-1.26725
GNL3	-0.592
BTG2	1.26786666666667
NDUFS6	-0.74175
C1orf79	-0.88325
ERAL1	-0.2955
ECHS1	0.287
VPS4A	-0.592333333333333
CYP11A1	-0.836625
ABCC6	-1.51428571428571
PBX4	-0.8055
MOSC1	-2.358625
NCF4	0.5405
HYMAI	0.2375
NAGPA	-0.717125
OTOP2	0.339
ACOT12	-0.3215
MTHFD2L	-0.495
LOC441376	6.43
C19orf34	-0.601
RAB1B	0.453
ALDOAP2	0.068
NTRK1	-0.318833333333333
ARTS-1	-0.0371
SLC6A11	-1.1605
NAP1L2	-0.08125
CNGB1	0.0383333333333333
EPB41L4B	-0.735083333333333
FAM134B	0.934625
HS3ST3A1	-0.0346666666666667
CPXM2	4.696
SIRPB2	0.813
CHORDC1	-0.840166666666667
TRIB3	-0.517833333333333
SLC2A5	1.32225
C2orf49	-0.812666666666667
DDX5	0.5825
OR5L1	0.772
ANAPC4	-0.267833333333333
ZSWIM1	0.103125
LOC93622	-0.141
KCNK3	-0.5531
RP11-35N6.1	-2.4785
ZFP161	0.586333333333333
AQP9	4.678
SLC15A2	-0.935166666666667
MREG	1.48233333333333
OR9I1	-0.063
PDLIM2	0.32425
ADAM7	0.2635
GSTCD	0.678
WDR21A	-0.191875
SLC12A8	0.637333333333333
TMEM174	0.06375
IGSF3	1.50075
LRRN1	2.42825
LOC402117	-0.25575
SRPK1	-1.49616666666667
LY6K	-2.3651875
NFIA	2.304
PTCD3	-0.4415
LEP	0.583666666666667
PCDH21	-1.08066666666667
MAPKAPK2	1.57535714285714
NMNAT1	-0.274166666666667
LHFPL2	0.848
C9orf43	-0.19525
DIP2A	-0.428666666666667
ACTR8	-0.038125
CCDC34	-0.58625
PTPN22	-1.151125
ITGA3	-0.395375
FAM129C	-0.022
RABGGTA	0.585333333333333
UNC45B	0.2285
KIAA1033	0.023375
ZNF510	0.164333333333333
CYP2D6	-0.475666666666667
SLC26A10	-1.351
STX8	0.043
LUZP1	0.015
WDR89	0.0128333333333333
EIF4G3	-0.2393
C5AR1	1.301625
ZNF623	0.499
A2M	0.2915
TGM7	-0.253
GRPEL1	-0.736
LMNB2	-1.0601
ROCK2	0.1485
SNX16	-0.011625
CCDC66	-0.3395
ANXA3	1.341
KIAA1609	-0.114125
EED	-0.57175
RNF32	0.513833333333333
HES1	0.9781
CLC	-0.175833333333333
ISL1	-1.13733333333333
KIAA0528	0.030625
MANEA	0.5735
C1orf61	-2.5055
hCG_2001000	0.2875
RAPGEF6	-0.3804
KIAA0020	-0.541833333333333
NEIL1	1.104
C16orf45	2.308
RBM10	-0.100166666666667
C10orf125	-1.253
MRS2L	-0.629
DNAH17	-1.40957142857143
C19orf10	0.04275
C1orf160	0.617
SLFN12	1.5655
EXOC3	-0.344666666666667
HIST3H3	0.80125
NCOR2	0.713333333333333
TNFRSF9	0.5715
MFSD8	0.39
ALX1	-4.30316666666667
NOL1	-1.9295
PODN	3.058
TIAL1	-0.79825
HIST1H1E	-1.783
NPY6R	0.1155
TM4SF4	-0.61475
CORO2A	0.12325
ETNK2	1.8925
APOE	0.9253
ANGPT4	0.2085
HDGF2	-0.01875
G30	0.1745
ST8SIA4	-0.201
F2RL1	-1.251625
FAM19A4	-3.46925
CCAR1	-0.31475
B3GNT7	0.1945
OPHN1	-0.2655
DSCR6	0.899
C21orf13	1.17266666666667
GAS2L1	0.572333333333333
RFX3	0.165833333333333
COPS4	-0.055
BCHE	-4.8495
BCL2	2.561125
HBZ	-3.29
ARL13B	-0.019625
MAPBPIP	0.834
MYO15B	0.357
SPZ1	-0.18175
KIAA1324	3.54611111111111
PLCL2	-0.78875
C4orf29	-0.51275
WDFY2	-0.692375
ZNF284	-0.384
NAALADL1	0.901
DUSP5	0.949333333333333
PXDN	1.36825
SLMO1	-0.4905
TNXB	0.2645
BIRC7	-0.9525
A4GALT	1.07483333333333
TIMM22	-0.243
FAM110C	1.392
TOMM34	-0.692
ABHD9	0.6075
ADAM32	0.5605
CRHBP	-0.751
AQP2	0.360125
LOC130355	1.04275
ZNF187	0.115333333333333
ZNF816A	0.5185
F7	-0.951875
CNOT1	-0.5467
SLC13A4	-1.91675
ZBTB11	-0.00925
B3GALT5	0.58525
EXOC2	0.6945
IRS1	0.8031
TMEM1	-0.0503333333333333
MRPL34	-0.399
SAMM50	-0.23075
CDC42EP3	-0.572875
HSF2	-0.316
MFN2	-0.096
TSPAN7	-2.738
NUCB1	0.894583333333333
RHOH	0.87325
ARL16	-0.308
TACR1	-0.0226666666666667
SFRS5	-0.755666666666667
SNX25	0.027375
RHBDF1	0.931333333333333
PCDH18	1.25033333333333
HMG1L1	-0.23375
MYO5C	0.88775
MAPK10	0.598
LDHAL6A	0.168833333333333
NUDT12	0.183666666666667
NCAM1	-0.357625
GLIS2	0.7795
GGTL4	-1.23775
DAPP1	0.4205
ATF7	0.398125
KIAA0748	-1.55725
NFIL3	-2.1145
TM6SF1	0.8672
SEZ6	0.197875
NANOS3	0.735333333333333
DNAJA3	-0.0293333333333333
CLDN6	-2.9465
CIITA	2.2449
EPHA4	-2.1075
FANCC	0.13625
CMTM3	1.154625
PSG3	-0.495875
MRPL15	-0.99225
C21orf59	-0.314
PLCXD2	-0.3645
C2orf34	0.449375
UBE2L6	0.737875
MED14	-0.339
HP1BP3	-0.0532
C6orf208	-0.139
TPBG	1.525
OSR2	-0.28825
XPC	0.1705
KLHL7	-0.85925
CCR3	-0.663166666666667
AGTPBP1	-1.35066666666667
PCSK6	1.63686666666667
STAT5A	-1.0613
FAM18B	-0.16325
LONRF2	2.34583333333333
PTPN2	-0.554125
SF3A3	-0.861333333333333
EFCBP2	-0.51975
HCFC1	-0.601166666666667
AHNAK	0.6976
ACTR5	-0.27525
KIF14	-1.96728571428571
TENC1	1.22425
HEATR5B	0.906
YIPF2	1.0865
MYEOV2	1.05266666666667
DUSP18	0.81325
KIAA1012	0.49225
AHR	0.5035
C17orf53	-1.11083333333333
PTPRH	-4.10775
ATP6V1C1	-0.2662
TAS2R3	0.623
LOC440356	1.9565
COQ10B	0.47025
PSMF1	0.482333333333333
SORBS2	2.53816666666667
NFE2L2	0.553
TMCO7	-0.581
SH3PXD2A	0.4597
SH2D2A	-1.0075
SPINK5	-4.08425
MRPS24	-1.07975
OPA3	0.511375
TRAF7	0.501666666666667
C4orf35	0.126333333333333
MT1G	-0.62725
MGC39545	0.778
HS1BP3	1.149
OR2B2	0.192
CHRM4	-0.1195
SFRP2	3.86183333333333
RIC3	-1.57725
ART1	0.1365
C6orf1	1.007125
DUS4L	-1.06675
C10orf104	0.5635
TNFAIP6	2.6685
RTEL1	-0.47825
CCT4	-0.3273
ZNF709	0.179
CHMP6	0.693333333333333
UPP2	0.104
CYP19A1	-3.13675
CD151	0.794666666666667
NDUFA13	0.124333333333333
ARFRP1	-0.633
FAM26B	1.87
CRYBA1	-3.212
MRPL41	-0.34
NPFFR2	1.535375
HRH2	0.1395
SCAMP3	0.6525
MTMR6	0.6038
MTG1	-0.996166666666667
UBTD1	1.56325
CRABP1	-3.224
FLJ33790	-0.6963
KIAA1908	-0.907833333333333
GPR158	-2.487
PACSIN3	-0.491333333333333
OMD	3.8875
CATSPER1	0.603166666666667
HOXB8	-0.363625
FBXO46	1.0385
OAS1	0.8485
SVIL	-0.05425
PHB2	-1.195
ADCY3	-0.65
NDRG2	-0.290666666666667
ERMAP	1.2329
APBA2	-0.540166666666667
IGSF9	2.3555
WNT6	-0.600857142857143
MYCBPAP	1.49675
ATP2B2	-0.2253
CPVL	-0.5808
TRAM2	-1.1475
NOP5/NOP58	-0.9795
ZNRF4	-0.0165
TLK1	0.078375
MTMR12	-0.131142857142857
ZNF384	-0.665166666666667
FAM9B	-3.56075
RPN1	0.6142
PMVK	1.63725
EIF3D	0.3118
SIX2	-0.4945
HPS1	0.528714285714286
RNF7	0.333
PSKH2	0.3685
KCTD13	-0.0276666666666667
CSMD3	-0.8702
FBF1	-0.00750000000000001
IL8	-3.037375
SERPINB13	-0.2152
FBXL20	-0.36425
BLR1	0.156
SH2B1	-0.0438333333333333
RFNG	0.564875
RAB20	1.31883333333333
RBM7	-0.152
POLR1A	-0.214333333333333
TMPRSS4	-1.918
TAF9	-0.80525
TERF2	-0.558166666666667
TNFRSF1A	0.2095
ACADVL	-0.196833333333333
GTF2H5	0.01525
EDG8	0.215666666666667
C9orf140	-0.719
UST6	-0.22725
ZBTB8OS	-0.9065
ZNF710	1.215
GPR174	-3.033
ATP6V0A2	-0.54925
KIAA0319L	-0.0925833333333333
XKRX	0.592
DOPEY2	1.2445
SDHD	-0.597583333333333
SUMF1	1.46375
OSM	3.662
OPN3	-0.431
DAGLB	-0.0978333333333333
PPFIBP1	0.7949
TRIM63	-2.57175
C10orf53	0.72
LYPD3	2.821
BCL7A	-0.363625
AGER	-1.20383333333333
TCF19	-0.8395
