Hybridization REF	TCGA-BH-A0GZ-01A-11R-A056-07
MAPKAP1	-0.969625
SPRR2D	-1.40275
UBQLN4	-0.893833333333333
RSHL1	0.777833333333333
PIAS3	0.77975
MRPL24	0.95475
GREB1	0.393625
FAM27E3	-2.315
NUP62CL	0.00574999999999999
NEUROG3	1.46
REEP3	2.01716666666667
MARK1	0.589
LMBRD1	0.444
PRPF19	-0.941
PNMT	-2.34883333333333
CTGLF1	-1.033
SLC25A16	0.966
EIF2B3	-2.5075
RPA2	-1.02575
PAK6	1.26666666666667
CCDC26	-4.36575
SEMA3E	1.411625
MXD4	1.2628
TNFSF10	2.4369
SMARCB1	-0.647666666666667
DTX3L	0.908333333333333
PLA2G4E	-0.989
PPAP2A	0.89675
ULK1	-0.0604166666666667
TAS1R3	0.0565
SLC2A3	-3.44918181818182
ARID3A	-1.36575
GNG5	-0.163
ACOX1	0.6943
KIF5B	0.20075
NUP153	-1.123
MUC7	0.6765
CSDE1	-0.912285714285714
CLPTM1	0.09325
C3orf23	-0.0281249999999999
LRRC17	1.64633333333333
TTYH3	-1.0115
ATP5B	-1.756
ELF3	0.986
CPSF3L	-0.766333333333333
ZNF665	-0.0455
TLR6	0.3613
GPI	-1.316
RAD9A	0.035
NDST4	-2.92525
AGPAT3	0.805166666666667
MAGI3	2.26916666666667
ADORA2A	0.22875
CACNG7	-0.643
CAMK2D	-0.919
CCHCR1	-1.2915
RPS27A	-1.16325
OR10G7	0.4655
GCM2	-0.0465
FAM135B	3.3062
E2F1	-1.8385
PLCB3	-0.8215
OR2AE1	-0.0365
COIL	-1.34916666666667
CDC25C	-1.826
RAB11FIP2	0.501666666666667
TSC2	-0.5575
CTGLF5	-0.967
CCDC108	0.134111111111111
OR13C4	0.079
C10orf81	6.44075
PTPRB	2.42725
ACP2	-0.01175
LAG3	-1.2975
MRPL54	0.816
LOC201175	1.377
ITGB1BP3	-0.8045
SPTAN1	0.4945
SIPA1L2	0.7665
RCAN2	-0.161
CDX2	-0.396
ECOP	-0.03325
ACTR1A	-0.158
PPARG	-1.325
BBS10	1.0325
TMEM44	-1.52175
BPIL2	0.91175
CITED1	-2.24375
IRF6	4.609
PRDM4	0.234
RRP9	-0.918
OR10H4	0.4825
IL31RA	-1.2345
GNB1L	-0.947333333333333
MYBL2	-2.61975
ZNF407	1.40516666666667
PPIG	0.545666666666667
TTC18	3.2165
RPSA	-1.1705
MAPT	1.063875
MRE11A	-0.477384615384615
C8orf37	-1.345
RASGEF1C	-1.03616666666667
STBD1	-0.7905
CTAG2	-1.1435
MGAT5B	-1.923
ECM1	1.51175
RLN1	3.4105
PARP14	0.512
EPB41L1	1.1478
HOXA3	0.20675
MAGEA9	-5.08066666666667
RPS8	-1.7365
RPS19BP1	-0.84225
FOXJ2	0.772
C10orf76	-0.3345
IL17RE	0.8145
C10orf65	1.49725
ZNF343	-0.135833333333333
FBXO33	-0.01275
UHMK1	0.0196
LY6G6C	-0.3265
FGF19	-2.9835
C14orf128	-1.51283333333333
IFIT2	2.338125
TIGD1	-0.1215
S100G	0.3725
GUCY1B3	2.243
NR3C1	-1.0644
CORO1B	1.31083333333333
PARP11	0.694416666666667
DNALI1	4.337
OR4N4	0.975571428571429
MAP2K6	0.593166666666667
FSTL4	1.09125
ANKRD47	1.22425
TMEM171	-1.7685
PNLIP	0.270666666666667
YY1	0.837
CCDC138	-1.98483333333333
AASDHPPT	-1.0545
CKS1B	-0.8833
MCM3	-0.5805
ANAPC7	-1.17133333333333
FAM110A	1.464
CDC37L1	1.42966666666667
THTPA	0.63025
NBPF20	0.387
WDR24	-0.0435
NPTX2	-1.25325
CBLB	0.4655
CETN1	0.8595
RPUSD1	-0.2705
FAF1	-2.03625
CDK6	-2.7705
HMX2	0.5735
CSK	-0.491166666666667
TEAD2	-0.02525
SNAP25	0.15825
TUFT1	1.176
TMTC3	1.7485
LCK	-2.94575
SGOL1	-1.42466666666667
AKTIP	-0.23725
FURIN	0.080125
SOX12	-0.838666666666667
DEFB103A	-0.556666666666667
RAMP1	3.8885
KIR3DX1	0.644
GAS2L3	-0.16275
PDE8A	-1.1526
EDN3	-0.0723333333333333
GMIP	0.8575
SF3A2	1.08575
FN3KRP	0.707
SMAD7	0.56325
RHBDD2	1.214
OR11H6	0.178
PPP1R3B	0.9341
C9orf23	0.62825
CADPS	-1.48075
GOLGA8A	-2.79425
TMEM57	0.251666666666667
RGL3	1.3895
S100A14	3.38725
FGFR2	0.9900625
XRCC3	-0.83325
RTN4RL2	0.862
MGC3771	2.0655
GH2	0.7
BTBD2	0.652
LMO2	0.47
RDBP	-0.62675
ACRBP	-2.30075
AMY2A	0.31125
DUOXA1	1.868
PTK7	0.602833333333333
TWF2	-0.316833333333333
FAM80A	-2.209
TNNI2	-3.39233333333333
GLT25D1	-1.32466666666667
OCC-1	-2.2635
CYC1	-0.475
RPL22	-0.795363636363636
MORN3	2.15766666666667
DISP1	1.7625
PRB2	-0.2915
CHUK	-1.8935
HR	-0.318125
CCDC134	-0.861125
DENND4B	-1.40925
C14orf130	0.7025
RAB33A	-1.7635
DCST2	0.3465
TNMD	-0.50825
PEX7	1.0565
FAM62A	-0.276625
SRD5A2L	-0.75475
IL22	0.247
RPS26	-1.96633333333333
HOXC5	0.734
SPATA6	0.8745
FLJ38482	-0.006125
ZNF234	1.156
C18orf22	0.7075
SPATA22	0.39925
THOC1	-1.0835
CYP7B1	3.8925
KCNC3	0.69525
C8orf42	0.719
ALDH1B1	0.0826666666666667
CCDC100	-0.3756
ARMC4	0.20925
FAM18B2	-1.53575
SLC44A1	0.042
FBXO17	-0.792833333333333
C6orf107	0.35225
C19orf29	0.04425
ZC3HAV1L	0.19625
PARP6	-0.5199
SULT2A1	-5.304125
C1orf159	-1.536
TMC1	1.526
CHST14	0.1665
GAMT	0.895166666666667
SMCP	-0.487333333333333
TSPAN33	0.5575
MIDN	0.93375
NOX4	3.045
RNASEN	-0.7377
TBX1	-1.696
SALL2	0.7165
C10orf35	1.6275
CYP2E1	-0.913125
LRFN2	2.92866666666667
ACO1	0.3675
IQCG	0.7505
MEGF9	1.16475
TM7SF4	0.7645
PLEKHA1	0.541933333333333
STK33	0.2315
C1orf210	2.34375
SNUPN	-0.2162
KIAA0406	-1.421
C20orf29	0.45125
TMEM55B	-0.2755
OSTM1	-0.664
CLCN7	-0.101
OTP	-0.05825
FLJ23049	0.728
HEATR4	2.8325
MAP3K10	1.42766666666667
PCDHGA9	0.754
AMDHD2	-0.2975
LCTL	-2.203
PDCD2L	-0.57175
CABLES2	-0.50025
SLC5A9	-0.68875
CLCA2	-1.544
MGC16025	-0.6595
STRAP	-0.907
C20orf196	-0.8895
RRBP1	0.402166666666667
NAT13	-0.52225
MAT2B	-0.806125
CSNK1D	-0.292666666666667
KIR3DL1	0.233
PRKAG3	1.683
ZNF599	0.3405
PRM3	1.2
PER2	1.10033333333333
ASPHD1	-0.7465
PRMT6	-0.4315
KCNE1L	-0.961928571428572
FAM118A	-1.4265
TAF4	-0.1755
NDUFB6	0.40225
TRIM9	-0.498
PMFBP1	-0.76575
KY	1.1495
DKFZp762E1312	-1.99227272727273
CSMD1	-1.79025
TBP	-0.338666666666667
OR1Q1	-0.065
RETNLB	0.508333333333333
HPGD	0.0290714285714286
DNAJC12	2.67033333333333
FKBP1B	-2.1305
ANKRD24	1.21083333333333
CXXC5	1.7155
IL3	0.608125
DRAM	0.6008
PTCH1	-1.959375
TP53BP1	0.24075
SLC17A7	-0.569
COL25A1	-1.3346
AMACR	0.639333333333333
RHCG	-0.3125
VPS13A	-0.613833333333333
FAM55D	0.089
PRPF38B	-1.23425
OSBPL6	-0.43025
PFDN5	0.2071
CMTM6	1.02575
KCNK12	-1.99925
RP2	0.0317500000000001
C16orf52	-2.25325
PICK1	-1.171
IFNE1	-1.78916666666667
SEMA4B	0.185
TYRO3	-2.324
OR12D2	0.051
CSNK1A1	0.19085
FANCF	2.32725
LONP2	1.72825
TBL1Y	0.3065
LDOC1L	-0.952125
CCNC	-0.69525
C3orf60	1.27475
CHKA	0.09575
UBAP1	0.6115
MAP3K1	2.648
ANKRD9	-1.1085
FAM92A1	0.161333333333333
GAB2	0.436375
AZU1	-0.03275
DIS3	-0.8935
C21orf109	-0.495
IQCB1	-1.1965
SPATS2	-0.5105
EFCAB3	-0.545
PRB3	0.3185
FUZ	0.155166666666667
ZNF813	-0.3
BMPER	-2.3154
HEG1	0.454375
ALS2CR11	-2.86475
SURF2	-1.093
PSMC1	-0.05375
OR2D2	-0.584
SLC7A8	2.709
C4orf40	-0.4855
SPATA7	0.52825
MAZ	-0.904333333333333
PIN4	-0.4555
PDE1A	-0.161625
TAF6L	-0.406
OR2T34	0.2745
KIAA0284	0.263
ACADS	0.947363636363636
MKRN2	-1.5995
C18orf56	-1.15725
MS4A6E	-0.313833333333333
GALNT4	1.294
C22orf31	0.9455
FLJ36070	1.03
PSME4	-0.88275
TFG	0.0518
EPHX2	1.483875
ANXA5	0.00449999999999998
KRTAP1-1	-0.3926
BATF	2.3295
KARS	-1.7435
MSTP9	-1.217
GPR26	-0.0981428571428571
CCDC72	0.769
TEF	0.007
FOXK1	-1.0237
PRLHR	0.2345
EMX1	0.79225
C11orf30	-0.115375
ICK	0.8695
THSD7B	-0.9395
C21orf100	-0.7425
DUOX1	2.3165
EFCAB4B	-0.00675000000000001
UBE2G2	-0.554666666666667
C3orf54	0.29175
PARP1	0.12875
FAM60A	-0.960333333333333
C6orf146	-0.0463333333333334
OR9K2	0.7845
DDX55	-0.757666666666667
RPS15	0.06325
ZNF618	0.9258125
DKFZp686D0972	0.4695
SSPO	0.2665
SHFM3P1	-0.00833333333333332
CPA6	3.649
JAG2	0.80675
DEFA3	0.7965
PPBPL2	-0.165333333333333
CD34	4.59175
SLCO4A1	-3.660875
AFG3L1	-1.592
SHD	-0.83675
RP13-122B23.3	-0.625333333333333
PRKCSH	-1.07133333333333
DPH5	-1.7645
HLA-F	1.18425
TBC1D4	-0.61025
RIG	0.269333333333333
GLUD1	0.133166666666667
HNRPCL1	-0.450375
HBXIP	-0.98925
RNF207	-1.3745
APIP	-0.91475
PLA2G3	-3.5075
CCDC84	-2.085
MYLIP	1.09053846153846
PHIP	0.27275
AARS2	-0.241166666666667
DHX32	-0.11425
SCAPER	-0.486166666666667
MEN1	-0.441571428571429
NIP7	-1.2365
FLJ25404	0.242
FASTKD3	-0.37025
TMEM158	-1.50991666666667
RARA	1.6275
BDH1	0.929
ANKRD16	0.93925
CARM1	0.023
SS18	0.348666666666667
IKZF2	-0.109333333333333
MYD88	-0.245375
PML	0.53755
TAF1A	-1.43625
CBFB	-1.302125
HIST1H3H	-1.5035
C7orf29	-1.437
COMMD4	-0.0276666666666667
DPP3	-0.66
DAB2	0.308
LOC388882	-1.817
YPEL4	-0.812875
AGBL3	1.55925
LRP6	1.1867
SERPINH1	0.594833333333333
TLE1	0.13275
CD244	-0.222333333333333
ZDHHC15	1.07425
MGLL	-0.5424
PLDN	-0.690333333333333
LOC654346	1.1555
FAP	3.331
GPR37	-1.23616666666667
SCARA5	-1.08816666666667
EBF4	2.55854545454545
LSM6	-1.0445
MLLT1	-0.0299375
SLC5A12	-0.91175
A2BP1	-1.782
COPS5	-0.2715
TPM4	0.129428571428571
TNFSF4	2.4335
ACADSB	0.233777777777778
HERPUD1	0.19875
BCL2L11	-0.342444444444444
CEP78	-0.654
CDCA3	-1.804875
WBSCR19	0.0102
MYO1A	-3.324
PPEF1	3.23683333333333
LOC440348	-0.66625
CPEB2	1.35475
BPTF	0.103416666666667
RPL21	-0.8725
GSX2	0.708
ADPRH	0.786666666666667
C17orf68	0.191
KCNS1	-1.012
MLLT6	-0.00699999999999999
PIWIL4	-0.05625
RNF26	-1.86025
RAP1B	0.49675
ADAMTS1	-3.1114
ZNF571	0.78125
P2RY6	-0.543
TRIM21	0.3585
CADM3	0.73375
NLRC5	0.00933333333333333
ADRA2B	-0.5885
LOC90835	0.060125
PCF11	-0.5655
LOC400451	1.7795
GLTSCR1	1.3238
C17orf88	-0.139166666666667
CDH16	-1.775
FGF7	2.35525
PCSK4	1.3545
NPC1L1	0.566333333333333
TAT	0.04475
TBCA	0.48675
MGC33407	-0.688
GPR115	-1.278875
CYGB	-0.1995
FNBP4	-0.9945
C12orf43	0.021
CBL	-0.5737
CLECL1	1.14275
PPAPDC1A	2.3075
WDR25	-0.6305
SGCA	1.1595
C22orf29	-1.06333333333333
YIPF1	-0.02125
GALK2	-1.267
RAB3B	-3.82683333333333
LOC440087	2.8055
UCP1	-0.181
REEP5	2.153
FADD	-0.9645
FOXA1	3.956625
CACNA1A	0.588833333333333
ABI1	-0.2705
GRIN2D	1.70975
SLC1A4	-0.2
LOC401127	-0.233
HINT2	0.30625
PLD4	0.347666666666667
ZNF286A	-0.3035
ENY2	-0.609
IL1F6	-0.574
PXDNL	2.535
C20orf79	0.30075
TNFSF13B	2.18533333333333
DENND3	-0.125625
JARID1D	-3.8715
HIST1H2AK	0.673875
LOC93349	-0.1839
SSH1	-0.8599
ENSA	0.048
LOC219854	-0.239166666666667
CKAP2	-1.7864
DKFZP564J102	-0.343833333333333
MGC87315	0.433833333333333
HNRPAB	-0.77475
AMH	-1.8535
ZNF526	0.269
BRUNOL5	-0.2172
CACNG3	0.351
TRPM1	-2.041
PPP2R1A	0.672875
COL2A1	-1.643
DDN	-0.499333333333333
FLJ25770	1.65236363636364
HK2	-0.224785714285714
ELOVL6	-1.604375
MDK	1.02475
EPHX1	1.287
RASSF2	0.44225
DKFZP434B0335	0.21025
DLX3	0.154625
PRTN3	-1.054
AVPR1A	1.24
C21orf125	-0.0895
TNFAIP8	-1.20983333333333
GNB2L1	-1.2905
CALCRL	4.02725
SCGB2A2	7.90666666666667
UBXD7	0.2605
ZNF674	-0.0695
TMEM35	2.392625
BRSK2	-0.553875
HECTD3	-0.264666666666667
TMEM188	-0.514916666666667
LGALS9	1.31925
SCARB2	0.305333333333333
USP34	0.259
C17orf28	2.21958333333333
ZDHHC23	-1.82375
AQP12B	-0.5595
SLC16A3	-3.0275
APLP2	0.896125
ITIH2	-5.6405
MICAL3	-0.821125
TNNI3K	1.8644
HDAC2	0.592375
PRR7	-0.2013
THBS2	1.05
LOC751071	-2.14983333333333
CA2	-1.7695
RANBP17	1.437
RLN3	0.4105
CRYZ	0.0505
GBAS	0.7575
TAS1R1	-0.73
MPZL3	-0.3425
PCDH8	-0.903
HSP90B1	0.00266666666666667
KCNK15	1.1785
TNIP2	-0.265666666666667
GPR146	-0.0535
NOL6	-0.034875
SPC25	-2.06588888888889
STEAP2	3.091
VAMP3	-0.618666666666667
TCIRG1	0.80375
ZP4	0.5765
PARL	-1.69428571428571
TRIM39	0.258833333333333
KIAA1305	2.3475
CRNN	-0.00900000000000001
GRN	0.00600000000000001
HSH2D	0.916
SCAMP1	0.7005625
KIAA1913	0.63425
PTS	-0.86275
BANP	0.233357142857143
PRKACG	-0.23175
ADCY6	0.3405
C16orf46	0.154
CYP51A1	0.69725
DDC	-5.31525
ANPEP	-1.4125
PROM1	-2.8165
SIGLEC10	1.03375
COPG	1.2775
FAM26E	1.448
TRIP4	0.7015
SNX3	-0.0993333333333333
C1orf175	0.804166666666667
PPY2	0.2765
C14orf152	0.103
FTSJ1	-1.21383333333333
DST	0.39625
LOC554235	0.26325
GLRX5	-0.74775
C20orf12	1.7574
CAB39	0.694333333333333
MSH2	-1.53116666666667
PIP4K2C	1.170875
CYLD	0.717125
WTAP	-0.3393125
MGAT4A	1.38288888888889
TSC22D4	-0.5151
CHRM2	-1.7155
PPYR1	0.124333333333333
CCNH	-0.1385
RRM1	-0.66725
ECAT8	-4.34325
LOC400120	0.9735
GABRA4	-0.365625
C14orf4	1.79933333333333
C1orf59	-1.6465
CTDSPL	0.256916666666667
NHEDC2	-1.386
PDE11A	0.199875
KLHL29	-1.82625
CD5	-1.5304
TSPAN9	1.678375
WDR67	-1.1205
THUMPD1	0.7129
C18orf17	1.11625
CLYBL	-0.409333333333333
FLJ13231	0.30875
CMBL	2.542625
LECT2	-0.5205
NKAPL	1.90333333333333
LOC654780	0.533
OR4C6	0.0935
RAB30	1.35166666666667
TSSK4	-0.3855
TMEM163	-0.345
OSBPL11	0.53075
GNB5	-0.732333333333333
CCL21	0.33225
C1orf121	-0.358333333333333
FMO2	2.01133333333333
RPTN	1.744
MSTN	0.9915
VCL	0.344928571428571
FYTTD1	-0.59925
C11orf1	0.00425
CCDC88C	0.9145
HFE	-0.474555555555556
MOGAT1	0.3045
FAM125B	0.1678
IRGQ	-0.115
RAVER2	0.75375
AKAP5	-0.0895
SSSCA1	-0.0365
C11orf63	2.04275
ACTG2	1.4189
PORCN	-0.7915
DTL	-0.979363636363636
TMEM151	0.66675
FAM122C	0.167
RSAD2	2.2934
BAT4	-0.46
KRTDAP	-1.17416666666667
MYH8	0.566125
CRTC3	0.27625
LRRFIP2	0.4407
INTS4	-1.08866666666667
TTN	-1.04033333333333
SLC26A5	0.962
PLLP	-1.817
RGS6	-0.139875
SRGAP3	0.9605
ZNF525	-0.1025
NBR2	-0.128333333333333
C13orf1	-0.00679999999999996
ZNF137	0.0155
CEP27	-1.27925
BEST2	0.305
RNF121	-1.74425
DMRTC2	1.1775
C8orf76	-0.23575
BCCIP	-0.3345
MEST	-0.627
HTRA2	-1.1795
ANGPTL2	0.57375
ILKAP	-0.151166666666667
ERAS	0.0845
HBS1L	0.523125
CPA5	0.147
TMEM30A	0.198833333333333
CD300LF	1.2175
WISP3	0.0805
CRK	0.283571428571429
PDS5A	0.4388
BRPF3	0.469166666666667
NEDD9	0.553
SMPDL3B	0.7395
PSG6	-0.39575
PSMD13	0.016
ETV5	-1.7578125
OR51A4	-0.2645
BTBD7	1.22725
GSTO1	-1.686625
hCG_16001	-0.6695
MAD2L1BP	-0.569833333333333
COX6A2	2.107
SCNN1A	2.45783333333333
LSM1	0.526166666666667
UGT2B11	-0.15075
IDUA	1.77725
PPP2R3C	-1.66566666666667
COX11	-0.873666666666667
PDZK1	0.627
ZNF443	1.069
MGC21874	1.3165
ZNF323	0.9587
KRTAP10-10	0.34
CXCL6	-0.791666666666667
SLC34A2	0.5063
LOC284402	-0.14
NPTN	0.734916666666667
UPP1	-2.81783333333333
SLC6A9	-0.395
OR7G3	0.116
CISD1	-0.401
ZNF545	-0.482166666666667
SYT14	-0.253
NT5C3L	-0.678333333333333
ZNHIT3	-0.0991666666666667
SNRPD3	0.4065
KIAA0701	0.568625
UNC93B1	0.968833333333333
GMNN	-2.519
SPCS2	0.869833333333333
LOC388524	-1.3345
NAPRT1	1.01775
PNLIPRP1	-0.214
OR6V1	0.2525
PRKAB1	-0.4535
EYA4	1.155
KIF20A	-1.54275
ALG10	-0.58825
ITPKC	0.0203333333333333
LMX1B	1.40216666666667
RPUSD4	-1.216
C7orf34	-0.0738333333333333
DLGAP2	0.24725
PFN1	0.0951
MICALL2	-0.196
ZNF654	1.315
SS18L1	-1.477875
SLC16A8	-0.03675
MKI67IP	-0.462166666666667
ITGB3	-1.024875
TCEA3	2.37041666666667
CEP152	-2.1258125
CLIP1	1.601625
ZNF75	0.1116875
ATP5C1	-0.231666666666667
NUDT5	-0.0688333333333333
PSCDBP	-0.94425
UBP1	0.3045
RBM27	0.89675
C13orf15	2.634
ZNF282	-0.385333333333333
ZNF222	-0.6069
COL10A1	6.14125
PRDM15	-0.922125
TTTY5	0.526
FAM9C	-0.369545454545455
C20orf67	-0.2195
GNG13	0.1675
F12	-2.809
C1orf41	-0.8625
CPXCR1	0.429
GSK3A	0.3025
SUPT6H	-0.0495
PI16	-1.93183333333333
ELL2	-0.919
C9orf167	-1.70333333333333
PVRL3	-2.0684
FLJ38596	0.65175
ADAM20	1.121
GPR89A	0.135
GPR87	-0.9665
ZNF30	1.312
SMR3B	0.4245
ZNF770	0.590625
TRPC4AP	-0.763
DKFZP686E2158	0.765
C2orf28	0.370833333333333
FREM1	-1.9235
LAMA4	0.675
ADPRHL2	-1.13525
EIF4G2	0.7275
GUCA1A	0.506
CTNNA2	-0.725125
NUDT15	-1.31116666666667
CEPT1	-1.64566666666667
ZNFX1	-0.1882
CCDC92	1.203
TDRD1	-1.646
KCNK5	-2.4915
ETNK1	-0.307333333333333
LTA	-0.132
TTPA	0.113666666666667
B3GALNT2	0.869875
SC65	-0.333833333333333
PEX5L	-1.5
EPS15L1	0.18125
MGEA5	-0.4895
HIST1H3A	2.247
ING1	0.861375
BCAT1	-3.004375
ORC6L	-2.67418181818182
KLK11	-5.58566666666667
C19orf28	-1.056375
DNER	-3.7235
MED22	-1.753
ETV6	1.0795
CHAC2	-2.0165
CD300E	0.1375
CEBPB	0.349333333333333
ZNF398	-0.2455
LRCH3	0.083
HMGA1	-2.1675
CAPN7	-0.644
MGC5566	-3.1375
CCL3	2.890375
NANOS1	-0.677375
ZFYVE19	-0.24125
APITD1	-0.827166666666667
PARD3	0.766125
IRAK4	-0.3205
SERPINI2	-0.7335
CEP170L	-1.18475
TTC9	2.87025
MYOM3	-1.45375
MLPH	1.693625
LOC222699	1.151
NRG1	-1.082
TBC1D9	2.17836363636364
TTK	-1.7185
ZNF557	0.3108
DDX41	-0.278333333333333
FANK1	2.733
UBE2D2	-0.5355
PSMB10	0.6615
MYH7B	-0.4725
GABARAPL2	-0.031625
MARVELD2	2.703
DGCR2	0.171
UNC45A	-0.332833333333333
C6orf72	0.2835
ZNF683	3.3595
GIT2	-0.157875
CASK	0.390333333333333
C14orf161	3.66333333333333
LRRC44	0.7835
TIFA	-1.27375
UTP11L	-0.9965
C6orf65	-0.4905
FDPS	-1.58125
DUSP9	-2.3992
SLC17A8	0.562833333333333
OR51G1	-0.184
NANS	-0.429
OLFML1	1.7825
ATP10B	-0.444625
NPAS3	1.3045
PRKCA	-2.3696
GGA2	0.161375
LCE4A	-0.0035
SPANXN3	0.16425
CCDC115	0.79075
SDCCAG3	-2.27725
GLIPR1L1	-0.16525
TTC1	-0.18
C17orf76	0.10775
MAD2L2	-2.218
HIPK1	0.0653
LRRC3B	-0.407
CLN3	-1.36204545454545
C17orf47	-0.48
FMN2	-4.35128571428571
TUBB1	-1.57875
WAPAL	-0.611166666666667
C3orf21	-0.540875
SCN5A	-0.8879
SMYD1	-0.729333333333333
BEX5	1.6595
ZNF192	-1.8615
SEC22A	-0.505
GRIA2	4.75342857142857
KIAA0825	-0.57725
NUSAP1	-2.35036363636364
LANCL1	-0.11575
C15orf40	-0.6921
ZNF645	-0.0557142857142857
GPR61	-0.325
NLRP14	-0.00600000000000001
SNX21	-0.0891
C1QTNF8	-0.0025
C17orf46	0.9715
IFNA8	0.143
SPRR1B	-1.248
FLRT1	-0.38025
SNX17	-1.393
ASB2	-0.797666666666667
HBG1	-6.033
RPRML	-2.51975
JOSD2	-0.117
PLSCR3	0.67725
SPOCD1	1.2405
RAB39	0.519
GHRH	-0.2135
ITIH5L	1.0225
C17orf37	1.15275
SMCR8	0.84675
DPY19L2P3	-0.3415
IL11RA	-0.713666666666667
GDF3	-4.0775
RPS6KB1	-0.714083333333333
DNAJC19	0.5545
TOP1	-0.29925
CRCT1	-0.546875
MPST	0.034625
DPM2	-0.509875
FAM38B	-1.17716666666667
SLC18A1	-2.1705
FARP1	0.361833333333333
PAX7	-0.4345
TUBD1	-1.18275
GNL3	-0.220375
BTG2	2.0658
NDUFS6	-0.476
C1orf79	-2.871
ERAL1	0.0485
ECHS1	0.095
VPS4A	0.131
CYP11A1	1.14375
ABCC6	0.343071428571429
PBX4	-2.502
MOSC1	0.33575
NCF4	-0.9475
HYMAI	0.135
NAGPA	-1.179875
OTOP2	0.064
ACOT12	-0.50025
MTHFD2L	-0.329285714285714
LOC441376	5.4075
C19orf34	0.111
RAB1B	0.233
ALDOAP2	-0.8435
NTRK1	-1.59066666666667
ARTS-1	0.2464
SLC6A11	-0.481
NAP1L2	-0.05825
CNGB1	-0.00716666666666667
EPB41L4B	0.295
FAM134B	3.031
HS3ST3A1	-0.5185
CPXM2	4.8605
SIRPB2	0.2645
CHORDC1	-1.00533333333333
TRIB3	-1.58266666666667
SLC2A5	0.3285
C2orf49	0.543166666666667
DDX5	-0.33425
OR5L1	0.809
ANAPC4	0.2025
ZSWIM1	0.674875
LOC93622	-0.687375
KCNK3	0.4283
RP11-35N6.1	-2.31828571428571
ZFP161	-0.283166666666667
AQP9	1.33725
SLC15A2	1.17983333333333
MREG	0.409833333333333
OR9I1	0.181
PDLIM2	0.5815
ADAM7	-0.2675
GSTCD	0.371333333333333
WDR21A	-0.371875
SLC12A8	1.55816666666667
TMEM174	0.17175
IGSF3	-0.10925
LRRN1	0.65
LOC402117	0.52725
SRPK1	-1.44166666666667
LY6K	-2.521
NFIA	4.025
PTCD3	-0.4235
LEP	1.72416666666667
PCDH21	-1.55733333333333
MAPKAPK2	0.8925
NMNAT1	-0.935833333333333
LHFPL2	0.3225
C9orf43	-0.4445
DIP2A	-0.7505
ACTR8	0.086375
CCDC34	-0.3235
PTPN22	-1.588125
ITGA3	-1.249875
FAM129C	-0.53475
RABGGTA	-0.0623333333333333
UNC45B	-0.12025
KIAA1033	0.29425
ZNF510	-0.358
CYP2D6	-1.14483333333333
SLC26A10	-1.7855
STX8	0.5005
LUZP1	-0.247375
WDR89	0.373833333333333
EIF4G3	0.0516
C5AR1	0.188625
ZNF623	-0.724
A2M	0.52675
TGM7	-0.4245
GRPEL1	0.0903333333333333
LMNB2	-0.8353
ROCK2	0.851833333333333
SNX16	0.23675
CCDC66	0.4085
ANXA3	0.87325
KIAA1609	0.256875
EED	-2.06525
RNF32	0.8504
HES1	0.8706
CLC	0.1415
ISL1	0.36
KIAA0528	0.748625
MANEA	1.00275
C1orf61	-0.459
hCG_2001000	-0.26675
RAPGEF6	0.5614
KIAA0020	-0.678333333333333
NEIL1	1.53925
C16orf45	0.453875
RBM10	-0.4205
C10orf125	-2.128125
MRS2L	0.503
DNAH17	-0.623
C19orf10	-0.48075
C1orf160	0.56525
SLFN12	2.02675
EXOC3	-0.161833333333333
HIST3H3	1.388
NCOR2	0.329
TNFRSF9	0.00974999999999998
MFSD8	-1.40475
ALX1	-4.00583333333333
NOL1	-1.08725
PODN	3.33375
TIAL1	-1.9265
HIST1H1E	-0.0405
NPY6R	0.454
TM4SF4	-0.8625
CORO2A	-0.19975
ETNK2	0.502666666666667
APOE	-0.0423
ANGPT4	0.704
HDGF2	-0.3495
G30	1.1885
ST8SIA4	-0.70325
F2RL1	0.661875
FAM19A4	-3.9295
CCAR1	0.47575
B3GNT7	0.1785
OPHN1	0.0789
DSCR6	2.2075
C21orf13	1.81566666666667
GAS2L1	-0.384333333333333
RFX3	-0.869833333333333
COPS4	-1.114625
BCHE	-2.244
BCL2	2.938625
HBZ	-3.585
ARL13B	1.308625
MAPBPIP	1.418625
MYO15B	-0.393125
SPZ1	-0.01325
KIAA1324	2.59533333333333
PLCL2	-1.203375
C4orf29	-2.305
WDFY2	-1.1815
ZNF284	-0.795
NAALADL1	0.491
DUSP5	-0.849666666666667
PXDN	0.98325
SLMO1	-0.09475
TNXB	0.5344
BIRC7	-1.26925
A4GALT	-0.0736666666666667
TIMM22	0.35325
FAM110C	1.23925
TOMM34	-0.88975
ABHD9	0.4245
ADAM32	2.9925
CRHBP	-0.75375
AQP2	0.27925
LOC130355	1.251
ZNF187	-0.221166666666667
ZNF816A	0.135
F7	0.389875
CNOT1	-0.5734
SLC13A4	-0.4415
ZBTB11	-0.17125
B3GALT5	0.37025
EXOC2	3.0535
IRS1	-0.1106
TMEM1	0.2252
MRPL34	0.165666666666667
SAMM50	-1.02675
CDC42EP3	-0.56475
HSF2	-0.7714
MFN2	-0.48525
TSPAN7	-1.9415
NUCB1	1.01216666666667
RHOH	-1.50325
