Hybridization REF	TCGA-AO-A0JM-01A-21R-A056-07
CDH16	-2.32625
FGF7	1.468875
PCSK4	0.0103333333333333
NPC1L1	-1.291
TAT	0.304125
TBCA	-0.66875
MGC33407	0.401
GPR115	-1.82725
CYGB	0.9545
FNBP4	-1.39066666666667
C12orf43	-0.131
CBL	-0.9481
CLECL1	-0.23775
PPAPDC1A	3.104
WDR25	1.2965
SGCA	2.3115
C22orf29	0.599833333333333
YIPF1	2.04675
GALK2	0.53425
RAB3B	-3.57808333333333
LOC440087	-0.03575
UCP1	-1.2265
REEP5	0.07925
FADD	0.2526
FOXA1	3.359875
CACNA1A	0.298666666666667
ABI1	0.042
GRIN2D	1.53575
SLC1A4	1.64216666666667
LOC401127	0.849
HINT2	0.4465
PLD4	-0.261
ZNF286A	-1.03625
ENY2	-0.354
IL1F6	0.606
PXDNL	0.669
C20orf79	1.711
TNFSF13B	3.86583333333333
DENND3	-0.481375
JARID1D	-3.024
HIST1H2AK	1.5405
LOC93349	-0.1845
SSH1	-0.7131
ENSA	0.93425
LOC219854	0.143
CKAP2	-0.9754
DKFZP564J102	-0.361
MGC87315	0.969333333333333
HNRPAB	0.10625
AMH	-2.5755
ZNF526	-0.044
BRUNOL5	-0.229111111111111
CACNG3	0.258333333333333
TRPM1	-1.3765
PPP2R1A	0.569125
COL2A1	-2.01625
DDN	-0.0171666666666667
FLJ25770	-0.0489090909090908
HK2	-1.29528571428571
ELOVL6	-0.303375
MDK	-1.6
EPHX1	1.718
RASSF2	0.57775
DKFZP434B0335	0.075
DLX3	1.652
PRTN3	-0.54675
AVPR1A	0.619
C21orf125	-0.72825
TNFAIP8	-0.467833333333333
GNB2L1	-0.40375
CALCRL	3.1295
SCGB2A2	9.14533333333333
UBXD7	-0.55625
ZNF674	-0.553
TMEM35	-0.044125
BRSK2	-1.26975
HECTD3	0.3105
TMEM188	-0.88025
LGALS9	2.391
SCARB2	2.2355
USP34	-0.121666666666667
C17orf28	3.50733333333333
ZDHHC23	-0.50775
AQP12B	-0.2695
SLC16A3	-2.322
APLP2	1.5495
ITIH2	-5.98925
MICAL3	0.2025
TNNI3K	1.1431
HDAC2	-0.244125
PRR7	0.7639
THBS2	1.216875
LOC751071	-1.22216666666667
CA2	0.515666666666667
RANBP17	-0.63875
RLN3	0.363
CRYZ	-0.450166666666667
GBAS	-0.228833333333333
TAS1R1	-0.48375
MPZL3	1.9075
PCDH8	-2.865
HSP90B1	0.129916666666667
KCNK15	0.263
TNIP2	-0.314666666666667
GPR146	-0.26275
NOL6	-0.128625
SPC25	-1.99788888888889
STEAP2	0.00549999999999998
VAMP3	-0.559
TCIRG1	0.232
ZP4	0.934666666666667
PARL	1.588625
TRIM39	0.531666666666667
KIAA1305	0.44875
CRNN	0.154666666666667
GRN	0.39575
HSH2D	-2.14575
SCAMP1	0.912125
KIAA1913	1.0915
PTS	-0.45875
BANP	-0.473214285714286
PRKACG	0.54625
ADCY6	0.253666666666667
C16orf46	0.367
CYP51A1	0.809
DDC	-5.9165
ANPEP	-0.404666666666667
PROM1	-4.69316666666667
SIGLEC10	2.171
COPG	0.85
FAM26E	2.645625
TRIP4	0.81675
SNX3	-0.0696666666666667
C1orf175	0.254333333333333
PPY2	-0.2325
C14orf152	0.52675
FTSJ1	-0.440333333333333
DST	0.35865
LOC554235	0.4335
GLRX5	-0.0035
C20orf12	0.8853
CAB39	-0.399333333333333
MSH2	-1.14483333333333
PIP4K2C	0.7785
CYLD	1.045625
WTAP	-0.239
MGAT4A	0.785777777777778
TSC22D4	-0.4515
CHRM2	-2.129
PPYR1	0.244166666666667
CCNH	-0.783666666666667
RRM1	-0.4775
ECAT8	-2.603
LOC400120	0.07
GABRA4	-0.113625
C14orf4	1.0465
C1orf59	-0.7065
CTDSPL	-0.759583333333333
NHEDC2	-0.0885
PDE11A	-1.2043125
KLHL29	-1.75575
CD5	-0.72
TSPAN9	1.5563125
WDR67	-0.4955
THUMPD1	0.3797
C18orf17	0.096
CLYBL	-0.437166666666667
FLJ13231	-0.486
CMBL	1.573375
LECT2	0.130666666666667
NKAPL	2.9306
LOC654780	0.638
OR4C6	-0.0325
RAB30	2.5095
TSSK4	0.00900000000000001
TMEM163	0.258
OSBPL11	0.140583333333333
GNB5	-0.692166666666667
CCL21	1.33625
C1orf121	0.570166666666667
FMO2	0.879166666666667
RPTN	1.741
MSTN	0.6655
VCL	0.3385
FYTTD1	-0.0285
C11orf1	-0.4715
CCDC88C	0.70625
HFE	0.129111111111111
MOGAT1	0.343
FAM125B	-0.055
IRGQ	0.164
RAVER2	-0.22325
AKAP5	3.335
SSSCA1	0.42025
C11orf63	1.127
ACTG2	-0.3717
PORCN	-1.699
DTL	-0.730181818181818
TMEM151	0.78025
FAM122C	-0.88375
RSAD2	4.8004
BAT4	0.125
KRTDAP	-1.40483333333333
MYH8	2.562375
CRTC3	0.2655
LRRFIP2	1.0022
INTS4	-0.534666666666667
TTN	3.9355
SLC26A5	0.6545
PLLP	-1.2895
RGS6	-0.958714285714286
SRGAP3	1.07514285714286
ZNF525	0.00916666666666666
NBR2	-1.61416666666667
C13orf1	-0.0054
ZNF137	0.136
CEP27	-0.65225
BEST2	0.821
RNF121	-0.2605
DMRTC2	0.56525
C8orf76	-0.09425
BCCIP	-0.257125
MEST	-0.9015
HTRA2	0.2235
ANGPTL2	1.10675
ILKAP	-0.323833333333333
ERAS	0.749
HBS1L	-0.68925
CPA5	0.6015
TMEM30A	1.08666666666667
CD300LF	1.58483333333333
WISP3	-0.6055
CRK	0.383785714285714
PDS5A	-0.5353
BRPF3	0.226666666666667
NEDD9	-0.007625
SMPDL3B	1.62625
PSG6	-0.36225
PSMD13	0.60325
ETV5	-1.83325
OR51A4	0.244
BTBD7	1.22091666666667
GSTO1	-0.459125
hCG_16001	-0.3885
MAD2L1BP	-0.0553333333333333
COX6A2	1.6905
SCNN1A	1.5425
LSM1	0.678166666666666
UGT2B11	1.3925
IDUA	-0.162
PPP2R3C	-0.3655
COX11	-1.65966666666667
PDZK1	-2.808
ZNF443	0.190666666666667
MGC21874	1.03283333333333
ZNF323	2.7328
KRTAP10-10	-0.0745
CXCL6	-0.402
SLC34A2	0.1994
LOC284402	0.296
NPTN	1.526
UPP1	-1.6755
SLC6A9	0.047
OR7G3	-0.0967499999999999
CISD1	-0.767833333333333
ZNF545	-0.3855
SYT14	0.01
NT5C3L	-0.47
ZNHIT3	-0.2625
SNRPD3	-0.39575
KIAA0701	0.31575
UNC93B1	0.554833333333333
GMNN	-1.17975
SPCS2	0.107666666666667
LOC388524	-0.3115
NAPRT1	1.865625
PNLIPRP1	1.6765
OR6V1	0.628
PRKAB1	-1.40425
EYA4	-3.41066666666667
KIF20A	-0.72875
ALG10	0.6805
ITPKC	-0.220333333333333
LMX1B	2.97566666666667
RPUSD4	-0.434
C7orf34	-0.221333333333333
DLGAP2	-0.206125
PFN1	-0.5188
MICALL2	0.148666666666667
ZNF654	1.1755
SS18L1	-0.99075
SLC16A8	0.33875
MKI67IP	-0.404333333333333
ITGB3	0.04425
TCEA3	2.48175
CEP152	-2.012375
CLIP1	0.90175
ZNF75	-0.245125
ATP5C1	-0.49
NUDT5	-0.604333333333333
PSCDBP	0.21775
UBP1	-0.92775
RBM27	0.38325
C13orf15	2.209125
ZNF282	-0.0953333333333333
ZNF222	-0.0735
COL10A1	6.0135
PRDM15	-0.693875
TTTY5	-1.1785
FAM9C	-0.674083333333333
C20orf67	0.155
GNG13	0.5605
F12	1.195
C1orf41	-0.33625
CPXCR1	-0.14
GSK3A	-0.2895
SUPT6H	-0.147
PI16	1.56
ELL2	-1.13508333333333
C9orf167	-2.449
PVRL3	-1.5644
FLJ38596	0.463
ADAM20	-1.51925
GPR89A	-0.4365
GPR87	-3.5715
ZNF30	-0.05525
SMR3B	-0.0977500000000001
ZNF770	0.046375
TRPC4AP	-0.389833333333333
DKFZP686E2158	0.39
C2orf28	-0.0601666666666667
FREM1	-2.23733333333333
LAMA4	1.07866666666667
ADPRHL2	0.59775
EIF4G2	0.325333333333333
GUCA1A	0.0695
CTNNA2	-1.88842857142857
NUDT15	-1.30566666666667
CEPT1	0.523666666666667
ZNFX1	1.3112
CCDC92	0.64175
TDRD1	-0.897
KCNK5	-3.18883333333333
ETNK1	-0.0672499999999999
LTA	0.201
TTPA	0.1905
B3GALNT2	0.95025
SC65	0.152
PEX5L	1.49825
EPS15L1	0.01225
MGEA5	-1.2165
HIST1H3A	0.629
ING1	0.284125
BCAT1	-2.0955
ORC6L	-2.88581818181818
KLK11	-3.77083333333333
C19orf28	-1.197
DNER	-5.12757142857143
MED22	-1.21557142857143
ETV6	1.1205
CHAC2	-1.53875
CD300E	0.217
CEBPB	0.098
ZNF398	-0.78525
LRCH3	-0.025
HMGA1	-1.2635
CAPN7	-0.112666666666667
MGC5566	-2.41675
CCL3	3.23457142857143
NANOS1	0.384875
ZFYVE19	0.21325
APITD1	-0.4345
PARD3	0.451
IRAK4	-0.360833333333333
SERPINI2	-1.573
CEP170L	-0.54025
TTC9	2.823375
MYOM3	-0.34675
MLPH	1.136625
LOC222699	1.382
NRG1	-0.331333333333333
TBC1D9	2.43763636363636
TTK	-1.56133333333333
ZNF557	0.3638
DDX41	0.306833333333333
FANK1	2.123
UBE2D2	0.412625
PSMB10	0.46275
MYH7B	0.437
GABARAPL2	-0.193375
MARVELD2	2.3515
DGCR2	0.834
UNC45A	-0.0116666666666667
C6orf72	0.483
ZNF683	4.36475
GIT2	-0.5455
CASK	0.709333333333333
C14orf161	6.183
LRRC44	-1.3385
TIFA	0.324875
UTP11L	-0.451
C6orf65	-0.409
FDPS	0.9115
DUSP9	-1.8301
SLC17A8	0.1304
OR51G1	0.353333333333333
NANS	0.44325
OLFML1	1.9895
ATP10B	-2.247625
NPAS3	0.07
PRKCA	-2.689
GGA2	-0.928625
LCE4A	0.305
SPANXN3	2.535
CCDC115	0.391875
SDCCAG3	-0.45525
GLIPR1L1	0.92675
TTC1	0.182
C17orf76	-0.90525
MAD2L2	-1.29375
HIPK1	-0.3686
LRRC3B	-1.35816666666667
CLN3	-0.684681818181818
C17orf47	-0.0275
FMN2	-3.962875
TUBB1	-1.984875
WAPAL	0.289
C3orf21	0.61975
SCN5A	-0.4357
SMYD1	1.143
BEX5	1.104
ZNF192	-0.237
SEC22A	0.160166666666667
GRIA2	0.286923076923077
KIAA0825	-1.244
NUSAP1	-1.18954545454545
LANCL1	0.033375
C15orf40	-0.3661
ZNF645	0.438875
GPR61	-0.28225
NLRP14	-0.1845
SNX21	-0.249
C1QTNF8	0.327
C17orf46	0.65425
IFNA8	0.812
SPRR1B	-1.80916666666667
FLRT1	-0.35875
SNX17	-0.271666666666667
ASB2	-0.7525
HBG1	-5.864
RPRML	-2.4545
JOSD2	0.569
PLSCR3	0.1465
SPOCD1	0.5645
RAB39	-1.552
GHRH	-0.0141666666666667
ITIH5L	0.50225
C17orf37	2.0775
SMCR8	0.4375
DPY19L2P3	-0.829
IL11RA	0.123666666666667
GDF3	-4.01416666666667
RPS6KB1	0.401666666666667
DNAJC19	-0.2125
TOP1	-0.19625
CRCT1	-0.283875
MPST	0.287625
DPM2	0.29475
FAM38B	-1.81616666666667
SLC18A1	-2.602
FARP1	-0.5935
PAX7	0.20775
TUBD1	0.149
GNL3	-0.873625
BTG2	0.9798
NDUFS6	-0.25075
C1orf79	-2.497
ERAL1	-0.12575
ECHS1	0.89475
VPS4A	-0.0153333333333333
CYP11A1	-0.59325
ABCC6	-3.09035714285714
PBX4	-2.24
MOSC1	1.181375
NCF4	0.47075
HYMAI	-0.425
NAGPA	-0.013875
OTOP2	0.041
ACOT12	-0.08575
MTHFD2L	-0.332875
LOC441376	5.843
C19orf34	-0.00700000000000001
RAB1B	0.434
ALDOAP2	-0.725
NTRK1	-1.02966666666667
ARTS-1	-0.4881
SLC6A11	-1.297
NAP1L2	1.206
CNGB1	0.371
EPB41L4B	-2.02991666666667
FAM134B	2.63675
HS3ST3A1	-0.815833333333333
CPXM2	3.36125
SIRPB2	-0.996
CHORDC1	-1.20366666666667
TRIB3	-0.843666666666667
SLC2A5	0.513
C2orf49	-0.0618333333333333
DDX5	1.01725
OR5L1	0.1915
ANAPC4	-1.10233333333333
ZSWIM1	0.46875
LOC93622	-0.311125
KCNK3	-0.3003
RP11-35N6.1	-3.26066666666667
ZFP161	-0.098
AQP9	4.99025
SLC15A2	-1.59683333333333
MREG	0.436666666666667
OR9I1	0.311
PDLIM2	0.274
ADAM7	0.221
GSTCD	1.726
WDR21A	0.243375
SLC12A8	0.832166666666667
TMEM174	0.4695
IGSF3	1.66666666666667
LRRN1	-2.4795
LOC402117	0.44675
SRPK1	-1.49066666666667
LY6K	-1.4889375
NFIA	2.0855
PTCD3	-0.8025
LEP	0.557666666666667
PCDH21	-1.2855
MAPKAPK2	0.754285714285714
NMNAT1	-0.6025
LHFPL2	1.26175
C9orf43	1.9675
DIP2A	-0.451
ACTR8	-0.616875
CCDC34	-1.803
PTPN22	-0.767
ITGA3	0.578125
FAM129C	-0.0245
RABGGTA	0.272666666666667
UNC45B	4.05475
KIAA1033	0.188
ZNF510	0.0748333333333333
CYP2D6	-0.881666666666666
SLC26A10	-2.3835
STX8	0.04875
LUZP1	0.19325
WDR89	0.541
EIF4G3	-0.5954
C5AR1	1.906375
ZNF623	0.3115
A2M	0.25975
TGM7	0.432
GRPEL1	-0.9665
LMNB2	-1.624
ROCK2	-0.677833333333333
SNX16	0.394625
CCDC66	-1.22475
ANXA3	-2.98825
KIAA1609	-0.453
EED	-1.55075
RNF32	-0.739666666666667
HES1	0.3219
CLC	0.00519999999999996
ISL1	-0.7255
KIAA0528	-1.091875
MANEA	-0.13325
C1orf61	-1.5375
hCG_2001000	0.33625
RAPGEF6	0.464
KIAA0020	-0.849
NEIL1	-0.12825
C16orf45	-0.92925
RBM10	0.0586666666666667
C10orf125	-1.52025
MRS2L	0.053
DNAH17	-1.72757142857143
C19orf10	-0.82225
C1orf160	0.013
SLFN12	0.1095
EXOC3	-0.0816666666666667
HIST3H3	1.9525
NCOR2	0.2145
TNFRSF9	0.99525
MFSD8	1.252
ALX1	-3.81166666666667
NOL1	-0.9905
PODN	3.05075
TIAL1	-0.662
HIST1H1E	0.544
NPY6R	0.1045
TM4SF4	-0.9885
CORO2A	0.45425
ETNK2	-1.5935
APOE	1.1096
ANGPT4	0.7265
HDGF2	-0.2995
G30	3.071
ST8SIA4	0.146875
F2RL1	0.1975
FAM19A4	-3.78275
CCAR1	-0.54275
B3GNT7	0.42225
OPHN1	-0.3241
DSCR6	-0.07
C21orf13	1.8335
GAS2L1	0.922416666666667
RFX3	-0.965166666666667
COPS4	-0.038875
BCHE	-4.66066666666667
BCL2	1.9935
HBZ	-3.30183333333333
ARL13B	0.405125
MAPBPIP	0.497375
MYO15B	0.0945
SPZ1	0.675
KIAA1324	3.07922222222222
PLCL2	-0.776875
C4orf29	-0.57775
WDFY2	-0.787125
ZNF284	-0.4115
NAALADL1	0.356
DUSP5	0.0443333333333333
PXDN	1.307375
SLMO1	-0.4125
TNXB	0.6698
BIRC7	-0.978
A4GALT	1.22916666666667
TIMM22	0.12675
FAM110C	2.738
TOMM34	-0.974125
ABHD9	0.7995
ADAM32	0.167
CRHBP	-0.52125
AQP2	0.65
LOC130355	0.40025
ZNF187	0.231
ZNF816A	0.7115
F7	-0.92825
CNOT1	-0.3942
SLC13A4	-1.0455
ZBTB11	-0.1155
B3GALT5	1.0565
EXOC2	1.94783333333333
IRS1	-0.286
TMEM1	-0.5305
MRPL34	-0.408
SAMM50	0.557
CDC42EP3	-1.10375
HSF2	-1.0676
MFN2	-1.1975
TSPAN7	-2.134
NUCB1	0.697333333333333
RHOH	0.98625
ARL16	-1.5045
TACR1	-0.04125
SFRS5	-0.0398333333333333
SNX25	0.54925
RHBDF1	0.664166666666667
PCDH18	2.086
HMG1L1	-0.02325
MYO5C	1.165125
MAPK10	-0.2995
LDHAL6A	0.208666666666667
NUDT12	1.00166666666667
NCAM1	-0.25275
GLIS2	1.4875
GGTL4	-0.209
DAPP1	0.1065
ATF7	0.666375
KIAA0748	-1.30125
NFIL3	-0.7955
TM6SF1	0.2327
SEZ6	0.468875
NANOS3	-0.0578333333333333
DNAJA3	-0.418333333333333
CLDN6	-2.3475
CIITA	1.9611
EPHA4	-1.3085
FANCC	0.57775
CMTM3	0.952
PSG3	-0.575285714285714
MRPL15	-0.98825
C21orf59	0.057
PLCXD2	-0.0055
C2orf34	-0.000124999999999972
UBE2L6	1.94075
MED14	-0.0664
HP1BP3	-0.2854
C6orf208	0.465
TPBG	0.93875
OSR2	0.2335
XPC	0.0015
KLHL7	-1.87908333333333
CCR3	-0.8118
AGTPBP1	-1.86816666666667
PCSK6	1.0256
STAT5A	-2.2662
FAM18B	-0.95775
LONRF2	-2.25316666666667
PTPN2	-0.868
SF3A3	-0.590333333333333
EFCBP2	-0.017
HCFC1	-1.223
AHNAK	1.38835
ACTR5	0.54175
KIF14	-1.30142857142857
TENC1	0.29975
HEATR5B	0.4945
YIPF2	0.5045
MYEOV2	1.02283333333333
DUSP18	1.64125
KIAA1012	-0.39025
AHR	0.111833333333333
C17orf53	-1.12033333333333
PTPRH	-3.86325
ATP6V1C1	-0.4013
TAS2R3	0.3035
LOC440356	-1.554
COQ10B	0.575
PSMF1	0.421916666666667
SORBS2	2.723
NFE2L2	-0.5325
TMCO7	-0.04175
SH3PXD2A	0.0868
SH2D2A	-0.3905
SPINK5	-3.0355
MRPS24	-1.233
OPA3	0.310625
TRAF7	0.403833333333333
C4orf35	0.2645
MT1G	-1.39575
MGC39545	0.794333333333333
HS1BP3	0.1188
OR2B2	0.4445
CHRM4	-1.197
SFRP2	4.486
RIC3	-1.31
ART1	0.276
C6orf1	0.76
DUS4L	-1.1715
C10orf104	-0.435
TNFAIP6	3.76
RTEL1	-0.565
CCT4	-0.7477
ZNF709	0.0245
CHMP6	0.0178333333333333
UPP2	-0.669
CYP19A1	-1.5605
CD151	0.233833333333333
NDUFA13	0.042
ARFRP1	-0.794666666666667
FAM26B	1.484
CRYBA1	-1.75
MRPL41	0.507833333333333
NPFFR2	2.258
HRH2	0.3415
SCAMP3	0.434333333333333
MTMR6	0.4572
MTG1	-0.759166666666667
UBTD1	1.35425
CRABP1	-3.002
FLJ33790	-0.5179
KIAA1908	-1.00366666666667
GPR158	-2.7665
PACSIN3	-0.263666666666667
OMD	4.07016666666667
CATSPER1	-0.202
HOXB8	-0.64825
FBXO46	0.4875
OAS1	2.36983333333333
SVIL	-0.00575000000000001
PHB2	-0.859
ADCY3	-0.4085
NDRG2	-0.067
ERMAP	0.2388
APBA2	-1.36716666666667
IGSF9	2.50775
WNT6	-0.728928571428571
MYCBPAP	-1.1415
ATP2B2	-0.207222222222222
CPVL	-1.6656
TRAM2	-1.0675
NOP5/NOP58	-0.50475
ZNRF4	-0.26475
TLK1	0.043125
MTMR12	0.378357142857143
ZNF384	-0.701
FAM9B	-2.50233333333333
RPN1	0.3764
PMVK	1.41225
EIF3D	-0.0381
SIX2	0.33175
HPS1	0.128214285714286
RNF7	-0.11875
PSKH2	0.387
KCTD13	0.194333333333333
CSMD3	-1.0601
FBF1	0.242
IL8	-2.252125
SERPINB13	1.0382
FBXL20	3.1915
BLR1	0.625
SH2B1	-1.65316666666667
RFNG	-0.721
RAB20	0.487
RBM7	-1.64
POLR1A	-0.442333333333333
TMPRSS4	-3.28325
TAF9	-0.432
TERF2	0.0821666666666667
TNFRSF1A	0.462833333333333
ACADVL	-0.7545
GTF2H5	0.0065
EDG8	-0.715
C9orf140	0.465625
UST6	0.946
ZBTB8OS	-0.14825
ZNF710	0.2865
GPR174	-4.264
ATP6V0A2	-0.086
KIAA0319L	1.046
XKRX	-0.6385
DOPEY2	1.2511
SDHD	-0.911666666666667
SUMF1	1.88
OSM	3.8915
OPN3	-1.095
DAGLB	-0.238833333333333
PPFIBP1	1.6587
TRIM63	-1.10325
C10orf53	1.1355
LYPD3	-0.603333333333333
BCL7A	-0.294875
AGER	-1.25583333333333
TCF19	0.3225
SAT2	-0.5475
PFTK1	0.962
GABRE	-3.7695
C15orf38	1.0098
FIS1	-0.1135
KCNV2	-0.04375
CLPS	0.26075
PPCDC	-0.7285
FOXN2	0.232666666666667
NT5E	-2.0904
CD83	0.94525
IL18	-0.0085
VPS16	0.4405
IGFBP2	-0.540666666666667
NOTCH2	0.658
SIGLEC1	3.593125
CD93	5.887
SULF2	0.25775
CEP164	-0.443125
P53AIP1	-0.0956
TOR2A	0.206166666666667
ZNF136	0.3975
MGP	2.2672
CCDC144A	-0.431
TRPC1	-0.776166666666667
SMS	-0.725
MAPK7	-0.933333333333333
RRAGC	1.31075
PARD6A	0.886166666666667
NUB1	0.250166666666667
SYNGR4	0.93775
OR11H12	0.558
WIF1	0.230125
GCH1	1.10675
OR11H4	0.388
SLC44A5	0.2135
GPRIN2	-1.359
LOC401431	-1.12275
CPA4	-3.2021
MELK	-0.728222222222222
IL15RA	0.45475
CUL3	-0.9375
HMBOX1	0.021
PODXL	-1.94325
CCT6B	0.192
COMTD1	-0.198
MUC20	-0.250666666666667
GPX2	-2.080875
ITK	-1.296375
FBXL5	2.2445
C13orf27	-1.52225
DEFA5	0.1025
TRHDE	1.182
MTP18	-0.237833333333333
UQCRQ	0.8281
ITGB2	1.34625
CSRP2BP	0.27025
TAS2R44	0.6615
PHPT1	1.0585
FAM44C	-0.32275
ERH	0.76475
MPHOSPH1	-1.35283333333333
MORC1	-0.248
PARVB	-0.03175
LAMA1	-1.82075
PGBD3	0.19075
GIMAP6	3.6735
AREG	1.86683333333333
LIPT1	-0.43025
MGC99813	-1.90225
C1orf201	0.0788333333333334
GRIN2A	-1.5522
MAN2C1	-1.327875
NSUN5	-0.5615
SF3B5	0.366
MYC	-2.1199375
NRXN1	-0.809545454545455
ZNF18	-0.13
SPDYA	-1.6455
SLC37A1	1.578
DECR2	0.347
ANKRD38	2.33025
SPTLC3	-0.820583333333333
SUPT16H	0.210125
DTWD2	1.70575
ULBP1	-0.086
ZADH1	-0.56
OIP5	-2.19375
IL10RB	0.195833333333333
OTUB2	1.15425
VWA3A	-0.246833333333333
SPIC	-0.0256666666666667
OR6C4	0.0995
PSCD4	0.602166666666667
DPY19L2P2	-1.3445
TRAPPC6A	0.0638333333333333
C21orf2	-1.07933333333333
CEMP1	-1.74275
LIN7B	0.5125
E2F7	-1.3025
VCP	0.3584375
LAMA3	-0.1625
BGN	2.6905
GPR160	1.3075
COCH	-4.11733333333333
GPR81	1.78083333333333
APOBEC3F	-1.445
tcag7.1017	-0.72375
C1orf32	0.1515
SCGB1D2	6.77575
FLJ43987	-1.212
C6orf170	0.1105
KLK9	0.24
GPD1L	1.28425
VPS37B	0.2935
ATG3	-0.874166666666667
ADAMTS17	0.358
KLHDC2	-0.312333333333333
NDUFV2	-0.1365
BLK	-2.91425
MATN4	-1.4895
GPM6A	-0.264857142857143
GBP4	3.65733333333333
TMEM162	1.0176
PKP2	0.805
HRASLS	-1.81511111111111
MMP1	0.4305
SFXN3	-0.0563
FSD1	-1.7595
ST6GALNAC3	-2.52266666666667
CA12	0.6547
NCOA6	0.386
C19orf58	-0.2527
PPP4R1	0.170333333333333
MAN1A2	1.18533333333333
IKBKAP	-0.83225
UPF1	-0.603166666666667
KIAA1219	0.514
WNT16	1.2825
SNW1	0.18525
IL18RAP	1.90725
RPP30	-0.738625
CDC40	-0.114214285714286
SETD3	0.675666666666667
SLAMF6	0.3665
ELK4	-0.2195
TRIM47	2.353
ACOX3	-0.22925
TRIM6	-0.45875
KIAA0372	-0.390166666666667
TP53AP1	1.251875
SMURF2	1.637
ADAD1	0.28475
EBP	-0.25
KRTAP13-2	0.25
FLJ36874	-0.6985
TOR1A	0.4295
P2RY4	1.6015
GPBP1	0.26825
TRPV1	-0.010375
ADAMTS12	1.59966666666667
PES1	-0.2095
ATG4A	0.386333333333333
MAGEA10	-4.6315
WFS1	1.047
CC2D1B	0.343333333333333
PABPN1	-0.05175
SLC25A30	0.356
SLCO1C1	-0.41
SLC22A5	0.7645
KIF23	-0.765833333333333
SYN2	-0.918666666666667
ASPN	9.68666666666667
CENTG2	0.13375
QSOX2	-2.0098
FLJ10815	0.648
STK24	-0.7125
SPEG	-0.7216
STK10	0.1335
DACT2	-3.3005
AAAS	-0.30675
SSX3	-1.735
ABCD3	0.1036
C4orf12	0.22775
PARVG	0.620833333333333
FIG4	-0.2245
C9orf46	1.29775
TMCO6	-0.623
IGHMBP2	-0.4195
DUS2L	0.229666666666667
FAM3C	-0.9261875
TMEM16D	-2.372625
DCTN4	0.50125
KCNH3	-0.12
EIF2AK2	1.49225
AP1S3	1.302625
CST4	4.3995
PAM	0.0671874999999999
NUTF2	-0.331
CITED2	-0.2378
SLC39A4	-0.09425
C2orf52	-0.9795
GRM3	-0.109
C12orf49	1.22525
CCDC49	0.7099
GRAMD1B	-1.336
FNDC4	-0.132
SIAH2	0.511
GDPD4	-0.05625
C21orf87	1.305125
ATP5A1	-0.4035
C16orf63	-0.158375
LOC388135	0.523
ATP5J2	-0.9235
MMP3	0.6145
EMID2	0.30025
CRHR1	0.35425
WDR70	-0.29725
C13orf31	1.943
ZFAND1	-0.96375
CCL18	4.20883333333333
C3orf49	1.114
RINT1	-0.6905
KIAA0408	-1.90766666666667
F13A1	4.98
SLC10A1	0.153333333333333
OGN	2.1105
GIPC2	-1.677
XPO6	-0.651166666666667
LCE1A	1.0245
FMR1	-0.0583
LOC374920	-0.22275
DUSP3	0.265875
ANKMY1	0.484
C7orf50	-0.32075
BBS9	0.1873
UNC119B	-1.2385
C9orf72	-0.18575
MGC35440	-0.71925
ENTPD6	0.083125
PPP1R2P9	0.883333333333333
ERCC4	0.181
FAHD2B	-0.177
HMHA1	-2.1735
HACL1	-1.37825
RAD23A	-0.500666666666667
FAM83B	2.738
PPP5C	-0.183
RNASEH2C	0.0865
C9orf153	-1.00225
SCAMP4	0.211125
GHITM	-0.00819999999999999
NDUFB7	-0.164375
ADCYAP1	-0.0278333333333333
SP110	2.3105
MAP3K7IP2	0.36425
DHH	0.3305
AGRN	0.792571428571428
WDR33	-0.0385
CEP290	0.95
PRPS1L1	-1.74983333333333
KLRA1	-1.485
GPR97	0.036
CHD7	0.028
TLR10	0.40325
SLC30A8	-1.3595
HIC1	1.47666666666667
IAPP	0.571
RXFP4	0.18125
GP1BB	1.48575
SHQ1	-0.0955
NKX2-3	0.266166666666667
API5	-0.1245
FTHP1	0.4765
MOV10L1	-0.1978
TRIM6-TRIM34	2.95183333333333
ADHFE1	-0.32775
FAM117A	-0.3935
DDI1	-0.2576
CDON	-0.436333333333333
TRIM73	-0.9885
IGKC	2.4755
MMP14	1.29391666666667
DYNC1LI1	-0.17925
C11orf66	-0.456
TRBV3-1	-1.495
FASTKD5	0.59725
BIVM	-0.5595
LHX4	-0.92825
CXCL2	-0.1378
RAB2B	-0.274666666666667
IZUMO1	-2.085
MAP3K15	-2.54842857142857
FAM19A2	0.126166666666667
ZC3H8	0.157666666666667
ZMAT1	-0.126625
SPINK5L3	-3.42733333333333
SLC10A6	0.145
APPL2	-0.363375
CARD10	-1.01633333333333
LOC402176	-1.606875
EEF1D	1.3111
RAB6A	0.6217
C12orf5	-0.3135
PAPOLG	0.26475
MSRB2	0.9935
BCR	0.598222222222222
PUS3	0.44325
TIAM2	0.93675
ZNF317	-0.354333333333333
CHD2	-0.178714285714286
FZD5	-1.52809090909091
NUDT8	0.75625
ZNF763	0.027
PRC1	-0.758222222222222
ABCB9	0.493833333333333
SPATA3	0.40425
TRAK2	1.220375
STAB1	2.54675
LRRTM2	-0.820666666666667
psiTPTE22	1.70475
DBI	0.35875
SERPINA11	-0.06425
