Hybridization REF	TCGA-BH-A0C0-01A-21R-A056-07
PIP5K1B	-0.759833333333333
AGXT	-1.9965
RNF181	0.1355
ATP8A2	-1.114
AFTPH	1.4804375
FGF21	0.18075
FCER1G	2.6465
SNTB1	-1.29125
SLC24A3	1.43675
TXNL4B	-0.7565
RPL10L	-0.0111666666666667
LOC389517	-0.50765
TSGA13	0.113
SHOX2	-1.0585
ITGA7	-1.1646
KCNIP2	-0.326166666666667
KLF13	0.3615
ZFAND2A	-1.5875
CEACAM1	-0.851285714285714
PFKFB4	-1.795
MED19	1.0815
LRRC57	0.0621666666666666
RNF11	0.69025
ANKRD32	-3.009
P117	0.656
OBFC2A	0.376833333333333
POLD3	-0.306583333333333
RAB18	0.7155
TPH2	-1.27533333333333
PHB	0.5167
JDP2	1.34216666666667
MORF4L1	-0.7989
POU2F1	-0.565
CNNM2	-0.387333333333333
LOXHD1	-0.0178333333333333
ZC3H15	-0.34975
ELK3	0.00916666666666666
FAM111B	0.98575
CBLC	2.50733333333333
SBNO1	-0.179
ANKMY2	-1.083
PLEKHA5	-0.34875
DHX58	2.18366666666667
ARCN1	-0.705833333333333
TREML1	0.5784
KNCN	0.1815
SEC24A	-1.196875
PSCA	0.69375
MGC24125	0.935666666666667
DNA2L	-0.73075
CIB4	0.3575
HIGD2A	-0.225333333333333
TBX6	0.0655
TTLL5	-0.683166666666667
SGK3	2.33183333333333
GCN1L1	-0.69325
AMOT	-0.0685
LDOC1	0.726833333333333
NRK	1.1695
ASB9	-2.93125
NAT1	4.4195
TRAFD1	1.10975
PEAR1	0.371333333333333
FAM36A	0.34675
OR1S2	0.392666666666667
LOC388323	-1.9635
PGS1	0.666
LEPREL1	-4.1925
TFF1	-4.55483333333333
HAP1	0.5805
EPHB2	0.389
ACTG1	1.14433333333333
ZFP42	-1.713
HAVCR2	2.1083
NME1	0.3395
SNX26	-0.00416666666666669
LACTB	0.8605
ZKSCAN2	-0.316375
C5orf35	0.077
ANKS3	-1.0885
RBM28	-0.65225
DKFZP586P0123	-0.306
HNRNPA1	-0.757666666666667
BCAS3	-0.8925
FLJ20184	-0.122
POLA2	-0.785166666666667
TMC7	-0.362833333333333
HSD17B6	0.7465
ZNF658B	-0.905
TTTY10	-0.0881666666666667
RANBP9	-0.565083333333333
CPNE7	-1.4955
EVL	1.34035294117647
LNX1	0.372833333333333
IFNA21	0.419
CFD	3.9705
PYCARD	2.18416666666667
MYBPC2	-1.5545
ENPP3	-0.8235
ACSL4	-1.03925
LOC440258	-0.497
TMEM176B	3.70583333333333
SOX2	-5.17475
SCO1	-0.380833333333333
COMT	0.4225
AOC2	0.335
PDLIM5	2.19521428571429
SPHK2	0.1095
NXPH2	0.293
GPR108	1.29966666666667
RAD51L1	-0.438666666666667
TMEM54	0.8125
LETMD1	-1.24277777777778
SLC6A17	0.5595
KRT75	-1.309
STT3B	-0.851666666666667
CD3EAP	-0.0933333333333333
TMEM63A	0.47575
DUSP13	-1.6315
CD1C	0.3765
LASS2	0.977
AVP	0.264
PITPNM1	-0.129125
FLJ22795	-1.641
MCTP1	-1.9625
TRIM68	0.0986666666666667
UCK2	-0.361833333333333
ABHD1	0.98675
FAM50A	0.7235
RNASEH1	-0.389333333333333
PCP2	1.739
OR52H1	0.272
C20orf149	0.000250000000000007
RBP5	1.4545
HYAL3	-0.65525
CLPB	-0.02975
SMNDC1	-0.54925
DONSON	-1.178
FLJ27523	0.1295
BARHL2	0.5275
SLC30A9	0.320833333333333
TMPRSS11B	-0.3505
E2F8	-0.779333333333334
CCDC25	-0.585
C14orf48	-0.4472
C20orf116	0.0635
TSPAN11	0.3205
YIF1B	-1.16166666666667
FAM12B	0.80525
OR1L6	0.573
HPN	0.7251
NBN	1.461875
C14orf94	-0.309333333333333
OCLM	-0.36
ZSCAN18	0.2991
L3MBTL	-1.7233
TSTA3	1.761
RAC1	0.209625
C19orf15	0.8755
NFE2	-4.13225
KLK14	0.254
ARSF	0.336
MAST2	0.258666666666667
AMICA1	3.4395
GTF2A1	0.6045
ATP1A3	0.1225
TC2N	2.8322
PNKP	-0.354
ODZ2	1.574625
MATR3	-0.05025
S100P	-3.033
KRT82	0.82
CA13	-1.3423
PROZ	-1.51883333333333
AASDH	1.11657142857143
C19orf40	-0.474
DCK	0.074
FAM5C	-2.05175
SLC6A4	0.1175
MID1IP1	0.159
TESSP5	-0.0805
TMOD4	0.16
DOCK2	0.84
TUG1	1.409
NUP214	0.02575
DPYSL2	-0.659363636363636
GOLM1	2.42675
MPFL	0.43375
SOX13	0.8395
SDCCAG8	0.8097
KEL	-1.13216666666667
NUP210L	-2.72875
GK	0.288625
DNAJB1	1.4615
ALPK3	-0.371
CHID1	-0.8305
CYLC2	-0.0486666666666666
IKZF5	0.52
C8orf51	1.7635
PPM1J	1.58375
GIMAP8	4.19133333333333
GPR101	-0.0565
NR2F1	-2.8295
ACAD8	-0.3905
RBM35A	1.26575
GNAI2	0.7255
METTL8	0.108833333333333
SLC39A7	-1.217
FBXO8	0.17925
CAMK1	0.07125
RFC3	-0.85475
FAM129A	0.996428571428572
ILF2	-0.96075
FGFBP3	-1.914125
NOM1	-0.841
PSMA3	0.25275
ASCC3	0.388
ZYG11A	-0.81
SOX21	-1.711
LYRM1	0.13025
DEFB1	1.3615
LOC91431	-1.88666666666667
OR7C2	0.5625
FAM46B	1.6445
TMEM18	-0.38875
ARHGAP30	2.97466666666667
TMEM86A	2.27141666666667
EPHA2	-0.879666666666667
C10orf46	1.0535
TCHH	-1.15133333333333
C3orf30	0.2985
LOC285636	0.251333333333333
PAIP2	0.17575
CYP2U1	-0.12925
C12orf34	0.9045
SARS2	-0.94
ZCWPW1	-0.71525
SAMD12	2.446
KIAA1430	-0.41375
ACAT1	-0.8885
MEOX1	1.91566666666667
ADAMDEC1	8.109
PHKA2	-0.9535
CARD11	0.613166666666667
CALML4	-0.726
TSSC1	0.4195
TMEM45A	-3.04133333333333
MPP7	0.991625
POU1F1	0.1105
SLC2A13	-0.4398
FBN2	-0.562642857142857
ZC3H7A	-0.2115
LAIR2	0.56175
ST3GAL1	2.476
LCT	-3.5225
GEMIN8	0.306
KLF16	0.6223
HIF3A	-0.3091
FAM44A	-0.190357142857143
AQP10	-1.2886
PLA2G2A	-1.3415
FOLH1	-0.003
C20orf186	-0.066
MAPKAP1	0.92125
SPRR2D	-1.7285
UBQLN4	-0.246666666666667
RSHL1	0.495333333333333
PIAS3	0.138375
MRPL24	-0.1305
GREB1	-0.635625
FAM27E3	-1.5285
NUP62CL	-1.92375
NEUROG3	0.966
REEP3	0.555083333333333
MARK1	-1.69825
LMBRD1	1.04975
PRPF19	-0.5895
PNMT	1.18266666666667
CTGLF1	-0.2615
SLC25A16	0.581
EIF2B3	0.4335
RPA2	-0.97475
PAK6	1.23816666666667
CCDC26	-4.392625
SEMA3E	1.34225
MXD4	0.6532
TNFSF10	4.3919
SMARCB1	0.5125
DTX3L	1.5175
PLA2G4E	-0.0205
PPAP2A	0.29825
ULK1	-0.54775
TAS1R3	-0.045
SLC2A3	-2.92990909090909
ARID3A	-0.8175
GNG5	-0.35475
ACOX1	1.3522
KIF5B	0.1855
NUP153	-1.00975
MUC7	0.1405
CSDE1	-0.910928571428571
CLPTM1	0.272
C3orf23	-0.51325
LRRC17	-3.7875
TTYH3	0.05675
ATP5B	-0.9015
ELF3	0.9152
CPSF3L	0.994166666666667
ZNF665	-0.304166666666667
TLR6	1.6165
GPI	-1.2305
RAD9A	0.339125
NDST4	-3.91475
AGPAT3	0.222083333333333
MAGI3	1.16566666666667
ADORA2A	1.618875
CACNG7	-0.135
CAMK2D	-0.00821428571428573
CCHCR1	-0.62425
RPS27A	-0.0145
OR10G7	-0.312833333333333
GCM2	0.858
FAM135B	0.0968
E2F1	0.55
PLCB3	0.00775
OR2AE1	0.225
COIL	0.4815
CDC25C	-1.6735
RAB11FIP2	-0.208666666666667
TSC2	0.12425
CTGLF5	-0.6915
CCDC108	0.0752
OR13C4	0.41825
C10orf81	4.843
PTPRB	0.80375
ACP2	1.4825
LAG3	3.69325
MRPL54	0.4385
LOC201175	1.072
ITGB1BP3	-1.7835
SPTAN1	0.4575
SIPA1L2	-0.94725
RCAN2	-1.63
CDX2	-0.9925
ECOP	0.38925
ACTR1A	0.352285714285714
PPARG	-1.05233333333333
BBS10	-0.0541666666666667
TMEM44	-1.194
BPIL2	0.2655
CITED1	-1.785
IRF6	3.83
PRDM4	0.728666666666667
RRP9	-0.521
OR10H4	0.09925
IL31RA	-0.569
GNB1L	0.489166666666667
MYBL2	-0.637375
ZNF407	0.589333333333333
PPIG	-0.1695
TTC18	3.05175
RPSA	-0.668
MAPT	1.908875
MRE11A	-0.384285714285714
C8orf37	1.56416666666667
RASGEF1C	-0.611333333333333
STBD1	0.6215
CTAG2	-0.828333333333333
MGAT5B	-2.79916666666667
ECM1	-0.581625
RLN1	0.1905
PARP14	2.1580625
EPB41L1	0.8744
HOXA3	-1.43883333333333
MAGEA9	-5.22075
RPS8	0.551833333333333
RPS19BP1	-0.1655
FOXJ2	-0.107
C10orf76	0.340875
IL17RE	0.4265
C10orf65	-2.631
ZNF343	-0.0371666666666667
FBXO33	-0.03525
UHMK1	0.591
LY6G6C	-0.90375
FGF19	-2.2
C14orf128	-0.849666666666667
IFIT2	4.1675
TIGD1	-0.16225
S100G	0.0975
GUCY1B3	1.5255
NR3C1	-0.2507
CORO1B	1.50566666666667
PARP11	1.08591666666667
DNALI1	4.523
OR4N4	0.099
MAP2K6	0.364166666666667
FSTL4	0.1695
ANKRD47	1.492625
TMEM171	-1.2455
PNLIP	-0.511666666666667
YY1	0.358
CCDC138	-0.520166666666667
AASDHPPT	-0.3483
CKS1B	-0.6862
MCM3	-0.872666666666667
ANAPC7	0.414166666666667
FAM110A	1.318
CDC37L1	-0.504666666666667
THTPA	0.2465
NBPF20	-0.5485
WDR24	0.3675
NPTX2	-4.45125
CBLB	0.5815
CETN1	-0.154666666666667
RPUSD1	0.427
FAF1	-0.8585
CDK6	-2.7958
HMX2	-0.0985
CSK	0.422
TEAD2	0.15075
SNAP25	-1.3905
TUFT1	-0.3482
TMTC3	-0.227166666666667
LCK	0.22475
SGOL1	-0.529166666666667
AKTIP	0.08175
FURIN	0.00162500000000001
SOX12	-0.289
DEFB103A	-0.35475
RAMP1	1.18025
KIR3DX1	-0.00600000000000001
GAS2L3	-0.1815
PDE8A	-0.9077
EDN3	-1.0345
GMIP	1.3825
SF3A2	0.837
FN3KRP	0.52475
SMAD7	0.857
RHBDD2	0.43325
OR11H6	-0.381
PPP1R3B	-0.6079
C9orf23	-0.14875
CADPS	-1.56025
GOLGA8A	-3.089375
TMEM57	1.27
RGL3	0.2655
S100A14	3.142
FGFR2	3.5410625
XRCC3	-0.47325
RTN4RL2	0.61225
MGC3771	2.4075
GH2	0.0495
BTBD2	1.21675
LMO2	-0.146
RDBP	-1.005125
ACRBP	-0.24025
AMY2A	2.288
DUOXA1	0.756
PTK7	0.5515
TWF2	0.643
FAM80A	-1.5145
TNNI2	-2.69733333333333
GLT25D1	0.398166666666667
OCC-1	-2.231
CYC1	0.7025
RPL22	0.4245
MORN3	1.95883333333333
DISP1	0.20375
PRB2	-0.207
CHUK	0.14575
HR	1.062375
CCDC134	0.3255
DENND4B	-1.0465
C14orf130	-0.475375
RAB33A	-0.28
DCST2	0.1555
TNMD	-1.543
PEX7	1.1395
FAM62A	0.26075
SRD5A2L	1.026
IL22	-0.27875
RPS26	-0.114333333333333
HOXC5	0.9045
SPATA6	0.0395
FLJ38482	-0.078
ZNF234	0.468
C18orf22	0.064
SPATA22	0.74925
THOC1	-1.015
CYP7B1	2.25925
KCNC3	0.18575
C8orf42	0.214
ALDH1B1	-0.625
CCDC100	-0.519
ARMC4	-1.608
FAM18B2	-0.682
SLC44A1	0.862625
FBXO17	-2.727
C6orf107	-0.0957499999999999
C19orf29	0.31125
ZC3HAV1L	-0.1965
PARP6	-0.2072
SULT2A1	-5.82657142857143
C1orf159	0.41025
TMC1	-0.486333333333333
CHST14	-0.574
GAMT	0.601
SMCP	-0.0775
TSPAN33	1.80408333333333
MIDN	0.342
NOX4	1.8985
RNASEN	-0.1983
TBX1	1.7575
SALL2	-0.1835
C10orf35	1.6665
CYP2E1	-1.10775
LRFN2	3.06433333333333
ACO1	-1.27616666666667
IQCG	1.9378
MEGF9	2.0285
TM7SF4	4.03325
PLEKHA1	0.6164
STK33	-3.7345
C1orf210	2.85875
SNUPN	-0.1238
KIAA0406	0.3839
C20orf29	-0.476
TMEM55B	0.1145
OSTM1	-0.585
CLCN7	0.68875
OTP	-0.2715
FLJ23049	2.4505
HEATR4	0.991
MAP3K10	0.696666666666667
PCDHGA9	-0.0745
AMDHD2	1.30375
LCTL	-1.739
PDCD2L	-0.9345
CABLES2	-0.899
SLC5A9	-0.89125
CLCA2	-0.791166666666666
MGC16025	1.147
STRAP	-1.359
C20orf196	-0.478
RRBP1	0.235
NAT13	-0.94
MAT2B	-0.26125
CSNK1D	0.528333333333333
KIR3DL1	1.30275
PRKAG3	0.513
ZNF599	-0.2895
PRM3	0.1715
PER2	0.533
ASPHD1	-3.753
PRMT6	-1.9455
KCNE1L	-0.880928571428571
FAM118A	-0.411
TAF4	-0.537
NDUFB6	-0.7435
TRIM9	-2.10283333333333
PMFBP1	0.59525
KY	0.42
DKFZp762E1312	-1.99245454545455
CSMD1	-1.85625
TBP	-0.888166666666667
OR1Q1	0.494
RETNLB	0.00224999999999999
HPGD	0.227571428571429
DNAJC12	-2.58716666666667
FKBP1B	-1.287
ANKRD24	-0.1474
CXXC5	0.810333333333333
IL3	0.0308750000000001
DRAM	1.693
PTCH1	-1.32625
TP53BP1	-0.52825
SLC17A7	0.200428571428571
COL25A1	-1.25611111111111
AMACR	0.402333333333333
RHCG	-0.3715
VPS13A	0.0884166666666666
FAM55D	0.8555
PRPF38B	-0.853545454545454
OSBPL6	0.7785
PFDN5	-0.0975
CMTM6	0.547
KCNK12	-1.442
RP2	-0.069
C16orf52	-1.143
PICK1	0.846
IFNE1	-1.5354
SEMA4B	1.63975
TYRO3	-2.56075
OR12D2	-0.914
CSNK1A1	-0.35775
FANCF	0.12125
LONP2	0.0415
TBL1Y	0.4815
LDOC1L	0.197
CCNC	-0.08825
C3orf60	-0.87075
CHKA	-0.72375
UBAP1	-0.06625
MAP3K1	1.0895
ANKRD9	-0.88775
FAM92A1	-2.57566666666667
GAB2	0.70525
AZU1	-0.0465
DIS3	-1.0905
C21orf109	-1.2755
IQCB1	-0.735
SPATS2	-0.363333333333333
EFCAB3	0.29425
PRB3	0.335625
FUZ	-0.00300000000000001
ZNF813	0.047
BMPER	-1.465
HEG1	-0.405125
ALS2CR11	-2.38525
SURF2	0.26225
PSMC1	0.5305
OR2D2	1.168
SLC7A8	1.6315
C4orf40	-0.0295
SPATA7	0.123
MAZ	0.200666666666667
PIN4	0.6165
PDE1A	-1.9285
TAF6L	0.8025
OR2T34	0.2635
KIAA0284	0.536
ACADS	-0.418636363636364
MKRN2	-0.186
C18orf56	-0.91575
MS4A6E	-0.0136666666666666
GALNT4	0.9474
C22orf31	-0.573
FLJ36070	0.4715
PSME4	0.6915
TFG	-0.7173
EPHX2	-0.013375
ANXA5	-0.78675
KRTAP1-1	-0.2088
BATF	2.92175
KARS	-1.05775
MSTP9	-0.941
GPR26	-0.35575
CCDC72	-0.28125
TEF	0.0585
FOXK1	-0.6704
PRLHR	0.4985
EMX1	0.56575
C11orf30	-0.237375
ICK	-0.2895
THSD7B	-0.05175
C21orf100	-0.7165
DUOX1	-0.158
EFCAB4B	-0.34425
UBE2G2	-0.534666666666667
C3orf54	-0.374
PARP1	-0.33225
FAM60A	-1.15916666666667
C6orf146	0.622
OR9K2	0.806
DDX55	-1.02316666666667
RPS15	0.353083333333333
ZNF618	1.054875
DKFZp686D0972	1.00525
SSPO	-1.269
SHFM3P1	0.830333333333333
CPA6	-1.7455
JAG2	1.31125
DEFA3	0.28
PPBPL2	0.226
CD34	3.716625
SLCO4A1	-3.2905
AFG3L1	-1.75733333333333
SHD	-0.565
RP13-122B23.3	0.5555
PRKCSH	-0.695666666666667
DPH5	-0.885666666666667
HLA-F	2.551625
TBC1D4	-0.30675
RIG	-0.0796
GLUD1	-0.703333333333333
HNRPCL1	0.763
HBXIP	-1.27825
RNF207	-0.3085
APIP	-1.5035
PLA2G3	-3.3155
CCDC84	-1.7075
MYLIP	-0.886461538461538
PHIP	-0.5365
AARS2	-0.8565
DHX32	0.46425
SCAPER	-0.743166666666667
MEN1	-0.11
NIP7	-1.02475
FLJ25404	-0.0725
FASTKD3	-0.17725
TMEM158	-3.06716666666667
RARA	1.413
BDH1	0.594
ANKRD16	0.5205
CARM1	0.361
SS18	0.817
IKZF2	0.512916666666667
MYD88	1.1615
PML	0.6129
TAF1A	-1.203
CBFB	-0.987
HIST1H3H	-0.642666666666667
C7orf29	-1.42
COMMD4	-0.732666666666667
DPP3	0.10675
DAB2	0.274875
LOC388882	-0.5855
YPEL4	-0.57175
AGBL3	0.78075
LRP6	-0.6664
SERPINH1	-0.762083333333333
TLE1	0.758
CD244	1.64766666666667
ZDHHC15	-1.85625
MGLL	-0.5015
PLDN	-0.257666666666667
LOC654346	2.245
FAP	1.344
GPR37	-2.91133333333333
SCARA5	0.496
EBF4	0.895818181818182
LSM6	-0.71525
MLLT1	0.5378125
SLC5A12	2.25725
A2BP1	-1.18183333333333
COPS5	0.748
TPM4	0.0822142857142857
TNFSF4	1.40866666666667
ACADSB	1.48516666666667
HERPUD1	-0.341
BCL2L11	-0.5705
CEP78	-0.998375
CDCA3	-1.263
WBSCR19	-0.2568
MYO1A	-1.9005
PPEF1	1.67783333333333
LOC440348	-0.8335
CPEB2	-0.433
BPTF	0.113166666666667
RPL21	-0.0486875
GSX2	0.1605
ADPRH	1.6015
C17orf68	-0.1355
KCNS1	-1.21333333333333
MLLT6	0.6389
PIWIL4	0.75675
RNF26	-0.87275
RAP1B	0.146875
ADAMTS1	-3.235
ZNF571	0.21
P2RY6	1.4295
TRIM21	1.72
CADM3	0.32175
NLRC5	1.6465
ADRA2B	-0.287333333333333
LOC90835	0.28475
PCF11	-0.4905
LOC400451	1.479
GLTSCR1	0.7035
C17orf88	-0.2085
CDH16	-1.861
FGF7	1.271625
PCSK4	1.07566666666667
NPC1L1	-1.83683333333333
TAT	0.402625
TBCA	-0.85125
MGC33407	-0.07175
GPR115	-1.11933333333333
CYGB	0.1545
FNBP4	-1.569
C12orf43	-0.17725
CBL	-0.2218
CLECL1	2.54
PPAPDC1A	1.00725
WDR25	0.688333333333333
SGCA	-0.0525
C22orf29	0.3095
YIPF1	0.145
GALK2	-1.23025
RAB3B	-3.99216666666667
LOC440087	-0.99325
UCP1	-0.6935
REEP5	0.659875
FADD	0.108
FOXA1	2.52675
CACNA1A	0.326833333333333
ABI1	0.5145
GRIN2D	0.8845
SLC1A4	1.217
LOC401127	0.4955
HINT2	0.01575
PLD4	1.03916666666667
ZNF286A	-0.9745
ENY2	0.25125
IL1F6	-0.3705
PXDNL	1.04075
C20orf79	0.00674999999999998
TNFSF13B	4.57916666666667
DENND3	0.984875
JARID1D	-3.3615
HIST1H2AK	0.2105
LOC93349	0.8017
SSH1	-0.4099
ENSA	0.6785
LOC219854	0.278666666666667
CKAP2	-1.0218
DKFZP564J102	-1.31916666666667
MGC87315	1.25266666666667
HNRPAB	-0.118
AMH	-2.8015
ZNF526	0.2165
BRUNOL5	0.5829
CACNG3	0.091
TRPM1	-2.335
PPP2R1A	-0.2045
COL2A1	-1.95925
DDN	-0.151833333333333
FLJ25770	0.394
HK2	-1.185
ELOVL6	-1.86675
MDK	-0.9725
EPHX1	1.688
RASSF2	1.027125
DKFZP434B0335	0.18275
DLX3	1.23725
PRTN3	-0.677
AVPR1A	0.68325
C21orf125	-2.53975
TNFAIP8	0.264
GNB2L1	-0.8975
CALCRL	2.769
SCGB2A2	8.65133333333333
UBXD7	0.3265
ZNF674	-0.1705
TMEM35	-1.026625
BRSK2	-0.2525
HECTD3	0.872833333333333
TMEM188	-0.720916666666667
LGALS9	2.991625
SCARB2	1.14025
USP34	0.52225
C17orf28	2.079
ZDHHC23	-2.75775
AQP12B	-0.1525
SLC16A3	-1.032
APLP2	0.305375
ITIH2	-5.91625
MICAL3	0.500125
TNNI3K	-0.2523
HDAC2	-0.27425
PRR7	0.2271
THBS2	-1.288625
LOC751071	-0.694833333333333
CA2	0.190166666666667
RANBP17	-2.82425
RLN3	0.10075
CRYZ	-0.810833333333333
GBAS	-0.509
TAS1R1	-0.52225
MPZL3	0.088
PCDH8	-3.35875
HSP90B1	-0.787083333333333
KCNK15	0.74
TNIP2	0.129
GPR146	0.000250000000000005
NOL6	-0.219375
SPC25	-1.80855555555556
STEAP2	3.13521428571429
VAMP3	0.157166666666667
TCIRG1	0.335
ZP4	-0.407
PARL	0.226875
TRIM39	0.0603333333333333
KIAA1305	0.38375
CRNN	0.00400000000000001
GRN	1.5635
HSH2D	0.3895
SCAMP1	-0.2173125
KIAA1913	-0.309
PTS	-0.266
BANP	0.0548571428571428
PRKACG	-0.066
ADCY6	-0.1185
C16orf46	0.5425
CYP51A1	-0.236625
DDC	-5.66325
ANPEP	-1.48983333333333
PROM1	3.13233333333333
SIGLEC10	3.74625
COPG	0.802
FAM26E	1.0845
TRIP4	0.2255
SNX3	0.636833333333333
C1orf175	0.4705
PPY2	-0.04925
C14orf152	0.522666666666667
FTSJ1	-0.217333333333333
DST	-1.24435
LOC554235	0.046
GLRX5	-0.098
C20orf12	1.3423
CAB39	-0.185333333333333
MSH2	-1.15333333333333
PIP4K2C	0.866
CYLD	1.240125
WTAP	-0.204375
MGAT4A	2.40788888888889
TSC22D4	0.2224
CHRM2	-2.648
PPYR1	0.156666666666667
CCNH	-0.721
RRM1	-1.26325
ECAT8	-3.966
LOC400120	0.049
GABRA4	-0.465625
C14orf4	0.255
C1orf59	0.02725
CTDSPL	-0.466416666666667
NHEDC2	-1.7915
PDE11A	-1.4655625
KLHL29	-2.773
CD5	1.0126
TSPAN9	-0.510125
WDR67	0.9635
THUMPD1	0.138
C18orf17	0.4825
CLYBL	-1.90216666666667
FLJ13231	-1.40425
CMBL	0.689375
LECT2	-0.13275
NKAPL	1.7788
LOC654780	0.436
OR4C6	-0.119
RAB30	1.64466666666667
TSSK4	0.456
TMEM163	1.57
OSBPL11	0.32175
GNB5	-1.90716666666667
CCL21	1.78875
C1orf121	-0.1785
FMO2	2.1905
RPTN	0.0595
MSTN	0.9375
VCL	-0.381357142857143
FYTTD1	0.2265
C11orf1	-0.6255
CCDC88C	1.126375
HFE	0.283333333333333
MOGAT1	-0.9045
FAM125B	0.599833333333333
IRGQ	0.3445
RAVER2	-1.3405
AKAP5	0.5205
SSSCA1	0.20375
C11orf63	0.271375
ACTG2	-0.556
PORCN	-1.217
DTL	-0.976727272727273
TMEM151	0.428
FAM122C	-0.9075
RSAD2	4.6215
BAT4	-1.4155
KRTDAP	-0.946166666666667
MYH8	-0.03475
CRTC3	1.1245
LRRFIP2	-0.306
INTS4	-0.0873333333333333
TTN	-0.322833333333333
SLC26A5	0.32
PLLP	-1.36175
RGS6	-0.744125
SRGAP3	0.942875
ZNF525	-0.0311666666666667
NBR2	-0.990666666666667
C13orf1	-0.4937
ZNF137	-0.2005
CEP27	-0.8575
BEST2	0.1965
RNF121	-0.35975
DMRTC2	1.29575
C8orf76	1.29375
BCCIP	0.40525
MEST	-0.87025
HTRA2	0.08
ANGPTL2	-0.848
ILKAP	-0.571333333333333
ERAS	0.3065
HBS1L	0.039875
CPA5	0.262
TMEM30A	0.671833333333333
CD300LF	3.334
WISP3	-0.547
CRK	0.859285714285714
PDS5A	-0.2924
BRPF3	-0.630666666666667
NEDD9	-1.20175
SMPDL3B	1.57775
PSG6	-1.93725
PSMD13	0.20575
ETV5	-2.4274375
OR51A4	-0.155
BTBD7	0.4665
GSTO1	-0.45725
hCG_16001	0.5585
MAD2L1BP	-0.401
COX6A2	0.9215
SCNN1A	1.97433333333333
LSM1	-0.16
UGT2B11	-2.95525
IDUA	0.0195
PPP2R3C	-0.764833333333333
COX11	-0.217833333333333
PDZK1	-0.75925
ZNF443	0.7255
MGC21874	0.480166666666667
ZNF323	0.1895
KRTAP10-10	0.3085
CXCL6	-0.2025
SLC34A2	0.2078
LOC284402	0.1555
NPTN	0.259166666666667
UPP1	-1.53008333333333
SLC6A9	1.0785
OR7G3	0.1785
CISD1	0.277
ZNF545	-1.66066666666667
SYT14	-0.623
NT5C3L	0.536333333333333
ZNHIT3	0.184333333333333
SNRPD3	-0.016
KIAA0701	-0.12975
UNC93B1	0.617
GMNN	-2.430375
SPCS2	0.160666666666667
LOC388524	0.09
NAPRT1	1.86225
PNLIPRP1	0.0594999999999999
OR6V1	0.709
PRKAB1	-0.8805
EYA4	-3.13533333333333
KIF20A	-1.56175
ALG10	-0.40275
ITPKC	0.620666666666667
LMX1B	1.41283333333333
RPUSD4	-0.9035
C7orf34	0.188333333333333
DLGAP2	0.261875
PFN1	-0.0496
MICALL2	-0.212333333333333
ZNF654	0.939
SS18L1	-1.243625
SLC16A8	0.128
MKI67IP	0.300666666666667
ITGB3	-1.246875
TCEA3	0.704333333333333
CEP152	-1.53425
CLIP1	0.68175
ZNF75	0.179375
ATP5C1	0.0156666666666667
NUDT5	-0.5045
PSCDBP	2.191
UBP1	-0.655
RBM27	-0.03675
C13orf15	2.204875
ZNF282	-0.014
ZNF222	-0.509
COL10A1	5.28375
PRDM15	-0.25425
TTTY5	0.505
FAM9C	-0.916
C20orf67	0.39325
GNG13	0.86
F12	-0.198
C1orf41	-0.86475
CPXCR1	0.1755
GSK3A	-0.23
SUPT6H	0.468833333333333
PI16	0.510833333333333
ELL2	-1.7885
C9orf167	-0.9365
PVRL3	-2.915
FLJ38596	1.15675
ADAM20	-0.17125
GPR89A	-0.078
GPR87	-3.722
ZNF30	-0.11425
SMR3B	0.42125
ZNF770	0.029
TRPC4AP	-0.3105
DKFZP686E2158	-0.000333333333333338
C2orf28	-0.153333333333333
FREM1	-0.954666666666667
LAMA4	-0.3385
ADPRHL2	0.81125
EIF4G2	0.475
GUCA1A	-1.194
CTNNA2	-1.755125
NUDT15	-0.45
CEPT1	0.4925
ZNFX1	1.822
CCDC92	0.88975
TDRD1	-0.595
KCNK5	-1.31433333333333
ETNK1	-0.523666666666667
LTA	1.1005
TTPA	0.647666666666667
B3GALNT2	0.928625
SC65	-0.142333333333333
PEX5L	-1.945
EPS15L1	0.7845
MGEA5	-0.590625
HIST1H3A	0.465
ING1	-0.509875
BCAT1	-2.646375
ORC6L	-3.24781818181818
KLK11	-5.85116666666667
C19orf28	-0.145875
DNER	-5.374625
MED22	-0.191571428571429
ETV6	1.368
CHAC2	-0.53175
CD300E	0.6125
CEBPB	1.56916666666667
ZNF398	-0.79
LRCH3	0.0755
HMGA1	-1.18533333333333
CAPN7	-0.149333333333333
MGC5566	-1.6555
CCL3	3.3145
NANOS1	0.36125
ZFYVE19	-0.16625
APITD1	-0.836666666666667
PARD3	0.341125
IRAK4	-0.411166666666667
SERPINI2	1.4405
CEP170L	-0.61575
TTC9	2.300375
MYOM3	-1.45925
MLPH	0.1215
LOC222699	-1.1355
NRG1	-2.42358333333333
TBC1D9	1.66763636363636
TTK	-0.273666666666667
ZNF557	0.798
DDX41	-0.644
FANK1	1.5825
UBE2D2	-0.35625
PSMB10	1.055
MYH7B	-0.3185
GABARAPL2	-0.8615
MARVELD2	1.10633333333333
DGCR2	1.19316666666667
UNC45A	0.613333333333333
C6orf72	1.0515
ZNF683	5.156
GIT2	0.450125
CASK	-0.7355
C14orf161	3.36016666666667
LRRC44	-0.66225
TIFA	1.062625
