Hybridization REF	TCGA-BH-A0H0-01A-11R-A056-07
KIR3DL1	0.5185
PRKAG3	-1.218
ZNF599	1.921
PRM3	0.7655
PER2	1.38016666666667
ASPHD1	0.2045
PRMT6	-0.34925
KCNE1L	-1.31142857142857
FAM118A	-0.977833333333333
TAF4	-0.246
NDUFB6	-0.2305
TRIM9	-0.736166666666667
PMFBP1	-1.36
KY	-0.325
DKFZp762E1312	-1.513
CSMD1	-1.533
TBP	-1.1115
OR1Q1	0.155333333333333
RETNLB	-0.513
HPGD	-0.131714285714286
DNAJC12	4.016
FKBP1B	-3.4145
ANKRD24	-0.0796666666666667
CXXC5	1.3595
IL3	0.48975
DRAM	0.9427
PTCH1	-1.900375
TP53BP1	-0.0755
SLC17A7	0.27275
COL25A1	-0.8587
AMACR	-0.148166666666667
RHCG	-0.62
VPS13A	0.0390833333333333
FAM55D	0.29
PRPF38B	-0.61975
OSBPL6	1.6065
PFDN5	0.0188
CMTM6	0.660375
KCNK12	-2.198
RP2	-0.3315
C16orf52	-1.56075
PICK1	0.6055
IFNE1	-1.815
SEMA4B	0.37125
TYRO3	-1.289
OR12D2	0.769
CSNK1A1	0.84595
FANCF	1.4045
LONP2	-0.238625
TBL1Y	0.881
LDOC1L	0.218125
CCNC	-1.249
C3orf60	0.02325
CHKA	-1.7005
UBAP1	0.609
MAP3K1	1.8095
ANKRD9	-0.2685
FAM92A1	-3.7665
GAB2	0.4805
AZU1	1.45975
DIS3	-0.8735
C21orf109	-0.6665
IQCB1	-0.61175
SPATS2	-0.265833333333333
EFCAB3	0.24875
PRB3	0.473125
FUZ	0.902333333333333
ZNF813	1.180375
BMPER	-1.42033333333333
HEG1	-0.711
ALS2CR11	-1.265
SURF2	-0.177
PSMC1	0.0284166666666667
OR2D2	0.8555
SLC7A8	2.30666666666667
C4orf40	0.2715
SPATA7	0.25525
MAZ	-0.124
PIN4	1.05075
PDE1A	-0.7995
TAF6L	-0.634333333333333
OR2T34	0.367
KIAA0284	1.2085
ACADS	2.29727272727273
MKRN2	-0.5515
C18orf56	0.5615
MS4A6E	-0.654
GALNT4	1.2337
C22orf31	-3.327
FLJ36070	0.5215
PSME4	-0.06475
TFG	0.3638
EPHX2	1.859875
ANXA5	-0.175375
KRTAP1-1	-0.4558
BATF	3.7135
KARS	-1.689
MSTP9	0.273
GPR26	0.528375
CCDC72	0.3785
TEF	0.404166666666667
FOXK1	-0.216
PRLHR	0.2955
EMX1	0.78025
C11orf30	-0.29675
ICK	0.793875
THSD7B	-0.12325
C21orf100	-0.413
DUOX1	1.559
EFCAB4B	0.014
UBE2G2	-0.4775
C3orf54	0.06075
PARP1	0.38175
FAM60A	-1.06333333333333
C6orf146	-0.08
OR9K2	0.421
DDX55	-1.04016666666667
RPS15	-0.529166666666667
ZNF618	1.237125
DKFZp686D0972	0.674
SSPO	-0.816
SHFM3P1	1.474
CPA6	-1.88825
JAG2	1.07025
DEFA3	0.4475
PPBPL2	0.243333333333333
CD34	4.13625
SLCO4A1	-3.6045
AFG3L1	-1.05933333333333
SHD	-0.45175
RP13-122B23.3	-0.004
PRKCSH	-1.31716666666667
DPH5	-0.0445
HLA-F	0.947625
TBC1D4	-0.043
RIG	-0.367833333333333
GLUD1	1.246
HNRPCL1	0.574
HBXIP	0.89925
RNF207	-0.038
APIP	0.1135
PLA2G3	1.77583333333333
CCDC84	-1.97425
MYLIP	0.109461538461538
PHIP	-0.222
AARS2	-0.240333333333333
DHX32	-1.719
SCAPER	-0.511666666666667
MEN1	-0.330125
NIP7	-1.40475
FLJ25404	0.441
FASTKD3	-0.61275
TMEM158	-3.87658333333333
RARA	1.04675
BDH1	1.4415
ANKRD16	0.67025
CARM1	-0.3365
SS18	0.683166666666667
IKZF2	-0.0184166666666667
MYD88	0.2955
PML	-0.5594
TAF1A	-0.43275
CBFB	-1.29325
HIST1H3H	0.6925
C7orf29	-1.283
COMMD4	-0.627833333333333
DPP3	-1.2045
DAB2	0.1195
LOC388882	0.178
YPEL4	-0.97675
AGBL3	1.0365
LRP6	1.503
SERPINH1	-1.61025
TLE1	-0.29825
CD244	-0.568
ZDHHC15	-1.52775
MGLL	-0.5743
PLDN	-0.0951666666666667
LOC654346	1.021
FAP	0.322
GPR37	2.68066666666667
SCARA5	-0.752666666666667
EBF4	2.41118181818182
LSM6	-0.73275
MLLT1	-0.566625
SLC5A12	-0.51275
A2BP1	-1.50983333333333
COPS5	0.877666666666667
TPM4	-1.19307142857143
TNFSF4	-1.62316666666667
ACADSB	1.94727777777778
HERPUD1	-0.1025
BCL2L11	-0.677277777777778
CEP78	-0.559625
CDCA3	-0.323375
WBSCR19	0.3456
MYO1A	-2.9455
PPEF1	1.3255
LOC440348	-0.42075
CPEB2	1.688
BPTF	-0.416416666666667
RPL21	-0.8826875
GSX2	-0.1075
ADPRH	0.818666666666667
C17orf68	0.0798333333333333
KCNS1	-1.03066666666667
MLLT6	0.9962
PIWIL4	-0.6975
RNF26	-1.32975
RAP1B	0.910875
ADAMTS1	-3.1481
ZNF571	1.89775
P2RY6	-0.872
TRIM21	0.550166666666667
CADM3	-0.03725
NLRC5	0.246166666666667
ADRA2B	0.306166666666667
LOC90835	-1.0955
PCF11	-0.47575
LOC400451	1.9265
GLTSCR1	0.8017
C17orf88	-0.447666666666667
CDH16	-1.40275
FGF7	0.93825
PCSK4	-0.190666666666667
NPC1L1	-1.528
TAT	0.578375
TBCA	-0.4885
MGC33407	0.1595
GPR115	-1.812375
CYGB	0.139
FNBP4	-1.169
C12orf43	0.02975
CBL	-1.1174
CLECL1	0.22275
PPAPDC1A	-2.31625
WDR25	0.986
SGCA	-0.169
C22orf29	1.00683333333333
YIPF1	2.00475
GALK2	-0.49825
RAB3B	-3.38991666666667
LOC440087	-0.52125
UCP1	1.4925
REEP5	2.61375
FADD	-0.6857
FOXA1	3.366625
CACNA1A	0.517
ABI1	0.437333333333333
GRIN2D	0.76175
SLC1A4	1.29
LOC401127	-1.2855
HINT2	0.48725
PLD4	-0.264
ZNF286A	-2.41125
ENY2	-0.22475
IL1F6	-0.1675
PXDNL	4.615
C20orf79	0.11425
TNFSF13B	1.85233333333333
DENND3	-0.11375
JARID1D	-3.413
HIST1H2AK	1.430875
LOC93349	-1.4812
SSH1	-0.9473
ENSA	1.2785
LOC219854	-0.011
CKAP2	-1.1615
DKFZP564J102	-1.12933333333333
MGC87315	0.555166666666667
HNRPAB	0.1105
AMH	-2.552
ZNF526	1.041
BRUNOL5	0.00279999999999996
CACNG3	0.631666666666667
TRPM1	-2.234
PPP2R1A	0.657875
COL2A1	0.0185
DDN	-0.3085
FLJ25770	0.613416666666667
HK2	0.329357142857143
ELOVL6	-1.2175
MDK	-1.3385
EPHX1	2.53525
RASSF2	0.152625
DKFZP434B0335	-0.45975
DLX3	-0.522125
PRTN3	1.11025
AVPR1A	-0.0616666666666667
C21orf125	-0.433
TNFAIP8	-1.60533333333333
GNB2L1	-0.36325
CALCRL	2.42075
SCGB2A2	8.43633333333333
UBXD7	-0.57475
ZNF674	0.1085
TMEM35	-1.28825
BRSK2	-0.77375
HECTD3	0.650166666666667
TMEM188	-0.731333333333334
LGALS9	0.913
SCARB2	-0.0818333333333333
USP34	0.08175
C17orf28	2.14083333333333
ZDHHC23	-0.1845
AQP12B	0.6365
SLC16A3	-3.0505
APLP2	1.989875
ITIH2	-5.28525
MICAL3	-0.64475
TNNI3K	-0.2052
HDAC2	-1.0065
PRR7	0.1103
THBS2	-2.1225
LOC751071	-0.744333333333333
CA2	1.026
RANBP17	-0.2785
RLN3	1.15975
CRYZ	0.407666666666667
GBAS	0.681833333333333
TAS1R1	-0.61525
MPZL3	-0.728
PCDH8	1.52775
HSP90B1	-0.246
KCNK15	-0.482
TNIP2	0.446
GPR146	0.87725
NOL6	0.3275
SPC25	-1.63411111111111
STEAP2	4.15528571428571
VAMP3	-0.109833333333333
TCIRG1	-1.67925
ZP4	-0.6174
PARL	0.096
TRIM39	0.341333333333333
KIAA1305	1.91925
CRNN	0.8985
GRN	0.29275
HSH2D	-2.36125
SCAMP1	0.8361875
KIAA1913	-1.194
PTS	0.0665
BANP	-0.162
PRKACG	0.325
ADCY6	1.17266666666667
C16orf46	0.8295
CYP51A1	0.368375
DDC	-5.85425
ANPEP	2.40483333333333
PROM1	-2.97383333333333
SIGLEC10	1.798
COPG	0.7905
FAM26E	0.286
TRIP4	-0.129
SNX3	-0.549166666666667
C1orf175	0.366833333333333
PPY2	-0.696333333333333
C14orf152	-0.9365
FTSJ1	-0.671833333333333
DST	-0.5297
LOC554235	-0.31125
GLRX5	-0.017
C20orf12	0.9713
CAB39	0.0408333333333333
MSH2	-0.5725
PIP4K2C	1.28675
CYLD	-0.596625
WTAP	-0.339125
MGAT4A	0.199111111111111
TSC22D4	0.0005
CHRM2	-1.492
PPYR1	-0.101333333333333
CCNH	-0.911333333333333
RRM1	-0.034
ECAT8	-3.936
LOC400120	0.08725
GABRA4	-0.67575
C14orf4	1.05316666666667
C1orf59	0.2685
CTDSPL	1.04658333333333
NHEDC2	-2.1795
PDE11A	-1.18986666666667
KLHL29	-2.158
CD5	-0.8699
TSPAN9	1.119375
WDR67	-0.0935
THUMPD1	0.3453
C18orf17	0.62375
CLYBL	-0.809666666666667
FLJ13231	-0.146625
CMBL	1.798
LECT2	-0.3205
NKAPL	0.6215
LOC654780	0.735
OR4C6	-0.801
RAB30	-0.746333333333333
TSSK4	-0.1355
TMEM163	-0.3385
OSBPL11	0.281833333333333
GNB5	-2.72516666666667
CCL21	0.4075
C1orf121	0.370833333333333
FMO2	2.66416666666667
RPTN	-1.007
MSTN	0.362
VCL	0.097
FYTTD1	-0.29425
C11orf1	-0.69875
CCDC88C	0.062375
HFE	-1.19116666666667
MOGAT1	-0.355
FAM125B	0.818666666666667
IRGQ	0.323
RAVER2	0.9935
AKAP5	0.975
SSSCA1	-1.0465
C11orf63	-0.600375
ACTG2	-1.5208
PORCN	-0.98
DTL	0.317181818181818
TMEM151	0.61525
FAM122C	-1.05875
RSAD2	1.8256
BAT4	0.09
KRTDAP	0.941166666666667
MYH8	-0.077375
CRTC3	-0.06025
LRRFIP2	0.1634
INTS4	-1.17083333333333
TTN	-1.7075
SLC26A5	0.2215
PLLP	-0.75375
RGS6	-0.213125
SRGAP3	1.714375
ZNF525	0.4445
NBR2	-0.130833333333333
C13orf1	-0.049
ZNF137	0.945
CEP27	-1.457
BEST2	0.5845
RNF121	-1.2005
DMRTC2	0.099
C8orf76	-0.05025
BCCIP	-0.39475
MEST	-1.0245
HTRA2	0.15
ANGPTL2	-0.531
ILKAP	0.3715
ERAS	-0.0275
HBS1L	-1.09775
CPA5	0.094
TMEM30A	-0.629666666666667
CD300LF	1.58283333333333
WISP3	-0.147
CRK	-0.133642857142857
PDS5A	-0.0306
BRPF3	0.583833333333333
NEDD9	1.382625
SMPDL3B	0.34375
PSG6	-0.677
PSMD13	0.601
ETV5	-2.765125
OR51A4	0.118
BTBD7	1.04966666666667
GSTO1	-1.330625
hCG_16001	-0.4285
MAD2L1BP	0.1895
COX6A2	1.0565
SCNN1A	2.77133333333333
LSM1	-0.494
UGT2B11	-3.633
IDUA	1.95025
PPP2R3C	-0.745
COX11	-1.605
PDZK1	-4.42325
ZNF443	0.45
MGC21874	1.6165
ZNF323	1.0886
KRTAP10-10	0.389
CXCL6	-0.28825
SLC34A2	0.4504
LOC284402	0.4405
NPTN	-0.289833333333333
UPP1	-1.9605
SLC6A9	-0.2445
OR7G3	0.227
CISD1	-1.476
ZNF545	0.981166666666667
SYT14	-0.885
NT5C3L	-0.539666666666667
ZNHIT3	0.452666666666667
SNRPD3	0.78075
KIAA0701	0.49925
UNC93B1	-0.4705
GMNN	-0.890625
SPCS2	0.0933333333333333
LOC388524	-0.2395
NAPRT1	1.60875
PNLIPRP1	0.28775
OR6V1	0.4345
PRKAB1	0.4495
EYA4	-3.0645
KIF20A	-1.44725
ALG10	0.54275
ITPKC	1.48016666666667
LMX1B	1.64566666666667
RPUSD4	-1.4295
C7orf34	-0.177
DLGAP2	0.210125
PFN1	-0.5429
MICALL2	-0.400166666666667
ZNF654	-0.1065
SS18L1	-0.817625
SLC16A8	0.153
MKI67IP	0.149833333333333
ITGB3	-1.75825
TCEA3	3.71041666666667
CEP152	-1.9355
CLIP1	2.04175
ZNF75	0.647875
ATP5C1	-0.440666666666667
NUDT5	-1.245
PSCDBP	-0.8885
UBP1	0.098
RBM27	-0.347
C13orf15	2.299375
ZNF282	-0.296
ZNF222	1.8295
COL10A1	4.0395
PRDM15	-0.093375
TTTY5	-1.241
FAM9C	-0.239909090909091
C20orf67	-0.087
GNG13	1.9225
F12	1.8715
C1orf41	-0.24425
CPXCR1	-0.827
GSK3A	0.70675
SUPT6H	-0.753
PI16	-1.015
ELL2	-1.00183333333333
C9orf167	-1.4335
PVRL3	-3.6961
FLJ38596	1.38025
ADAM20	0.51625
GPR89A	0.921
GPR87	-3.3865
ZNF30	1.5215
SMR3B	0.583333333333333
ZNF770	0.580375
TRPC4AP	-0.346
DKFZP686E2158	0.299
C2orf28	0.406833333333333
FREM1	-0.945833333333333
LAMA4	-0.7415
ADPRHL2	0.858
EIF4G2	-0.117833333333333
GUCA1A	-0.3195
CTNNA2	-0.150625
NUDT15	-1.37316666666667
CEPT1	-0.354
ZNFX1	0.616
CCDC92	0.84
TDRD1	-0.5615
KCNK5	-2.942
ETNK1	0.657333333333333
LTA	0.1245
TTPA	-0.394
B3GALNT2	-0.07175
SC65	0.559166666666667
PEX5L	0.31575
EPS15L1	0.40125
MGEA5	0.57625
HIST1H3A	1.4615
ING1	-0.152
BCAT1	-4.050375
ORC6L	-2.77
KLK11	-5.488
C19orf28	-1.98175
DNER	-4.644625
MED22	-0.451142857142857
ETV6	1.51591666666667
CHAC2	-1.70475
CD300E	-0.483
CEBPB	-0.137916666666667
ZNF398	0.4685
LRCH3	0.3555
HMGA1	-1.6515
CAPN7	0.056
MGC5566	-3.156
CCL3	2.768625
NANOS1	-0.640625
ZFYVE19	1.1825
APITD1	0.2725
PARD3	1.670875
IRAK4	-0.3815
SERPINI2	-0.5815
CEP170L	-0.82475
TTC9	2.39
MYOM3	-1.73225
MLPH	2.547875
LOC222699	0.147
NRG1	-2.39016666666667
TBC1D9	4.34772727272727
TTK	-1.06816666666667
ZNF557	0.169
DDX41	-0.3515
FANK1	-1.245
UBE2D2	0.0125
PSMB10	-0.4415
MYH7B	0.5995
GABARAPL2	-0.354
MARVELD2	1.8235
DGCR2	0.951666666666667
UNC45A	-0.4735
C6orf72	-0.491
ZNF683	4.04775
GIT2	-0.431875
CASK	0.204833333333333
C14orf161	-0.7625
LRRC44	0.01425
TIFA	-0.712375
UTP11L	-0.3535
C6orf65	-2.404
FDPS	0.29575
DUSP9	-1.8875
SLC17A8	0.345
OR51G1	0.530833333333333
NANS	1.325
OLFML1	0.65
ATP10B	-1.558125
NPAS3	-1.34775
PRKCA	-2.5424
GGA2	-0.53525
LCE4A	0.6625
SPANXN3	-0.174
CCDC115	2.2455
SDCCAG3	-0.468
GLIPR1L1	0.686
TTC1	0.1045
C17orf76	-0.14875
MAD2L2	-1.321
HIPK1	0.2598
LRRC3B	-0.672166666666667
CLN3	0.254681818181818
C17orf47	-0.436
FMN2	-3.600125
TUBB1	-1.398875
WAPAL	0.602333333333333
C3orf21	-0.9655
SCN5A	-0.4339
SMYD1	0.665
BEX5	0.43025
ZNF192	0.075
SEC22A	-0.00183333333333333
GRIA2	3.3235
KIAA0825	-1.344
NUSAP1	-0.780545454545455
LANCL1	-0.3785
C15orf40	-0.7853
ZNF645	0.3375
GPR61	0.2505
NLRP14	-0.218
SNX21	-0.1047
C1QTNF8	-0.0675
C17orf46	0.32175
IFNA8	0.9375
SPRR1B	-1.96216666666667
FLRT1	-1.03325
SNX17	-0.119666666666667
ASB2	-0.669
HBG1	-5.4475
RPRML	-2.18675
JOSD2	0.439333333333333
PLSCR3	-0.68
SPOCD1	-1.99283333333333
RAB39	0.024
GHRH	2.5015
ITIH5L	0.4265
C17orf37	0.8135
SMCR8	0.8595
DPY19L2P3	-0.0578333333333333
IL11RA	0.502833333333333
GDF3	-3.60416666666667
RPS6KB1	-1.11033333333333
DNAJC19	1.8827
TOP1	-0.6435
CRCT1	0.459625
MPST	0.277125
DPM2	0.354
FAM38B	-1.6375
SLC18A1	-2.52533333333333
FARP1	-0.940166666666667
PAX7	-0.15375
TUBD1	-1.259
GNL3	-0.1865
BTG2	2.827
NDUFS6	-0.1525
C1orf79	-1.27625
ERAL1	-0.87675
ECHS1	1.22175
VPS4A	-0.741666666666667
CYP11A1	-1.31425
ABCC6	-1.39792857142857
PBX4	-1.399
MOSC1	0.186375
NCF4	0.75
HYMAI	-0.1055
NAGPA	0.172875
OTOP2	0.482
ACOT12	-0.87675
MTHFD2L	-0.90925
LOC441376	3.1935
C19orf34	-0.2945
RAB1B	-0.329
ALDOAP2	0.3885
NTRK1	-1.50683333333333
ARTS-1	-0.658
SLC6A11	-0.9905
NAP1L2	-1.775
CNGB1	-0.028
EPB41L4B	0.589083333333333
FAM134B	3.666375
HS3ST3A1	-2.80866666666667
CPXM2	3.71725
SIRPB2	0.3825
CHORDC1	-2.10733333333333
TRIB3	-0.576833333333333
SLC2A5	-0.14525
C2orf49	-0.856333333333333
DDX5	-0.05275
OR5L1	0.586
ANAPC4	-0.218666666666667
ZSWIM1	0.450375
LOC93622	0.616875
KCNK3	-0.5412
RP11-35N6.1	-2.15825
ZFP161	0.563333333333333
AQP9	0.92775
SLC15A2	-0.721833333333333
MREG	0.617833333333333
OR9I1	-0.0195
PDLIM2	-1.09275
ADAM7	-0.2185
GSTCD	0.674666666666667
WDR21A	0.73725
SLC12A8	1.60983333333333
TMEM174	-0.00874999999999999
IGSF3	-0.83225
LRRN1	-0.79575
LOC402117	0.0255
SRPK1	-1.4945
LY6K	-2.29025
NFIA	2.272
PTCD3	-0.2185
LEP	3.00333333333333
PCDH21	-1.283
MAPKAPK2	-0.624571428571429
NMNAT1	-0.412166666666667
LHFPL2	-1.21075
C9orf43	0.99775
DIP2A	-0.0595
ACTR8	-0.258625
CCDC34	-1.1295
PTPN22	-1.620625
ITGA3	-1.489375
FAM129C	-0.2205
RABGGTA	0.238666666666667
UNC45B	0.71
KIAA1033	-0.289625
ZNF510	0.374333333333333
CYP2D6	-0.05
SLC26A10	-3.023
STX8	-0.87125
LUZP1	-0.408375
WDR89	-0.173666666666667
EIF4G3	-0.1182
C5AR1	0.331875
ZNF623	0.815
A2M	0.3495
TGM7	0.0215
GRPEL1	-0.2625
LMNB2	-1.4748
ROCK2	-0.446833333333333
SNX16	1.0165
CCDC66	0.462
ANXA3	-2.515
KIAA1609	-1.041875
EED	-1.5895
RNF32	0.506666666666667
HES1	0.8647
CLC	0.773333333333333
ISL1	-0.204
KIAA0528	0.6905
MANEA	-0.15525
C1orf61	-3.3095
hCG_2001000	-0.18775
RAPGEF6	0.1578
KIAA0020	-0.226666666666667
NEIL1	0.64025
C16orf45	-0.45325
RBM10	-0.115333333333333
C10orf125	-1.286125
MRS2L	-0.8925
DNAH17	-1.26875
C19orf10	-0.9785
C1orf160	1.09725
SLFN12	-0.9715
EXOC3	-0.323333333333333
HIST3H3	0.664
NCOR2	0.101
TNFRSF9	-1.0815
MFSD8	0.65125
ALX1	-3.1275
NOL1	-0.67725
PODN	2.5515
TIAL1	-0.83
HIST1H1E	1.10975
NPY6R	0.41125
TM4SF4	0.07275
CORO2A	1.50275
ETNK2	1.07133333333333
APOE	-0.2156
ANGPT4	-0.193
HDGF2	-0.9815
G30	0.1375
ST8SIA4	-0.6225
F2RL1	-1.54625
FAM19A4	-2.232
CCAR1	-0.88975
B3GNT7	-0.24025
OPHN1	-0.0146
DSCR6	2.7345
C21orf13	0.699666666666667
GAS2L1	1.00425
RFX3	-0.5215
COPS4	-0.277625
BCHE	-4.81816666666667
BCL2	3.2685
HBZ	-3.058
ARL13B	-0.795875
MAPBPIP	1.437
MYO15B	0.496
SPZ1	0.12675
KIAA1324	3.78922222222222
PLCL2	-1.431875
C4orf29	-0.57375
WDFY2	0.0115
ZNF284	0
NAALADL1	-0.2385
DUSP5	2.17216666666667
PXDN	-2.22625
SLMO1	0.821
TNXB	0.4989
BIRC7	-1.13275
A4GALT	0.1435
TIMM22	-0.1955
FAM110C	0.46125
TOMM34	-0.8035
ABHD9	0.161
ADAM32	1.856
CRHBP	1.29
AQP2	0.400625
LOC130355	0.48225
ZNF187	0.288
ZNF816A	1.0925
F7	-0.06075
CNOT1	-0.3524
SLC13A4	-1.21
ZBTB11	-0.28775
B3GALT5	-0.1265
EXOC2	1.85766666666667
IRS1	1.1718
TMEM1	0.268166666666667
MRPL34	-0.698666666666667
SAMM50	-0.122
CDC42EP3	-1.278625
HSF2	-1.4873
MFN2	0.48675
TSPAN7	-1.62583333333333
NUCB1	1.14108333333333
RHOH	-1.851
ARL16	-0.5135
TACR1	-0.28025
SFRS5	0.404333333333333
SNX25	-2.070875
RHBDF1	0.853833333333333
PCDH18	0.96
HMG1L1	-0.66075
MYO5C	1.916125
MAPK10	-0.8365
LDHAL6A	0.310333333333333
NUDT12	1.45766666666667
NCAM1	-0.175375
GLIS2	0.704
GGTL4	1.12575
DAPP1	-1.89625
ATF7	0.57675
KIAA0748	-0.7715
NFIL3	-3.71625
TM6SF1	0.6601
SEZ6	0.240875
NANOS3	-0.624833333333333
DNAJA3	0.046
CLDN6	-3.2095
CIITA	2.4062
EPHA4	-0.851083333333333
FANCC	0.191
CMTM3	-1.0725
PSG3	-0.67175
MRPL15	0.4765
C21orf59	-0.21825
PLCXD2	-0.255333333333333
C2orf34	-0.44125
UBE2L6	-0.31225
MED14	-0.420833333333333
HP1BP3	-0.0597
C6orf208	-0.4285
TPBG	-0.48975
OSR2	-2.40175
XPC	0.519833333333333
KLHL7	-1.67958333333333
CCR3	-0.365166666666667
AGTPBP1	-0.702
PCSK6	2.301
STAT5A	-1.3574
FAM18B	-0.27225
LONRF2	1.72283333333333
PTPN2	-0.63025
SF3A3	-0.305
EFCBP2	-0.369
HCFC1	-0.118666666666667
AHNAK	0.83795
ACTR5	0.49675
KIF14	-1.97542857142857
TENC1	0.84925
HEATR5B	1.392
YIPF2	0.0463333333333333
MYEOV2	0.725166666666667
DUSP18	0.864
KIAA1012	0.563
AHR	-0.4125
C17orf53	-0.108
PTPRH	-4.1235
ATP6V1C1	1.4433
TAS2R3	-1.1345
LOC440356	1.44975
COQ10B	0.767
PSMF1	0.669583333333333
SORBS2	-1.07591666666667
NFE2L2	-0.5415
TMCO7	-1.44075
SH3PXD2A	-0.5686
SH2D2A	-1.0765
SPINK5	-3.138
MRPS24	-0.91275
OPA3	0.579375
TRAF7	-0.482166666666667
C4orf35	0.275333333333333
MT1G	-1.877125
MGC39545	-0.5135
HS1BP3	0.7451
OR2B2	0.33
CHRM4	0.303
SFRP2	0.8595
RIC3	-1.74675
ART1	-0.219
C6orf1	1.681625
DUS4L	-0.43575
C10orf104	0.97525
TNFAIP6	0.06275
RTEL1	-1.47775
CCT4	-0.4219
ZNF709	-0.3225
CHMP6	0.254666666666667
UPP2	0.5515
CYP19A1	-3.108625
CD151	0.822333333333333
NDUFA13	-0.9505
ARFRP1	-0.9985
FAM26B	0.44975
CRYBA1	-1.834
MRPL41	0.702833333333333
NPFFR2	-1.77025
HRH2	0.575
SCAMP3	1.02233333333333
MTMR6	-0.2703
MTG1	-0.535833333333333
UBTD1	-0.468
CRABP1	-3.1595
FLJ33790	-2.2719
KIAA1908	0.942833333333333
GPR158	2.12975
PACSIN3	0.7815
OMD	1.6695
CATSPER1	-0.889333333333333
HOXB8	-0.54725
FBXO46	1.755
OAS1	1.88116666666667
SVIL	1.02275
PHB2	-0.53525
ADCY3	-1.4805
NDRG2	0.949166666666667
ERMAP	0.1762
APBA2	-2.3935
IGSF9	2.8135
WNT6	-0.5735
MYCBPAP	3.11
ATP2B2	-0.493
CPVL	-1.3579
TRAM2	-1.63966666666667
NOP5/NOP58	-0.27875
ZNRF4	0.25975
TLK1	0.68275
MTMR12	0.315285714285714
ZNF384	-0.147666666666667
FAM9B	-2.95625
RPN1	0.6359
PMVK	1.674
EIF3D	0.2221
SIX2	2.06025
HPS1	-0.0541428571428572
RNF7	0.25925
PSKH2	0.1565
KCTD13	-0.402
CSMD3	-0.5395
FBF1	-1.0525
IL8	-6.11325
SERPINB13	1.1964
FBXL20	-0.21375
BLR1	0.62625
SH2B1	-0.052
RFNG	0.59325
RAB20	-1.01116666666667
RBM7	-1.641
POLR1A	0.0456666666666667
TMPRSS4	-3.12675
TAF9	-0.190375
TERF2	-0.147333333333333
TNFRSF1A	0.305333333333333
ACADVL	-0.0581666666666667
GTF2H5	0.13575
EDG8	-0.854166666666667
C9orf140	0.15175
UST6	0.72225
ZBTB8OS	-0.58225
ZNF710	0.9915
GPR174	-2.0815
ATP6V0A2	-0.7955
KIAA0319L	0.999666666666667
XKRX	-1.2305
DOPEY2	1.2268
SDHD	-0.696
SUMF1	2.825
OSM	1.71075
OPN3	-2.75125
DAGLB	0.00233333333333333
PPFIBP1	-1.8723
TRIM63	-2.44175
C10orf53	0.49
LYPD3	3.85566666666667
BCL7A	-0.17725
AGER	-1.40433333333333
TCF19	-0.0135
SAT2	-0.972
PFTK1	0.114833333333333
GABRE	-2.85775
C15orf38	0.1583
FIS1	0.24
KCNV2	-0.389
CLPS	0.2845
PPCDC	-0.701625
FOXN2	-0.132333333333333
NT5E	-4.1712
CD83	0.32325
IL18	-0.859875
VPS16	0.44725
IGFBP2	1.14883333333333
NOTCH2	0.638
SIGLEC1	2.79
CD93	4.9645
SULF2	-3.1275
CEP164	-0.5745
P53AIP1	0.2835
TOR2A	0.2675
ZNF136	0.13175
MGP	1.3547
CCDC144A	-1.49916666666667
TRPC1	-2.309
SMS	-0.271333333333333
MAPK7	-0.759166666666667
RRAGC	0.6975
PARD6A	-0.346333333333333
NUB1	1.03083333333333
SYNGR4	0.92325
OR11H12	0.563
WIF1	-0.241875
GCH1	-0.212
OR11H4	-0.2745
SLC44A5	1.847
GPRIN2	2.8165
LOC401431	0.20525
CPA4	-3.1507
MELK	-1.37377777777778
IL15RA	-0.9695
CUL3	1.267125
HMBOX1	0.9365
PODXL	-2.22375
CCT6B	-0.2965
COMTD1	-0.29125
MUC20	-1.67033333333333
GPX2	-2.149625
ITK	-1.171
FBXL5	1.97675
C13orf27	-1.299
DEFA5	1.1315
TRHDE	-0.9775
MTP18	-0.102
UQCRQ	0.5563
ITGB2	0.906916666666667
CSRP2BP	0.69225
TAS2R44	0.617
PHPT1	0.360375
FAM44C	0.272
ERH	0.7225
MPHOSPH1	-0.109833333333333
MORC1	-0.3055
PARVB	-1.233
LAMA1	-2.67225
PGBD3	0.63875
GIMAP6	3.88675
AREG	-5.34366666666667
LIPT1	-0.04475
MGC99813	-0.2825
C1orf201	0.6015
GRIN2A	-1.3026
MAN2C1	-1.024
NSUN5	-0.2175
SF3B5	-0.20925
MYC	-0.708625
NRXN1	-0.490545454545455
ZNF18	0.10175
SPDYA	0.493
SLC37A1	-0.3925
DECR2	0.42875
ANKRD38	-1.16485714285714
SPTLC3	-1.82608333333333
SUPT16H	0.026375
DTWD2	0.23275
ULBP1	-0.1375
ZADH1	0.853
OIP5	-0.9
IL10RB	-0.459
OTUB2	-0.18825
VWA3A	-0.011
SPIC	0.613
OR6C4	0.4475
PSCD4	0.783333333333333
DPY19L2P2	-0.774
TRAPPC6A	1.55483333333333
C21orf2	0.117166666666667
CEMP1	0.675
LIN7B	1.4545
E2F7	-1.32233333333333
VCP	0.3026875
LAMA3	3.286
BGN	0.8125
GPR160	2.73516666666667
COCH	-4.565
GPR81	2.28833333333333
