Hybridization REF	TCGA-BH-A0H7-01A-13R-A056-07
BDH1	0.6915
ANKRD16	1.54825
CARM1	0.7595
SS18	0.147333333333333
IKZF2	0.171083333333333
MYD88	0.233
PML	0.2944
TAF1A	-1.7765
CBFB	-0.66025
HIST1H3H	-0.629666666666667
C7orf29	-0.66075
COMMD4	-0.625833333333333
DPP3	-0.06
DAB2	0.75725
LOC388882	0.1155
YPEL4	-0.48525
AGBL3	1.763
LRP6	-0.1373
SERPINH1	0.962583333333333
TLE1	-0.1535
CD244	0.374666666666667
ZDHHC15	-0.715
MGLL	-0.3979
PLDN	-0.356166666666667
LOC654346	1.6605
FAP	4.153
GPR37	-0.2445
SCARA5	-0.594833333333333
EBF4	3.01490909090909
LSM6	-0.9625
MLLT1	-0.4396875
SLC5A12	0.906
A2BP1	-1.40516666666667
COPS5	1.17883333333333
TPM4	-0.0803571428571429
TNFSF4	2.35033333333333
ACADSB	2.09361111111111
HERPUD1	0.75225
BCL2L11	-0.604944444444445
CEP78	-1.4505
CDCA3	-1.48075
WBSCR19	-0.5654
MYO1A	-2.641
PPEF1	2.79683333333333
LOC440348	-1.70775
CPEB2	0.1985
BPTF	-0.94625
RPL21	-0.247875
GSX2	0.6835
ADPRH	1.39683333333333
C17orf68	0.168833333333333
KCNS1	-0.5755
MLLT6	0.5814
PIWIL4	-1.2115
RNF26	-0.73575
RAP1B	0.9715
ADAMTS1	-2.5217
ZNF571	1.02075
P2RY6	-0.80975
TRIM21	0.8865
CADM3	0.84575
NLRC5	0.796333333333333
ADRA2B	0.470833333333333
LOC90835	-1.277
PCF11	-0.34
LOC400451	1.53175
GLTSCR1	0.9202
C17orf88	-0.105833333333333
CDH16	-2.041
FGF7	0.00375000000000002
PCSK4	-0.407333333333333
NPC1L1	-0.222833333333333
TAT	4.566125
TBCA	0.35175
MGC33407	0.22125
GPR115	-0.896375
CYGB	0.182
FNBP4	-1.8525
C12orf43	0.28725
CBL	-0.839
CLECL1	-0.412
PPAPDC1A	3.528
WDR25	0.201333333333333
SGCA	0.8255
C22orf29	0.372166666666667
YIPF1	1.5335
GALK2	-1.35225
RAB3B	-3.48141666666667
LOC440087	2.72075
UCP1	-0.555
REEP5	1.966875
FADD	0.3939
FOXA1	2.22075
CACNA1A	0.657333333333333
ABI1	0.635333333333333
GRIN2D	1.58
SLC1A4	-1.37183333333333
LOC401127	-1.23925
HINT2	-0.12125
PLD4	0.459333333333333
ZNF286A	-0.67725
ENY2	0.48775
IL1F6	-0.137
PXDNL	1.2005
C20orf79	-0.69475
TNFSF13B	2.67916666666667
DENND3	1.1775
JARID1D	-3.22525
HIST1H2AK	1.173625
LOC93349	-0.0347
SSH1	-0.174
ENSA	-0.24175
LOC219854	0.0833333333333333
CKAP2	-0.933
DKFZP564J102	0.611666666666667
MGC87315	-0.165833333333333
HNRPAB	-0.14975
AMH	-1.074
ZNF526	0.223
BRUNOL5	-0.6343
CACNG3	0.160333333333333
TRPM1	-2.8195
PPP2R1A	0.6225
COL2A1	-1.4035
DDN	-0.0825
FLJ25770	0.909833333333333
HK2	-0.751928571428572
ELOVL6	-1.80775
MDK	1.1755
EPHX1	2.4385
RASSF2	0.835875
DKFZP434B0335	-1.06125
DLX3	1.3235
PRTN3	0.23075
AVPR1A	0.72575
C21orf125	-2.078
TNFAIP8	-0.6585
GNB2L1	-0.67675
CALCRL	2.51875
SCGB2A2	6.5955
UBXD7	-0.01
ZNF674	0.2355
TMEM35	1.019875
BRSK2	-1.21325
HECTD3	-0.279166666666667
TMEM188	0.141916666666667
LGALS9	1.8765
SCARB2	1.50691666666667
USP34	-0.514583333333333
C17orf28	1.84383333333333
ZDHHC23	-0.97025
AQP12B	0.112
SLC16A3	-0.227
APLP2	0.280625
ITIH2	-5.075
MICAL3	-0.921375
TNNI3K	0.0273
HDAC2	-0.30925
PRR7	0.2768
THBS2	2.16075
LOC751071	-1.5
CA2	-1.52566666666667
RANBP17	-1.91125
RLN3	-0.2105
CRYZ	-0.138833333333333
GBAS	-0.471
TAS1R1	-0.423
MPZL3	0.8785
PCDH8	-0.60925
HSP90B1	-0.692416666666667
KCNK15	2.127
TNIP2	0.464166666666667
GPR146	0.12125
NOL6	-0.009
SPC25	-2.38311111111111
STEAP2	1.66528571428571
VAMP3	-0.218833333333333
TCIRG1	0.51675
ZP4	-0.721333333333333
PARL	0.35425
TRIM39	0.620333333333333
KIAA1305	0.8335
CRNN	0.548833333333333
GRN	1.68825
HSH2D	0.1505
SCAMP1	0.7860625
KIAA1913	1.6695
PTS	-0.58625
BANP	-0.246714285714286
PRKACG	0.29475
ADCY6	1.39766666666667
C16orf46	1.8975
CYP51A1	0.425
DDC	-6.15975
ANPEP	-0.264166666666667
PROM1	-0.951
SIGLEC10	2.33125
COPG	1.025
FAM26E	2.5285
TRIP4	0.3695
SNX3	-0.018
C1orf175	0.4475
PPY2	-0.09
C14orf152	0.46975
FTSJ1	-0.3765
DST	-0.1373
LOC554235	0.2825
GLRX5	-0.5665
C20orf12	1.6787
CAB39	-0.219166666666667
MSH2	-0.772666666666667
PIP4K2C	1.932375
CYLD	1.048125
WTAP	0.2036875
MGAT4A	1.37522222222222
TSC22D4	-0.037
CHRM2	-0.411
PPYR1	0.321333333333333
CCNH	-0.2825
RRM1	-1.089
ECAT8	-3.34425
LOC400120	-0.26975
GABRA4	0.227125
C14orf4	1.2625
C1orf59	1.1085
CTDSPL	-0.0476666666666667
NHEDC2	-0.69
PDE11A	-1.63926666666667
KLHL29	-2.16425
CD5	-0.835
TSPAN9	2.056375
WDR67	0.24175
THUMPD1	0.1966
C18orf17	-0.66225
CLYBL	-0.646
FLJ13231	-0.705875
CMBL	1.213
LECT2	0.51925
NKAPL	1.65766666666667
LOC654780	0.567
OR4C6	-1.0465
RAB30	1.71383333333333
TSSK4	-0.807
TMEM163	0.533
OSBPL11	0.0234166666666667
GNB5	-0.910166666666667
CCL21	0.73925
C1orf121	0.132333333333333
FMO2	1.22033333333333
RPTN	0.083
MSTN	0.561
VCL	0.0337857142857143
FYTTD1	0.98875
C11orf1	-0.61475
CCDC88C	-1.5709375
HFE	-1.1115
MOGAT1	-0.6195
FAM125B	0.397
IRGQ	-0.5135
RAVER2	0.316
AKAP5	-1.41
SSSCA1	-0.6835
C11orf63	0.64725
ACTG2	1.217
PORCN	-0.9305
DTL	-1.18127272727273
TMEM151	0.6975
FAM122C	-1.75175
RSAD2	3.9449
BAT4	-0.5385
KRTDAP	-1.3975
MYH8	0.956285714285714
CRTC3	0.2935
LRRFIP2	-0.3675
INTS4	-1.01283333333333
TTN	-1.6595
SLC26A5	0.093
PLLP	0.109
RGS6	-0.7495
SRGAP3	0.55525
ZNF525	0.398333333333333
NBR2	-0.8185
C13orf1	0.0507
ZNF137	0.6775
CEP27	-2.12275
BEST2	0.301
RNF121	0.05775
DMRTC2	-0.582333333333333
C8orf76	0.83025
BCCIP	-0.371625
MEST	-1.581
HTRA2	-0.2435
ANGPTL2	1.62775
ILKAP	-0.6055
ERAS	0.4125
HBS1L	-1.052
CPA5	-0.0425
TMEM30A	0.575833333333333
CD300LF	1.64483333333333
WISP3	1.1325
CRK	0.255571428571429
PDS5A	-0.1861
BRPF3	0.245
NEDD9	0.65425
SMPDL3B	1.39025
PSG6	0.2255
PSMD13	0.92475
ETV5	-1.9114375
OR51A4	0.43
BTBD7	0.215916666666667
GSTO1	-0.828125
hCG_16001	0.6145
MAD2L1BP	0.164333333333333
COX6A2	1.866
SCNN1A	2.48
LSM1	0.825666666666667
UGT2B11	-3.7555
IDUA	0.888
PPP2R3C	-0.849
COX11	-0.305666666666667
PDZK1	-4.023
ZNF443	0.0611666666666667
MGC21874	1.1195
ZNF323	2.6676
KRTAP10-10	0.3605
CXCL6	-0.39475
SLC34A2	1.76
LOC284402	0.3795
NPTN	1.16183333333333
UPP1	-2.5735
SLC6A9	-0.7575
OR7G3	0.57775
CISD1	-0.603833333333333
ZNF545	-1.24733333333333
SYT14	-0.72
NT5C3L	-0.097
ZNHIT3	0.045
SNRPD3	-0.00025
KIAA0701	0.384375
UNC93B1	0.932166666666667
GMNN	-1.689875
SPCS2	0.1735
LOC388524	-0.4365
NAPRT1	-2.040875
PNLIPRP1	0.459
OR6V1	0.6115
PRKAB1	0.937
EYA4	-3.23216666666667
KIF20A	-2.03325
ALG10	-0.38375
ITPKC	1.00766666666667
LMX1B	1.7615
RPUSD4	-0.920166666666667
C7orf34	-0.788166666666667
DLGAP2	0.49625
PFN1	-0.3037
MICALL2	-0.250583333333333
ZNF654	0.0035
SS18L1	-0.304125
SLC16A8	0.4585
MKI67IP	-0.045
ITGB3	-0.599125
TCEA3	2.84366666666667
CEP152	-2.507875
CLIP1	0.357125
ZNF75	-0.1814375
ATP5C1	-0.425666666666667
NUDT5	-0.841833333333333
PSCDBP	-0.118
UBP1	-1.3795
RBM27	-0.3215
C13orf15	3.601125
ZNF282	-0.0878333333333333
ZNF222	-0.0282
COL10A1	6.519
PRDM15	-0.750375
TTTY5	0.0095
FAM9C	-0.5615
C20orf67	0.5585
GNG13	0.296
F12	-1.92425
C1orf41	-0.30025
CPXCR1	0.059
GSK3A	-0.421
SUPT6H	0.122
PI16	1.05783333333333
ELL2	-0.644083333333333
C9orf167	-0.8275
PVRL3	-1.5308
FLJ38596	1.04675
ADAM20	0.05675
GPR89A	-0.135
GPR87	-0.767
ZNF30	0.59625
SMR3B	-0.0235
ZNF770	-0.811
TRPC4AP	-0.094
DKFZP686E2158	0.580333333333333
C2orf28	0.693166666666667
FREM1	-1.59783333333333
LAMA4	0.687166666666667
ADPRHL2	0.55325
EIF4G2	0.2805
GUCA1A	-0.7105
CTNNA2	-2.19075
NUDT15	-0.787166666666667
CEPT1	-0.501833333333333
ZNFX1	0.8023
CCDC92	0.953
TDRD1	-0.957
KCNK5	-1.017
ETNK1	-0.737916666666667
LTA	0.156
TTPA	0.1028
B3GALNT2	-0.313125
SC65	0.554666666666667
PEX5L	-1.232625
EPS15L1	0.55175
MGEA5	-0.49525
HIST1H3A	0.90375
ING1	0.239875
BCAT1	-2.207
ORC6L	-2.72936363636364
KLK11	-4.58783333333333
C19orf28	-1.6965
DNER	-4.292125
MED22	-0.866142857142857
ETV6	0.958666666666667
CHAC2	-3.4505
CD300E	-0.133
CEBPB	0.674166666666667
ZNF398	-0.218
LRCH3	0.396
HMGA1	-1.80033333333333
CAPN7	-0.518
MGC5566	-1.759
CCL3	2.8095
NANOS1	0.11225
ZFYVE19	-0.30575
APITD1	-0.399833333333333
PARD3	0.2665
IRAK4	-0.5065
SERPINI2	0.0955
CEP170L	-1.09675
TTC9	2.842875
MYOM3	-1.407
MLPH	2.086375
LOC222699	-1.1045
NRG1	-0.119833333333333
TBC1D9	4.07218181818182
TTK	-2.68883333333333
ZNF557	-0.0813
DDX41	-0.2625
FANK1	1.302
UBE2D2	0.19325
PSMB10	0.718375
MYH7B	-0.1695
GABARAPL2	0.519125
MARVELD2	2.54783333333333
DGCR2	1.65183333333333
UNC45A	-0.112
C6orf72	0.392
ZNF683	3.85275
GIT2	0.28225
CASK	1.48916666666667
C14orf161	1.30816666666667
LRRC44	0.3695
TIFA	0.038375
UTP11L	-0.139625
C6orf65	0.44775
FDPS	-0.3285
DUSP9	-1.612
SLC17A8	0.458833333333333
OR51G1	0.127
NANS	-0.11425
OLFML1	2.352
ATP10B	-1.36975
NPAS3	0.62075
PRKCA	-2.1821
GGA2	-0.2070625
LCE4A	0.331
SPANXN3	0.92375
CCDC115	1.437125
SDCCAG3	-0.44525
GLIPR1L1	0.582333333333333
TTC1	0.38075
C17orf76	2.06975
MAD2L2	-0.39125
HIPK1	-0.4965
LRRC3B	-0.696166666666667
CLN3	-0.302136363636364
C17orf47	0.5545
FMN2	-0.1895
TUBB1	-1.301375
WAPAL	-0.0631666666666667
C3orf21	0.372125
SCN5A	-0.5701
SMYD1	0.11175
BEX5	-0.98
ZNF192	-0.541
SEC22A	0.743333333333334
GRIA2	0.18
KIAA0825	-1.396
NUSAP1	-2.48863636363636
LANCL1	0.21525
C15orf40	-0.5249
ZNF645	0.316625
GPR61	0.58475
NLRP14	-0.3205
SNX21	0.7468
C1QTNF8	0.383
C17orf46	0.1265
IFNA8	1.111
SPRR1B	-1.31816666666667
FLRT1	-0.82475
SNX17	0.371333333333333
ASB2	-0.9815
HBG1	-4.9105
RPRML	-2.50575
JOSD2	0.484833333333333
PLSCR3	0.41075
SPOCD1	0.874
RAB39	-1.4605
GHRH	0.00650000000000003
ITIH5L	0.9975
C17orf37	0.92875
SMCR8	0.557
DPY19L2P3	-0.295666666666667
IL11RA	0.321666666666667
GDF3	-3.36266666666667
RPS6KB1	-1.36191666666667
DNAJC19	-0.0202
TOP1	-0.47125
CRCT1	-0.06725
MPST	-0.050625
DPM2	0.48
FAM38B	-1.7355
SLC18A1	-2.91733333333333
FARP1	0.355333333333333
PAX7	0.15275
TUBD1	-1.754
GNL3	-1.2585
BTG2	0.825266666666666
NDUFS6	-0.1425
C1orf79	-2.64875
ERAL1	-0.183
ECHS1	0.7895
VPS4A	0.0113333333333333
CYP11A1	-0.109625
ABCC6	-2.15435714285714
PBX4	-2.0845
MOSC1	-0.161125
NCF4	0.112
HYMAI	0.395
NAGPA	-0.040375
OTOP2	0.3335
ACOT12	-0.00724999999999999
MTHFD2L	-0.6635
LOC441376	6.02825
C19orf34	0.104
RAB1B	0.6145
ALDOAP2	0.454
NTRK1	-1.55333333333333
ARTS-1	-0.0525
SLC6A11	-1.71
NAP1L2	-1.466
CNGB1	0.0583333333333333
EPB41L4B	-0.961916666666667
FAM134B	1.598
HS3ST3A1	0.653333333333333
CPXM2	3.7615
SIRPB2	0.453
CHORDC1	-2.53716666666667
TRIB3	1.32483333333333
SLC2A5	0.63025
C2orf49	-0.891
DDX5	0.03975
OR5L1	1.5295
ANAPC4	-1.07983333333333
ZSWIM1	0.45475
LOC93622	0.876125
KCNK3	-0.5449
RP11-35N6.1	-2.02575
ZFP161	0.312
AQP9	4.20425
SLC15A2	-1.5285
MREG	0.319
OR9I1	0.2055
PDLIM2	0.87875
ADAM7	0.1965
GSTCD	-0.349666666666667
WDR21A	0.7125
SLC12A8	1.31916666666667
TMEM174	0.314
IGSF3	0.274583333333333
LRRN1	-0.53125
LOC402117	-0.4165
SRPK1	-1.39183333333333
LY6K	-1.751
NFIA	1.687
PTCD3	-1.863625
LEP	1.00133333333333
PCDH21	-0.691833333333333
MAPKAPK2	1.25071428571429
NMNAT1	-1.24916666666667
LHFPL2	0.872875
C9orf43	0.53275
DIP2A	-0.657333333333333
ACTR8	-0.346875
CCDC34	-1.01075
PTPN22	-1.280875
ITGA3	-0.512
FAM129C	0.21375
RABGGTA	0.2655
UNC45B	0.31225
KIAA1033	0.231
ZNF510	-0.207
CYP2D6	-0.789166666666667
SLC26A10	-2.01
STX8	0.354
LUZP1	0.193625
WDR89	-0.277666666666667
EIF4G3	-0.1387
C5AR1	0.449625
ZNF623	2.0655
A2M	0.109
TGM7	0.304
GRPEL1	-0.201666666666667
LMNB2	-1.6648
ROCK2	-0.273166666666667
SNX16	1.109625
CCDC66	-2.03475
ANXA3	-1.01025
KIAA1609	1.034125
EED	-1.52825
RNF32	0.524
HES1	1.2127
CLC	0.3345
ISL1	-0.450166666666667
KIAA0528	-0.869375
MANEA	0.22375
C1orf61	-2.3895
hCG_2001000	0.6465
RAPGEF6	-0.2515
KIAA0020	-1.35466666666667
NEIL1	-0.95925
C16orf45	-1.170875
RBM10	-0.574
C10orf125	-1.64825
MRS2L	-0.23675
DNAH17	-1.415625
C19orf10	-0.66575
C1orf160	0.90025
SLFN12	0.58025
EXOC3	-0.108833333333333
HIST3H3	0.6225
NCOR2	1.12266666666667
TNFRSF9	1.7305
MFSD8	0.52975
ALX1	-4.10966666666667
NOL1	-1.26575
PODN	3.4065
TIAL1	-1.112
HIST1H1E	-0.4435
NPY6R	0.39575
TM4SF4	0.7945
CORO2A	-0.36525
ETNK2	1.728
APOE	0.4628
ANGPT4	0.133
HDGF2	-0.414
G30	-0.8465
ST8SIA4	-0.132625
F2RL1	0.9245
FAM19A4	-3.41925
CCAR1	-1.11175
B3GNT7	0.36825
OPHN1	-0.7173
DSCR6	1.753
C21orf13	1.053
GAS2L1	0.316666666666667
RFX3	-0.8625
COPS4	-0.16125
BCHE	-3.79366666666667
BCL2	1.1115
HBZ	-2.5685
ARL13B	0.158875
MAPBPIP	0.663625
MYO15B	-0.73325
SPZ1	0.65725
KIAA1324	2.96333333333333
PLCL2	-0.713
C4orf29	-1.59275
WDFY2	-1.146125
ZNF284	-1.2835
NAALADL1	0.563
DUSP5	0.292333333333333
PXDN	1.1845
SLMO1	0.01325
TNXB	0.5577
BIRC7	-0.92275
A4GALT	1.40666666666667
TIMM22	0.39225
FAM110C	0.7655
TOMM34	-0.46175
ABHD9	0.319
ADAM32	0.3705
CRHBP	-0.9155
AQP2	0.675125
LOC130355	1.1665
ZNF187	-0.103333333333333
ZNF816A	0.771
F7	0.304
CNOT1	0.0184
SLC13A4	-0.56175
ZBTB11	-0.47325
B3GALT5	0.23375
EXOC2	1.11433333333333
IRS1	0.4445
TMEM1	-0.455666666666667
MRPL34	-0.9
SAMM50	0.0705
CDC42EP3	-0.2555
HSF2	-0.982
MFN2	-0.05525
TSPAN7	-1.1835
NUCB1	1.15458333333333
RHOH	1.04275
ARL16	-0.1445
TACR1	0.314
SFRS5	-0.701833333333333
SNX25	-0.30775
RHBDF1	0.585
PCDH18	1.90416666666667
HMG1L1	-0.60125
MYO5C	-0.279
MAPK10	2.4605
LDHAL6A	0.182333333333333
NUDT12	1.67383333333333
NCAM1	-0.313875
GLIS2	1.0015
GGTL4	1.97875
DAPP1	-1.674
ATF7	0.979714285714286
KIAA0748	-1.31375
NFIL3	-0.365
TM6SF1	0.3328
SEZ6	0.13575
NANOS3	0.372333333333333
DNAJA3	-0.672
CLDN6	-2.8145
CIITA	2.598
EPHA4	-1.7865
FANCC	-0.32625
CMTM3	0.84725
PSG3	-0.186125
MRPL15	1.0625
C21orf59	-0.22225
PLCXD2	0.1765
C2orf34	0.18075
UBE2L6	1.910125
MED14	-0.893833333333333
HP1BP3	0.1421
C6orf208	-0.25
TPBG	1.19725
OSR2	2.730125
XPC	-0.587333333333333
KLHL7	-0.31875
CCR3	-0.540333333333333
AGTPBP1	-0.548666666666667
PCSK6	-1.18013333333333
STAT5A	-0.7383
FAM18B	0.568
LONRF2	-0.174
PTPN2	-0.80075
SF3A3	-0.997666666666667
EFCBP2	-0.34125
HCFC1	-0.575333333333333
AHNAK	0.61405
ACTR5	0.7505
KIF14	-2.73
TENC1	1.632
HEATR5B	0.5855
YIPF2	0.740833333333333
MYEOV2	0.886666666666667
DUSP18	1.37625
KIAA1012	-0.98225
AHR	-0.830833333333333
C17orf53	-1.28066666666667
PTPRH	-3.8775
ATP6V1C1	2.4437
TAS2R3	0.0195
LOC440356	-0.5015
COQ10B	1.5865
PSMF1	0.987
SORBS2	0.590916666666667
NFE2L2	0.0215
TMCO7	-0.061
SH3PXD2A	0.2218
SH2D2A	-1.52475
SPINK5	-3.0575
MRPS24	-0.5375
OPA3	0.411375
TRAF7	-0.148
C4orf35	0.1
MT1G	-1.038875
MGC39545	-0.462
HS1BP3	0.1315
OR2B2	0.598
CHRM4	0.1255
SFRP2	4.07041666666667
RIC3	-1.055
ART1	0.951
C6orf1	1.518375
DUS4L	-0.903
C10orf104	0.25575
TNFAIP6	3.23225
RTEL1	-0.27175
CCT4	-0.4022
ZNF709	-0.1755
CHMP6	0.6265
UPP2	0.17775
CYP19A1	-2.671
CD151	0.908166666666667
NDUFA13	-0.355833333333333
ARFRP1	-0.571833333333333
FAM26B	1.8115
CRYBA1	-1.5865
MRPL41	0.0578333333333333
NPFFR2	-0.430875
HRH2	0.392
SCAMP3	0.321666666666667
MTMR6	0.1324
MTG1	-1.02166666666667
UBTD1	1.593
CRABP1	-2.762
FLJ33790	3.0232
KIAA1908	-0.566666666666667
GPR158	0.83825
PACSIN3	0.530333333333333
OMD	4.18283333333333
CATSPER1	-0.744333333333333
HOXB8	-0.329
FBXO46	0.0775
OAS1	2.6365
SVIL	-0.12025
PHB2	-0.8455
ADCY3	-0.8925
NDRG2	1.55816666666667
ERMAP	0.9843
APBA2	-0.2895
IGSF9	1.42325
WNT6	0.032
MYCBPAP	-1.392
ATP2B2	-0.02
CPVL	-0.9212
TRAM2	-0.501416666666667
NOP5/NOP58	-0.41425
ZNRF4	0.5205
TLK1	0.244
MTMR12	0.222642857142857
ZNF384	-0.349333333333333
FAM9B	-2.9025
RPN1	0.5357
PMVK	1.12625
EIF3D	-0.2488
SIX2	-1.46625
HPS1	0.435785714285714
RNF7	0.48725
PSKH2	1.192
KCTD13	0.296166666666667
CSMD3	0.798
FBF1	0.8175
IL8	-3.9765
SERPINB13	1.10036363636364
FBXL20	-0.55025
BLR1	0.84625
SH2B1	-0.771166666666667
RFNG	0.322125
RAB20	1.19233333333333
RBM7	-0.91525
POLR1A	-1.13216666666667
TMPRSS4	-2.3325
TAF9	-0.627875
TERF2	0.5835
TNFRSF1A	0.48475
ACADVL	-0.565166666666667
GTF2H5	-0.226
EDG8	1.413
C9orf140	-1.092375
UST6	0.0135
ZBTB8OS	-0.38525
ZNF710	-0.1655
GPR174	-1.466
ATP6V0A2	-0.0715
KIAA0319L	-0.29925
XKRX	-0.5715
DOPEY2	0.8277
SDHD	-0.720833333333333
SUMF1	1.8795
OSM	1.885
OPN3	-1.4915
DAGLB	-0.372
PPFIBP1	0.1532
TRIM63	-1.121
C10orf53	-1.4495
LYPD3	-0.0265
BCL7A	0.7855
AGER	-1.64816666666667
TCF19	-1.039375
SAT2	0.646
PFTK1	0.537166666666667
GABRE	-3.31925
C15orf38	0.9691
FIS1	-0.012
KCNV2	-0.24225
CLPS	0.6555
PPCDC	-0.7135
FOXN2	0.494333333333333
NT5E	-2.7114
CD83	0.56375
IL18	-0.690625
VPS16	1.40175
IGFBP2	0.0143333333333333
NOTCH2	0.2625
SIGLEC1	3.174375
CD93	5.0235
SULF2	1.5165
CEP164	-0.649875
P53AIP1	-0.3115
TOR2A	0.00466666666666671
ZNF136	0.2515
MGP	2.4734
CCDC144A	0.0643333333333334
TRPC1	-0.434166666666667
SMS	0.293166666666667
MAPK7	0.0473333333333333
RRAGC	1.25675
PARD6A	0.659666666666667
NUB1	0.425666666666667
SYNGR4	0.86575
OR11H12	0.328
WIF1	0.794625
GCH1	0.43525
OR11H4	0.4485
SLC44A5	-1.6175
GPRIN2	-0.0115
LOC401431	-0.285
CPA4	-2.1431
MELK	-2.87833333333333
IL15RA	-0.5835
CUL3	0.17425
HMBOX1	-0.47075
PODXL	-1.70875
CCT6B	2.01416666666667
COMTD1	-0.40725
MUC20	3.31216666666667
GPX2	-2.19925
ITK	-1.244375
FBXL5	1.4995
C13orf27	-1.18575
DEFA5	0.445
TRHDE	-0.446
MTP18	0.189333333333333
UQCRQ	0.4781
ITGB2	1.22291666666667
CSRP2BP	0.92475
TAS2R44	0.419
PHPT1	0.526875
FAM44C	0.11125
ERH	0.5225
MPHOSPH1	-2.31533333333333
MORC1	-0.5665
PARVB	-1.29975
LAMA1	-1.63991666666667
PGBD3	0.39375
GIMAP6	4.05325
AREG	-0.187
LIPT1	0.01925
MGC99813	-0.08325
C1orf201	0.420833333333333
GRIN2A	-1.1276
MAN2C1	-1.142875
NSUN5	-0.2795
SF3B5	-0.04925
MYC	-1.8359375
NRXN1	-1.22881818181818
ZNF18	-0.96375
SPDYA	-0.681625
SLC37A1	1.104
DECR2	-0.283
ANKRD38	1.92025
SPTLC3	-0.81125
SUPT16H	0.0675
DTWD2	0.53775
ULBP1	-0.049
ZADH1	0.339833333333333
OIP5	-2.417
IL10RB	0.453
OTUB2	0.532625
VWA3A	0.551666666666667
SPIC	-0.438166666666667
OR6C4	-0.1475
PSCD4	0.6425
DPY19L2P2	-0.7185
TRAPPC6A	1.02333333333333
C21orf2	-0.0301666666666667
CEMP1	0.79375
LIN7B	1.285
E2F7	-1.94333333333333
VCP	0.0694375
LAMA3	0.033
BGN	2.87075
GPR160	1.49433333333333
COCH	-2.21816666666667
GPR81	2.49883333333333
APOBEC3F	-1.7695
tcag7.1017	-0.21525
C1orf32	0.4215
SCGB1D2	4.86975
FLJ43987	0.72
C6orf170	-0.34825
KLK9	0.811
GPD1L	0.3
VPS37B	0.96975
ATG3	-0.215833333333333
ADAMTS17	-0.2135
KLHDC2	0.049
NDUFV2	0.06025
BLK	-1.71325
MATN4	-1.356
GPM6A	0.254125
GBP4	2.53716666666667
TMEM162	0.4625
PKP2	-0.7325
HRASLS	-0.651222222222222
MMP1	0.024
SFXN3	0.4275
FSD1	-1.44016666666667
ST6GALNAC3	-1.61133333333333
CA12	2.2484
NCOA6	-0.064
C19orf58	-0.6008
PPP4R1	-0.0436666666666667
MAN1A2	0.0501666666666667
IKBKAP	-1.5255
UPF1	-0.143833333333333
KIAA1219	0.309
WNT16	0.529166666666667
SNW1	-0.420375
IL18RAP	1.55475
RPP30	-0.518375
CDC40	-0.358857142857143
SETD3	0.3335
SLAMF6	-0.4805
ELK4	-0.891
TRIM47	0.661833333333333
ACOX3	2.336875
TRIM6	1.038
KIAA0372	-0.625166666666667
TP53AP1	1.392625
SMURF2	-0.98825
ADAD1	0.52175
EBP	-0.5382
KRTAP13-2	-0.0905
FLJ36874	-0.936166666666666
TOR1A	0.202166666666667
P2RY4	1.335
GPBP1	0.3575
TRPV1	-0.76975
ADAMTS12	1.5615
PES1	0.2573
ATG4A	0.427833333333333
MAGEA10	-4.117
WFS1	1.16775
CC2D1B	-0.717833333333333
PABPN1	-0.436375
SLC25A30	-0.1055
SLCO1C1	0.181333333333333
SLC22A5	0.5715
KIF23	-2.46216666666667
SYN2	-0.496833333333333
ASPN	9.613
CENTG2	0.5495
QSOX2	-1.356
FLJ10815	0.2
STK24	-0.2983125
SPEG	-0.0223
STK10	0.127833333333333
DACT2	0.401
AAAS	-0.54775
SSX3	-2.064625
ABCD3	0.9955
C4orf12	0.450875
PARVG	0.104333333333333
FIG4	2.05025
C9orf46	1.1825
TMCO6	-0.9815
IGHMBP2	-0.66875
DUS2L	0.0783333333333333
FAM3C	-0.1573125
TMEM16D	-2.039125
DCTN4	1.02375
KCNH3	0.194
EIF2AK2	0.944
AP1S3	-0.314
CST4	1.251
PAM	1.17175
NUTF2	0.30825
CITED2	-0.445
SLC39A4	-0.64825
C2orf52	-1.7605
GRM3	-0.10125
C12orf49	1.61425
CCDC49	-0.1048
GRAMD1B	-1.519
FNDC4	0.947
SIAH2	0.612375
GDPD4	0.489
C21orf87	0.73725
ATP5A1	-0.207
C16orf63	-0.858
LOC388135	0.361
ATP5J2	-0.74625
MMP3	-0.047
EMID2	-0.000750000000000001
CRHR1	0.97875
WDR70	-0.486
C13orf31	0.91875
ZFAND1	1.5435
CCL18	3.32183333333333
C3orf49	0.114
RINT1	-0.6745
KIAA0408	-1.94916666666667
F13A1	5.3399
SLC10A1	-0.144833333333333
OGN	3.804
GIPC2	-1.5975
XPO6	-0.767666666666667
LCE1A	1.64
FMR1	0.4403
LOC374920	-0.45475
DUSP3	0.5275
ANKMY1	0.366
C7orf50	0.71075
BBS9	0.9719
UNC119B	0.1775
C9orf72	-0.723
MGC35440	-1.39375
ENTPD6	0.73025
PPP1R2P9	-0.548
ERCC4	0.172
FAHD2B	0.766
HMHA1	-0.193
HACL1	-0.82325
RAD23A	-0.9075
FAM83B	0.49875
PPP5C	-0.9665
RNASEH2C	-0.444125
C9orf153	-0.69675
SCAMP4	0.9255
GHITM	0.5382
NDUFB7	0.198875
ADCYAP1	-0.6075
SP110	0.847833333333333
MAP3K7IP2	0.1495
