Hybridization REF	TCGA-BH-A0E0-01A-11R-A056-07
LSM1	0.0558333333333333
UGT2B11	-3.67575
IDUA	0.1355
PPP2R3C	-0.805333333333333
COX11	-1.11316666666667
PDZK1	-0.13725
ZNF443	-0.129333333333333
MGC21874	0.997333333333333
ZNF323	1.2285
KRTAP10-10	0.4775
CXCL6	-1.3075
SLC34A2	0.473111111111111
LOC284402	0.5305
NPTN	-0.467166666666667
UPP1	-2.03683333333333
SLC6A9	-0.348
OR7G3	-0.4525
CISD1	-0.432333333333333
ZNF545	0.245833333333333
SYT14	-0.1215
NT5C3L	-0.173333333333333
ZNHIT3	-0.3655
SNRPD3	-0.094
KIAA0701	0.168125
UNC93B1	-0.0406666666666667
GMNN	-1.903125
SPCS2	1.261
LOC388524	-0.1855
NAPRT1	0.9505
PNLIPRP1	1.161
OR6V1	1.2195
PRKAB1	-1.38825
EYA4	-3
KIF20A	-0.297
ALG10	0.60375
ITPKC	2.09516666666667
LMX1B	0.00466666666666667
RPUSD4	-0.622833333333333
C7orf34	-1.08933333333333
DLGAP2	-0.843142857142857
PFN1	-0.4198
MICALL2	-1.04025
ZNF654	-0.683
SS18L1	-0.361875
SLC16A8	3.2045
MKI67IP	-0.526666666666667
ITGB3	-2.00125
TCEA3	3.21116666666667
CEP152	-2.0033125
CLIP1	0.1475
ZNF75	0.620133333333333
ATP5C1	-0.233833333333333
NUDT5	-0.421666666666667
PSCDBP	0.22525
UBP1	-0.291
RBM27	0.01175
C13orf15	1.740375
ZNF282	0.831
ZNF222	0.2934
COL10A1	4.6875
PRDM15	-0.3715
TTTY5	-1.1215
FAM9C	-0.5021
C20orf67	-0.141
GNG13	-0.3265
F12	-0.81025
C1orf41	-1.31775
CPXCR1	0.11
GSK3A	1.007875
SUPT6H	-0.163166666666667
PI16	-2.23983333333333
ELL2	-0.0483333333333333
C9orf167	-1.8345
PVRL3	-3.7087
FLJ38596	0.58025
ADAM20	-0.871333333333333
GPR89A	0.321
GPR87	4.0125
ZNF30	0.96525
SMR3B	0.00566666666666667
ZNF770	-0.203625
TRPC4AP	-0.334333333333333
DKFZP686E2158	-0.602
C2orf28	0.0476666666666667
FREM1	-2.2125
LAMA4	0.676833333333333
ADPRHL2	0.54025
EIF4G2	0.7915
GUCA1A	-0.98
CTNNA2	-1.129625
NUDT15	-0.518166666666667
CEPT1	0.224833333333333
ZNFX1	-0.2324
CCDC92	0.60175
TDRD1	4.1565
KCNK5	0.129833333333333
ETNK1	-0.4885
LTA	0.7355
TTPA	-1.09
B3GALNT2	-0.636125
SC65	-1.729
PEX5L	-2.31557142857143
EPS15L1	-0.27425
MGEA5	0.40425
HIST1H3A	0.72425
ING1	0.650875
BCAT1	-4.389125
ORC6L	-2.47063636363636
KLK11	-4.784
C19orf28	-1.297375
DNER	-4.2885
MED22	-0.506928571428572
ETV6	1.39958333333333
CHAC2	-1.39225
CD300E	-0.644
CEBPB	2.07991666666667
ZNF398	0.669
LRCH3	0.09
HMGA1	0.7085
CAPN7	-0.527666666666667
MGC5566	-2.57175
CCL3	3.286
NANOS1	2.8645
ZFYVE19	-0.35175
APITD1	-0.488666666666667
PARD3	1.744
IRAK4	-0.570666666666667
SERPINI2	-0.1215
CEP170L	-1.8275
TTC9	1.4635
MYOM3	-2.0915
MLPH	-3.393375
LOC222699	0.337
NRG1	-1.87791666666667
TBC1D9	-1.32236363636364
TTK	-0.180666666666667
ZNF557	0.3591
DDX41	-0.400166666666667
FANK1	2.2705
UBE2D2	-0.286
PSMB10	-0.597875
MYH7B	1.578
GABARAPL2	-0.98975
MARVELD2	1.241
DGCR2	0.783833333333333
UNC45A	-0.0423333333333333
C6orf72	0.0905
ZNF683	2.2785
GIT2	-0.2875
CASK	1.56083333333333
C14orf161	0.246666666666667
LRRC44	-0.7675
TIFA	0.860625
UTP11L	0.0825
C6orf65	-0.922
FDPS	0.691
DUSP9	-0.9759
SLC17A8	0.7286
OR51G1	0.196666666666667
NANS	-1.22275
OLFML1	1.35675
ATP10B	-0.54025
NPAS3	-0.4895
PRKCA	-2.4031
GGA2	-0.33975
LCE4A	0.8335
SPANXN3	-0.073
CCDC115	1.092875
SDCCAG3	-1.22675
GLIPR1L1	0.2735
TTC1	-0.1705
C17orf76	-1.1595
MAD2L2	-1.229
HIPK1	-0.4184
LRRC3B	-0.7446
CLN3	-0.221863636363636
C17orf47	0.3395
FMN2	-3.1815
TUBB1	-0.833142857142857
WAPAL	0.607666666666667
C3orf21	0.354625
SCN5A	-0.7872
SMYD1	0.48375
BEX5	-0.1755
ZNF192	0.175
SEC22A	0.506666666666667
GRIA2	1.16053846153846
KIAA0825	-1.6935
NUSAP1	-1.25763636363636
LANCL1	-0.805875
C15orf40	-0.7162
ZNF645	-0.18775
GPR61	0.6785
NLRP14	0.393
SNX21	0.1465
C1QTNF8	0.848
C17orf46	0.49025
IFNA8	1.1975
SPRR1B	3.44383333333333
FLRT1	-0.3635
SNX17	-0.337666666666667
ASB2	1.24233333333333
HBG1	-5.195
RPRML	-2.603
JOSD2	0.959
PLSCR3	0.0105
SPOCD1	-1.27733333333333
RAB39	0.9775
GHRH	-0.652666666666667
ITIH5L	0.40725
C17orf37	0.55625
SMCR8	-0.08
DPY19L2P3	0.228166666666667
IL11RA	-0.346833333333333
GDF3	-3.541
RPS6KB1	-1.74125
DNAJC19	0.0408
TOP1	-0.13525
CRCT1	3.933
MPST	1.02775
DPM2	-0.313875
FAM38B	-2.80783333333333
SLC18A1	-2.78333333333333
FARP1	0.7005
PAX7	-0.71575
TUBD1	-1.91125
GNL3	-0.579625
BTG2	0.916133333333333
NDUFS6	-1.13925
C1orf79	-1.196
ERAL1	-0.26675
ECHS1	1.04175
VPS4A	0.0681666666666667
CYP11A1	-0.632625
ABCC6	-1.40957142857143
PBX4	-0.8355
MOSC1	-1.40875
NCF4	-0.344
HYMAI	1.3055
NAGPA	-1.410125
OTOP2	0.6635
ACOT12	-0.33325
MTHFD2L	-1.469375
LOC441376	4.374
C19orf34	0.6675
RAB1B	-0.20675
ALDOAP2	-1.0825
NTRK1	-2.1175
ARTS-1	-0.2014
SLC6A11	-0.6775
NAP1L2	1.051
CNGB1	0.088
EPB41L4B	1.68758333333333
FAM134B	-2.139875
HS3ST3A1	-2.0455
CPXM2	4.5525
SIRPB2	0.236
CHORDC1	-0.166333333333333
TRIB3	-1.97016666666667
SLC2A5	0.70075
C2orf49	-0.900666666666667
DDX5	-1.55875
OR5L1	0.726
ANAPC4	-0.858
ZSWIM1	1.122125
LOC93622	-0.399875
KCNK3	2.7384
RP11-35N6.1	-1.46714285714286
ZFP161	0.0985
AQP9	4.92575
SLC15A2	2.80866666666667
MREG	-0.487166666666667
OR9I1	-0.0830000000000001
PDLIM2	0.00174999999999999
ADAM7	0.0545
GSTCD	-1.5835
WDR21A	1.21675
SLC12A8	1.97033333333333
TMEM174	0.04975
IGSF3	1.64383333333333
LRRN1	-2.66475
LOC402117	-2.64125
SRPK1	-0.0125
LY6K	1.3733125
NFIA	0.422
PTCD3	0.513375
LEP	2.9935
PCDH21	-1.3685
MAPKAPK2	0.5445
NMNAT1	-0.1205
LHFPL2	0.1845
C9orf43	-0.67775
DIP2A	-0.419166666666667
ACTR8	-0.1745
CCDC34	-0.54625
PTPN22	-1.268
ITGA3	-2.418625
FAM129C	0.24375
RABGGTA	0.405666666666667
UNC45B	0.22625
KIAA1033	-0.994375
ZNF510	-0.3615
CYP2D6	-0.208
SLC26A10	-2.046
STX8	0.192
LUZP1	0.767125
WDR89	0.0831666666666667
EIF4G3	-1.4416
C5AR1	0.5465
ZNF623	0.471
A2M	-0.067
TGM7	-0.944
GRPEL1	-0.0706666666666667
LMNB2	-0.8379
ROCK2	-0.0703333333333333
SNX16	1.397
CCDC66	-1.12725
ANXA3	-3.512
KIAA1609	1.475375
EED	-0.25425
RNF32	0.701
HES1	0.3896
CLC	2.44016666666667
ISL1	-1.07366666666667
KIAA0528	-0.069375
MANEA	-0.728625
C1orf61	-2.196
hCG_2001000	0.97425
RAPGEF6	-0.8478
KIAA0020	0.734666666666667
NEIL1	0.309
C16orf45	-2.631875
RBM10	0.117666666666667
C10orf125	1.145625
MRS2L	0.00875
DNAH17	-1.065375
C19orf10	-1.049
C1orf160	0.703
SLFN12	-1.353
EXOC3	-0.774166666666667
HIST3H3	-0.103
NCOR2	-0.6275
TNFRSF9	0.96225
MFSD8	0.933
ALX1	-2.9545
NOL1	-0.10375
PODN	1.627
TIAL1	-0.602
HIST1H1E	0.4665
NPY6R	-0.02775
TM4SF4	4.39825
CORO2A	-0.92125
ETNK2	-0.781
APOE	0.934
ANGPT4	0.89
HDGF2	-0.169
G30	1.8245
ST8SIA4	-0.893625
F2RL1	-1.643875
FAM19A4	-2.8335
CCAR1	-0.76575
B3GNT7	0.27225
OPHN1	0.5484
DSCR6	0.2535
C21orf13	-0.3855
GAS2L1	0.625333333333333
RFX3	0.321333333333333
COPS4	-0.909875
BCHE	-5.32633333333333
BCL2	-0.330625
HBZ	-2.70083333333333
ARL13B	-0.9085
MAPBPIP	1.30425
MYO15B	-0.571875
SPZ1	-0.01
KIAA1324	-1.99433333333333
PLCL2	-2.577
C4orf29	-1.72725
WDFY2	-0.468125
ZNF284	-0.1235
NAALADL1	-1.31
DUSP5	-0.747166666666667
PXDN	-1.680375
SLMO1	0.10175
TNXB	1.1363
BIRC7	-0.363
A4GALT	0.314833333333333
TIMM22	0.223
FAM110C	2.1805
TOMM34	-0.9365
ABHD9	0.033
ADAM32	4.352
CRHBP	-1.49775
AQP2	0.529125
LOC130355	0.31525
ZNF187	-0.054
ZNF816A	0.965
F7	0.88
CNOT1	-0.2486
SLC13A4	0.323
ZBTB11	-0.647
B3GALT5	-0.221
EXOC2	0.433666666666667
IRS1	-2.4952
TMEM1	-0.1675
MRPL34	-1.10883333333333
SAMM50	0.02075
CDC42EP3	0.667625
HSF2	-0.1971
MFN2	0.77425
TSPAN7	-2.0235
NUCB1	0.953
RHOH	-2.6985
ARL16	-0.561
TACR1	1.0265
SFRS5	-1.3515
SNX25	-0.68625
RHBDF1	-0.5525
PCDH18	0.6665
HMG1L1	-0.6325
MYO5C	-1.0085
MAPK10	-0.017
LDHAL6A	0.611833333333333
NUDT12	-0.796166666666667
NCAM1	-0.286625
GLIS2	1.1
GGTL4	0.9495
DAPP1	-0.47725
ATF7	-0.1095
KIAA0748	-0.4715
NFIL3	0.69775
TM6SF1	-0.6751
SEZ6	-0.180625
NANOS3	-0.434666666666667
DNAJA3	-0.775833333333333
CLDN6	-3.287
CIITA	2.4653
EPHA4	-1.74325
FANCC	-0.50575
CMTM3	0.1815
PSG3	-0.527125
MRPL15	-0.00400000000000002
C21orf59	-0.19175
PLCXD2	-0.85925
C2orf34	1.09875
UBE2L6	-0.479
MED14	0.9265
HP1BP3	-0.6145
C6orf208	-0.756
TPBG	-1.88225
OSR2	-0.5975
XPC	-1.00366666666667
KLHL7	-0.287083333333333
CCR3	0.4125
AGTPBP1	-0.3125
PCSK6	-1.02966666666667
STAT5A	-1.7692
FAM18B	-0.36325
LONRF2	-1.57183333333333
PTPN2	0.5925
SF3A3	-0.631
EFCBP2	0.02325
HCFC1	-0.641666666666667
AHNAK	0.6197
ACTR5	0.51525
KIF14	-1.31971428571429
TENC1	-0.14025
HEATR5B	1.6575
YIPF2	1.03583333333333
MYEOV2	0.8895
DUSP18	0.9245
KIAA1012	0.097
AHR	0.409666666666667
C17orf53	-0.894166666666667
PTPRH	-3.41175
ATP6V1C1	0.0555
TAS2R3	-0.075
LOC440356	-1.2005
COQ10B	-0.659
PSMF1	0.330833333333333
SORBS2	-0.999416666666667
NFE2L2	-1.2225
TMCO7	-0.476
SH3PXD2A	1.234
SH2D2A	0.30075
SPINK5	3.65275
MRPS24	-0.2925
OPA3	1.2055
TRAF7	0.2585
C4orf35	0.257833333333333
MT1G	-2.5645
MGC39545	-0.484333333333333
HS1BP3	1.2815
OR2B2	0.681
CHRM4	0.796
SFRP2	0.460166666666667
RIC3	0.86575
ART1	0.3645
C6orf1	0.27025
DUS4L	-0.96325
C10orf104	-0.14175
TNFAIP6	0.25325
RTEL1	-0.214
CCT4	0.1775
ZNF709	-0.77775
CHMP6	0.301
UPP2	0.90375
CYP19A1	2.094625
CD151	-0.228666666666667
NDUFA13	-0.634833333333333
ARFRP1	0.513833333333333
FAM26B	0.55175
CRYBA1	-1.57
MRPL41	0.2225
NPFFR2	-1.864875
HRH2	0.227
SCAMP3	1.48283333333333
MTMR6	0.1636
MTG1	-0.2805
UBTD1	2.3385
CRABP1	3.1595
FLJ33790	1.2388
KIAA1908	-1.24833333333333
GPR158	-0.34875
PACSIN3	0.844
OMD	-1.5322
CATSPER1	-1.19816666666667
HOXB8	1.205
FBXO46	2.7935
OAS1	-1.15833333333333
SVIL	1.30475
PHB2	-0.02225
ADCY3	0.101
NDRG2	0.0434999999999999
ERMAP	-0.4056
APBA2	-0.354
IGSF9	3.4785
WNT6	3.49285714285714
MYCBPAP	-1.50966666666667
ATP2B2	-0.195444444444444
CPVL	-1.3075
TRAM2	-1.11425
NOP5/NOP58	-0.235
ZNRF4	-0.33375
TLK1	-0.235
MTMR12	-0.0980714285714286
ZNF384	0.081
FAM9B	-2.85133333333333
RPN1	0.6874
PMVK	2.734
EIF3D	0.2344
SIX2	-0.96525
HPS1	0.895428571428572
RNF7	0.09525
PSKH2	-0.023
KCTD13	0.198
CSMD3	-0.5396
FBF1	0.511
IL8	-5.645125
SERPINB13	1.71808333333333
FBXL20	0.389
BLR1	0.9375
SH2B1	-0.408333333333333
RFNG	0.202625
RAB20	0.368166666666667
RBM7	-1.29275
POLR1A	-0.03
TMPRSS4	-2.07775
TAF9	-1.555375
TERF2	-0.158333333333333
TNFRSF1A	0.953166666666667
ACADVL	-0.274666666666667
GTF2H5	0.42775
EDG8	3.311
C9orf140	-0.35475
UST6	-0.0405
ZBTB8OS	0.184
ZNF710	1.444
GPR174	-2.4315
ATP6V0A2	-0.38225
KIAA0319L	-0.455833333333333
XKRX	4.284
DOPEY2	2.7579
SDHD	0.106416666666667
SUMF1	0.4795
OSM	2.15775
OPN3	-0.05425
DAGLB	0.355833333333333
PPFIBP1	-0.0692
TRIM63	-2.47275
C10orf53	-1.504
LYPD3	2.7185
BCL7A	0.81125
AGER	-0.967666666666667
TCF19	-0.594625
SAT2	0.3305
PFTK1	-1.13916666666667
GABRE	1.79825
C15orf38	1.1146
FIS1	0.131
KCNV2	-0.49925
CLPS	2.22175
PPCDC	-0.6735
FOXN2	0.4925
NT5E	-4.0007
CD83	1.18975
IL18	0.237375
VPS16	0.30125
IGFBP2	-3.12866666666667
NOTCH2	0.7575
SIGLEC1	2.63542857142857
CD93	5.142
SULF2	-2.714
CEP164	0.333375
P53AIP1	-0.731833333333333
TOR2A	0.465833333333333
ZNF136	-0.63825
MGP	1.5751
CCDC144A	-0.0313333333333333
TRPC1	-2.79033333333333
SMS	0.218666666666667
MAPK7	-0.0241666666666667
RRAGC	1.32175
PARD6A	0.739333333333333
NUB1	0.378833333333333
SYNGR4	1.32325
OR11H12	0.418
WIF1	-0.0917142857142857
GCH1	-0.09775
OR11H4	0.088
SLC44A5	-0.904
GPRIN2	4.094
LOC401431	1.5725
CPA4	2.6205
MELK	-0.543222222222222
IL15RA	-1.39775
CUL3	-0.86875
HMBOX1	0.7185
PODXL	-3.32425
CCT6B	1.5
COMTD1	1.58625
MUC20	-0.820666666666667
GPX2	-3.357
ITK	-1.260875
FBXL5	0.087
C13orf27	-0.0805
DEFA5	0.404
TRHDE	1.203
MTP18	-1.052
UQCRQ	-0.2823
ITGB2	1.14308333333333
CSRP2BP	1.01925
TAS2R44	0.901
PHPT1	-0.768875
FAM44C	-0.60025
ERH	-0.19825
MPHOSPH1	-1.07866666666667
MORC1	0.164
PARVB	-0.9115
LAMA1	-2.40183333333333
PGBD3	0.2505
GIMAP6	3.06175
AREG	-3.558
LIPT1	-1.13475
MGC99813	-0.13825
C1orf201	-0.0298333333333333
GRIN2A	-0.8062
MAN2C1	-0.81825
NSUN5	-0.50875
SF3B5	0.649
MYC	-1.3428125
NRXN1	-1.10241666666667
ZNF18	0.2245
SPDYA	-1.277375
SLC37A1	0.8345
DECR2	-0.79125
ANKRD38	3.4595
SPTLC3	0.916916666666667
SUPT16H	-0.359375
DTWD2	0.1605
ULBP1	0.434
ZADH1	-0.465833333333333
OIP5	-2.067
IL10RB	0.298
OTUB2	0.976375
VWA3A	2.03483333333333
SPIC	0.541333333333333
OR6C4	0.162
PSCD4	0.276333333333333
DPY19L2P2	-1.0275
TRAPPC6A	1.03833333333333
C21orf2	-0.892166666666667
CEMP1	-0.395
LIN7B	1.583
E2F7	-0.996666666666667
VCP	0.423125
LAMA3	1.16283333333333
BGN	1.52025
GPR160	-2.91316666666667
COCH	-3.33616666666667
GPR81	-0.553
APOBEC3F	-2.339
tcag7.1017	-0.62175
C1orf32	0.068
SCGB1D2	4.219
FLJ43987	-1.7415
C6orf170	0.9945
KLK9	1.1645
GPD1L	1.672125
VPS37B	0.72375
ATG3	-0.5125
ADAMTS17	-1.9535
KLHDC2	-1.12533333333333
NDUFV2	-0.061
BLK	-2.139
MATN4	2.6335
GPM6A	0.2928
GBP4	2.17933333333333
TMEM162	0.357166666666667
PKP2	1.1695
HRASLS	2.74122222222222
MMP1	-4.49375
SFXN3	0.6669
FSD1	-1.321
ST6GALNAC3	-2.19133333333333
CA12	-3.15
NCOA6	1.0895
C19orf58	0.087
PPP4R1	-0.358166666666667
MAN1A2	0.673333333333333
IKBKAP	-1.599
UPF1	0.0298333333333333
KIAA1219	0.481
WNT16	0.3565
SNW1	-0.60525
IL18RAP	2.96925
RPP30	0.088
CDC40	0.0390714285714286
SETD3	0.3075
SLAMF6	-1.6245
ELK4	-0.656
TRIM47	-0.938833333333333
ACOX3	2.09125
TRIM6	-3.05525
KIAA0372	-1.03116666666667
TP53AP1	0.04625
SMURF2	-0.8375
ADAD1	1.8875
EBP	0.7906
KRTAP13-2	-0.163
FLJ36874	-0.639666666666667
TOR1A	-0.518666666666667
P2RY4	2.226
GPBP1	-0.2605
TRPV1	-0.208
ADAMTS12	0.293
PES1	-0.2608
ATG4A	1.03116666666667
MAGEA10	-3.74625
WFS1	1.00675
CC2D1B	0.569666666666667
PABPN1	0.302875
SLC25A30	-0.99925
SLCO1C1	0.291333333333333
SLC22A5	0.04775
KIF23	-1.4505
SYN2	2.43166666666667
ASPN	5.48516666666667
CENTG2	-0.43275
QSOX2	-1.4606
FLJ10815	-0.175833333333333
STK24	0.7758125
SPEG	0.8356
STK10	-0.3855
DACT2	1.2825
AAAS	-1.069
SSX3	-2.799625
ABCD3	0.1434
C4orf12	0.691125
PARVG	0.183
FIG4	1.22375
C9orf46	0.45675
TMCO6	-0.2885
IGHMBP2	-0.147
DUS2L	-0.168333333333333
FAM3C	0.2335
TMEM16D	-2.420125
DCTN4	0.1405
KCNH3	-0.3115
EIF2AK2	-0.0245
AP1S3	-0.41525
CST4	0.947
PAM	-1.132
NUTF2	0.0645
CITED2	1.7085
SLC39A4	0.431
C2orf52	-0.931
GRM3	-0.328
C12orf49	0.774875
CCDC49	-0.4673
GRAMD1B	-1.05875
FNDC4	1.485
SIAH2	-0.362875
GDPD4	0.48175
C21orf87	1.549375
ATP5A1	0.143166666666667
C16orf63	-1.264875
LOC388135	-1.32083333333333
ATP5J2	-0.122875
MMP3	-3.94875
EMID2	0.32525
CRHR1	0.45175
WDR70	-0.44625
C13orf31	2.13875
ZFAND1	-0.4325
CCL18	5.219
C3orf49	1.754
RINT1	-0.0845
KIAA0408	1.2525
F13A1	4.4295
SLC10A1	0.237
OGN	-3.26025
GIPC2	-1.522
XPO6	-0.449333333333333
LCE1A	1.3885
FMR1	0.5531
LOC374920	0.57
DUSP3	-0.090125
ANKMY1	-1.02175
C7orf50	0.614
BBS9	0.1289
UNC119B	-0.298
C9orf72	-0.10525
MGC35440	0.1375
ENTPD6	-0.0865
PPP1R2P9	0.824
ERCC4	0.1125
FAHD2B	-0.57
HMHA1	-0.095
HACL1	-0.944
RAD23A	-0.711666666666667
FAM83B	2.04975
PPP5C	-0.1835
RNASEH2C	0.93225
C9orf153	-0.8665
SCAMP4	0.535625
GHITM	0.7169
NDUFB7	0.082
ADCYAP1	-1.3995
SP110	-0.1025
MAP3K7IP2	0.889
DHH	0.132
AGRN	-0.506928571428572
WDR33	0.125666666666667
CEP290	-1.25966666666667
PRPS1L1	-1.69266666666667
KLRA1	-1.637
GPR97	0.5065
CHD7	0.49025
TLR10	-0.102666666666667
SLC30A8	-0.8305
HIC1	0.738
IAPP	1.533
RXFP4	0.931333333333333
GP1BB	2.362
SHQ1	-0.456
NKX2-3	0.23
API5	-0.23325
FTHP1	-0.3465
MOV10L1	0.748166666666667
TRIM6-TRIM34	-0.2435
ADHFE1	-0.6605
FAM117A	-1.6195
DDI1	0.5616
CDON	-1.23366666666667
TRIM73	-0.5585
IGKC	1.4705
MMP14	-0.941083333333333
DYNC1LI1	-1.178625
C11orf66	-0.3335
TRBV3-1	-0.78375
FASTKD5	0.3625
BIVM	-1.831
LHX4	0.3985
CXCL2	-2.2625
RAB2B	-0.680833333333333
IZUMO1	0.6805
MAP3K15	-1.5335
FAM19A2	0.0526666666666667
ZC3H8	-0.163666666666667
ZMAT1	1.14325
SPINK5L3	-2.238
SLC10A6	0.906
APPL2	-0.869
CARD10	-1.5995
LOC402176	-0.635375
EEF1D	0.9651
RAB6A	0.7797
C12orf5	-2.3705
PAPOLG	0.72225
MSRB2	0.45725
BCR	1.54661111111111
PUS3	-0.098
TIAM2	-0.2525
ZNF317	0.0128333333333333
CHD2	-0.407
FZD5	-0.410090909090909
NUDT8	1.559
ZNF763	-1.6195
PRC1	-1.395
ABCB9	1.14866666666667
SPATA3	0.494
TRAK2	-1.328375
STAB1	2.152
LRRTM2	-1.35233333333333
psiTPTE22	2.34975
DBI	1.735
SERPINA11	-3.41225
NAT5	-0.06
C20orf58	-1.70925
RPS6KA4	-0.452666666666667
FLJ90650	-0.45225
TGFBRAP1	-0.60425
CHRDL2	0.84
FAHD2A	-0.921666666666667
CNTN1	1.629
BBS4	-1.8397
TMEM181	-0.64625
MINPP1	-1.97275
MPHOSPH6	-0.50025
HOXC10	-0.9008
ITPKB	0.50925
CLPTM1L	-0.023375
MEOX2	-0.2925
ATP6V0C	0.236875
PRPF8	-0.0738333333333333
TMC5	1.08833333333333
FKBP3	-0.948
PLEKHB2	-0.9445
OR4D6	0.8625
ZNF544	-0.6165
D2HGDH	-0.090125
RPL18A	-0.00180000000000001
HEL308	-1.093375
MPP6	-1.56975
TCERG1	-1.51375
KRT16	5.31416666666667
KLF17	-1.35
KLF5	1.064125
CDR1	3.25275
VCX3A	-3.3325
FBLN2	0.489875
C14orf104	-0.70375
HBE1	-4.5453
OR4S2	0.77
C1orf108	-0.502166666666667
ROBO4	3.6215
CPEB4	0.699875
C11orf80	0.214166666666667
BCKDHA	1.67
MYOC	0.60425
GIF	-1.0455
CKMT1A	2.9125
RPL3	0.4237
THBS1	0.730875
APOO	-1.0905
ARMCX1	1.0495
HSZFP36	0.68775
SNAPC5	-0.24275
EIF4ENIF1	0.7925
ZNF433	-0.69825
TNFRSF21	-0.982625
TMPRSS7	1.53
SPATA18	1.1814
HPDL	-0.755
MKL2	0.66
TBX3	-3.41261538461539
C21orf93	1.01883333333333
DAXX	0.23125
ELMO1	-0.497
RGS13	0.2338
TAF11	-0.251
UNC13A	-1.8065
LOC653314	-0.2898
ORC3L	0.103
IMAA	-2.3795
TARBP2	-0.745
CABIN1	-0.2594
TRIOBP	0.4076875
HIST1H2AC	0.61
RGS22	-2.87133333333333
NCOA1	1.75966666666667
IL25	-2.3575
SNCG	3.9455
GPR6	0.521
AMDHD1	-2.548
CHEK2	-0.143125
C6orf142	1.6845
DRD4	0.69525
C14orf68	-0.202
GDF11	-2.90575
SEMG2	0.403
CD247	-0.69175
CDAN1	0.122
RBMX2	0.462
TGS1	-0.61625
OIT3	0.68225
SYF2	0.02525
MCM4	-0.79275
PKHD1L1	-0.4665
CEP192	-0.157
IFT88	-0.35775
RPL9	0.41
RAB32	-0.036375
DDX43	2.15625
P2RX2	0.714166666666667
OR5D18	-1.498
UBE1	-0.0411666666666667
SLC24A1	-0.022875
ARHGAP5	-0.59125
CETP	0.23175
KIAA1731	1.32333333333333
SLC9A4	-0.2075
PTPN6	1.5035
BAHD1	1.03675
GRIK3	0.955
CACNB2	-1.2548
PDE10A	-0.299
DGCR14	0.17375
PCDHB9	-0.106166666666667
RHOQ	0.882666666666667
MAP3K4	0.88925
KTI12	0.351333333333333
RPL23AP13	-2.236
GNG11	-1.81875
CLCN3	0.241
GPAM	0.426875
VSTM2A	0.5355
SLAMF7	1.228
INTS2	-1.689
PPP2CA	-0.5072
LRP12	0.978533333333333
SEC14L2	0.844333333333333
DKFZP586H2123	1.812
MC3R	-0.3945
CIRH1A	-0.672666666666667
HIST1H2AB	1.056
POLH	-1.047625
MGC16703	-1.852
SNAPC2	-0.811
FILIP1L	0.066
RASGRP4	-0.948
LRRC1	0.59525
GAS1	-2.561
PRAC	-1.218
DGKA	-0.684833333333333
NT5C3	-1.3585
PEG3	-4.17008333333333
NADK	0.6575
PRR17	1.35175
LOC374569	1.3575
SGSH	-0.344333333333333
NLRP8	-0.4105
GALT	2.0879
MCF2	-0.123
ZNF263	0.53475
TACSTD1	1.233
TYR	-5.8591
ATP6AP2	-0.2365
RNUXA	-0.41225
ABHD10	-0.311222222222222
GDPD2	-1.31825
SLC35C1	1.352
UBE2A	0.830625
HERC5	-0.829333333333333
FAM112B	-0.00783333333333333
FBXL16	-0.3285
DKFZP434A0131	0.1595
ELA3A	-2.1545
RBM41	-0.867625
HAO2	0.684
RNH1	-0.12725
SHANK2	0.0385
OSBP2	-1.05575
DAK	-0.336
C3orf58	1.2765
TCL1B	-0.9825
KBTBD2	-0.5305
SUGT1L1	-2.83125
UBE2E2	0.836833333333333
MYL9	1.4365
CDC23	-1.10833333333333
PBXIP1	2.6542
CXorf40B	0.5935
NBL1	-0.9785
RTBDN	0.8825
RAB11FIP5	0.4035
TTTY13	-1.112
SCOTIN	-0.6845
SOHLH1	0.351666666666667
CDKN1A	2.73357142857143
NCK1	0.0445
ZNF550	-0.92525
SAPS3	0.065
SPIN3	0.0278333333333333
MAGEE2	2.34775
MIS12	-1.33466666666667
OR8H2	-0.6125
KIAA0774	-0.2024
UNC5D	-3.2495
CUL7	-0.348333333333333
LIPC	-2.8265
DIO1	-1.60375
C20orf11	1.5878
CTRL	-0.9365
HS3ST2	3.7325
PAK4	1.66483333333333
CCRL1	0.5355
RNF10	0.345
ZNF567	0.80125
ZNF660	-1.0865
TCEAL3	-0.90025
MAGOH	-0.0158333333333333
CENPB	0.498666666666667
C19orf7	1.1145
LOC388965	0.21325
ZCCHC13	-1.385
JMJD1A	-1.195
HIST1H4H	0.4055
TBRG1	-1.8729
GPC3	-4.922
TAF1C	-0.248125
EBNA1BP2	-0.790833333333333
CIAPIN1	-0.3385
PDGFRA	-1.58783333333333
CSTB	1.23675
CENPI	0.448833333333333
GTF2E2	0.202666666666667
RPP21	0.081
CCNF	-0.179166666666667
KCNQ3	0.8785
FAM79A	1.73875
SLC22A12	1.482
NOVA1	-1.5455
FZD3	1.5008
AKAP8	-0.5475
SOCS5	-0.1835
CFDP1	-0.63625
DLG5	0.31725
PGM5	-0.547666666666667
C1orf144	0.424
HDAC10	-1.5235
RND2	-0.5155
C20orf199	-0.59525
RNMT	0.245
SLURP1	2.2905
ASTN1	-0.628875
SH3BGR	1.7715
MYCL1	0.359
ZHX1	0.286833333333333
CENPK	-3.23775
FOSB	2.1091
LOC643406	-0.7245
