Hybridization REF	TCGA-BH-A0B8-01A-21R-A056-07
RIC3	2.34325
ART1	-0.3565
C6orf1	0.9265
DUS4L	-0.88575
C10orf104	0.518
TNFAIP6	2.3435
RTEL1	-1.46375
CCT4	-0.4342
ZNF709	0.758
CHMP6	0.0611666666666667
UPP2	0.25975
CYP19A1	-1.928375
CD151	-1.14566666666667
NDUFA13	0.0656666666666667
ARFRP1	-1.172
FAM26B	1.95
CRYBA1	-1.6855
MRPL41	-0.7385
NPFFR2	-2.05775
HRH2	0.5295
SCAMP3	0.111166666666667
MTMR6	0.7476
MTG1	-0.730333333333333
UBTD1	0.16675
CRABP1	-2.6185
FLJ33790	0.5103
KIAA1908	-0.876333333333333
GPR158	3.34225
PACSIN3	0.686166666666667
OMD	3.45316666666667
CATSPER1	-1.27483333333333
HOXB8	-0.689375
FBXO46	1.322
OAS1	2.47983333333333
SVIL	0.71175
PHB2	-0.4525
ADCY3	0.6625
NDRG2	1.378
ERMAP	0.4348
APBA2	-1.96466666666667
IGSF9	2.18625
WNT6	-1.02092857142857
MYCBPAP	-0.20725
ATP2B2	-0.0985
CPVL	-1.3709
TRAM2	-1.06491666666667
NOP5/NOP58	-0.2105
ZNRF4	-0.15525
TLK1	0.135
MTMR12	0.317142857142857
ZNF384	-0.054
FAM9B	-3.121
RPN1	0.4929
PMVK	0.74825
EIF3D	0.4505
SIX2	2.2525
HPS1	0.365642857142857
RNF7	0.47725
PSKH2	0.346
KCTD13	0.2995
CSMD3	-0.2485
FBF1	-0.2975
IL8	-5.37675
SERPINB13	0.46
FBXL20	0.083
BLR1	0.25375
SH2B1	-0.418666666666667
RFNG	0.294375
RAB20	-1.18516666666667
RBM7	-0.78125
POLR1A	-0.2835
TMPRSS4	-2.74375
TAF9	-0.3745
TERF2	0.4155
TNFRSF1A	0.13175
ACADVL	-0.228166666666667
GTF2H5	-0.074
EDG8	-0.616333333333333
C9orf140	-1.55775
UST6	0.52575
ZBTB8OS	-0.9555
ZNF710	-0.1605
GPR174	-1.4655
ATP6V0A2	-0.6015
KIAA0319L	0.308083333333333
XKRX	0.079
DOPEY2	1.412
SDHD	-0.98325
SUMF1	0.55775
OSM	2.4465
OPN3	-1.47875
DAGLB	-0.102833333333333
PPFIBP1	0.7264
TRIM63	-3.65725
C10orf53	0.2845
LYPD3	0.1165
BCL7A	0.626
AGER	-1.975
TCF19	-0.254
SAT2	0.9515
PFTK1	0.0578333333333333
GABRE	-3.861375
C15orf38	-0.0447
FIS1	-0.1165
KCNV2	-0.33975
CLPS	0.36325
PPCDC	-1.097875
FOXN2	0.0876666666666667
NT5E	-3.5612
CD83	0.07575
IL18	-0.6045
VPS16	0.50625
IGFBP2	-0.486
NOTCH2	1.1245
SIGLEC1	2.717
CD93	5
SULF2	-1.35875
CEP164	-0.9035
P53AIP1	-0.0683333333333333
TOR2A	-0.209833333333333
ZNF136	0.617
MGP	3.1521
CCDC144A	1.7174
TRPC1	-1.04783333333333
SMS	-0.896
MAPK7	-0.523166666666667
RRAGC	0.02275
PARD6A	1.29633333333333
NUB1	0.2705
SYNGR4	0.47625
OR11H12	0.4245
WIF1	0.39625
GCH1	0.48175
OR11H4	-0.063
SLC44A5	-1.197
GPRIN2	1.0375
LOC401431	0.25525
CPA4	-3.8537
MELK	-3.09133333333333
IL15RA	-0.46575
CUL3	1.57775
HMBOX1	0.61975
PODXL	-1.528
CCT6B	1.15666666666667
COMTD1	1.10625
MUC20	-1.09166666666667
GPX2	-3.8065
ITK	-1.612
FBXL5	1.4745
C13orf27	-1.4375
DEFA5	0.314
TRHDE	0.311
MTP18	-0.201666666666667
UQCRQ	-0.2515
ITGB2	1.0265
CSRP2BP	0.57675
TAS2R44	0.4345
PHPT1	-0.1085
FAM44C	0.71525
ERH	1.50925
MPHOSPH1	-0.929166666666667
MORC1	-0.5295
PARVB	0.54125
LAMA1	-2.67166666666667
PGBD3	0.0445
GIMAP6	3.84175
AREG	-7.727
LIPT1	0.041
MGC99813	1.53075
C1orf201	-0.328
GRIN2A	-1.25755555555556
MAN2C1	-1.173875
NSUN5	-0.32025
SF3B5	-0.321
MYC	-0.009
NRXN1	4.30958333333333
ZNF18	1.30125
SPDYA	-0.903333333333333
SLC37A1	1.1845
DECR2	0.01175
ANKRD38	0.088625
SPTLC3	-2.76375
SUPT16H	0.07775
DTWD2	1.274
ULBP1	-0.127
ZADH1	1.12066666666667
OIP5	-2.666
IL10RB	0.755666666666667
OTUB2	0.997125
VWA3A	0.342666666666667
SPIC	0.2078
OR6C4	0.311
PSCD4	0.5955
DPY19L2P2	-0.9125
TRAPPC6A	0.733833333333333
C21orf2	-0.0435
CEMP1	-1.41675
LIN7B	0.9635
E2F7	-2.614
VCP	-0.4324375
LAMA3	1.33483333333333
BGN	1.67175
GPR160	2.00533333333333
COCH	-0.274666666666667
GPR81	2.03783333333333
APOBEC3F	-1.1795
tcag7.1017	-1.108
C1orf32	0.113
SCGB1D2	6.556
FLJ43987	0.123
C6orf170	-0.86
KLK9	0.3075
GPD1L	1.080375
VPS37B	-0.53475
ATG3	-0.723333333333333
ADAMTS17	-0.888
KLHDC2	0.7925
NDUFV2	-0.171
BLK	-3.34275
MATN4	-2.492
GPM6A	0.672333333333333
GBP4	3.27333333333333
TMEM162	0.433166666666667
PKP2	1.2475
HRASLS	-2.07066666666667
MMP1	-5.42
SFXN3	0.2566
FSD1	-2.49733333333333
ST6GALNAC3	-1.88416666666667
CA12	0.9609
NCOA6	0.45475
C19orf58	0.3158
PPP4R1	0.6525
MAN1A2	1.164
IKBKAP	-1.2645
UPF1	0.016
KIAA1219	1.13975
WNT16	0.7308
SNW1	0.105875
IL18RAP	1.119
RPP30	-0.333875
CDC40	-0.459285714285714
SETD3	0.225166666666667
SLAMF6	-0.56025
ELK4	-0.1525
TRIM47	0.499166666666667
ACOX3	0.77225
TRIM6	-0.35575
KIAA0372	0.207833333333333
TP53AP1	0.17825
SMURF2	-0.29875
ADAD1	0.09025
EBP	-0.8475
KRTAP13-2	0.234
FLJ36874	-0.417
TOR1A	-0.235166666666667
P2RY4	0.988
GPBP1	0.08775
TRPV1	-0.281875
ADAMTS12	-0.261333333333333
PES1	0.3601
ATG4A	0.886833333333333
MAGEA10	-5.27225
WFS1	0.79075
CC2D1B	-1.1385
PABPN1	-0.402375
SLC25A30	-0.236
SLCO1C1	-0.137166666666667
SLC22A5	1.51
KIF23	-2.58166666666667
SYN2	-1.47716666666667
ASPN	7.98016666666667
CENTG2	1.018
QSOX2	-1.9951
FLJ10815	0.628333333333333
STK24	-0.27925
SPEG	0.2824
STK10	-0.210666666666667
DACT2	-3.4875
AAAS	-0.3085
SSX3	-2.101375
ABCD3	-0.4885
C4orf12	-0.2765
PARVG	0.341833333333333
FIG4	0.7705
C9orf46	-0.18775
TMCO6	0.0525
IGHMBP2	-0.48925
DUS2L	-0.846166666666667
FAM3C	0.0100625
TMEM16D	-0.8285
DCTN4	1.458
KCNH3	0.20925
EIF2AK2	1.6035
AP1S3	-0.490125
CST4	1.362
PAM	-0.733
NUTF2	-0.68425
CITED2	1.865
SLC39A4	0.236
C2orf52	-0.8025
GRM3	-0.23
C12orf49	0.2405
CCDC49	0.0233
GRAMD1B	-1.852375
FNDC4	-0.346
SIAH2	2.155
GDPD4	0.221
C21orf87	0.907875
ATP5A1	0.2135
C16orf63	0.040125
LOC388135	0.108
ATP5J2	-1.885375
MMP3	-2.86575
EMID2	0.05275
CRHR1	0.5095
WDR70	-0.26275
C13orf31	1.302
ZFAND1	0.10225
CCL18	3.72666666666667
C3orf49	0.4715
RINT1	0.496
KIAA0408	-2.3315
F13A1	4.8261
SLC10A1	-0.0568333333333333
OGN	1.3355
GIPC2	-2.65533333333333
XPO6	-0.0543333333333333
LCE1A	0.33
FMR1	0.4698
LOC374920	-0.36325
DUSP3	0.089
ANKMY1	-0.2115
C7orf50	-0.0155
BBS9	0.2127
UNC119B	0.314571428571429
C9orf72	0.221375
MGC35440	0.473
ENTPD6	0.30475
PPP1R2P9	0.621
ERCC4	0.089
FAHD2B	-0.882
HMHA1	-1.6505
HACL1	-0.888
RAD23A	0.109666666666667
FAM83B	-2.903
PPP5C	-0.233
RNASEH2C	0.92525
C9orf153	-0.30775
SCAMP4	0.727125
GHITM	0.351
NDUFB7	0.48325
ADCYAP1	0.00340000000000001
SP110	1.13766666666667
MAP3K7IP2	-0.3805
DHH	0.2665
AGRN	-0.690928571428571
WDR33	0.0751666666666667
CEP290	1.50766666666667
PRPS1L1	-2.28066666666667
KLRA1	-1.5695
GPR97	-0.899
CHD7	-2.84383333333333
TLR10	1.0645
SLC30A8	-0.643
HIC1	0.740833333333333
IAPP	0.1495
RXFP4	-0.12125
GP1BB	0.58375
SHQ1	-0.428
NKX2-3	-0.0543333333333333
API5	0.0535
FTHP1	-0.358
MOV10L1	1.63783333333333
TRIM6-TRIM34	1.09333333333333
ADHFE1	0.72625
FAM117A	-1.201
DDI1	0.732
CDON	-0.599
TRIM73	0.308
IGKC	1.853
MMP14	-1.02875
DYNC1LI1	-0.055625
C11orf66	0.34275
TRBV3-1	-1.4515
FASTKD5	0.12275
BIVM	-0.1105
LHX4	0.037
CXCL2	-2.0012
RAB2B	-0.107333333333333
IZUMO1	-0.92125
MAP3K15	-2.17
FAM19A2	-0.466166666666667
ZC3H8	0.262
ZMAT1	1.5455
SPINK5L3	-2.97825
SLC10A6	1.116
APPL2	0.2495
CARD10	0.315333333333333
LOC402176	-0.38625
EEF1D	0.0353
RAB6A	0.3332
C12orf5	-0.34625
PAPOLG	0.76275
MSRB2	1.48775
BCR	0.952222222222222
PUS3	-0.13625
TIAM2	-0.9495
ZNF317	0.254666666666667
CHD2	0.0481428571428571
FZD5	-2.29136363636364
NUDT8	-0.93075
ZNF763	0.473
PRC1	-2.27933333333333
ABCB9	1.07633333333333
SPATA3	0.341
TRAK2	0.87925
STAB1	2.6295
LRRTM2	0.043
psiTPTE22	0.541
DBI	-0.24625
SERPINA11	1.87675
NAT5	0.764
C20orf58	-2.626
RPS6KA4	0.241833333333333
FLJ90650	-0.10825
TGFBRAP1	0.76425
CHRDL2	0.040875
FAHD2A	-1.2575
CNTN1	-0.0805
BBS4	-1.039
TMEM181	1.256
MINPP1	0.638
MPHOSPH6	-1.28983333333333
HOXC10	-0.2997
ITPKB	0.6085
CLPTM1L	0.335625
MEOX2	0.4185
ATP6V0C	0.459125
PRPF8	0.14
TMC5	2.32525
FKBP3	0.1925
PLEKHB2	0.0805
OR4D6	0.384
ZNF544	-0.5385
D2HGDH	-0.7885
RPL18A	0.3312
HEL308	-0.939
MPP6	-4.84375
TCERG1	-1.4655
KRT16	-2.393
KLF17	-1.786
KLF5	-0.418875
CDR1	2.565375
VCX3A	-5.538
FBLN2	1.491125
C14orf104	0.1275
HBE1	-5.3548
OR4S2	-0.4615
C1orf108	-0.839
ROBO4	3.46
CPEB4	1.361125
C11orf80	-0.585166666666667
BCKDHA	0.8815
MYOC	0.89575
GIF	-0.417
CKMT1A	1.907
RPL3	1.4853
THBS1	3.614625
APOO	-0.081
ARMCX1	1.5445
HSZFP36	0.6445
SNAPC5	-0.881
EIF4ENIF1	0.98925
ZNF433	0.7785
TNFRSF21	-2.13975
TMPRSS7	-0.00800000000000001
SPATA18	0.0379
HPDL	-3.6085
MKL2	2.0712
TBX3	2.76830769230769
C21orf93	0.0546666666666666
DAXX	0.98425
ELMO1	0.060875
RGS13	2.67183333333333
TAF11	-0.571
UNC13A	2.481875
LOC653314	0.3575
ORC3L	-0.6975
IMAA	-2.4645
TARBP2	-0.5885
CABIN1	-0.1883
TRIOBP	0.0110625
HIST1H2AC	1.011875
RGS22	4.21733333333333
NCOA1	1.57933333333333
IL25	0.508
SNCG	0.9835
GPR6	0.2965
AMDHD1	-1.32166666666667
CHEK2	-0.389875
C6orf142	-1.07025
DRD4	0.10725
C14orf68	-1.8835
GDF11	-1.837
SEMG2	-0.3505
CD247	-2.117
CDAN1	-0.6485
RBMX2	0.0435
TGS1	0.009
OIT3	0.82
SYF2	-0.6375
MCM4	-2.588
PKHD1L1	-0.522625
CEP192	-0.300666666666667
IFT88	0.744
RPL9	0.145214285714286
RAB32	-0.530375
DDX43	-2.74475
P2RX2	0.0585
OR5D18	1.123
UBE1	0.370666666666667
SLC24A1	0.0485
ARHGAP5	-1.195
CETP	-0.65275
KIAA1731	-1.3405
SLC9A4	0.6525
PTPN6	1.23525
BAHD1	-0.37825
GRIK3	1.8425
CACNB2	-0.463888888888889
PDE10A	-0.694
DGCR14	-0.01725
PCDHB9	-0.897333333333333
RHOQ	-0.387333333333333
MAP3K4	-0.68475
KTI12	-0.0745
RPL23AP13	-2.43825
GNG11	-0.745
CLCN3	0.183166666666667
GPAM	-0.07725
VSTM2A	0.8155
SLAMF7	1.507
INTS2	-0.807
PPP2CA	0.1484
LRP12	-1.27666666666667
SEC14L2	1.75466666666667
DKFZP586H2123	4.48675
MC3R	0.0345
CIRH1A	-1.29083333333333
HIST1H2AB	1.117
POLH	-0.193
MGC16703	-1.55333333333333
SNAPC2	0.785
FILIP1L	1.01975
RASGRP4	0.7785
LRRC1	2.51425
GAS1	-0.27575
PRAC	-1.05275
DGKA	-0.707333333333333
NT5C3	-0.61725
PEG3	-2.31783333333333
NADK	-0.67175
PRR17	0.57625
LOC374569	0.11725
SGSH	0.524833333333333
NLRP8	0.5185
GALT	-0.0511
MCF2	-1.0105
ZNF263	0.61625
TACSTD1	1.425
TYR	-7.132
ATP6AP2	1.37575
RNUXA	-0.11175
ABHD10	-0.0091
GDPD2	-0.95675
SLC35C1	-0.22425
UBE2A	0.16425
HERC5	-1.2645
FAM112B	-5.4285
FBXL16	2.01175
DKFZP434A0131	-0.847
ELA3A	-2.7735
RBM41	-1.291125
HAO2	-0.151
RNH1	-0.7385
SHANK2	1.32483333333333
OSBP2	-0.00399999999999999
DAK	0.0653333333333333
C3orf58	-0.772333333333333
TCL1B	-0.6275
KBTBD2	-0.232375
SUGT1L1	2.44225
UBE2E2	-1.11933333333333
MYL9	2.2475
CDC23	-0.4795
PBXIP1	0.2481
CXorf40B	0.2775
NBL1	0.1325
RTBDN	1.95
RAB11FIP5	0.721875
TTTY13	-1.4495
SCOTIN	-0.258333333333333
SOHLH1	-0.571833333333333
CDKN1A	-0.440714285714286
NCK1	0.297
ZNF550	-0.156
SAPS3	0.387083333333333
SPIN3	0.119833333333333
MAGEE2	-0.3885
MIS12	0.337166666666667
OR8H2	0.067
KIAA0774	-2.78066666666667
UNC5D	-1.206
CUL7	-0.251333333333333
LIPC	-4.1395
DIO1	0.9985
C20orf11	0.4256
CTRL	-1.738
HS3ST2	2.918
PAK4	0.9055
CCRL1	3.18075
RNF10	-0.140625
ZNF567	0.386
ZNF660	-1.1445
TCEAL3	2.3285
MAGOH	-1.046
CENPB	0.150833333333333
C19orf7	0.432625
LOC388965	0.3915
ZCCHC13	-0.06
JMJD1A	-0.4354
HIST1H4H	-0.0245
TBRG1	-1.4521
GPC3	-5.136
TAF1C	-1.208625
EBNA1BP2	-1.14966666666667
CIAPIN1	-0.745
PDGFRA	-1.35066666666667
CSTB	-0.85525
CENPI	-1.825
GTF2E2	-1.238
RPP21	0.364
CCNF	-0.829833333333333
KCNQ3	0.5275
FAM79A	0.38975
SLC22A12	0.7525
NOVA1	2.93016666666667
FZD3	-2.0314
AKAP8	-0.59475
SOCS5	0.068625
CFDP1	-0.88575
DLG5	2.0015
PGM5	0.40625
C1orf144	-0.269833333333333
HDAC10	-0.3145
RND2	-0.11975
C20orf199	-0.411
RNMT	-0.057875
SLURP1	-0.04925
ASTN1	-0.906375
SH3BGR	0.891
MYCL1	-0.915125
ZHX1	1.02366666666667
CENPK	-2.41475
FOSB	1.6816
LOC643406	1.378125
C2orf59	0.033375
TMEM135	0.458875
SLC27A2	3.53325
KRT33A	1.897
OVOL1	1.777
PAMCI	-3.03816666666667
S100A7	-1.5425
ZNF789	-2.611
HARS2	-0.0905
RPL23A	0.206666666666667
TCF23	-0.018
UPF3B	-2.410375
C17orf78	0.2
HLA-DOB	0.1668
C14orf142	1.1
TEKT5	0.657833333333333
DMWD	-0.058
POLD1	-1.974
GSCL	-0.091
CALD1	-0.269
SCRT1	1.451
AIG1	1.3275
UNC84B	0.42075
ZNF404	0.20075
TMED6	-3.98
KIAA1462	0.2285
LRRC27	1.896
PYGO1	1.0785
PIGU	-0.418666666666667
ALAS2	-4.074
WRNIP1	0.426625
CNNM3	-0.3355
ZNF2	0.33525
ST3GAL5	-2.40783333333333
MRPL23	-0.83775
TSSK6	-0.34575
PSMA6	-0.0775
C16orf70	-0.287
KIAA1602	-0.17275
ALMS1	0.325
DCN	2.427375
TMEM132D	-1.49466666666667
SUCLG2	0.3175
ABHD14A	0.53175
DEXI	0.224
AMPD2	-1.3065
IFNAR2	-0.340166666666667
CYB5A	1.662
TLOC1	0.98225
NXF5	-0.924833333333333
NRBF2	-0.159625
KCTD3	1.31575
ITGAE	-0.0981666666666667
SLC30A3	-2.42766666666667
ZRF1	-1.8365
IFRD2	-0.929
XAB1	-0.2935
PYCR2	-0.3015
SERPINB3	-5.753
TMLHE	0.1667
GEFT	0.303375
ABCA5	0.813625
EMR4	-0.227333333333333
TSFM	-0.202
HIST3H2BB	-0.0625
ARHGEF19	1.0105
TSPAN17	0.2415
ABCC8	4.62
MAP1S	0.2495
C22orf36	0.71525
BNC2	-0.701142857142857
HIST1H4A	-1.37125
NDUFS3	0.0331666666666667
WDR3	-0.0286666666666667
XKR4	-0.78025
TTC33	0.267428571428571
STMN2	3.642
CPN2	-1.16166666666667
HSPC105	1.337125
PCOLCE2	-2.78775
C3orf55	0.11
KLHDC9	2.1305
TBC1D23	-0.154125
ATXN2L	-1.20366666666667
MAP2K3	-0.139583333333333
SCAP	-0.15125
ZNF486	0.3895
C20orf96	0.58925
NARS	0.18175
ADAMTSL1	-1.11257142857143
PRCC	0.3225
CCDC126	2.08483333333333
ZNF675	0.18925
CALCOCO1	0.79825
ANKRD43	1.99175
CWF19L2	-0.235166666666667
ZBTB32	0.7385
BRAF	-0.59875
ODF4	0.27625
MGC14376	0.0941666666666667
HORMAD1	-3.4666
AAK1	-0.0959090909090909
PEBP1	0.8835
TNFSF5IP1	0.433666666666667
DKFZp564N2472	0.31525
RMND1	-0.14975
IGKV1-5	2.4515
COL1A2	2.059
SERPINA5	2.085
AANAT	0.2835
C19orf21	2.39383333333333
GEMIN5	0.584
UBR4	-0.7815
LTBP3	1.061
AMHR2	-0.6715
PROCR	-1.8515
MYBBP1A	-0.075
C20orf39	0.336333333333333
ZNF697	0.1465
PASK	-0.5523
ZNF776	1.30716666666667
RFXDC2	-0.079
KIAA0467	-0.6585
C10orf96	-1.88566666666667
ZNF503	-1.8435
GULP1	-2.4705
KCNE4	5.80316666666667
DKFZp434K191	-1.69425
LOC196913	-0.3035
BHLHB4	0.7665
CH25H	1.3925
LOC81691	-0.442
ALPL	0.0578571428571429
COL12A1	1.941125
FOLR3	-3.37116666666667
GPR123	-0.368125
TRIM62	0.6585
ABLIM1	-0.629333333333333
MAST3	-0.07425
RHBDD1	0.914833333333333
LOC338809	-0.63
RYBP	0.344
TTC26	-0.853
ZNF22	1.58583333333333
ISCA2	-0.17275
RDM1	-1.45675
PIGM	1.2965
GNB3	-2.433
ACTR2	0.3623
HMGB1	-0.3012
EDG1	2.56116666666667
SOAT2	-4.20025
OR10AD1	-0.333
RAP1GDS1	2.63708333333333
LCE1F	0.558
ESM1	-0.213875
RCN3	1.45775
CREBL1	-0.618
DBNL	0.4315
PTGER3	2.0595
USP30	0.774166666666667
BCL2L12	-2.2562
KIF26B	2.17975
ZNF416	1.0405
ZNF225	0.83
C17orf70	0.2035
ZNF554	1.0355
RAE1	-0.6625
TNIK	-1.86283333333333
ACTN3	0.75
MGC45922	0.403
CCNA1	-1.181
RYK	0.650166666666667
IL26	0.1965
LRP3	0.637833333333333
QARS	-0.04825
SOX7	0.644571428571428
BID	-0.1885
OR2S2	-0.162
CXCL14	5.189
C11orf47	-1.1075
MGC29891	0.0931666666666667
HSPB8	2.7966
PRDM14	-1.6005
NUFIP2	0.90425
MNAT1	0.09975
ZDHHC2	-1.47108333333333
MBNL2	0.13975
ADD3	-1.775125
CSNK2A1P	-0.6555
KLK6	-2.94466666666667
TMEM111	-0.1643
KIAA1279	1.76575
NUBP2	0.1755
RAB42	-0.686
ID3	-1.4772
TM9SF1	0.7515
MDP-1	0.59
POU4F2	0.41
IQCK	0.41225
C16orf14	-0.52975
CAPN3	-2.024375
FAM43B	-0.1935
RECQL	-0.7665
AP1G1	-0.794928571428572
CTNNBL1	0.439333333333333
ECHDC1	-1.12833333333333
SMARCC1	-0.0244
FOXQ1	-1.794875
GNAI3	-0.5235
POLG2	-1.95575
CD4	1.01525
ITLN1	0.90375
EBI2	3.00425
IRF1	0.41325
PTPRE	2.6721
PTK2B	0.2245
NXNL2	-2.241
SOX4	0.445222222222222
TSPAN3	0.511
SH2D1A	-3.3515
C8orf58	-1.1075
USP20	-1.34525
DUSP22	-0.769833333333333
CALB1	-2.4884
L3MBTL2	0.542833333333333
MCRS1	0.075
TMEM118	-0.848166666666667
C18orf8	1.00416666666667
FLJ10241	0.667625
GJA12	0.573
PKD1	-0.317833333333333
ZFP3	1.327
JAM3	-0.217
LAPTM4A	1.7286
DIRC2	1.14
KIAA2022	-2.08066666666667
MYOM1	0.6615
TRPM8	-3.4804
MOP-1	0.95425
PHKG2	-1.07775
ZNF650	1.255125
KIAA1522	1.073375
PSG8	-2.657
DDX19B	-0.3465
MOBKL1B	-0.64275
DIAPH2	0.3085
PTPN12	-0.21125
CLN8	-0.3939
CRYZL1	0.370166666666667
CRY2	1.267
FCGR2B	3.4025
PNPLA4	2.192375
ZNF454	-0.6615
DKFZp434B1231	-0.43375
CLDN11	0.1239
RFWD2	0.140833333333333
CIB2	0.936333333333333
MXRA8	2.233125
HRK	-1.16375
MAML2	-1.10575
C4orf31	-0.7535
C6orf192	0.01
COG6	0.0425
FAM5B	2.978
NFATC1	-0.0999
SEPT10	-0.7595
SCYL1	-0.0079
RPP40	0.0775
SCOC	0.0454
KIAA1450	0.84375
CTDSPL2	-0.38225
TBX5	1.18383333333333
NAPG	0.15525
RHD	-5.034
C14orf45	1.83466666666667
ZBTB22	1.4015
PLCG1	-1.384
ANKRD10	-1.642125
AQP7P2	1.79575
TAGLN2	-0.3905
HTR2C	-1.4102
SLC16A7	-0.576666666666667
C17orf83	-0.2
TSGA14	-0.20225
MDH1	-0.4575
PPP3R2	0.479
DCBLD2	-2.13521428571429
RBM33	-0.988
DPH3	-2.34775
SYT10	-1.75033333333333
FMO4	2.0885
THYN1	-1.7505
DRD5	-2.8505
OTOR	-0.152
PGRMC2	-0.2596
KATNAL1	-0.439875
PAQR6	-0.90775
UBE2I	-0.88575
C14orf28	0.90325
C8orf70	-1.57025
FLYWCH1	-0.223125
ANGPTL3	-1.05625
GLRX2	-0.394333333333333
ATP11A	-1.2705
ARL5B	0.43625
MUC16	-4.01725
SLC25A5	-0.244714285714286
ACRC	-1.073
MYO1C	-0.03
FAM89B	1.18966666666667
FAS	0.0695
KIFAP3	1.15375
GLRA2	1.32
BTN3A2	-1.1135
CNKSR3	-0.17525
CSTF3	-0.255666666666667
ARPM1	1.3655
KIAA1530	-1.3875
C9orf150	2.13033333333333
PRKCI	0.904
tcag7.1015	-0.91025
SOD3	-0.5005
ZNF574	0.81525
CYP21A2	0.4455
RPL12	-0.1155
COMMD2	-0.35625
WIZ	0.729
LOC344405	-1.0665
ALDH4A1	-1.54576470588235
CRYAB	2.20275
COPA	0.551733333333333
PCDHGA7	0.818
KIF11	-1.25441666666667
RASD2	0.091
SLC26A3	0.6
ZNF175	0.298
JAKMIP2	-2.54228571428571
C8orf4	1.9165
PTHLH	-0.1645
SLC40A1	1.45966666666667
OR7D4	0.5685
PCDHB17	-0.00750000000000001
CD36	3.57335714285714
C6orf203	0.6542
PRKG2	-0.499
LOC400566	1.969
ANAPC13	0.387
SLCO3A1	0.53775
ZNF692	-2.259
FANCL	-1.1675
SH3GLB1	0.26375
C12orf61	-0.456
KBTBD6	0.97425
SUPT5H	-0.177
XRCC6	0.1102
HUS1B	0.8744
FAM133B	-0.500714285714286
LOC728276	-1.4675
KCTD18	0.6795
SOS2	1.24116666666667
CCDC99	-1.806
C1QTNF5	3.179
NNAT	1.414
USP16	0.52775
LARS	-0.035125
ZBTB2	0.271125
ABO	-0.0662
TRAF3	0.19625
GALNT5	-2.4335
NAP5	2.41775
ALG14	0.423
KIAA0515	-0.410653846153846
WDR75	-0.786
TEX261	0.0885833333333334
LY86	0.701
LOC389072	-0.525
FLJ13611	-0.3955
MRGPRX2	0.5085
SNRPA	-0.454
OR2G2	0.4185
GPRASP2	1.73925
C7orf42	0.429
C9orf163	-0.5745
CYP11B2	0.6225
FCRL3	0.42
PRDX1	-1.22575
FGB	-7.00766666666667
COX17	0.568
C16orf33	-0.179
PIWIL1	0.106166666666667
FOLR1	-3.09116666666667
KIAA0082	-0.59525
FREQ	-1.4095
TMCC2	-2.115
TCF12	-0.168083333333333
ZNF721	-0.07
FAM130A2	0.1355
POU4F1	-2.984
SNRPF	-0.92725
SGIP1	0.437
ZNF641	1.85616666666667
EMG1	-0.535625
PRRG4	1.4305
HIRA	-2.8715
MYNN	0.7115
AEBP2	0.09425
TBXA2R	0.4525
ISL2	-1.64133333333333
PCDHB11	-0.4355
RNF144A	-0.622
MARCH5	0.6095
DULLARD	0.2765
DCLRE1B	1.0795
ITGA8	1.133
TP73	-0.61725
PRKCD	1.57725
NDUFB4	0.087
ATP13A4	-0.0435
ANTXR2	-1.29033333333333
COL4A3	-0.604
MYO10	-2.7297
SLC6A18	0.8695
PEX1	-0.846
TMEM74	-1.38316666666667
RBM19	-0.59775
TAPBP	0.64105
RUNX1	0.19275
MID1	-2.70525
GPR64	-1.46533333333333
RASEF	4.53725
GABRG1	-0.192625
MYO16	-1.047
DBF4	-1.9315
TSHZ2	2.384
RIPK2	0.277
PPTC7	0.818833333333333
KIF4B	-1.1575
LRRC31	1.513375
ZNF540	2.561
EFNB3	-0.3305
LOH12CR1	0.349
STON2	0.488333333333333
GLP1R	0.2445
CSTF2T	1.30275
IREB2	-1.5555
GRSF1	-0.41725
PDCD7	-0.516666666666667
LRRC43	-0.467
CNR1	1.292
IL1F7	-1.294
C12orf64	-0.443666666666667
FAM69B	-0.873
NR2E1	-2.587
MS4A6A	2.6803
FTL	-1.0635
C7orf36	0.7515
PCLO	2.7853
DYRK2	0.439416666666667
ARIH2	-0.795625
SAMD7	0.3565
SCNN1D	-1.26325
SLC32A1	-1.03825
C22orf25	0.248666666666667
MRPS18A	0.266
GPR112	0.8265
EARS2	-0.113
ERN2	0.254
ATPBD3	0.776166666666667
PRH2	-0.719
CDKN2D	0.255333333333333
PGLYRP2	1.82475
TRIM40	0.4755
SEC14L3	0.490666666666667
SLC22A1	-0.45825
BTN2A3	-0.588
RASA4	0.16975
CCNL2	-1.69325
MYBPC3	0.183
GJA4	3.49975
CDC42SE1	0.67825
TRPV2	-2.092
MYPN	-4.7081
SIM1	0.3495
CDADC1	0.323416666666667
ZFHX4	0.765
NIBP	1.08883333333333
ADAMTS19	1.9205
ABTB2	-1.58975
TSPYL2	0.52325
EIF2S3	0.1975
SOX30	-0.45075
AP2A1	0.505666666666667
DKFZP564O0523	-0.412666666666667
LOC285398	0.121
CDH18	-5.87275
CHL1	0.8025
GATS	-0.955777777777778
TBC1D2B	-0.0783333333333332
OR1J1	0.184
GSN	0.244833333333333
DPCR1	0.218666666666667
GARNL4	-0.441
SMARCA5	-1.3305
PLEKHG3	0.968666666666667
ZBTB45	0.5985
FRMD6	0.6305
