Hybridization REF	TCGA-BH-A0E2-01A-11R-A056-07
NDUFA13	-0.0123333333333333
ARFRP1	-0.244333333333333
FAM26B	1.40075
CRYBA1	-1.1245
MRPL41	-0.033
NPFFR2	0.36
HRH2	0.4025
SCAMP3	-0.353666666666667
MTMR6	1.5494
MTG1	-1.20516666666667
UBTD1	1.42325
CRABP1	-1.6885
FLJ33790	1.3524
KIAA1908	-0.7485
GPR158	2.33925
PACSIN3	-1.3965
OMD	3.4555
CATSPER1	-0.245833333333333
HOXB8	-0.520375
FBXO46	1.277
OAS1	1.4655
SVIL	0.6055
PHB2	-0.86625
ADCY3	-0.925
NDRG2	-0.0393333333333333
ERMAP	-0.579
APBA2	-0.644666666666667
IGSF9	1.09075
WNT6	0.0726428571428572
MYCBPAP	0.40575
ATP2B2	-0.2737
CPVL	-1.9853
TRAM2	-0.77425
NOP5/NOP58	-0.643
ZNRF4	0.2265
TLK1	-0.142875
MTMR12	0.0620714285714286
ZNF384	-0.312666666666667
FAM9B	-2.40275
RPN1	0.8868
PMVK	1.12825
EIF3D	0.2114
SIX2	-0.699
HPS1	1.01764285714286
RNF7	0.00225
PSKH2	0.1485
KCTD13	-0.124166666666667
CSMD3	2.8345
FBF1	-0.417
IL8	-2.809625
SERPINB13	0.2387
FBXL20	-0.56
BLR1	0.41925
SH2B1	-1.06266666666667
RFNG	0.266375
RAB20	-0.325833333333333
RBM7	-1.34775
POLR1A	0.0863333333333333
TMPRSS4	-1.06775
TAF9	-0.710375
TERF2	-0.594333333333333
TNFRSF1A	0.46
ACADVL	-0.9345
GTF2H5	0.37425
EDG8	-0.150666666666667
C9orf140	-0.141
UST6	0.130333333333333
ZBTB8OS	-0.80775
ZNF710	0.2255
GPR174	-0.9335
ATP6V0A2	-0.8975
KIAA0319L	-0.164
XKRX	-0.5565
DOPEY2	0.4764
SDHD	-1.24741666666667
SUMF1	1.38975
OSM	2.41975
OPN3	-1.31925
DAGLB	-0.3825
PPFIBP1	0.7281
TRIM63	-2.6355
C10orf53	-0.471
LYPD3	1.9455
BCL7A	-0.336125
AGER	-1.27466666666667
TCF19	-1.0525
SAT2	-0.2765
PFTK1	0.7205
GABRE	-3.090875
C15orf38	0.8861
FIS1	0.2585
KCNV2	-0.17675
CLPS	0.2375
PPCDC	-0.408125
FOXN2	1.1155
NT5E	-1.8948
CD83	0.2265
IL18	-0.127375
VPS16	-0.0015
IGFBP2	-2.44566666666667
NOTCH2	0.73075
SIGLEC1	2.448125
CD93	5.1495
SULF2	1.05725
CEP164	-0.518
P53AIP1	-0.1675
TOR2A	0.112
ZNF136	0.874
MGP	2.3416
CCDC144A	-1.1715
TRPC1	-0.877
SMS	-0.300833333333333
MAPK7	-0.336333333333333
RRAGC	0.36325
PARD6A	0.4545
NUB1	0.871833333333333
SYNGR4	1.048
OR11H12	-0.082
WIF1	0.497625
GCH1	0.92025
OR11H4	0.1935
SLC44A5	-0.4625
GPRIN2	-0.3615
LOC401431	-1.4195
CPA4	-2.5125
MELK	-1.28377777777778
IL15RA	0.319
CUL3	0.712125
HMBOX1	0.19325
PODXL	-2.37775
CCT6B	0.289166666666667
COMTD1	-0.61325
MUC20	-1.81183333333333
GPX2	-2.927625
ITK	-1.41575
FBXL5	1.57175
C13orf27	-0.156
DEFA5	-0.3355
TRHDE	0.804
MTP18	0.118166666666667
UQCRQ	0.2366
ITGB2	0.521833333333333
CSRP2BP	0.093
TAS2R44	0.66
PHPT1	0.45825
FAM44C	-0.1185
ERH	0.24525
MPHOSPH1	-1.08416666666667
MORC1	-0.0175
PARVB	-0.8005
LAMA1	-2.06625
PGBD3	-0.41775
GIMAP6	3.73
AREG	0.0866666666666667
LIPT1	-0.73875
MGC99813	-1.005
C1orf201	0.1745
GRIN2A	-0.7699
MAN2C1	-1.092875
NSUN5	-0.551
SF3B5	0.1405
MYC	-0.950375
NRXN1	-0.810333333333333
ZNF18	0.49725
SPDYA	-0.684375
SLC37A1	1.2385
DECR2	1.31225
ANKRD38	1.041
SPTLC3	-1.77666666666667
SUPT16H	-0.41625
DTWD2	0.63475
ULBP1	1.02
ZADH1	-0.322
OIP5	-1.779
IL10RB	-0.0146666666666667
OTUB2	0.803
VWA3A	0.187833333333333
SPIC	-0.299666666666667
OR6C4	0.2875
PSCD4	0.8265
DPY19L2P2	-0.5285
TRAPPC6A	1.15266666666667
C21orf2	-0.2905
CEMP1	-0.8675
LIN7B	0.4645
E2F7	0.0411666666666667
VCP	0.1881875
LAMA3	2.06733333333333
BGN	2.324
GPR160	1.5795
COCH	-3.09183333333333
GPR81	2.07483333333333
APOBEC3F	-1.64375
tcag7.1017	-0.242
C1orf32	0.3045
SCGB1D2	5.13175
FLJ43987	-0.6195
C6orf170	0.012
KLK9	0.585
GPD1L	0.634875
VPS37B	-0.48625
ATG3	-0.704333333333333
ADAMTS17	0.617
KLHDC2	-0.824666666666667
NDUFV2	-1.063
BLK	-2.40675
MATN4	-1.015
GPM6A	0.9315
GBP4	3.6525
TMEM162	0.6025
PKP2	-0.6355
HRASLS	3.98122222222222
MMP1	0.35
SFXN3	-0.167
FSD1	-1.34033333333333
ST6GALNAC3	-2.33683333333333
CA12	2.8228
NCOA6	0.8415
C19orf58	0.2393
PPP4R1	0.415
MAN1A2	0.764333333333333
IKBKAP	-1.311
UPF1	0.287666666666667
KIAA1219	0.92725
WNT16	1.66033333333333
SNW1	-0.099375
IL18RAP	1.5165
RPP30	-0.316375
CDC40	-0.0167857142857143
SETD3	0.694833333333333
SLAMF6	0.05125
ELK4	-0.987
TRIM47	-0.181333333333333
ACOX3	1.14175
TRIM6	0.3125
KIAA0372	-0.907833333333333
TP53AP1	1.171375
SMURF2	-0.639
ADAD1	-0.017
EBP	-1.1337
KRTAP13-2	-0.346
FLJ36874	-0.745666666666667
TOR1A	0.0621666666666667
P2RY4	1.165
GPBP1	0.16075
TRPV1	-0.331625
ADAMTS12	-0.0414999999999999
PES1	-0.2984
ATG4A	0.633333333333333
MAGEA10	-3.92175
WFS1	1.5305
CC2D1B	-0.646166666666667
PABPN1	-0.110625
SLC25A30	0.78975
SLCO1C1	0.575666666666667
SLC22A5	1.3205
KIF23	-1.4315
SYN2	-0.220666666666667
ASPN	8.06783333333333
CENTG2	-0.67225
QSOX2	-1.2107
FLJ10815	-0.0163333333333333
STK24	1.309875
SPEG	0.0709
STK10	0.0963333333333333
DACT2	-1.341
AAAS	-0.83525
SSX3	-1.869
ABCD3	-0.7117
C4orf12	-0.16275
PARVG	0.389166666666667
FIG4	0.3075
C9orf46	1.24625
TMCO6	-0.7975
IGHMBP2	-0.577
DUS2L	-0.818833333333333
FAM3C	-0.318625
TMEM16D	-2.7875
DCTN4	1.37925
KCNH3	0.10825
EIF2AK2	0.19275
AP1S3	-1.113125
CST4	-1.212
PAM	0.1074375
NUTF2	0.1275
CITED2	1.9105
SLC39A4	-0.72475
C2orf52	-0.995
GRM3	0.3505
C12orf49	-0.29325
CCDC49	-0.852
GRAMD1B	-1.507
FNDC4	0.27175
SIAH2	1.188875
GDPD4	0.47925
C21orf87	0.013875
ATP5A1	-0.579
C16orf63	-0.39125
LOC388135	0.168166666666667
ATP5J2	-0.544625
MMP3	-0.59275
EMID2	0.487
CRHR1	0.413
WDR70	-0.61925
C13orf31	2.83425
ZFAND1	-0.22725
CCL18	3.58283333333333
C3orf49	1.018
RINT1	-1.0585
KIAA0408	-1.88516666666667
F13A1	4.9223
SLC10A1	0.409
OGN	2.24975
GIPC2	-1.60983333333333
XPO6	-0.577
LCE1A	1.1285
FMR1	0.7206
LOC374920	0.02425
DUSP3	0.006
ANKMY1	-0.036
C7orf50	0.00825000000000001
BBS9	-0.8259
UNC119B	-0.56625
C9orf72	0.394125
MGC35440	-0.317666666666667
ENTPD6	0.054
PPP1R2P9	0.16875
ERCC4	0.19925
FAHD2B	-1.1235
HMHA1	-0.5075
HACL1	0.04275
RAD23A	0.00183333333333334
FAM83B	-0.629
PPP5C	-0.862166666666667
RNASEH2C	-0.1385
C9orf153	-1.31925
SCAMP4	0.919
GHITM	0.2848
NDUFB7	0.509
ADCYAP1	-0.408166666666667
SP110	0.819
MAP3K7IP2	0.8695
DHH	0.184
AGRN	0.1755
WDR33	-0.134166666666667
CEP290	-0.245
PRPS1L1	-2.83883333333333
KLRA1	-1.3205
GPR97	0.316
CHD7	-0.543416666666667
TLR10	0.92225
SLC30A8	-0.8345
HIC1	1.39166666666667
IAPP	0.6005
RXFP4	0.23825
GP1BB	1.753
SHQ1	0.2355
NKX2-3	0.35
API5	-0.202
FTHP1	-0.223
MOV10L1	-0.1715
TRIM6-TRIM34	2.52233333333333
ADHFE1	0.26075
FAM117A	-0.29725
DDI1	0.1995
CDON	0.931166666666667
TRIM73	-0.429
IGKC	3.467
MMP14	0.161416666666667
DYNC1LI1	0.46725
C11orf66	1.62525
TRBV3-1	-1.12875
FASTKD5	-0.40425
BIVM	-0.269
LHX4	-0.75075
CXCL2	-1.2533
RAB2B	-0.125333333333333
IZUMO1	-0.4805
MAP3K15	-2.163
FAM19A2	3.3415
ZC3H8	-0.558333333333333
ZMAT1	1.042375
SPINK5L3	-2.33425
SLC10A6	0.6055
APPL2	-0.6545
CARD10	-0.394166666666667
LOC402176	-0.03325
EEF1D	0.5729
RAB6A	0.9427
C12orf5	-0.205125
PAPOLG	-0.13125
MSRB2	0.87675
BCR	0.820117647058823
PUS3	-0.4655
TIAM2	0.131
ZNF317	0.349333333333333
CHD2	-0.183357142857143
FZD5	-2.37695454545455
NUDT8	-1.91575
ZNF763	0.3205
PRC1	-0.855555555555556
ABCB9	-0.642166666666667
SPATA3	0.53825
TRAK2	0.22925
STAB1	2.534
LRRTM2	-0.0825000000000001
psiTPTE22	1.919
DBI	-0.269
SERPINA11	-0.867
NAT5	0.11075
C20orf58	-2.48575
RPS6KA4	-0.151333333333333
FLJ90650	0.187
TGFBRAP1	0.22375
CHRDL2	2.14175
FAHD2A	-1.11983333333333
CNTN1	0.222
BBS4	-0.4865
TMEM181	1.1975
MINPP1	-0.59725
MPHOSPH6	-1.05025
HOXC10	1.6071
ITPKB	0.034875
CLPTM1L	-0.1585
MEOX2	0.263
ATP6V0C	0.4615
PRPF8	-0.7635
TMC5	2.456
FKBP3	-0.33475
PLEKHB2	0.302375
OR4D6	0.1645
ZNF544	0.1849
D2HGDH	-0.93725
RPL18A	-0.2322
HEL308	-0.173875
MPP6	-2.58325
TCERG1	-1.7095
KRT16	-0.951666666666667
KLF17	-1.536
KLF5	0.916
CDR1	3.275
VCX3A	-4.296
FBLN2	1.14
C14orf104	0.60025
HBE1	-4.5834
OR4S2	-0.391
C1orf108	-1.21666666666667
ROBO4	3.07533333333333
CPEB4	1.01625
C11orf80	-0.111
BCKDHA	0.387166666666667
MYOC	0.62875
GIF	-0.5395
CKMT1A	1.1395
RPL3	1.1376
THBS1	3.537375
APOO	-0.35275
ARMCX1	0.60325
HSZFP36	1.019
SNAPC5	-0.86175
EIF4ENIF1	1.355
ZNF433	0.94825
TNFRSF21	-0.888875
TMPRSS7	-0.484
SPATA18	0.9067
HPDL	-2.634
MKL2	1.5683
TBX3	1.45592307692308
C21orf93	0.788166666666667
DAXX	1.4415
ELMO1	-0.479625
RGS13	2.95066666666667
TAF11	-1.006
UNC13A	-1.964875
LOC653314	-0.5577
ORC3L	-0.6595
IMAA	-3.0475
TARBP2	-1.08175
CABIN1	0.1625
TRIOBP	0.202375
HIST1H2AC	1.332375
RGS22	1.033
NCOA1	1.01366666666667
IL25	-0.4485
SNCG	0.0135
GPR6	0.8985
AMDHD1	-1.84283333333333
CHEK2	-0.18575
C6orf142	-0.0985
DRD4	1.0925
C14orf68	-0.89825
GDF11	-2.0665
SEMG2	0.17
CD247	-1.3465
CDAN1	-0.00225
RBMX2	0.152166666666667
TGS1	-0.87725
OIT3	0.523
SYF2	-0.147
MCM4	-1.804875
PKHD1L1	0.404125
CEP192	-0.976333333333333
IFT88	0.7275
RPL9	0.622928571428571
RAB32	0.248875
DDX43	-2.6205
P2RX2	0.410166666666667
OR5D18	0.2095
UBE1	0.0268333333333333
SLC24A1	0.734375
ARHGAP5	0.112
CETP	-0.8825
KIAA1731	-0.854833333333333
SLC9A4	0.111
PTPN6	1.046
BAHD1	1.0645
GRIK3	0.5075
CACNB2	-0.8488
PDE10A	-0.70275
DGCR14	0.15375
PCDHB9	0.7645
RHOQ	0.449333333333333
MAP3K4	0.08675
KTI12	-0.297333333333333
RPL23AP13	-2.856
GNG11	-0.484
CLCN3	1.94583333333333
GPAM	-1.284
VSTM2A	0.1205
SLAMF7	1.74816666666667
INTS2	-0.88575
PPP2CA	-0.0068
LRP12	0.379866666666667
SEC14L2	0.719
DKFZP586H2123	2.82925
MC3R	-0.1245
CIRH1A	-2.0175
HIST1H2AB	0.810666666666667
POLH	-0.675875
MGC16703	-1.6765
SNAPC2	1.252
FILIP1L	1.405
RASGRP4	0.4355
LRRC1	2.5605
GAS1	0.91325
PRAC	-0.75125
DGKA	-1.2965
NT5C3	-0.4465
PEG3	-1.95491666666667
NADK	-0.93425
PRR17	1.115
LOC374569	-0.99575
SGSH	0.630666666666667
NLRP8	-0.082
GALT	-0.9241
MCF2	0.393
ZNF263	0.3565
TACSTD1	1.30916666666667
TYR	-5.9436
ATP6AP2	-0.03075
RNUXA	-0.179
ABHD10	0.1649
GDPD2	-1.25575
SLC35C1	0.44975
UBE2A	0.41325
HERC5	-0.368
FAM112B	-4.4145
FBXL16	0.77225
DKFZP434A0131	-0.89175
ELA3A	-1.6985
RBM41	-1.640875
HAO2	-0.0425
RNH1	-0.197125
SHANK2	1.67733333333333
OSBP2	-1
DAK	-0.0845
C3orf58	2.14175
TCL1B	-0.7655
KBTBD2	0.090125
SUGT1L1	1.44375
UBE2E2	0.648166666666667
MYL9	2.70075
CDC23	-0.7675
PBXIP1	1.2677
CXorf40B	1.5925
NBL1	1.57525
RTBDN	0.5965
RAB11FIP5	0.06875
TTTY13	0.1515
SCOTIN	0.41725
SOHLH1	1.47
CDKN1A	0.160714285714286
NCK1	-0.41475
ZNF550	0.372
SAPS3	0.674333333333333
SPIN3	0.158666666666667
MAGEE2	-0.243
MIS12	-1.09583333333333
OR8H2	0.5245
KIAA0774	0.139
UNC5D	-1.6815
CUL7	-0.204333333333333
LIPC	-2.88683333333333
DIO1	-1.8245
C20orf11	0.3535
CTRL	-0.68725
HS3ST2	3.20025
PAK4	1.38116666666667
CCRL1	3.17125
RNF10	0.404625
ZNF567	0.45225
ZNF660	-0.8695
TCEAL3	1.003
MAGOH	-0.103833333333333
CENPB	0.323
C19orf7	0.917375
LOC388965	0.121
ZCCHC13	0.6545
JMJD1A	-0.9056
HIST1H4H	1.1725
TBRG1	-1.2238
GPC3	-4.708125
TAF1C	-0.901375
EBNA1BP2	-1.1785
CIAPIN1	-0.9525
PDGFRA	-0.440777777777778
CSTB	-0.134625
CENPI	-1.77866666666667
GTF2E2	-0.9395
RPP21	0.1525
CCNF	-0.917833333333333
KCNQ3	1.1945
FAM79A	0.7945
SLC22A12	0.819
NOVA1	-0.926666666666667
FZD3	-0.2998
AKAP8	-1.03275
SOCS5	0.26675
CFDP1	-0.649
DLG5	1.60175
PGM5	-0.159416666666667
C1orf144	-0.1265
HDAC10	-0.8975
RND2	-0.54775
C20orf199	-0.12175
RNMT	-0.745
SLURP1	0.515375
ASTN1	-0.40175
SH3BGR	2.648
MYCL1	-1.523625
ZHX1	0.528333333333333
CENPK	-2.414
FOSB	1.9881
LOC643406	0.003125
C2orf59	-0.717875
TMEM135	-1.066
SLC27A2	0.1285
KRT33A	0.927
OVOL1	0.716125
PAMCI	-2.86383333333333
S100A7	-0.409
ZNF789	-1.79
HARS2	-0.03625
RPL23A	0.0348333333333333
TCF23	0.1435
UPF3B	-1.513
C17orf78	-0.895
HLA-DOB	0.124333333333333
C14orf142	-0.511666666666667
TEKT5	0.7894
DMWD	0.4445
POLD1	-1.79966666666667
GSCL	0.2375
CALD1	-0.1263
SCRT1	0.651666666666667
AIG1	2.11025
UNC84B	0.58025
ZNF404	-0.1385
TMED6	-2.6665
KIAA1462	-0.123
LRRC27	1.55016666666667
PYGO1	-0.054
PIGU	-0.762166666666667
ALAS2	-2.98166666666667
WRNIP1	0.311375
CNNM3	-0.018
ZNF2	0.439
ST3GAL5	-1.102
MRPL23	0.3375
TSSK6	-0.1915
PSMA6	-0.47125
C16orf70	-0.961
KIAA1602	-0.14275
ALMS1	0.734166666666667
DCN	2.900125
TMEM132D	-0.95675
SUCLG2	-0.13025
ABHD14A	0.7795
DEXI	0.0266666666666667
AMPD2	-1.55433333333333
IFNAR2	-0.511666666666667
CYB5A	1.8484
TLOC1	0.8783
NXF5	-0.553833333333333
NRBF2	0.1905
KCTD3	1.003
ITGAE	-1.26483333333333
SLC30A3	-1.68316666666667
ZRF1	-0.8695
IFRD2	-0.325125
XAB1	-1.017
PYCR2	-0.272166666666667
SERPINB3	-0.558
TMLHE	-0.2126
GEFT	0.671875
ABCA5	-0.55825
EMR4	-0.277
TSFM	1.55725
HIST3H2BB	1.02775
ARHGEF19	-1.086
TSPAN17	-0.0446666666666667
ABCC8	0.28975
MAP1S	0.684166666666667
C22orf36	0.52375
BNC2	-0.222428571428571
HIST1H4A	0.345
NDUFS3	-0.181
WDR3	-0.447666666666667
XKR4	-1.315
TTC33	-0.165357142857143
STMN2	4.51025
CPN2	-0.615
HSPC105	0.93825
PCOLCE2	-3.907
C3orf55	0.0515
KLHDC9	2.08916666666667
TBC1D23	0.345625
ATXN2L	-0.959833333333333
MAP2K3	-0.362666666666667
SCAP	0.0515
ZNF486	1.09883333333333
C20orf96	0.84575
NARS	0.19425
ADAMTSL1	-0.656142857142857
PRCC	0.513
CCDC126	1.29258333333333
ZNF675	0.143
CALCOCO1	0.0295
ANKRD43	0.295
CWF19L2	-0.4215
ZBTB32	0.612
BRAF	0.81525
ODF4	0.36225
MGC14376	0.5945
HORMAD1	-2.5642
AAK1	-0.1
PEBP1	0.768333333333333
TNFSF5IP1	0.3035
DKFZp564N2472	0.3005
RMND1	-0.02575
IGKV1-5	3.368
COL1A2	2.785
SERPINA5	-2.619625
AANAT	0.2855
C19orf21	1.49033333333333
GEMIN5	-0.183
UBR4	-0.801333333333333
LTBP3	1.10683333333333
AMHR2	-2.24516666666667
PROCR	-0.8985
MYBBP1A	-0.8585
C20orf39	1.47033333333333
ZNF697	0.57325
PASK	-1.015
ZNF776	0.772666666666667
RFXDC2	0.0315
KIAA0467	-0.52825
C10orf96	-1.16
ZNF503	-1.17475
GULP1	-0.91925
KCNE4	1.78266666666667
DKFZp434K191	-0.94
LOC196913	-0.2465
BHLHB4	1.67
CH25H	0.40075
LOC81691	-0.891166666666667
ALPL	-0.00871428571428573
COL12A1	3.739875
FOLR3	-2.39683333333333
GPR123	-0.598125
TRIM62	0.492
ABLIM1	-0.883333333333333
MAST3	-0.28175
RHBDD1	-0.1165
LOC338809	1.2925
RYBP	1.19325
TTC26	-0.992375
ZNF22	0.00633333333333333
ISCA2	-0.419
RDM1	-3.74475
PIGM	0.2545
GNB3	-1.1095
ACTR2	0.3396
HMGB1	0.99175
EDG1	2.335
SOAT2	-2.942
OR10AD1	0.125
RAP1GDS1	1.07333333333333
LCE1F	0.617
ESM1	-1.122875
RCN3	2.698
CREBL1	-0.3515
DBNL	-0.220166666666667
PTGER3	3.22525
USP30	-0.169833333333333
BCL2L12	-0.130333333333333
KIF26B	2.284
ZNF416	0.86775
ZNF225	0.0675
C17orf70	0.6815
ZNF554	0.92125
RAE1	-0.856
TNIK	-0.745166666666667
ACTN3	0.929
MGC45922	1.729
CCNA1	3.09616666666667
RYK	0.6375
IL26	-0.2105
LRP3	1.413
QARS	-0.1205
SOX7	0.798571428571428
BID	-0.379875
OR2S2	0.282
CXCL14	3.9235
C11orf47	-0.434
MGC29891	0.332166666666667
HSPB8	3.1533
PRDM14	-3.243
NUFIP2	0.95125
MNAT1	-0.054125
ZDHHC2	-0.48225
MBNL2	2.144
ADD3	-0.66825
CSNK2A1P	-0.754
KLK6	-0.937833333333333
TMEM111	0.2763
KIAA1279	0.869
NUBP2	0.226833333333333
RAB42	-1.458
ID3	-0.6051
TM9SF1	0.52375
MDP-1	0.105
POU4F2	-0.601
IQCK	0.252
C16orf14	-0.499
CAPN3	-1.778125
FAM43B	0.45925
RECQL	-0.28125
AP1G1	-0.367785714285714
CTNNBL1	-0.563666666666667
ECHDC1	-0.3515
SMARCC1	0.4961
FOXQ1	-1.549375
GNAI3	-0.113333333333333
POLG2	-1.78725
CD4	1.136375
ITLN1	-0.41475
EBI2	2.41125
IRF1	0.65225
PTPRE	1.9828
PTK2B	-0.6155
NXNL2	-0.3135
SOX4	1.39144444444444
TSPAN3	0.280166666666667
SH2D1A	-2.16666666666667
C8orf58	-1.302
USP20	-0.758
DUSP22	-0.811166666666667
CALB1	-1.64233333333333
L3MBTL2	1.345
MCRS1	-0.74325
TMEM118	-1.65116666666667
C18orf8	0.616833333333333
FLJ10241	-0.069375
GJA12	0.86475
PKD1	-0.2385
ZFP3	0.023
JAM3	-0.711
LAPTM4A	1.0562
DIRC2	0.128
KIAA2022	0.902833333333333
MYOM1	0.212666666666667
TRPM8	-1.85216666666667
MOP-1	1.852
PHKG2	-0.355125
ZNF650	-0.122875
KIAA1522	0.522125
PSG8	-2.02733333333333
DDX19B	-0.784
MOBKL1B	-0.22025
DIAPH2	-0.484166666666667
PTPN12	0.5885
CLN8	-0.9811
CRYZL1	-0.078
CRY2	0.381583333333333
FCGR2B	3.2065
PNPLA4	1.437375
ZNF454	-0.481
DKFZp434B1231	-0.104
CLDN11	0.3391
RFWD2	0.144333333333333
CIB2	0.3745
MXRA8	2.3295
HRK	0.1555
MAML2	-0.99575
C4orf31	0.7085
C6orf192	-1.2725
COG6	1.699875
FAM5B	-0.3395
NFATC1	0.9039
SEPT10	0.193
SCYL1	-0.045
RPP40	-1.488
SCOC	0.2052
KIAA1450	-0.08875
CTDSPL2	-0.01325
TBX5	1.88733333333333
NAPG	-0.712
RHD	-4.5705
C14orf45	0.904166666666667
ZBTB22	0.9195
PLCG1	-1.287
ANKRD10	-0.543625
AQP7P2	-0.927
TAGLN2	-0.0401666666666667
HTR2C	-1.566
SLC16A7	-0.718666666666667
C17orf83	0.43675
TSGA14	0.0123333333333333
MDH1	-0.699
PPP3R2	0.436333333333333
DCBLD2	-1.87942857142857
RBM33	-0.525875
DPH3	-1.2705
SYT10	-1.07416666666667
FMO4	1.56025
THYN1	-0.92925
DRD5	-0.0355
OTOR	0.456
PGRMC2	1.4986
KATNAL1	-0.29625
PAQR6	-1.557
UBE2I	-0.5145
C14orf28	0.79875
C8orf70	0.145
FLYWCH1	-0.48825
ANGPTL3	-1.27675
GLRX2	0.00633333333333332
ATP11A	-0.239857142857143
ARL5B	0.200875
MUC16	-2.0115
SLC25A5	-1.00128571428571
ACRC	-1.1935
MYO1C	-0.7155
FAM89B	1.36883333333333
FAS	-0.04
KIFAP3	0.683
GLRA2	-0.26
BTN3A2	0.2268
CNKSR3	-1.225625
CSTF3	-0.418166666666667
ARPM1	1.13525
KIAA1530	-1.1975
C9orf150	1.53033333333333
PRKCI	0.68375
tcag7.1015	-0.9135
SOD3	-0.4735
ZNF574	0.8705
CYP21A2	0.49225
RPL12	0.63075
COMMD2	-0.734
WIZ	0.81225
LOC344405	-2.89025
ALDH4A1	-1.07982352941176
CRYAB	2.352
COPA	0.347266666666667
PCDHGA7	1.212
KIF11	-0.626666666666667
RASD2	-0.356625
SLC26A3	0.5615
ZNF175	-0.237
JAKMIP2	-1.77925
C8orf4	0.7715
PTHLH	1.63125
SLC40A1	1.01533333333333
OR7D4	0.634833333333333
PCDHB17	2.557
CD36	1.72507142857143
C6orf203	0.6596
PRKG2	0.105
LOC400566	-0.7515
ANAPC13	-0.629
SLCO3A1	-0.367
ZNF692	-1.7685
FANCL	-0.478
SH3GLB1	0.11975
C12orf61	0.1095
KBTBD6	0.9935
SUPT5H	0.19
XRCC6	0.0548
HUS1B	2.2738
FAM133B	-0.362285714285714
LOC728276	-0.2325
KCTD18	0.40025
SOS2	1.60133333333333
CCDC99	-1.5695
C1QTNF5	2.915
NNAT	0.295166666666667
USP16	-0.039
LARS	-0.275125
ZBTB2	0.585875
ABO	0.441
TRAF3	-0.38225
GALNT5	-1.687
NAP5	0.919375
ALG14	0.109833333333333
KIAA0515	0.269307692307692
WDR75	-1.2815
TEX261	-0.317083333333333
LY86	0.246
LOC389072	-1.786
FLJ13611	-0.00574999999999995
MRGPRX2	0.033
SNRPA	-0.7185
OR2G2	0.449
GPRASP2	1.0895
C7orf42	0.5587
C9orf163	0.016
CYP11B2	-0.0785
FCRL3	1.01416666666667
PRDX1	-0.27175
FGB	-6.468
COX17	1.0264
C16orf33	-0.4565
PIWIL1	0.108166666666667
FOLR1	-2.63366666666667
KIAA0082	-0.6925
FREQ	-0.0596666666666667
TMCC2	-1.3155
TCF12	0.206
ZNF721	1.254
FAM130A2	0.3025
POU4F1	-2.22525
SNRPF	-1.461375
SGIP1	2.20066666666667
ZNF641	0.3275
EMG1	-0.410625
PRRG4	0.436
HIRA	-3.4655
MYNN	0.3285
AEBP2	-0.574583333333333
TBXA2R	0.5935
ISL2	-1.60883333333333
PCDHB11	1.2075
RNF144A	-0.97775
MARCH5	1.3955
DULLARD	-0.6285
DCLRE1B	-0.764166666666667
ITGA8	0.65975
TP73	-0.097125
PRKCD	1.37025
NDUFB4	0.0245
ATP13A4	0.47925
ANTXR2	-0.552833333333333
COL4A3	-1.6375
MYO10	-1.6698
SLC6A18	0.779
PEX1	-0.123
TMEM74	-1.60466666666667
RBM19	-0.39175
TAPBP	0.6804
RUNX1	0.722125
MID1	-2.0275
GPR64	-0.410166666666667
RASEF	2.81
GABRG1	0.359714285714286
MYO16	-0.3925
DBF4	-1.03316666666667
TSHZ2	2.69925
RIPK2	0.027875
PPTC7	-0.165333333333333
KIF4B	-0.3105
LRRC31	0.216125
ZNF540	1.25725
EFNB3	0.177166666666667
LOH12CR1	-0.154625
STON2	-0.254
GLP1R	0.228
CSTF2T	0.826875
IREB2	-0.3965
GRSF1	0.19125
PDCD7	-0.512666666666667
LRRC43	1.084
CNR1	-0.5045
IL1F7	0.381
C12orf64	-0.2055
FAM69B	0.08425
NR2E1	-2.32083333333333
MS4A6A	1.93
FTL	-1.1807
C7orf36	-0.14475
PCLO	1.5165
DYRK2	1.3715
ARIH2	-0.117625
SAMD7	0.306
SCNN1D	-1.26325
SLC32A1	-0.707142857142857
C22orf25	-0.610166666666667
MRPS18A	-0.2353
GPR112	0.22
EARS2	-0.4675
ERN2	1.171
ATPBD3	0.175333333333333
PRH2	0.279
CDKN2D	1.69733333333333
PGLYRP2	3.9735
TRIM40	-0.06025
SEC14L3	0.3172
SLC22A1	-0.0645
BTN2A3	1.38777878078145e-17
RASA4	0.75975
CCNL2	-1.51591666666667
MYBPC3	0.589
GJA4	3.2825
CDC42SE1	0.77825
TRPV2	-1.2975
MYPN	-2.7437
SIM1	0.2705
CDADC1	0.296083333333333
ZFHX4	1.19925
NIBP	1.63283333333333
ADAMTS19	-1.15525
ABTB2	-0.73525
TSPYL2	0.179875
EIF2S3	-0.4268
SOX30	0.2545
AP2A1	0.0391666666666667
DKFZP564O0523	-0.227833333333333
LOC285398	-0.38125
CDH18	-4.26775
CHL1	2.381625
GATS	0.0305555555555555
TBC1D2B	-0.341166666666667
OR1J1	-0.912
GSN	1.47633333333333
DPCR1	-0.0145714285714286
GARNL4	-0.920833333333333
SMARCA5	-0.328
PLEKHG3	1.02233333333333
ZBTB45	1.1575
FRMD6	0.2545
PLS1	0.0783333333333333
DGKZ	1.4565
EFNA1	0.8119
WDR85	-0.6225
