Hybridization REF	TCGA-BH-A0DS-01A-11R-A056-07
FAM113A	-0.6755
IDH3G	-0.121333333333333
FBXL7	1.7515
ARFGAP3	-0.56025
MAPRE2	0.316461538461538
IL1RN	-1.7363
KIF13A	-0.46575
RAC3	-1.436
TCTE1	-0.482
TMEM14B	-0.621666666666667
ADIPOR1	0.784
GRINA	0.844
CLIP4	-0.0535
LRIT2	1.423
TFPI	-1.97435714285714
FABP6	-2.1555
SLITRK2	-0.2431
HKR1	1.43025
SMTN	-0.068
C1orf75	-0.8925
CD209	0.875375
CYB5R2	0.18
DNTTIP2	-0.117833333333333
CSGlcA-T	0.86125
GABRB3	1.62425
PCBD1	-0.3665
TAF3	0.517083333333333
HOXD3	0.8705
GIPC3	0.0443333333333333
P11	1.3689
BFSP1	-0.31175
LCP2	0.44925
TAS2R8	-0.098
SEZ6L	-1.47228571428571
NR2C1	-1.5855
EXDL2	1.3094
TNFRSF13B	-1.9075
MKI67	-2.38425
GLS	-0.81175
C7orf54	-0.356
LGALS13	0.031
IL4R	1.0795
SEC11A	-0.628333333333333
SPP2	-0.240166666666667
C18orf32	0.47625
CLSPN	-2.59583333333333
SPAG1	0.848
C9orf82	0.459
TM4SF1	-0.31325
EMILIN2	0.85275
SMG7	0.219333333333333
TAS2R13	0.253
ZNF628	0.3475
DZIP1L	-0.0925000000000001
ANKRD13A	0.2445
VASP	0.883625
ZCCHC11	-1.973
SYPL1	0.450875
MGC34774	-0.0369999999999999
C4orf28	-0.171875
KIAA1211	0.469583333333333
RPS27L	-0.7155
TATDN3	-0.4
PDCD1	1.2745
OR5P2	1.4395
IFIT1L	3.4645
MIPOL1	0.73275
OR51D1	0.599
C1orf92	-1.39016666666667
LAMP2	0.864611111111111
CAT	0.899
C16orf80	-0.8785
C15orf32	0.399
ZNF746	0.26
C1orf76	-1.976
ATXN1	0.90975
LAMC2	0.622
SLC2A7	-0.9025
CPOX	-1.79075
APH1B	1.0405
LOC442245	0.81875
CTNND1	1.12816666666667
GABRG2	-1.748375
MADCAM1	-0.247333333333333
F5	-2.53225
SEMA4F	-0.905333333333333
NUDCD3	0.536125
PDZD11	0.318
TRIML1	0.246
GCNT3	-2.22383333333333
TMEM120A	0.47625
CNDP1	2.1535
N4BP1	0.143875
SLC35F2	-2.381875
LCP1	-0.346166666666667
IGBP1	0.0752
DCAKD	0.055875
ELA2A	-1.5035
C12orf56	-2.864
PITRM1	-0.132785714285714
GUK1	0.905833333333333
RASSF8	-1.3656875
OR2A14	0.072
ADM	-2.02255555555556
FGD3	1.27483333333333
GHRHR	0.688166666666667
RHPN2	0.806
C4orf39	-0.436166666666667
VPS72	0.00375
SERF2	1.05294444444444
CD22	1.01166666666667
CD47	-0.139
PPIC	0.494166666666667
IMPDH1	0.198166666666667
ACP6	0.961666666666667
PRKACA	-0.035875
PPP1R1A	1.875125
TRPV3	-0.557666666666667
ASXL1	-0.870125
C17orf55	0.626166666666667
FXYD1	1.61433333333333
LMOD2	-0.0595
ANKRD33	0.077
LCE2C	-0.605285714285714
ZNF620	-0.3905
DKFZP566E164	0.0595
VSIG2	4.086
KIAA1128	0.82725
USO1	-0.107333333333333
NUDT4	1.02385714285714
CLDN1	0.679071428571429
OR4Q3	-0.4795
FASTK	0.297833333333333
ICOS	1.33183333333333
LDB1	0.13875
GSTA5	-0.79625
ABCC1	-1.08
FAM54A	-2.088
PCBP2	-0.389333333333333
NUP205	-0.291
ACTA1	-1.12916666666667
GABBR2	-2.59925
PIP5K1B	2.85966666666667
AGXT	-1.62233333333333
RNF181	0.071
ATP8A2	-0.6885
AFTPH	1.158875
FGF21	0.13175
FCER1G	1.940125
SNTB1	-1.3975
SLC24A3	2.18425
TXNL4B	-1.0331
RPL10L	-0.7645
LOC389517	-0.339
TSGA13	-0.625
SHOX2	0.403166666666667
ITGA7	0.4693
KCNIP2	1.1295
KLF13	0.2676
ZFAND2A	0.29125
CEACAM1	1.35564285714286
PFKFB4	-3.15766666666667
MED19	-0.13475
LRRC57	0.127166666666667
RNF11	0.38325
ANKRD32	-1.1215
P117	0.00425
OBFC2A	-0.8005
POLD3	-0.624083333333333
RAB18	0.91625
TPH2	-0.3606
PHB	-0.2654
JDP2	1.77616666666667
MORF4L1	-0.1969
POU2F1	-0.1745
CNNM2	-0.968083333333333
LOXHD1	0.145333333333333
ZC3H15	-0.63575
ELK3	0.6905
FAM111B	-1.6125
CBLC	3.42883333333333
SBNO1	0.47575
ANKMY2	0.03775
PLEKHA5	-0.11925
DHX58	0.797166666666667
ARCN1	0.3505
TREML1	0.0813
KNCN	-0.369
SEC24A	0.028625
PSCA	3.44075
MGC24125	0.364666666666667
DNA2L	-1.99825
CIB4	-0.316
HIGD2A	0.298833333333333
TBX6	-0.223
TTLL5	0.0871666666666667
SGK3	1.43066666666667
GCN1L1	0.07375
AMOT	0.201
LDOC1	0.0205
NRK	-0.903333333333333
ASB9	-0.81625
NAT1	3.2269
TRAFD1	0.35175
PEAR1	0.8785
FAM36A	-0.05425
OR1S2	0.242833333333333
LOC388323	-2.87525
PGS1	-0.582333333333333
LEPREL1	-2.61725
TFF1	0.117833333333333
HAP1	0.502
EPHB2	-1.1215
ACTG1	-0.00966666666666668
ZFP42	-1.44066666666667
HAVCR2	-0.107
NME1	-1.305
SNX26	0.124916666666667
LACTB	-0.0346666666666667
ZKSCAN2	-1.009375
C5orf35	-0.25775
ANKS3	-0.05725
RBM28	-0.71525
DKFZP586P0123	-0.925
HNRNPA1	-0.289
BCAS3	-1.52691666666667
FLJ20184	1.0145
POLA2	-1.211
TMC7	0.788
HSD17B6	1.725
ZNF658B	0.931666666666667
TTTY10	-0.498166666666667
RANBP9	0.188916666666667
CPNE7	-2.137
EVL	0.726294117647059
LNX1	1.11541666666667
IFNA21	-0.172333333333333
CFD	2.272
PYCARD	1.2795
MYBPC2	-1.8135
ENPP3	1.31683333333333
ACSL4	-1.75025
LOC440258	-0.655333333333333
TMEM176B	3.65566666666667
SOX2	-5.77225
SCO1	-0.0876666666666667
COMT	0.63325
AOC2	-0.34775
PDLIM5	0.821214285714286
SPHK2	0.267166666666667
NXPH2	-1.389
GPR108	0.834
RAD51L1	-0.0415
TMEM54	0.65275
LETMD1	-0.808555555555555
SLC6A17	-0.0145
KRT75	-0.1975
STT3B	-0.841166666666667
CD3EAP	-0.253166666666667
TMEM63A	1.75675
DUSP13	-3.01125
CD1C	0.587
LASS2	0.5015
AVP	0.0425
PITPNM1	-1.433
FLJ22795	-2.115
MCTP1	-2.18
TRIM68	1.04033333333333
UCK2	-1.239
ABHD1	0.192
FAM50A	-0.09925
RNASEH1	-1.12566666666667
PCP2	1.5965
OR52H1	1.527
C20orf149	0.7195
RBP5	1.37983333333333
HYAL3	-0.948
CLPB	-1.04175
SMNDC1	-0.47825
DONSON	-1.9265
FLJ27523	0.06325
BARHL2	0.160166666666667
SLC30A9	-0.0245
TMPRSS11B	-0.2705
E2F8	-1.69216666666667
CCDC25	0.6895
C14orf48	0.423666666666667
C20orf116	1.149375
TSPAN11	0.2795
YIF1B	-1.47416666666667
FAM12B	1.6175
OR1L6	0.291
HPN	1.24
NBN	0.591625
C14orf94	0.185166666666667
OCLM	0.8995
ZSCAN18	2.069
L3MBTL	-1.1793
TSTA3	1.298
RAC1	0.364
C19orf15	0.503833333333333
NFE2	-5.175
KLK14	0.4605
ARSF	0.7645
MAST2	-0.004
AMICA1	2.81166666666667
GTF2A1	-0.430375
ATP1A3	0.34475
TC2N	4.0238
PNKP	0.21225
ODZ2	-0.18625
MATR3	0.382
S100P	-0.7915
KRT82	0.472
CA13	-0.733
PROZ	-2.02983333333333
AASDH	0.282285714285714
C19orf40	0.0193333333333333
DCK	-0.983076923076923
FAM5C	2.90075
SLC6A4	-0.002
MID1IP1	-0.338125
TESSP5	0.154
TMOD4	-0.138666666666667
DOCK2	-0.625166666666667
TUG1	0.23775
NUP214	0.03825
DPYSL2	-0.134181818181818
GOLM1	2.99883333333333
MPFL	-0.00224999999999999
SOX13	1.5
SDCCAG8	0.582
KEL	-1.8895
NUP210L	-2.77025
GK	-0.101125
DNAJB1	1.47925
ALPK3	2.6695
CHID1	-0.0797
CYLC2	0.1316
IKZF5	0.40525
C8orf51	0.007
PPM1J	1.536
GIMAP8	4.10616666666667
GPR101	-0.29
NR2F1	0.2455
ACAD8	0.18025
RBM35A	0.8675
GNAI2	-0.219666666666667
METTL8	-0.8205
SLC39A7	-0.25425
FBXO8	1
CAMK1	-0.584
RFC3	-1.209125
FAM129A	3.09928571428571
ILF2	-0.331
FGFBP3	-1.4675
NOM1	-0.0908333333333333
PSMA3	-0.58875
ASCC3	-0.2601
ZYG11A	-0.8015
SOX21	-1.8755
LYRM1	0.2895
DEFB1	1.8175
LOC91431	-2.2135
OR7C2	0.959
FAM46B	1.302
TMEM18	-0.7125
ARHGAP30	1.3855
TMEM86A	3.21283333333333
EPHA2	-0.811166666666667
C10orf46	0.6582
TCHH	-1.47033333333333
C3orf30	-0.1246
LOC285636	0.283833333333333
PAIP2	0.38
CYP2U1	-0.10025
C12orf34	1.99575
SARS2	-0.449333333333333
ZCWPW1	-0.053
SAMD12	2.71325
KIAA1430	-0.30775
ACAT1	-0.85675
MEOX1	3.54816666666667
ADAMDEC1	3.8325
PHKA2	-0.351
CARD11	-0.869
CALML4	-1.419
TSSC1	-1.00175
TMEM45A	-2.35711111111111
MPP7	1.986125
POU1F1	-0.309
SLC2A13	1.1793
FBN2	-0.528571428571428
ZC3H7A	0.2268
LAIR2	-1.96525
ST3GAL1	0.418333333333333
LCT	-0.7945
GEMIN8	0.320333333333333
KLF16	0.2475
HIF3A	0.0788000000000001
FAM44A	0.137928571428571
AQP10	-1.4307
PLA2G2A	1.513
FOLH1	1.3035
C20orf186	0.0855
MAPKAP1	-0.228625
SPRR2D	-1.761
UBQLN4	-0.1315
RSHL1	0.072
PIAS3	0.79175
MRPL24	0.7065
GREB1	-2.41375
FAM27E3	-1.911
NUP62CL	0.27075
NEUROG3	0.721
REEP3	0.860166666666667
MARK1	-0.568125
LMBRD1	1.09825
PRPF19	-1.084
PNMT	0.2175
CTGLF1	-0.6495
SLC25A16	1.392
EIF2B3	-1.239
RPA2	-0.2405
PAK6	1.64266666666667
CCDC26	-4.43725
SEMA3E	4.906125
MXD4	0.6589
TNFSF10	4.2824
SMARCB1	-0.849
DTX3L	1.35633333333333
PLA2G4E	0.5605
PPAP2A	2.2915
ULK1	0.647833333333333
TAS1R3	2.8265
SLC2A3	-2.75954545454545
ARID3A	-1.87275
GNG5	-0.515
ACOX1	-0.0702
KIF5B	-0.16725
NUP153	-0.391
MUC7	1.0135
CSDE1	-0.477285714285714
CLPTM1	0.12
C3orf23	-0.570625
LRRC17	-0.402166666666667
TTYH3	-0.827375
ATP5B	-0.667
ELF3	2.9991
CPSF3L	-0.193666666666667
ZNF665	1.0735
TLR6	1.0517
GPI	-0.649875
RAD9A	-0.477875
NDST4	-2.86825
AGPAT3	0.854666666666667
MAGI3	1.5845
ADORA2A	0.553625
CACNG7	0.6705
CAMK2D	-0.217785714285714
CCHCR1	-0.958
RPS27A	-1.01525
OR10G7	-0.8356
GCM2	-0.133
FAM135B	4.3478
E2F1	-1.49125
PLCB3	0.3835
OR2AE1	1.046
COIL	-0.211333333333333
CDC25C	-1.47866666666667
RAB11FIP2	-0.108083333333333
TSC2	0.69175
CTGLF5	-1.2125
CCDC108	0.4173
OR13C4	-0.726666666666667
C10orf81	5.7165
PTPRB	2.874
ACP2	0.45175
LAG3	0.019
MRPL54	0.5035
LOC201175	0.926
ITGB1BP3	-2.358
SPTAN1	-0.1085
SIPA1L2	1.03825
RCAN2	-0.06
CDX2	1.2805
ECOP	0.27325
ACTR1A	-0.0905
PPARG	0.412333333333333
BBS10	0.6555
TMEM44	-0.53475
BPIL2	0.441
CITED1	-1.505
IRF6	5.26775
PRDM4	0.9825
RRP9	-1.07916666666667
OR10H4	0.2355
IL31RA	-2.47875
GNB1L	-2.23333333333333
MYBL2	-1.873625
ZNF407	1.09566666666667
PPIG	-0.111833333333333
TTC18	1.81275
RPSA	-0.541
MAPT	1.36525
MRE11A	-0.229142857142857
C8orf37	-0.204
RASGEF1C	-0.948666666666667
STBD1	-0.0655
CTAG2	-0.836666666666667
MGAT5B	-2.23433333333333
ECM1	1.629625
RLN1	0.479
PARP14	0.8883125
EPB41L1	0.7366
HOXA3	-0.1905
MAGEA9	-5.38866666666667
RPS8	-0.581666666666667
RPS19BP1	-0.01575
FOXJ2	0.789375
C10orf76	0.356875
IL17RE	0.8945
C10orf65	-1.35775
ZNF343	0.398
FBXO33	-0.219
UHMK1	1.7775
LY6G6C	1.997
FGF19	-2.9755
C14orf128	-0.7775
IFIT2	1.623625
TIGD1	-0.956
S100G	1.596
GUCY1B3	2.105
NR3C1	0.0809
CORO1B	0.401
PARP11	0.57975
DNALI1	0.770666666666667
OR4N4	-0.097
MAP2K6	-0.464
FSTL4	2.81425
ANKRD47	2.41925
TMEM171	-2.3315
PNLIP	0.122
YY1	0.262166666666667
CCDC138	-1.81283333333333
AASDHPPT	-0.8315
CKS1B	0.0706
MCM3	-0.4435
ANAPC7	-0.416666666666667
FAM110A	2.8255
CDC37L1	1.16916666666667
THTPA	0.59
NBPF20	-0.92
WDR24	1.52075
NPTX2	-3.673
CBLB	1.23716666666667
CETN1	0.7982
RPUSD1	0.59775
FAF1	-0.6425
CDK6	-2.6685
HMX2	-0.198
CSK	-0.714166666666667
TEAD2	1.1225
SNAP25	-1.91925
TUFT1	2.174
TMTC3	1.79016666666667
LCK	-1.3135
SGOL1	-1.7635
AKTIP	0.51725
FURIN	0.3705
SOX12	-0.969
DEFB103A	-0.54525
RAMP1	0.69475
KIR3DX1	0.118
GAS2L3	-1.07425
PDE8A	-1.7775
EDN3	4.82975
GMIP	0.77
SF3A2	0.51475
FN3KRP	-0.26025
SMAD7	0.8745
RHBDD2	0.48475
OR11H6	0.0255
PPP1R3B	3.0028
C9orf23	0.41775
CADPS	-1.865
GOLGA8A	-3.463375
TMEM57	0.725666666666667
RGL3	-1.3225
S100A14	2.39025
FGFR2	1.62173333333333
XRCC3	-0.552
RTN4RL2	0.03325
MGC3771	1.361
GH2	-0.191333333333333
BTBD2	0.09675
LMO2	0.4615
RDBP	0.00862500000000001
ACRBP	-2.039
AMY2A	2.6475
DUOXA1	1.6815
PTK7	0.244666666666667
TWF2	-0.468166666666667
FAM80A	-0.549
TNNI2	-2.66783333333333
GLT25D1	-0.746166666666667
OCC-1	-2.7225
CYC1	-0.678666666666667
RPL22	-0.232727272727273
MORN3	1.55583333333333
DISP1	1.15875
PRB2	-0.6185
CHUK	-0.288
HR	0.813625
CCDC134	0.4675
DENND4B	-0.54175
C14orf130	1.116875
RAB33A	-1.281
DCST2	0.0235
TNMD	1.80475
PEX7	0.52025
FAM62A	0.27025
SRD5A2L	1.25825
IL22	-1.488
RPS26	-1.28516666666667
HOXC5	1.335
SPATA6	1.126
FLJ38482	0.241875
ZNF234	2
C18orf22	0.84325
SPATA22	1.83675
THOC1	-0.60925
CYP7B1	3.3305
KCNC3	0.6085
C8orf42	-1.0295
ALDH1B1	-0.883166666666667
CCDC100	0.4921
ARMC4	-3.3535
FAM18B2	0.451
SLC44A1	0.882125
FBXO17	-1.42833333333333
C6orf107	-0.33625
C19orf29	0.1005
ZC3HAV1L	-0.299
PARP6	-0.3281
SULT2A1	-5.828125
C1orf159	-0.62025
TMC1	-0.42
CHST14	-0.043125
GAMT	0.5345
SMCP	-0.343
TSPAN33	-0.272666666666667
MIDN	0.60525
NOX4	2.19375
RNASEN	-0.5011
TBX1	-1.04633333333333
SALL2	-0.33175
C10orf35	0.196
CYP2E1	-0.889875
LRFN2	3.7675
ACO1	-1.25016666666667
IQCG	0.2321
MEGF9	2.76225
TM7SF4	1.25375
PLEKHA1	0.383866666666667
STK33	-2.37875
C1orf210	2.5275
SNUPN	-0.3881
KIAA0406	-0.4709
C20orf29	0.795
TMEM55B	0.28475
OSTM1	-0.8291875
CLCN7	0.674
OTP	0.0195
FLJ23049	-1.49533333333333
HEATR4	-0.4405
MAP3K10	0.729
PCDHGA9	0.836
AMDHD2	1.17825
LCTL	-2.715
PDCD2L	-0.7325
CABLES2	-0.249
SLC5A9	-0.775
CLCA2	4.5985
MGC16025	0.22
STRAP	-0.907166666666667
C20orf196	-0.26
RRBP1	1.2065
NAT13	-0.643
MAT2B	0.93325
CSNK1D	-1.11633333333333
KIR3DL1	0.354
PRKAG3	0.5925
ZNF599	1.057
PRM3	1.464
PER2	1.85983333333333
ASPHD1	-2.837
PRMT6	-0.71675
KCNE1L	-0.816928571428571
FAM118A	-1.24583333333333
TAF4	-0.583
NDUFB6	-0.047
TRIM9	-1.53741666666667
PMFBP1	-1.71825
KY	0.945
DKFZp762E1312	-2.62781818181818
CSMD1	-0.59575
TBP	0.0811666666666667
OR1Q1	0.534
RETNLB	0.683666666666667
HPGD	4.738
DNAJC12	1.5785
FKBP1B	-1.3285
ANKRD24	-0.627833333333333
CXXC5	0.833166666666667
IL3	0.231428571428571
DRAM	0.1777
PTCH1	-1.15125
TP53BP1	-0.2335
SLC17A7	-0.12
COL25A1	-1.5077
AMACR	-0.0968333333333333
RHCG	0.151
VPS13A	-0.332583333333333
FAM55D	2.4845
PRPF38B	-0.532333333333333
OSBPL6	1.1135
PFDN5	0.491
CMTM6	1.2025
KCNK12	-1.6245
RP2	0.583
C16orf52	-0.3255
PICK1	0.2
IFNE1	-1.24683333333333
SEMA4B	0.77825
TYRO3	-1.448
OR12D2	3.2825
CSNK1A1	1.2075
FANCF	0.304
LONP2	2.3005
TBL1Y	-0.53525
LDOC1L	-0.475
CCNC	-0.374
C3orf60	-0.1115
CHKA	-0.97575
UBAP1	0.49025
MAP3K1	2.3265
ANKRD9	-0.21475
FAM92A1	-2.38016666666667
GAB2	0.13575
AZU1	-0.746
DIS3	-0.716166666666667
C21orf109	-2.45925
IQCB1	-0.41625
SPATS2	-0.586166666666667
EFCAB3	0.553
PRB3	-0.142125
FUZ	0.150666666666667
ZNF813	1.054
BMPER	-1.1995
HEG1	0.28525
ALS2CR11	-1.9925
SURF2	-0.73975
PSMC1	0.323
OR2D2	0.4255
SLC7A8	2.49066666666667
C4orf40	0.216
SPATA7	0.49975
MAZ	-0.422833333333333
PIN4	0.62175
PDE1A	-0.1525
TAF6L	-0.556
OR2T34	0.4495
KIAA0284	0.4235
ACADS	0.685181818181818
MKRN2	-0.6495
C18orf56	-3.88625
MS4A6E	-0.2125
GALNT4	1.4316
C22orf31	1.0755
FLJ36070	-0.3145
PSME4	-0.30375
TFG	-0.218
EPHX2	2.31675
ANXA5	-0.00375
KRTAP1-1	-0.6479
BATF	3.18425
KARS	-1.44075
MSTP9	-0.628
GPR26	-0.167
CCDC72	0.626
TEF	1.06116666666667
FOXK1	-0.7881
PRLHR	0.1615
EMX1	1.667
C11orf30	0.033375
ICK	1.1625
THSD7B	1.122
C21orf100	-1.974
DUOX1	2.6205
EFCAB4B	1.65925
UBE2G2	-1.11316666666667
C3orf54	0.333
PARP1	0.0405
FAM60A	-2.28333333333333
C6orf146	0.670666666666667
OR9K2	0.1695
DDX55	-0.915833333333333
RPS15	0.239833333333333
ZNF618	1.0100625
DKFZp686D0972	0.422
SSPO	-0.8775
SHFM3P1	0.383
CPA6	3.30375
JAG2	1.146
DEFA3	0.58675
PPBPL2	0.30425
CD34	5.01175
SLCO4A1	-3.240625
AFG3L1	-1.53566666666667
SHD	-1.53725
RP13-122B23.3	-0.192833333333333
PRKCSH	0.144166666666667
DPH5	-1.02516666666667
HLA-F	2.23025
TBC1D4	-0.477
RIG	0.367166666666667
GLUD1	0.0353333333333333
HNRPCL1	0.680875
HBXIP	-0.67
RNF207	-1.545
APIP	-0.6185
PLA2G3	-3.36066666666667
CCDC84	-1.63025
MYLIP	1.71823076923077
PHIP	0.14275
AARS2	0.091
DHX32	0.289
SCAPER	-0.00466666666666667
MEN1	-0.70575
NIP7	-1.31125
FLJ25404	0.7795
FASTKD3	-0.32325
TMEM158	-3.41975
RARA	1.37325
BDH1	0.9755
ANKRD16	0.637
CARM1	0.447
SS18	0.0418333333333333
IKZF2	0.814583333333333
MYD88	0.623
PML	0.061
TAF1A	-0.435
CBFB	-0.8175
HIST1H3H	-1.0685
C7orf29	-2.32775
COMMD4	-0.709166666666667
DPP3	-1.312
DAB2	1.015375
LOC388882	-0.55
YPEL4	-0.26675
AGBL3	0.832
LRP6	-0.1193
SERPINH1	-0.336666666666667
TLE1	2.19225
CD244	1.5975
ZDHHC15	-0.84475
MGLL	1.0468
PLDN	-0.326666666666667
LOC654346	1.778
FAP	2.18575
GPR37	-1.41966666666667
SCARA5	1.92283333333333
EBF4	2.69081818181818
LSM6	-0.69025
MLLT1	0.192
SLC5A12	-1.02075
A2BP1	-2.0872
COPS5	0.365166666666667
TPM4	-0.0575
TNFSF4	-0.4235
ACADSB	2.16411111111111
HERPUD1	1.712
BCL2L11	-0.197888888888889
CEP78	-1.03075
CDCA3	-1.726375
WBSCR19	0.5052
MYO1A	-2.9835
PPEF1	5.00033333333333
LOC440348	-0.89875
CPEB2	0.6225
BPTF	-0.77675
RPL21	-0.4575625
GSX2	-0.603
ADPRH	1.206
C17orf68	0.104333333333333
KCNS1	-0.8555
MLLT6	0.1446
PIWIL4	-0.18675
RNF26	-0.71
RAP1B	1.006625
ADAMTS1	-0.1117
ZNF571	1.5345
P2RY6	-0.87625
TRIM21	0.833166666666667
CADM3	-0.11775
NLRC5	0.744833333333333
ADRA2B	0.318833333333333
LOC90835	-0.31875
PCF11	0.209
LOC400451	1.8665
GLTSCR1	1.0005
C17orf88	-1.34983333333333
CDH16	-2.23775
FGF7	3.02775
PCSK4	-0.158
NPC1L1	-1.2375
TAT	2.568125
TBCA	-0.8045
MGC33407	0.06975
GPR115	-2.8905
CYGB	0.948
FNBP4	-1.12633333333333
C12orf43	0.163
CBL	-0.5311
CLECL1	2.00325
PPAPDC1A	0.522
WDR25	0.732
SGCA	1.3555
C22orf29	0.268333333333333
YIPF1	1.39575
GALK2	-0.98225
RAB3B	-3.28641666666667
LOC440087	1.55825
UCP1	-0.766
REEP5	2.58225
FADD	-0.3882
FOXA1	3.478375
CACNA1A	0.0233333333333333
ABI1	0.329
GRIN2D	0.814
SLC1A4	1.1155
LOC401127	-0.89875
HINT2	0.6415
PLD4	0.761666666666667
ZNF286A	-1.77475
ENY2	-0.668
IL1F6	0.0665
PXDNL	0.50175
C20orf79	-1.85933333333333
TNFSF13B	2.464
DENND3	0.340375
JARID1D	-4.2395
HIST1H2AK	0.66575
LOC93349	0.2393
SSH1	-0.4716
ENSA	0.41975
LOC219854	0.492
CKAP2	-1.8476
DKFZP564J102	0.498833333333333
MGC87315	0.618166666666667
HNRPAB	-0.173
AMH	-0.3475
ZNF526	0.919
BRUNOL5	-0.6265
CACNG3	-0.0278333333333333
TRPM1	-3.3565
PPP2R1A	0.430875
COL2A1	-1.53075
DDN	-0.808333333333333
FLJ25770	1.32683333333333
HK2	-1.58871428571429
ELOVL6	-1.927875
MDK	-1.4735
EPHX1	1.2165
RASSF2	0.603875
DKFZP434B0335	-0.242
DLX3	0.012875
PRTN3	-1.24525
AVPR1A	1.64475
C21orf125	-3.68425
TNFAIP8	-0.250166666666667
GNB2L1	-0.3115
CALCRL	3.8565
SCGB2A2	9.5095
UBXD7	-0.13275
ZNF674	-0.518
TMEM35	0.362375
BRSK2	-1.3165
HECTD3	0.509666666666667
TMEM188	-0.131
LGALS9	1.986125
SCARB2	0.78625
USP34	-0.676416666666667
C17orf28	1.90625
ZDHHC23	-1.05275
AQP12B	-0.306
SLC16A3	-3.3995
APLP2	0.9035
ITIH2	-5.69175
MICAL3	-0.4865
TNNI3K	0.2755
HDAC2	-0.461875
PRR7	-0.6336
THBS2	-0.1765
LOC751071	-0.981
CA2	1.24766666666667
RANBP17	0.62075
RLN3	0.4655
CRYZ	-0.390833333333333
GBAS	-0.263
TAS1R1	-0.1695
MPZL3	0.6405
PCDH8	-1.39575
HSP90B1	0.12175
KCNK15	-0.6105
TNIP2	0.233333333333333
GPR146	1.034
NOL6	0.220625
SPC25	-2.56933333333333
STEAP2	2.52428571428571
VAMP3	0.00616666666666667
TCIRG1	-0.912
ZP4	0.0406666666666667
PARL	-0.149
TRIM39	0.885833333333333
KIAA1305	1.04275
CRNN	-0.104666666666667
GRN	0.53275
HSH2D	0.3875
SCAMP1	1.33025
KIAA1913	0.3695
PTS	-0.56575
BANP	0.473428571428571
PRKACG	0.341
ADCY6	0.963166666666667
C16orf46	0.6455
CYP51A1	0.2
DDC	0.147
ANPEP	1.37
PROM1	0.7995
SIGLEC10	2.63975
COPG	1.217
FAM26E	1.29325
TRIP4	0.53225
SNX3	0.0276666666666667
C1orf175	0.670333333333333
PPY2	0.391333333333333
C14orf152	0.2675
FTSJ1	-1.07483333333333
DST	0.84455
LOC554235	0.0815
GLRX5	-0.06625
C20orf12	1.1733
CAB39	0.251
MSH2	-1.4745
PIP4K2C	1.098
CYLD	0.7075
WTAP	0.2125625
MGAT4A	0.892111111111111
TSC22D4	0.2262
CHRM2	-1.128
PPYR1	-0.121166666666667
CCNH	-0.226833333333333
RRM1	-0.7435
ECAT8	-2.81175
LOC400120	-0.2345
GABRA4	0.059375
C14orf4	0.895833333333333
C1orf59	-0.7085
CTDSPL	0.989583333333333
NHEDC2	-0.729
PDE11A	-0.8613125
KLHL29	0.518
CD5	0.2712
TSPAN9	2.616
WDR67	-0.3555
THUMPD1	1.4101
C18orf17	-0.0935
CLYBL	0.0335
FLJ13231	-0.443625
CMBL	0.834625
LECT2	-0.6295
NKAPL	2.72033333333333
LOC654780	0.535
OR4C6	-0.421
RAB30	0.5455
TSSK4	0.669
TMEM163	0.69
OSBPL11	0.617
GNB5	-1.51683333333333
CCL21	3.083
C1orf121	-0.187666666666667
FMO2	4.8725
RPTN	0.6845
MSTN	-0.224
VCL	-0.3985
FYTTD1	-0.42375
C11orf1	-0.67175
CCDC88C	0.807875
HFE	0.312777777777778
MOGAT1	1.811
FAM125B	1.11683333333333
IRGQ	0.529
RAVER2	-0.65975
AKAP5	1.9525
SSSCA1	-0.76125
C11orf63	-0.311375
ACTG2	2.0894
PORCN	-1.015
DTL	-0.508818181818182
TMEM151	0.24375
FAM122C	-0.64475
RSAD2	1.4604
BAT4	0.0975
KRTDAP	-0.993166666666667
MYH8	-0.428125
CRTC3	0.09875
LRRFIP2	0.3867
INTS4	-0.808833333333333
TTN	0.988833333333333
SLC26A5	0.8245
PLLP	0.56325
RGS6	-0.3565
SRGAP3	0.7565
ZNF525	0.419666666666667
NBR2	-1.1765
C13orf1	-0.2336
ZNF137	0.8975
CEP27	-1.9895
BEST2	-0.3685
RNF121	-0.78575
DMRTC2	2.3765
C8orf76	-0.42875
BCCIP	0.069875
MEST	-0.42725
HTRA2	-0.4665
ANGPTL2	0.94075
ILKAP	-0.423
ERAS	0.4805
HBS1L	-0.97975
CPA5	-0.6145
TMEM30A	0.550833333333333
CD300LF	2.34516666666667
WISP3	2.2155
CRK	0.363071428571429
PDS5A	-0.6145
BRPF3	1.05516666666667
NEDD9	1.306875
SMPDL3B	0.04825
PSG6	-0.21575
PSMD13	0.244
ETV5	-2.0885625
OR51A4	-0.0575
BTBD7	1.31391666666667
GSTO1	-1.585125
hCG_16001	-0.2225
MAD2L1BP	0.3
COX6A2	0.9535
SCNN1A	2.50016666666667
LSM1	0.6775
UGT2B11	5.84875
IDUA	0.303
PPP2R3C	-0.802666666666667
COX11	-1.14016666666667
PDZK1	-2.76325
ZNF443	1.13166666666667
MGC21874	1.40016666666667
ZNF323	2.0589
KRTAP10-10	0.0055
CXCL6	1.113
