Hybridization REF	TCGA-BH-A0B3-01A-11R-A056-07
PRKACG	0.04125
ADCY6	-0.0288333333333333
C16orf46	-0.4715
CYP51A1	0.299
DDC	-2.842
ANPEP	1.89416666666667
PROM1	4.0515
SIGLEC10	2.9925
COPG	0.6215
FAM26E	1.2325
TRIP4	0.3735
SNX3	0.181166666666667
C1orf175	0.508166666666667
PPY2	-0.1225
C14orf152	0.49975
FTSJ1	-0.922166666666667
DST	0.64505
LOC554235	0.06075
GLRX5	-0.37525
C20orf12	0.3073
CAB39	0.0643333333333333
MSH2	-0.566833333333333
PIP4K2C	0.839375
CYLD	1.252625
WTAP	0.8398125
MGAT4A	1.67477777777778
TSC22D4	-0.2227
CHRM2	-0.0775
PPYR1	0.825666666666667
CCNH	-1.10433333333333
RRM1	-0.11925
ECAT8	-3.56175
LOC400120	0.48325
GABRA4	0.177875
C14orf4	0.944833333333333
C1orf59	0.4605
CTDSPL	0.0889166666666667
NHEDC2	-0.4
PDE11A	-2.11266666666667
KLHL29	0.44125
CD5	-0.0342
TSPAN9	1.2340625
WDR67	-0.4545
THUMPD1	-0.0382
C18orf17	-1.26625
CLYBL	0.3105
FLJ13231	-1.104375
CMBL	-1.35675
LECT2	-0.079
NKAPL	1.98616666666667
LOC654780	0.8675
OR4C6	0.379
RAB30	-0.0488333333333333
TSSK4	-0.9435
TMEM163	-0.1395
OSBPL11	0.535666666666667
GNB5	-1.2585
CCL21	2.1535
C1orf121	1.43716666666667
FMO2	2.291
RPTN	0.243
MSTN	-0.612
VCL	0.925
FYTTD1	0.55225
C11orf1	-1.12275
CCDC88C	-0.12075
HFE	-0.0570555555555556
MOGAT1	0.131
FAM125B	0.689666666666667
IRGQ	0.262
RAVER2	1.10675
AKAP5	-2.474
SSSCA1	-0.415
C11orf63	1.599375
ACTG2	3.1083
PORCN	-1.347
DTL	-1.49709090909091
TMEM151	0.85225
FAM122C	-1.711
RSAD2	5.1
BAT4	-0.382
KRTDAP	-1.99816666666667
MYH8	0.506428571428571
CRTC3	0.5485
LRRFIP2	0.4887
INTS4	-0.212666666666667
TTN	-1.173
SLC26A5	0.9475
PLLP	-1.74525
RGS6	-0.072125
SRGAP3	1.10825
ZNF525	0.14
NBR2	-0.997333333333333
C13orf1	0.2075
ZNF137	0.28
CEP27	-1.16225
BEST2	0.3135
RNF121	0.0145
DMRTC2	-0.41125
C8orf76	0.39575
BCCIP	-0.900375
MEST	-3.0135
HTRA2	-0.042
ANGPTL2	1.36475
ILKAP	-0.855666666666667
ERAS	-0.1095
HBS1L	-0.7845
CPA5	-0.2105
TMEM30A	0.6945
CD300LF	2.58566666666667
WISP3	0.5975
CRK	0.332
PDS5A	-0.1786
BRPF3	0.0315
NEDD9	0.473625
SMPDL3B	1.23525
PSG6	-0.65575
PSMD13	0.4225
ETV5	-1.117125
OR51A4	0.196
BTBD7	0.450833333333333
GSTO1	-0.631625
hCG_16001	-0.1035
MAD2L1BP	0.151166666666667
COX6A2	1.847
SCNN1A	0.723166666666667
LSM1	0.199333333333333
UGT2B11	-2.5015
IDUA	0.619
PPP2R3C	-0.865333333333333
COX11	-0.460833333333333
PDZK1	-3.052
ZNF443	-0.415166666666667
MGC21874	0.518333333333333
ZNF323	0.6178
KRTAP10-10	0.2375
CXCL6	1.19675
SLC34A2	3.9338
LOC284402	0.133
NPTN	0.810833333333333
UPP1	-0.349833333333333
SLC6A9	1.3645
OR7G3	-0.1355
CISD1	-0.444
ZNF545	0.586833333333333
SYT14	-1.153
NT5C3L	0.569166666666667
ZNHIT3	-0.600833333333333
SNRPD3	-0.16075
KIAA0701	0.123875
UNC93B1	0.882833333333333
GMNN	-0.629
SPCS2	0.478
LOC388524	0.2775
NAPRT1	1.31
PNLIPRP1	-0.41575
OR6V1	1.2685
PRKAB1	-0.127
EYA4	-3.524
KIF20A	-0.63175
ALG10	-0.8005
ITPKC	1.28033333333333
LMX1B	1.156
RPUSD4	-0.535833333333333
C7orf34	0.0873333333333333
DLGAP2	0.562875
PFN1	0.3273
MICALL2	-0.176333333333333
ZNF654	-0.272
SS18L1	-1.31825
SLC16A8	2.25
MKI67IP	0.5775
ITGB3	-0.163625
TCEA3	0.741833333333333
CEP152	-1.54775
CLIP1	0.861125
ZNF75	-0.2249375
ATP5C1	0.281666666666667
NUDT5	0.846166666666667
PSCDBP	2.0925
UBP1	-0.3015
RBM27	-0.24225
C13orf15	2.7185
ZNF282	0.188666666666667
ZNF222	-0.000399999999999998
COL10A1	6.29875
PRDM15	-0.707
TTTY5	-1.064
FAM9C	-0.241833333333333
C20orf67	0.229
GNG13	-0.3985
F12	1.238
C1orf41	-0.01125
CPXCR1	0.072
GSK3A	0.662875
SUPT6H	-0.149833333333333
PI16	-0.885833333333333
ELL2	-0.232333333333333
C9orf167	-0.996166666666667
PVRL3	-1.5234
FLJ38596	0.64675
ADAM20	-0.19325
GPR89A	1.154
GPR87	-0.1755
ZNF30	-0.144
SMR3B	0.0445
ZNF770	-0.22525
TRPC4AP	-0.700333333333333
DKFZP686E2158	-0.597333333333333
C2orf28	0.427833333333333
FREM1	-2.07466666666667
LAMA4	0.369
ADPRHL2	0.643
EIF4G2	0.585833333333333
GUCA1A	-0.407
CTNNA2	-1.88925
NUDT15	-0.587
CEPT1	-0.017
ZNFX1	0.9508
CCDC92	1.3975
TDRD1	-1.3525
KCNK5	1.21983333333333
ETNK1	-0.55925
LTA	0.7855
TTPA	0.181
B3GALNT2	0.937
SC65	-0.1655
PEX5L	-1.871375
EPS15L1	-0.73275
MGEA5	-0.698625
HIST1H3A	1.27825
ING1	0.242
BCAT1	-1.677625
ORC6L	-2.23972727272727
KLK11	-1.23066666666667
C19orf28	-0.74425
DNER	-3.863125
MED22	-0.624
ETV6	1.984
CHAC2	-1.60925
CD300E	0.2985
CEBPB	1.70241666666667
ZNF398	-0.049
LRCH3	0.1495
HMGA1	-0.507833333333333
CAPN7	-0.0966666666666666
MGC5566	-3.17575
CCL3	3.656125
NANOS1	1.182875
ZFYVE19	0.00875
APITD1	-0.7565
PARD3	0.050875
IRAK4	-0.331666666666667
SERPINI2	-0.1885
CEP170L	-0.59525
TTC9	1.439
MYOM3	-1.9965
MLPH	-2.09975
LOC222699	0.1075
NRG1	-0.727666666666667
TBC1D9	-0.398
TTK	-0.4925
ZNF557	0.3699
DDX41	-0.0751666666666667
FANK1	0.8065
UBE2D2	-0.25875
PSMB10	1.05375
MYH7B	-0.1275
GABARAPL2	-0.76
MARVELD2	0.436666666666667
DGCR2	0.659333333333333
UNC45A	0.326333333333333
C6orf72	0.4615
ZNF683	5.40225
GIT2	0.109
CASK	1.152
C14orf161	0.558166666666667
LRRC44	-0.66
TIFA	0.329625
UTP11L	-0.63375
C6orf65	0.06025
FDPS	0.3965
DUSP9	-1.7698
SLC17A8	0.48
OR51G1	0.281
NANS	-0.468
OLFML1	1.64625
ATP10B	-1.3845
NPAS3	0.052
PRKCA	-1.629
GGA2	-0.1124375
LCE4A	0.233
SPANXN3	1.0565
CCDC115	1.04325
SDCCAG3	-0.44375
GLIPR1L1	0.07875
TTC1	-0.8695
C17orf76	0.03925
MAD2L2	-1.0895
HIPK1	0.0811
LRRC3B	-0.4685
CLN3	-0.442954545454545
C17orf47	-0.117
FMN2	-1.75525
TUBB1	-1.94375
WAPAL	-0.35
C3orf21	0.020125
SCN5A	-0.464
SMYD1	0.51725
BEX5	0.21475
ZNF192	-0.186
SEC22A	0.369166666666667
GRIA2	0.289
KIAA0825	-3.1665
NUSAP1	-0.692818181818182
LANCL1	-0.72075
C15orf40	-1.0211
ZNF645	-0.245875
GPR61	0.29125
NLRP14	0.1035
SNX21	-0.3267
C1QTNF8	0.2685
C17orf46	0.44175
IFNA8	0.597
SPRR1B	-1.3785
FLRT1	-0.3695
SNX17	0.426
ASB2	0.310166666666667
HBG1	-5.387
RPRML	-1.80525
JOSD2	0.772333333333333
PLSCR3	0.5795
SPOCD1	1.2605
RAB39	-0.21
GHRH	-0.266333333333333
ITIH5L	-0.26325
C17orf37	0.20125
SMCR8	0.4495
DPY19L2P3	-0.909333333333333
IL11RA	0.755833333333333
GDF3	-3.186
RPS6KB1	-1.2285
DNAJC19	-0.1664
TOP1	-0.82025
CRCT1	-0.679375
MPST	0.35675
DPM2	0.13025
FAM38B	-2.70216666666667
SLC18A1	-2.4545
FARP1	0.445333333333333
PAX7	0.2895
TUBD1	-0.97625
GNL3	-0.609875
BTG2	0.3602
NDUFS6	0.246
C1orf79	-0.9145
ERAL1	-0.1615
ECHS1	0.15475
VPS4A	0.105833333333333
CYP11A1	-1.04875
ABCC6	-1.777
PBX4	-0.7935
MOSC1	-0.976625
NCF4	1.48225
HYMAI	-0.483
NAGPA	-0.4025
OTOP2	0.364
ACOT12	-0.15625
MTHFD2L	-1.00625
LOC441376	5.18475
C19orf34	0.2925
RAB1B	-0.11625
ALDOAP2	0.299
NTRK1	-1.8535
ARTS-1	-0.4091
SLC6A11	0.254
NAP1L2	-2.43125
CNGB1	0.199166666666667
EPB41L4B	0.180583333333333
FAM134B	-0.010625
HS3ST3A1	0.5885
CPXM2	5.30475
SIRPB2	0.2455
CHORDC1	-0.767666666666667
TRIB3	-0.979666666666667
SLC2A5	2.09375
C2orf49	-0.356
DDX5	-0.58
OR5L1	1.1435
ANAPC4	-0.284166666666667
ZSWIM1	0.0765
LOC93622	-0.5345
KCNK3	1.8546
RP11-35N6.1	-2.254
ZFP161	-0.00833333333333333
AQP9	5.98125
SLC15A2	0.026
MREG	-0.544
OR9I1	0.283
PDLIM2	0.755125
ADAM7	0.5175
GSTCD	-0.875166666666667
WDR21A	0.246625
SLC12A8	1.23766666666667
TMEM174	0.556
IGSF3	1.44433333333333
LRRN1	-1.3425
LOC402117	-0.35975
SRPK1	-0.396833333333333
LY6K	2.465625
NFIA	0.9465
PTCD3	-0.814
LEP	1.71383333333333
PCDH21	-0.874166666666667
MAPKAPK2	0.797642857142857
NMNAT1	-1.189
LHFPL2	1.248875
C9orf43	-0.406
DIP2A	-0.824666666666667
ACTR8	-0.01175
CCDC34	-1.29325
PTPN22	-0.338125
ITGA3	-0.177125
FAM129C	0.40675
RABGGTA	0.3075
UNC45B	-0.01225
KIAA1033	0.138375
ZNF510	-0.562833333333333
CYP2D6	-0.346
SLC26A10	-1.9855
STX8	0.19975
LUZP1	0.138875
WDR89	-0.435333333333333
EIF4G3	-0.7018
C5AR1	1.6695
ZNF623	0.816
A2M	0.84075
TGM7	0.132
GRPEL1	-0.586166666666667
LMNB2	-0.2715
ROCK2	1.00633333333333
SNX16	0.313625
CCDC66	-1.089
ANXA3	0.953
KIAA1609	1.293875
EED	-0.50575
RNF32	-0.0701666666666667
HES1	0.7538
CLC	1.263
ISL1	-0.707666666666667
KIAA0528	-0.859
MANEA	0.5685
C1orf61	-0.541
hCG_2001000	-0.0845
RAPGEF6	-0.8123
KIAA0020	0.194833333333333
NEIL1	0.2255
C16orf45	-1.699
RBM10	-0.0183333333333334
C10orf125	-0.043125
MRS2L	0.0215
DNAH17	-0.8315
C19orf10	-0.40925
C1orf160	0.5005
SLFN12	1.46925
EXOC3	0.3685
HIST3H3	0.6105
NCOR2	0.912333333333333
TNFRSF9	1.9785
MFSD8	-0.175
ALX1	-3.7615
NOL1	-0.60575
PODN	3.353
TIAL1	-0.949
HIST1H1E	0.88025
NPY6R	0.0505
TM4SF4	-0.34425
CORO2A	-0.45625
ETNK2	-1.04833333333333
APOE	1.4054
ANGPT4	0.0915
HDGF2	-0.2335
G30	-0.521
ST8SIA4	0.105875
F2RL1	-0.740125
FAM19A4	-1.30175
CCAR1	-0.8445
B3GNT7	0.36275
OPHN1	-0.3423
DSCR6	0.893
C21orf13	-0.809
GAS2L1	0.652833333333333
RFX3	-0.312166666666667
COPS4	-0.534125
BCHE	-4.73233333333333
BCL2	-0.834625
HBZ	-2.72483333333333
ARL13B	-0.273875
MAPBPIP	0.9915
MYO15B	-0.7505
SPZ1	0.388
KIAA1324	-3.14277777777778
PLCL2	-0.18
C4orf29	-1.4785
WDFY2	-0.527125
ZNF284	-0.4825
NAALADL1	0.0095
DUSP5	-0.0988333333333333
PXDN	0.61775
SLMO1	-0.211
TNXB	0.9334
BIRC7	-0.79925
A4GALT	1.5065
TIMM22	-0.1785
FAM110C	0.21275
TOMM34	-0.898
ABHD9	1.2005
ADAM32	1.34
CRHBP	-0.93025
AQP2	0.497375
LOC130355	0.28875
ZNF187	0.197
ZNF816A	0.5535
F7	-1.355625
CNOT1	0.029
SLC13A4	-0.5605
ZBTB11	-1.028
B3GALT5	0.82275
EXOC2	0.382
IRS1	-0.3895
TMEM1	-0.173
MRPL34	-0.679666666666667
SAMM50	-0.6965
CDC42EP3	1.0595
HSF2	-1.0254
MFN2	0.524
TSPAN7	-2.84683333333333
NUCB1	1.41975
RHOH	-1.80275
ARL16	0.1165
TACR1	0.40125
SFRS5	-1.248
SNX25	-1.031375
RHBDF1	0.865166666666667
PCDH18	3.20683333333333
HMG1L1	-0.21125
MYO5C	-0.82625
MAPK10	-0.099
LDHAL6A	-1.11575
NUDT12	-1.06883333333333
NCAM1	0.014
GLIS2	1.0145
GGTL4	0.3855
DAPP1	0.88325
ATF7	-0.02575
KIAA0748	-1.0325
NFIL3	1.07575
TM6SF1	-0.0621
SEZ6	0.09
NANOS3	0.882333333333333
DNAJA3	-0.413666666666667
CLDN6	-3.097
CIITA	3.6143
EPHA4	-0.963833333333333
FANCC	0.4485
CMTM3	0.60725
PSG3	-0.213
MRPL15	0.66825
C21orf59	-0.69225
PLCXD2	-0.361
C2orf34	-0.305125
UBE2L6	2.020875
MED14	-0.00433333333333335
HP1BP3	-0.2049
C6orf208	-0.316
TPBG	0.3565
OSR2	2.595375
XPC	-0.505666666666667
KLHL7	-0.75375
CCR3	-0.242333333333333
AGTPBP1	-0.336166666666667
PCSK6	-0.769133333333333
STAT5A	-0.4778
FAM18B	0.41675
LONRF2	-3.21666666666667
PTPN2	-0.564
SF3A3	-0.517833333333333
EFCBP2	-0.3045
HCFC1	-0.3095
AHNAK	0.4731
ACTR5	-0.2155
KIF14	-1.32114285714286
TENC1	0.19425
HEATR5B	0.5735
YIPF2	0.655
MYEOV2	0.017
DUSP18	1.0345
KIAA1012	-0.20525
AHR	-0.707666666666667
C17orf53	-0.4395
PTPRH	-3.218
ATP6V1C1	0.1204
TAS2R3	-0.9525
LOC440356	-0.26475
COQ10B	0.2135
PSMF1	0.053
SORBS2	2.85141666666667
NFE2L2	-0.4565
TMCO7	-0.24425
SH3PXD2A	0.4329
SH2D2A	0.6205
SPINK5	-2.809
MRPS24	-0.45175
OPA3	0.901875
TRAF7	0.0975
C4orf35	0.399666666666667
MT1G	0.905
MGC39545	0.3575
HS1BP3	0.746
OR2B2	0.7805
CHRM4	0.32
SFRP2	2.02
RIC3	-0.926
ART1	-0.0695
C6orf1	0.270875
DUS4L	-1.58625
C10orf104	0.118
TNFAIP6	2.36625
RTEL1	-0.822
CCT4	-0.1845
ZNF709	-0.21225
CHMP6	0.7805
UPP2	0.336
CYP19A1	-2.401
CD151	-0.523666666666667
NDUFA13	-0.3115
ARFRP1	0.0681666666666667
FAM26B	1.38075
CRYBA1	-1.787
MRPL41	-0.615
NPFFR2	-1.69725
HRH2	0.202
SCAMP3	1.268
MTMR6	0.4781
MTG1	-1.3625
UBTD1	1.3945
CRABP1	2.491
FLJ33790	0.4184
KIAA1908	-1.19433333333333
GPR158	1.07525
PACSIN3	0.644333333333333
OMD	0.967833333333333
CATSPER1	0.180833333333333
HOXB8	-0.356875
FBXO46	1.139
OAS1	1.9345
SVIL	0.27025
PHB2	-0.8065
ADCY3	1.031
NDRG2	0.4365
ERMAP	0.0214
APBA2	-0.9915
IGSF9	2.96225
WNT6	1.43242857142857
MYCBPAP	-0.948
ATP2B2	0.2758
CPVL	-0.8166
TRAM2	-0.102333333333333
NOP5/NOP58	-0.14475
ZNRF4	0.092
TLK1	0.204125
MTMR12	1.20078571428571
ZNF384	-0.383166666666667
FAM9B	-2.82325
RPN1	0.406
PMVK	1.72425
EIF3D	0.0408
SIX2	1.852
HPS1	0.598071428571428
RNF7	0.65075
PSKH2	0.2635
KCTD13	0.2485
CSMD3	-0.8016
FBF1	-0.994
IL8	-2.044875
SERPINB13	-0.0159166666666667
FBXL20	-0.54525
BLR1	0.4395
SH2B1	-0.620666666666667
RFNG	0.6215
RAB20	1.43383333333333
RBM7	-0.07725
POLR1A	-0.243
TMPRSS4	-3.38475
TAF9	-1.67525
TERF2	-0.3705
TNFRSF1A	0.833166666666667
ACADVL	-0.621666666666667
GTF2H5	0.08725
EDG8	0.607833333333333
C9orf140	0.03325
UST6	0.124
ZBTB8OS	-0.599
ZNF710	1.405
GPR174	-1.5645
ATP6V0A2	0.27425
KIAA0319L	-0.778166666666667
XKRX	0.7725
DOPEY2	0.3441
SDHD	-0.5705
SUMF1	1.0705
OSM	3.73625
OPN3	0.79725
DAGLB	-0.436833333333333
PPFIBP1	0.2414
TRIM63	-4.04525
C10orf53	0.235
LYPD3	1.752
BCL7A	-0.335625
AGER	-1.28533333333333
TCF19	0.498625
SAT2	-0.385
PFTK1	0.717666666666667
GABRE	-0.861125
C15orf38	1.3983
FIS1	-0.301
KCNV2	-0.25725
CLPS	1.00975
PPCDC	-0.738375
FOXN2	1.19633333333333
NT5E	-2.3538
CD83	1.42275
IL18	-0.13025
VPS16	-0.30275
IGFBP2	-2.65833333333333
NOTCH2	1.2355
SIGLEC1	3.881375
CD93	5
SULF2	-0.3425
CEP164	0.0415
P53AIP1	-0.3265
TOR2A	0.00483333333333332
ZNF136	-0.45975
MGP	3.4535
CCDC144A	1.39683333333333
TRPC1	0.258666666666667
SMS	0.5865
MAPK7	0.624666666666667
RRAGC	1.5115
PARD6A	-0.105833333333333
NUB1	0.5555
SYNGR4	0.76875
OR11H12	0.354
WIF1	0.97475
GCH1	0.32775
OR11H4	0.2985
SLC44A5	-1.5265
GPRIN2	4.07083333333333
LOC401431	-0.4315
CPA4	-2.162
MELK	-0.354444444444444
IL15RA	1.8335
CUL3	-0.737125
HMBOX1	-1.592
PODXL	-2.0715
CCT6B	0.211
COMTD1	-0.106
MUC20	0.371166666666667
GPX2	-3.9125
ITK	-0.8155
FBXL5	1.029
C13orf27	-0.654
DEFA5	0.5225
TRHDE	0.3425
MTP18	-0.156833333333333
UQCRQ	-0.0533
ITGB2	2.33325
CSRP2BP	0.09225
TAS2R44	1.06
PHPT1	-0.341125
FAM44C	-0.428
ERH	0.12825
MPHOSPH1	-1.383
MORC1	-0.061
PARVB	-0.30775
LAMA1	-1.88233333333333
PGBD3	-0.14925
GIMAP6	4.034
AREG	-5.27533333333333
LIPT1	-0.33725
MGC99813	-0.806
C1orf201	0.1495
GRIN2A	-0.585
MAN2C1	-1.187
NSUN5	-0.44375
SF3B5	0.635
MYC	-1.474125
NRXN1	-0.700083333333334
ZNF18	0.18075
SPDYA	0.511375
SLC37A1	0.5695
DECR2	0.07925
ANKRD38	2.59825
SPTLC3	-0.959583333333333
SUPT16H	-0.50475
DTWD2	-0.32325
ULBP1	-0.1465
ZADH1	-2.00633333333333
OIP5	-0.82825
IL10RB	0.286666666666667
OTUB2	0.158875
VWA3A	0.1315
SPIC	0.504333333333333
OR6C4	0.193
PSCD4	1.56533333333333
DPY19L2P2	-1.9305
TRAPPC6A	0.139666666666667
C21orf2	-0.4585
CEMP1	-0.51375
LIN7B	0.9815
E2F7	-0.911833333333333
VCP	0.0535625
LAMA3	1.37791666666667
BGN	2.204
GPR160	-0.882333333333333
COCH	-2.74316666666667
GPR81	0.728833333333333
APOBEC3F	-0.1895
tcag7.1017	-0.60125
C1orf32	1.9805
SCGB1D2	1.027
FLJ43987	-0.111
C6orf170	-0.50725
KLK9	1.012
GPD1L	-1.15425
VPS37B	1.399
ATG3	-0.367166666666667
ADAMTS17	0.194
KLHDC2	-0.886166666666667
NDUFV2	-1.09825
BLK	-2.0015
MATN4	0.3195
GPM6A	-0.013125
GBP4	5.48266666666667
TMEM162	0.4615
PKP2	0.1195
HRASLS	2.68722222222222
MMP1	0.55125
SFXN3	-0.065
FSD1	-1.71033333333333
ST6GALNAC3	-1.70883333333333
CA12	-0.6197
NCOA6	0.34425
C19orf58	-0.0121
PPP4R1	0.152666666666667
MAN1A2	0.889166666666667
IKBKAP	-1.8145
UPF1	-0.207666666666667
KIAA1219	-0.28775
WNT16	0.09
SNW1	-0.22925
IL18RAP	3.52275
RPP30	-0.880625
CDC40	-0.0146428571428571
SETD3	0.155166666666667
SLAMF6	1.3055
ELK4	-0.684
TRIM47	1.956
ACOX3	1.868
TRIM6	0.83775
KIAA0372	-0.9095
TP53AP1	-0.10575
SMURF2	0.2435
ADAD1	0.38375
EBP	-1.055
KRTAP13-2	0.2665
FLJ36874	0.0866666666666667
TOR1A	-0.310333333333333
P2RY4	1.2295
GPBP1	-0.44
TRPV1	-0.234125
ADAMTS12	0.878833333333333
PES1	-0.2116
ATG4A	0.4425
MAGEA10	-4.61775
WFS1	0.597
CC2D1B	0.218666666666667
PABPN1	-0.130125
SLC25A30	-0.15075
SLCO1C1	-0.4375
SLC22A5	-0.07425
KIF23	-0.537666666666667
SYN2	0.378333333333333
ASPN	8.0925
CENTG2	-0.319
QSOX2	-1.4599
FLJ10815	0.275166666666667
STK24	0.595375
SPEG	1.1184
STK10	0.460166666666667
DACT2	-2.96
AAAS	-0.98675
SSX3	-1.928625
ABCD3	-0.1093
C4orf12	-0.994125
PARVG	1.3685
FIG4	0.26125
C9orf46	0.431
TMCO6	-0.858
IGHMBP2	-0.99
DUS2L	-0.376166666666667
FAM3C	0.3026875
TMEM16D	-1.832625
DCTN4	-0.75925
KCNH3	-0.077
EIF2AK2	2.24025
AP1S3	-0.2105
CST4	-1.0965
PAM	1.5425625
NUTF2	0.047
CITED2	0.7555
SLC39A4	0.32275
C2orf52	-1.1935
GRM3	-0.4695
C12orf49	0.71925
CCDC49	-0.1635
GRAMD1B	-1.2075
FNDC4	1.64425
SIAH2	0.95975
GDPD4	0.37525
C21orf87	0.376125
ATP5A1	-0.379666666666667
C16orf63	-0.442375
LOC388135	-0.980666666666667
ATP5J2	-0.3265
MMP3	1.49575
EMID2	-0.164
CRHR1	0.36
WDR70	-1.3705
C13orf31	1.87925
ZFAND1	-0.43925
CCL18	4.77733333333333
C3orf49	0.1135
RINT1	-1.224
KIAA0408	-2.20933333333333
F13A1	4.881
SLC10A1	0.275
OGN	-1.312
GIPC2	-1.35333333333333
XPO6	0.154666666666667
LCE1A	1.4765
FMR1	0.7562
LOC374920	0.661
DUSP3	0.742
ANKMY1	-0.884
C7orf50	0.217
BBS9	-0.1848
UNC119B	-0.3415
C9orf72	-0.42775
MGC35440	0.2
ENTPD6	-0.274
PPP1R2P9	0.66625
ERCC4	0.0585
FAHD2B	-0.6835
HMHA1	0.051
HACL1	-0.859
RAD23A	-0.173333333333333
FAM83B	2.8285
PPP5C	-0.105833333333333
RNASEH2C	-0.58175
C9orf153	-0.5465
SCAMP4	0.46325
GHITM	-0.287
NDUFB7	-0.1405
ADCYAP1	2.966
SP110	1.96533333333333
MAP3K7IP2	0.7965
DHH	-0.054
AGRN	0.436
WDR33	-0.1675
CEP290	-0.554333333333333
PRPS1L1	-1.66533333333333
KLRA1	-0.664
GPR97	-0.1025
CHD7	-0.495333333333333
TLR10	1.32125
SLC30A8	-1.5965
HIC1	1.56733333333333
IAPP	0.5405
RXFP4	0.31625
GP1BB	1.60475
SHQ1	-0.2475
NKX2-3	0.4095
API5	-0.17875
FTHP1	1.258
MOV10L1	-0.1692
TRIM6-TRIM34	2.04533333333333
ADHFE1	0.2385
FAM117A	-1.04275
DDI1	0.0925
CDON	-1.38533333333333
TRIM73	-1.1355
IGKC	5.6515
MMP14	0.701416666666667
DYNC1LI1	-0.231875
C11orf66	-0.23625
TRBV3-1	-0.81425
FASTKD5	-0.382
BIVM	-0.34575
LHX4	-0.27725
CXCL2	-0.6403
RAB2B	-0.6675
IZUMO1	-0.344
MAP3K15	-1.95175
FAM19A2	0.167833333333333
ZC3H8	-0.787333333333333
ZMAT1	-0.046125
SPINK5L3	-2.72475
SLC10A6	0.633
APPL2	-0.75625
CARD10	-0.671
LOC402176	-1.046375
EEF1D	0.9727
RAB6A	0.8501
C12orf5	-1.616
PAPOLG	0.0225
MSRB2	1.55
BCR	0.804277777777778
PUS3	0.1515
TIAM2	1.66475
ZNF317	-0.097
CHD2	-0.485785714285714
FZD5	-1.88
NUDT8	0.12925
ZNF763	-0.8135
PRC1	-0.308
ABCB9	0.818
SPATA3	0.62225
TRAK2	-0.583625
STAB1	3.1365
LRRTM2	-0.121833333333333
psiTPTE22	1.67575
DBI	1.1935
SERPINA11	-3.6555
NAT5	-0.09925
C20orf58	-2.52675
RPS6KA4	0.905666666666667
FLJ90650	-0.339
TGFBRAP1	0.42975
CHRDL2	0.839625
FAHD2A	-0.700333333333333
CNTN1	0.031
BBS4	-1.1832
TMEM181	-0.65775
MINPP1	-2.2295
MPHOSPH6	-0.2485
HOXC10	1.1703
ITPKB	0.67825
CLPTM1L	0.867375
MEOX2	-1.4885
ATP6V0C	0.483
PRPF8	-0.0895
TMC5	0.63475
FKBP3	-0.97025
PLEKHB2	-0.261875
OR4D6	0.2515
ZNF544	0.1397
D2HGDH	-0.508625
RPL18A	-0.6517
HEL308	-0.545
MPP6	-1.7265
TCERG1	-1.84
KRT16	4.7655
KLF17	-0.6745
KLF5	0.90925
CDR1	2.4325
VCX3A	-5.1
FBLN2	2.609625
C14orf104	-1.1285
HBE1	-4.5893
OR4S2	0.301
C1orf108	-0.330666666666667
ROBO4	3.5445
CPEB4	0.387125
C11orf80	0.5125
BCKDHA	0.316833333333333
MYOC	0.5895
GIF	-0.3275
CKMT1A	1.446
RPL3	-0.5649
THBS1	2.91625
APOO	-0.02025
ARMCX1	0.431
HSZFP36	-0.0305
SNAPC5	-0.3395
EIF4ENIF1	0.44575
ZNF433	-0.04675
TNFRSF21	1.0255
TMPRSS7	0.194
SPATA18	0.1276
HPDL	-0.1285
MKL2	0.6278
TBX3	0.175076923076923
C21orf93	0.589
DAXX	0.67425
ELMO1	-0.149375
RGS13	1.718
TAF11	-0.20975
UNC13A	-2.546875
LOC653314	-0.7144
ORC3L	-0.6745
IMAA	-1.519
TARBP2	-1.167
CABIN1	-0.2776
TRIOBP	-0.070625
HIST1H2AC	0.8775
RGS22	-2.51433333333333
NCOA1	1.298
IL25	0.1135
SNCG	-0.367
GPR6	0.358
AMDHD1	-2.66966666666667
CHEK2	-0.386
C6orf142	-0.5055
DRD4	1.1825
C14orf68	-1.13175
GDF11	-2.3565
SEMG2	-0.1675
CD247	-0.36325
CDAN1	-0.7505
RBMX2	-0.266333333333333
TGS1	-0.371
OIT3	0.171
SYF2	-0.34325
MCM4	-0.5315
PKHD1L1	1.068
CEP192	-1.171
IFT88	-0.6055
RPL9	-0.377785714285714
RAB32	0.96425
DDX43	-3.6545
P2RX2	0.4885
OR5D18	1.0855
UBE1	-0.00725
SLC24A1	-0.688125
ARHGAP5	0.00725
CETP	-0.937
KIAA1731	-0.973
SLC9A4	0.2065
PTPN6	1.3175
BAHD1	0.46425
GRIK3	-0.033
CACNB2	-0.6241
PDE10A	-0.164
DGCR14	0.16075
PCDHB9	0.0565
RHOQ	0.596833333333333
MAP3K4	-0.1835
KTI12	0.3725
RPL23AP13	-2.3505
GNG11	-1.45775
CLCN3	0.518833333333333
GPAM	-1.281
VSTM2A	0.6955
SLAMF7	4.73333333333333
INTS2	-1.82675
PPP2CA	-0.61
LRP12	0.503466666666667
SEC14L2	0.498777777777778
DKFZP586H2123	2.21675
MC3R	0.192
CIRH1A	-0.715
HIST1H2AB	0.9885
POLH	-0.08225
